target	query	e-value	score	length	start	end
strain_GIC31_complete_genome_2584944_2586938_-	GH13	3.8e-44	149.0	664	172	500
strain_GIC31_complete_genome_649385_652327_+	GH13	7.6e-38	128.9	980	520	850
strain_GIC31_complete_genome_931423_933588_+	GH13	3.8e-36	122.6	721	266	591
strain_GIC31_complete_genome_2357646_2359715_-	GH13	3.5e-20	67.2	689	124	525
strain_GIC31_complete_genome_2818566_2821052_-	GH16	7.3e-61	201.3	828	70	321
strain_GIC31_complete_genome_2474430_2475836_+	GH1	1.6e-169	561.5	468	2	464
strain_GIC31_complete_genome_2478234_2479586_-	GH1	2.7e-162	537.7	450	2	440
strain_GIC31_complete_genome_2708716_2710140_-	GH1	8.3e-156	516.3	474	14	471
strain_GIC31_complete_genome_1270582_1272036_+	GH1	5.3e-153	507.0	484	4	481
strain_GIC31_complete_genome_1373966_1375420_-	GH1	6.2e-150	497.0	484	2	475
strain_GIC31_complete_genome_2717810_2719261_-	GH1	2.9e-149	494.7	483	5	473
strain_GIC31_complete_genome_534016_535458_-	GH1	5.9e-149	493.8	480	2	470
strain_GIC31_complete_genome_1420374_1421414_+	GH1	2.8e-94	313.6	346	8	342
strain_GIC31_complete_genome_1297932_1298624_-	GH23	1.4e-18	64.4	230	62	199
strain_GIC31_complete_genome_2672580_2674178_+	GH28	2.1e-10	34.0	532	211	344
strain_GIC31_complete_genome_228670_231012_+	GH31	9.7e-129	427.2	780	175	600
strain_GIC31_complete_genome_1479052_1480470_-	GH32	2.2e-97	323.5	472	37	334
strain_GIC31_complete_genome_1392197_1393618_-	GH32	4.4e-94	312.6	473	31	335
strain_GIC31_complete_genome_450255_451166_+	GH32	1.8e-38	130.0	303	6	140
strain_GIC31_complete_genome_301005_302954_+	GH3	2.7e-67	223.4	649	117	352
strain_GIC31_complete_genome_2827573_2830347_-	GH3	9.8e-60	198.6	919	510	729
strain_GIC31_complete_genome_1479052_1480470_-	GH43	3.5e-14	38.0	472	45	248
strain_GIC31_complete_genome_191432_192829_-	GH4	1.4e-71	236.4	465	6	180
strain_GIC31_complete_genome_462885_464234_+	GH4	1.4e-59	197.2	449	7	186
strain_GIC31_complete_genome_2672580_2674178_+	GH55	7.9e-08	27.8	532	92	155
strain_GIC31_complete_genome_1099223_1101424_+	GH57	1e-73	246.2	733	8	426
strain_GIC31_complete_genome_1270582_1272036_+	GH5	1.3e-13	47.8	484	82	431
strain_GIC31_complete_genome_534016_535458_-	GH5	6.3e-13	45.5	480	70	389
strain_GIC31_complete_genome_2717810_2719261_-	GH5	1.9e-11	40.5	483	70	424
strain_GIC31_complete_genome_2708716_2710140_-	GH5	1.1e-10	36.8	474	54	462
strain_GIC31_complete_genome_2478234_2479586_-	GH5	1e-09	35.2	450	54	401
strain_GIC31_complete_genome_1373966_1375420_-	GH5	1.6e-08	31.0	484	59	194
strain_GIC31_complete_genome_2117766_2120063_-	GH65	8.9e-146	482.6	765	316	693
strain_GIC31_complete_genome_297329_298873_+	GH70	9.8e-23	45.3	514	50	156
strain_GIC31_complete_genome_1089361_1090830_+	GH70	1.5e-19	36.9	489	12	104
strain_GIC31_complete_genome_1155420_1156505_-	GH73	8.5e-24	80.8	361	235	348
strain_GIC31_complete_genome_2324969_2327944_+	GH73	7.5e-23	78.9	991	836	974
strain_GIC31_complete_genome_2488162_2488779_+	GH73	2.9e-15	53.9	205	70	195
strain_GIC31_complete_genome_1456337_1457269_-	GH74	2.1e-20	38.5	310	159	227
strain_GIC31_complete_genome_425602_426573_+	GH74	1.5e-09	33.9	323	174	244
strain_GIC31_complete_genome_620399_621505_+	GT19	1.7e-08	29.7	368	170	301
strain_GIC31_complete_genome_1794108_1795184_-	GT1	5.9e-13	46.4	355	183	337
strain_GIC31_complete_genome_552594_553853_-	GT21	7.1e-17	58.7	419	55	279
strain_GIC31_complete_genome_541101_542156_+	GT21	7.7e-08	27.4	351	6	122
strain_GIC31_complete_genome_2138208_2139275_+	GT21	7.4e-07	25.9	355	99	237
strain_GIC31_complete_genome_541101_542156_+	GT27	3.2e-11	39.9	351	9	118
strain_GIC31_complete_genome_552594_553853_-	GT27	2.1e-10	34.7	419	58	166
strain_GIC31_complete_genome_1794108_1795184_-	GT28	7e-50	165.7	355	187	336
strain_GIC31_complete_genome_2198387_2200867_-	GT35	5.4e-273	904.8	810	93	805
strain_GIC31_complete_genome_1907852_1908517_-	GT41	1.3e-19	32.8	221	6	65
strain_GIC31_complete_genome_138579_139706_+	GT41	8.2e-09	31.6	375	217	315
strain_GIC31_complete_genome_541101_542156_+	GT45	9.9e-08	28.5	351	30	137
strain_GIC31_complete_genome_1623243_1624364_-	GT4	5.1e-37	123.7	349	172	318
strain_GIC31_complete_genome_542170_543324_+	GT4	1.3e-34	116.1	384	206	352
strain_GIC31_complete_genome_173838_175256_+	GT4	9.2e-26	86.8	472	281	436
strain_GIC31_complete_genome_615115_617289_+	GT4	1.1e-21	29.2	724	204	358
strain_GIC31_complete_genome_615115_617289_+	GT4	1.1e-21	42.8	724	536	654
strain_GIC31_complete_genome_504372_505550_+	GT4	6.2e-18	61.8	392	205	347
strain_GIC31_complete_genome_807303_808643_+	GT4	7e-16	55.1	446	247	400
strain_GIC31_complete_genome_806089_807306_+	GT4	2.6e-13	46.8	405	216	371
strain_GIC31_complete_genome_2200842_2202281_-	GT4	3.1e-10	36.5	479	299	448
strain_GIC31_complete_genome_506076_507314_+	GT4	1.2e-07	28.0	412	224	383
strain_GIC31_complete_genome_1605622_1608225_-	GT51	1.8e-65	216.5	867	90	258
strain_GIC31_complete_genome_2204710_2206521_+	GT51	1.2e-59	194.9	603	75	240
strain_GIC31_complete_genome_955267_957768_-	GT51	2.9e-57	186.6	833	87	275
strain_GIC31_complete_genome_2200842_2202281_-	GT5	5.1e-183	606.3	479	2	476
strain_GIC31_complete_genome_1623243_1624364_-	GT5	2.5e-18	61.4	349	115	345
strain_GIC31_complete_genome_542170_543324_+	GT5	4.3e-17	56.3	384	199	377
strain_GIC31_complete_genome_173838_175256_+	GT5	1.2e-09	34.2	472	257	461
strain_GIC31_complete_genome_552594_553853_-	GT81	1.4e-10	37.5	419	56	146
strain_GIC31_complete_genome_2138208_2139275_+	GT81	6.7e-09	32.0	355	34	151
strain_GIC31_complete_genome_2767025_2769109_+	PL12	1.5e-19	66.9	694	447	567
strain_GIC31_complete_genome_2767025_2769109_+	PL17	7.5e-08	28.4	694	448	537
strain_GIC31_complete_genome_2672580_2674178_+	PL1	6e-08	25.9	532	226	324
strain_GIC31_complete_genome_1392197_1393618_-	GH130	8e-08	28.5	473	44	201
strain_GIC31_complete_genome_382707_384116_-	AA4	2.4e-31	100.6	469	4	229
strain_GIC31_complete_genome_700183_700653_+	AA6	2.2e-10	36.3	156	2	76
strain_GIC31_complete_genome_382707_384116_-	AA7	4e-23	78.2	469	31	231
strain_GIC31_complete_genome_552594_553853_-	GT2_Glycos_transf_2	5.9e-34	114.3	419	58	223
strain_GIC31_complete_genome_541101_542156_+	GT2_Glycos_transf_2	1.1e-33	113.2	351	9	129
strain_GIC31_complete_genome_608966_611650_+	GT2_Glycos_transf_2	2.1e-18	56.3	894	572	691
strain_GIC31_complete_genome_1284392_1285453_+	GT2_Glycos_transf_2	2.5e-18	63.4	353	14	140
strain_GIC31_complete_genome_2138208_2139275_+	GT2_Glycos_transf_2	2.7e-18	63.0	355	35	162
strain_GIC31_complete_genome_900985_901629_+	GT2_Glycos_transf_2	7.3e-14	48.8	214	5	113
strain_GIC31_complete_genome_541101_542156_+	GT2_Glyco_tranf_2_2	2.7e-13	44.6	351	9	106
strain_GIC31_complete_genome_608966_611650_+	GT2_Glyco_tranf_2_2	1.6e-08	29.6	894	572	679
strain_GIC31_complete_genome_552594_553853_-	GT2_Glyco_tranf_2_2	2.3e-08	29.4	419	58	152
strain_GIC31_complete_genome_552594_553853_-	GT2_Glyco_tranf_2_3	1.8e-33	113.5	419	57	278
strain_GIC31_complete_genome_541101_542156_+	GT2_Glyco_tranf_2_3	3.5e-17	60.0	351	8	228
strain_GIC31_complete_genome_2138208_2139275_+	GT2_Glyco_tranf_2_3	1.1e-10	38.2	355	31	234
strain_GIC31_complete_genome_608966_611650_+	GT2_Glyco_tranf_2_3	1.8e-08	30.3	894	570	719
strain_GIC31_complete_genome_552594_553853_-	GT2_Glyco_tranf_2_4	7.8e-08	30.3	419	64	149
strain_GIC31_complete_genome_552594_553853_-	GT2_Glyco_trans_2_3	2.7e-23	80.4	419	139	345
strain_GIC31_complete_genome_421918_423417_-	AA1_1	7.4e-13	37.4	499	106	325
strain_GIC31_complete_genome_421918_423417_-	AA1_2	1.2e-19	53.4	499	110	327
strain_GIC31_complete_genome_421918_423417_-	AA1_3	1.6e-18	47.7	499	102	327
strain_GIC31_complete_genome_788978_789931_+	AA3_1	1.8e-08	30.2	317	2	43
strain_GIC31_complete_genome_1320232_1321764_+	AA3_1	1.4e-07	27.3	510	24	70
strain_GIC31_complete_genome_2584944_2586938_-	GH13_10	2.6e-33	110.4	664	178	492
strain_GIC31_complete_genome_2125820_2127331_-	GH13_10	1.6e-32	101.2	503	62	274
strain_GIC31_complete_genome_931423_933588_+	GH13_10	1.7e-32	109.1	721	266	584
strain_GIC31_complete_genome_649385_652327_+	GH13_10	6.6e-30	101.4	980	518	841
strain_GIC31_complete_genome_2131288_2133072_+	GH13_10	1.1e-28	96.6	594	186	395
strain_GIC31_complete_genome_727650_729284_+	GH13_10	1.9e-25	81.7	544	27	307
strain_GIC31_complete_genome_331639_333348_+	GH13_10	4.3e-24	76.3	569	42	383
strain_GIC31_complete_genome_2758386_2760083_-	GH13_10	3e-23	73.5	565	42	226
strain_GIC31_complete_genome_2674752_2676401_-	GH13_10	1.2e-22	71.2	549	30	206
strain_GIC31_complete_genome_1089361_1090830_+	GH13_10	4.6e-18	33.3	489	21	107
strain_GIC31_complete_genome_1089361_1090830_+	GH13_10	4.6e-18	25.5	489	201	270
strain_GIC31_complete_genome_2889056_2892484_-	GH13_10	1.1e-12	42.3	1142	693	782
strain_GIC31_complete_genome_2584944_2586938_-	GH13_11	3.1e-52	160.0	664	177	456
strain_GIC31_complete_genome_931423_933588_+	GH13_11	7.6e-48	145.8	721	267	544
strain_GIC31_complete_genome_649385_652327_+	GH13_11	5.5e-46	146.5	980	521	803
strain_GIC31_complete_genome_2131288_2133072_+	GH13_11	2.6e-23	77.2	594	186	399
strain_GIC31_complete_genome_2125820_2127331_-	GH13_11	1.3e-19	65.2	503	62	286
strain_GIC31_complete_genome_2674752_2676401_-	GH13_11	5e-17	54.1	549	30	209
strain_GIC31_complete_genome_727650_729284_+	GH13_11	6.2e-16	51.0	544	28	207
strain_GIC31_complete_genome_2758386_2760083_-	GH13_11	3.2e-15	50.6	565	42	247
strain_GIC31_complete_genome_331639_333348_+	GH13_11	1.2e-14	42.3	569	42	224
strain_GIC31_complete_genome_2357646_2359715_-	GH13_11	1.8e-10	29.4	689	124	240
strain_GIC31_complete_genome_2889056_2892484_-	GH13_11	2.7e-10	35.4	1142	693	786
strain_GIC31_complete_genome_2889056_2892484_-	GH13_12	6.7e-94	311.6	1142	693	1002
strain_GIC31_complete_genome_2584944_2586938_-	GH13_12	2.9e-52	175.1	664	178	495
strain_GIC31_complete_genome_649385_652327_+	GH13_12	4.1e-51	170.9	980	519	844
strain_GIC31_complete_genome_931423_933588_+	GH13_12	2.5e-47	158.7	721	268	586
strain_GIC31_complete_genome_2125820_2127331_-	GH13_12	7.7e-46	153.9	503	62	315
strain_GIC31_complete_genome_2131288_2133072_+	GH13_12	2.4e-33	112.9	594	186	475
strain_GIC31_complete_genome_331639_333348_+	GH13_12	2.8e-22	75.2	569	42	220
strain_GIC31_complete_genome_2758386_2760083_-	GH13_12	1.4e-21	73.9	565	42	220
strain_GIC31_complete_genome_1089361_1090830_+	GH13_12	3.7e-21	69.2	489	23	332
strain_GIC31_complete_genome_2674752_2676401_-	GH13_12	5.7e-20	68.1	549	27	203
strain_GIC31_complete_genome_727650_729284_+	GH13_12	6.4e-17	58.2	544	28	195
strain_GIC31_complete_genome_297329_298873_+	GH13_12	8.5e-15	28.5	514	231	351
strain_GIC31_complete_genome_2584944_2586938_-	GH13_13	8.2e-85	280.5	664	180	491
strain_GIC31_complete_genome_649385_652327_+	GH13_13	1e-84	281.3	980	524	840
strain_GIC31_complete_genome_931423_933588_+	GH13_13	6.7e-76	249.7	721	270	582
strain_GIC31_complete_genome_2125820_2127331_-	GH13_13	1.5e-42	126.0	503	93	347
strain_GIC31_complete_genome_1089361_1090830_+	GH13_13	4.8e-31	97.4	489	47	369
strain_GIC31_complete_genome_297329_298873_+	GH13_13	7.5e-30	94.6	514	12	397
strain_GIC31_complete_genome_2131288_2133072_+	GH13_13	2.6e-29	97.2	594	216	398
strain_GIC31_complete_genome_2889056_2892484_-	GH13_13	3.5e-29	94.8	1142	701	933
strain_GIC31_complete_genome_2758386_2760083_-	GH13_13	1.5e-22	68.4	565	74	381
strain_GIC31_complete_genome_331639_333348_+	GH13_13	1.9e-21	57.5	569	75	222
strain_GIC31_complete_genome_727650_729284_+	GH13_13	8.3e-20	55.5	544	61	201
strain_GIC31_complete_genome_2674752_2676401_-	GH13_13	3e-19	58.3	549	59	206
strain_GIC31_complete_genome_649385_652327_+	GH13_14	2e-116	385.2	980	524	840
strain_GIC31_complete_genome_2584944_2586938_-	GH13_14	6.1e-112	370.8	664	180	491
strain_GIC31_complete_genome_931423_933588_+	GH13_14	1.3e-107	356.4	721	270	582
strain_GIC31_complete_genome_2889056_2892484_-	GH13_14	2.7e-55	185.2	1142	702	998
strain_GIC31_complete_genome_2125820_2127331_-	GH13_14	9.4e-44	147.0	503	71	347
strain_GIC31_complete_genome_2131288_2133072_+	GH13_14	5e-39	131.3	594	195	473
strain_GIC31_complete_genome_2674752_2676401_-	GH13_14	1.3e-34	114.2	549	37	369
strain_GIC31_complete_genome_331639_333348_+	GH13_14	4e-34	112.6	569	51	381
strain_GIC31_complete_genome_727650_729284_+	GH13_14	4.9e-34	113.9	544	37	357
strain_GIC31_complete_genome_2758386_2760083_-	GH13_14	1.5e-30	102.9	565	51	380
strain_GIC31_complete_genome_297329_298873_+	GH13_14	4e-28	94.9	514	60	396
strain_GIC31_complete_genome_1089361_1090830_+	GH13_14	2.2e-26	89.5	489	32	368
strain_GIC31_complete_genome_2125820_2127331_-	GH13_15	2.9e-15	45.8	503	78	310
strain_GIC31_complete_genome_297329_298873_+	GH13_15	1e-10	27.2	514	214	380
strain_GIC31_complete_genome_331639_333348_+	GH13_15	4.2e-10	32.1	569	85	351
strain_GIC31_complete_genome_2758386_2760083_-	GH13_15	7.7e-10	32.6	565	85	220
strain_GIC31_complete_genome_2889056_2892484_-	GH13_15	3.6e-09	32.7	1142	747	890
strain_GIC31_complete_genome_2674752_2676401_-	GH13_15	1.6e-08	30.6	549	72	201
strain_GIC31_complete_genome_727650_729284_+	GH13_15	5.5e-07	25.9	544	69	195
strain_GIC31_complete_genome_2758386_2760083_-	GH13_16	3.1e-77	250.8	565	42	343
strain_GIC31_complete_genome_331639_333348_+	GH13_16	1.4e-75	250.2	569	42	343
strain_GIC31_complete_genome_2674752_2676401_-	GH13_16	8.7e-75	239.4	549	27	282
strain_GIC31_complete_genome_727650_729284_+	GH13_16	8.9e-70	219.3	544	28	273
strain_GIC31_complete_genome_2131288_2133072_+	GH13_16	1.9e-39	108.2	594	186	422
strain_GIC31_complete_genome_2125820_2127331_-	GH13_16	5.2e-37	96.2	503	62	148
strain_GIC31_complete_genome_2125820_2127331_-	GH13_16	5.2e-37	27.1	503	176	313
strain_GIC31_complete_genome_2889056_2892484_-	GH13_16	5.8e-22	60.0	1142	693	780
strain_GIC31_complete_genome_1089361_1090830_+	GH13_16	8.3e-17	34.3	489	24	106
strain_GIC31_complete_genome_297329_298873_+	GH13_16	7.5e-14	25.0	514	58	135
strain_GIC31_complete_genome_2584944_2586938_-	GH13_16	7.9e-12	33.8	664	179	267
strain_GIC31_complete_genome_2674752_2676401_-	GH13_17	2.7e-84	277.2	549	27	374
strain_GIC31_complete_genome_331639_333348_+	GH13_17	2.9e-83	275.4	569	42	386
strain_GIC31_complete_genome_2758386_2760083_-	GH13_17	2.1e-82	273.2	565	42	385
strain_GIC31_complete_genome_727650_729284_+	GH13_17	3.8e-79	259.0	544	28	362
strain_GIC31_complete_genome_2125820_2127331_-	GH13_17	1.6e-31	86.6	503	62	162
strain_GIC31_complete_genome_2131288_2133072_+	GH13_17	1.5e-30	78.0	594	186	287
strain_GIC31_complete_genome_2889056_2892484_-	GH13_17	1.7e-17	47.6	1142	693	781
strain_GIC31_complete_genome_297329_298873_+	GH13_17	3.3e-13	41.0	514	56	270
strain_GIC31_complete_genome_1089361_1090830_+	GH13_17	7.1e-13	31.8	489	26	107
strain_GIC31_complete_genome_727650_729284_+	GH13_18	5.2e-26	88.2	544	47	264
strain_GIC31_complete_genome_331639_333348_+	GH13_18	1.3e-23	80.3	569	61	244
strain_GIC31_complete_genome_2674752_2676401_-	GH13_18	2.3e-22	74.8	549	46	280
strain_GIC31_complete_genome_2758386_2760083_-	GH13_18	4.9e-22	74.8	565	61	238
strain_GIC31_complete_genome_2131288_2133072_+	GH13_18	4.6e-17	46.6	594	204	286
strain_GIC31_complete_genome_491555_492754_+	GH13_18	6.9e-12	30.2	399	163	250
strain_GIC31_complete_genome_2125820_2127331_-	GH13_18	1.2e-08	30.9	503	80	148
strain_GIC31_complete_genome_2889056_2892484_-	GH13_19	6.5e-51	108.8	1142	693	786
strain_GIC31_complete_genome_2889056_2892484_-	GH13_19	6.5e-51	63.8	1142	832	998
strain_GIC31_complete_genome_2125820_2127331_-	GH13_19	1.5e-45	89.9	503	62	143
strain_GIC31_complete_genome_2125820_2127331_-	GH13_19	1.5e-45	63.4	503	181	347
strain_GIC31_complete_genome_2131288_2133072_+	GH13_19	9.5e-34	55.5	594	186	265
strain_GIC31_complete_genome_2131288_2133072_+	GH13_19	9.5e-34	60.6	594	284	473
strain_GIC31_complete_genome_1089361_1090830_+	GH13_19	1.3e-22	75.1	489	31	368
strain_GIC31_complete_genome_2674752_2676401_-	GH13_19	3.9e-21	58.8	549	27	106
strain_GIC31_complete_genome_2758386_2760083_-	GH13_19	8.6e-21	56.5	565	42	119
strain_GIC31_complete_genome_331639_333348_+	GH13_19	2.1e-20	55.5	569	42	125
strain_GIC31_complete_genome_727650_729284_+	GH13_19	4e-19	60.1	544	28	174
strain_GIC31_complete_genome_297329_298873_+	GH13_19	6.8e-18	60.5	514	58	396
strain_GIC31_complete_genome_2584944_2586938_-	GH13_19	6e-13	28.5	664	181	265
strain_GIC31_complete_genome_2125820_2127331_-	GH13_1	4e-72	239.9	503	61	358
strain_GIC31_complete_genome_2889056_2892484_-	GH13_1	1.2e-49	165.5	1142	692	1005
strain_GIC31_complete_genome_2131288_2133072_+	GH13_1	6.6e-49	163.5	594	185	482
strain_GIC31_complete_genome_331639_333348_+	GH13_1	2.7e-41	138.2	569	42	385
strain_GIC31_complete_genome_2758386_2760083_-	GH13_1	3.3e-41	138.0	565	42	385
strain_GIC31_complete_genome_727650_729284_+	GH13_1	1.1e-33	113.5	544	28	361
strain_GIC31_complete_genome_2674752_2676401_-	GH13_1	4.8e-31	104.9	549	27	373
strain_GIC31_complete_genome_1089361_1090830_+	GH13_1	3.6e-28	95.6	489	22	375
strain_GIC31_complete_genome_297329_298873_+	GH13_1	2.7e-26	89.5	514	50	403
strain_GIC31_complete_genome_2584944_2586938_-	GH13_1	1.9e-14	29.5	664	179	267
strain_GIC31_complete_genome_931423_933588_+	GH13_1	3.4e-13	30.9	721	269	421
strain_GIC31_complete_genome_2131288_2133072_+	GH13_20	6e-133	439.7	594	186	482
strain_GIC31_complete_genome_2125820_2127331_-	GH13_20	7.8e-70	232.2	503	62	356
strain_GIC31_complete_genome_331639_333348_+	GH13_20	3.9e-52	146.1	569	42	221
strain_GIC31_complete_genome_331639_333348_+	GH13_20	3.9e-52	32.0	569	262	386
strain_GIC31_complete_genome_2758386_2760083_-	GH13_20	1.4e-51	144.4	565	42	220
strain_GIC31_complete_genome_2758386_2760083_-	GH13_20	1.4e-51	29.8	565	256	385
strain_GIC31_complete_genome_2674752_2676401_-	GH13_20	1.2e-50	142.1	549	27	205
strain_GIC31_complete_genome_2674752_2676401_-	GH13_20	1.2e-50	26.7	549	233	374
strain_GIC31_complete_genome_727650_729284_+	GH13_20	1.8e-50	164.6	544	28	362
strain_GIC31_complete_genome_2889056_2892484_-	GH13_20	3.4e-46	152.9	1142	693	1005
strain_GIC31_complete_genome_1089361_1090830_+	GH13_20	1.3e-24	80.4	489	27	375
strain_GIC31_complete_genome_297329_298873_+	GH13_20	2.6e-21	51.8	514	170	404
strain_GIC31_complete_genome_2584944_2586938_-	GH13_20	9.5e-21	37.8	664	179	267
strain_GIC31_complete_genome_2584944_2586938_-	GH13_20	9.5e-21	31.5	664	305	492
strain_GIC31_complete_genome_931423_933588_+	GH13_20	1.7e-15	26.4	721	269	353
strain_GIC31_complete_genome_2131288_2133072_+	GH13_21	5.3e-85	282.6	594	186	479
strain_GIC31_complete_genome_2674752_2676401_-	GH13_21	1.2e-58	195.8	549	27	374
strain_GIC31_complete_genome_2758386_2760083_-	GH13_21	8.8e-57	189.3	565	42	385
strain_GIC31_complete_genome_331639_333348_+	GH13_21	1.6e-56	188.3	569	42	386
strain_GIC31_complete_genome_727650_729284_+	GH13_21	2.5e-54	181.6	544	28	362
strain_GIC31_complete_genome_2125820_2127331_-	GH13_21	2.9e-45	151.8	503	62	352
strain_GIC31_complete_genome_2889056_2892484_-	GH13_21	1.1e-35	119.6	1142	693	1004
strain_GIC31_complete_genome_1089361_1090830_+	GH13_21	8.9e-18	58.8	489	27	374
strain_GIC31_complete_genome_297329_298873_+	GH13_21	5.9e-13	42.8	514	59	403
strain_GIC31_complete_genome_2584944_2586938_-	GH13_21	3.2e-12	31.0	664	179	267
strain_GIC31_complete_genome_931423_933588_+	GH13_21	7e-09	28.3	721	268	586
strain_GIC31_complete_genome_2125820_2127331_-	GH13_22	5.8e-14	46.4	503	61	141
strain_GIC31_complete_genome_331639_333348_+	GH13_22	2.5e-10	36.3	569	42	116
strain_GIC31_complete_genome_2131288_2133072_+	GH13_22	9.4e-10	32.9	594	185	257
strain_GIC31_complete_genome_727650_729284_+	GH13_22	1.6e-09	33.7	544	28	101
strain_GIC31_complete_genome_2758386_2760083_-	GH13_22	2.9e-09	32.8	565	42	115
strain_GIC31_complete_genome_2674752_2676401_-	GH13_22	4.1e-08	29.3	549	27	101
strain_GIC31_complete_genome_2889056_2892484_-	GH13_22	6.9e-07	26.3	1142	692	777
strain_GIC31_complete_genome_331639_333348_+	GH13_23	3.4e-117	388.7	569	42	387
strain_GIC31_complete_genome_2758386_2760083_-	GH13_23	7.8e-113	374.5	565	42	385
strain_GIC31_complete_genome_2674752_2676401_-	GH13_23	2.1e-111	369.7	549	27	374
strain_GIC31_complete_genome_727650_729284_+	GH13_23	4.5e-97	320.6	544	28	362
strain_GIC31_complete_genome_2131288_2133072_+	GH13_23	1.4e-49	97.9	594	186	298
strain_GIC31_complete_genome_2131288_2133072_+	GH13_23	1.4e-49	27.0	594	298	345
strain_GIC31_complete_genome_2131288_2133072_+	GH13_23	1.4e-49	42.0	594	347	477
strain_GIC31_complete_genome_2125820_2127331_-	GH13_23	2.9e-42	100.2	503	62	148
strain_GIC31_complete_genome_2889056_2892484_-	GH13_23	2.6e-26	58.1	1142	693	780
strain_GIC31_complete_genome_2889056_2892484_-	GH13_23	2.6e-26	30.7	1142	861	1002
strain_GIC31_complete_genome_1089361_1090830_+	GH13_23	1.5e-16	26.4	489	27	107
strain_GIC31_complete_genome_2584944_2586938_-	GH13_23	7.5e-11	29.4	664	178	267
strain_GIC31_complete_genome_2125820_2127331_-	GH13_24	6.4e-10	25.6	503	159	309
