	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_022328.1_21	NC_022328.1	NC_022328.1	21	18006	18419	1	E			YP_009018436.1	YP_009018436.1 tail assembly chaperone [Mycobacterium phage Stinger]	False	1.0	295	2.121e-91		VOG00648	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_22	NC_022328.1	NC_022328.1	22	18476	19045	1	E			YP_008530902.1	YP_008530902.1 tail assembly chaperone [Mycobacterium phage Adawi]	True	0.93	370	1.235e-116		VOG04415	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_23	NC_022328.1	NC_022328.1	23	19071	25136	1	E			YP_008530903.1	YP_008530903.1 tail length tape measure protein [Mycobacterium phage Adawi]	True	0.893	3757	0.0		VOG00808	REFSEQ tail length tape measure protein; Xu	Xu	0	False	
NC_022328.1_24	NC_022328.1	NC_022328.1	24	25145	26578	1	E			YP_008530904.1	YP_008530904.1 hypothetical protein ADAWI_24 [Mycobacterium phage Adawi]	True	1.0	1013	0.0		VOG00924	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_022328.1_25	NC_022328.1	NC_022328.1	25	26580	27653	1	E			YP_008530905.1	YP_008530905.1 minor tail protein [Mycobacterium phage Adawi]	True	0.97	731	3.338e-238		VOG01538	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_022328.1_26	NC_022328.1	NC_022328.1	26	27650	29938	1	E			YP_008530906.1	YP_008530906.1 minor tail protein [Mycobacterium phage Adawi]	True	0.936	1497	0.0		VOG00660	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_022328.1_27	NC_022328.1	NC_022328.1	27	29938	31281	1	E			YP_008530907.1	YP_008530907.1 minor tail protein [Mycobacterium phage Adawi]	True	0.906	847	9.549e-277					0	False	
NC_022328.1_28	NC_022328.1	NC_022328.1	28	31281	32441	1	E			YP_008530908.1	YP_008530908.1 minor tail protein [Mycobacterium phage Adawi]	True	0.907	732	3.658e-238		VOG08021	sp|Q05241|VG32_BPML5 Gene 32 protein; Xu	Xu	0	False	
NC_022328.1_29	NC_022328.1	NC_022328.1	29	32452	32844	1	E			YP_008530909.1	YP_008530909.1 head protein [Mycobacterium phage Adawi]	False	0.954	263	1.4159999999999999e-80		VOG04042	REFSEQ head protein; Xu	Xu	0	False	
NC_022328.1_30	NC_022328.1	NC_022328.1	30	32853	33203	1	E			YP_008530910.1	YP_008530910.1 hypothetical protein ADAWI_30 [Mycobacterium phage Adawi]	False	0.947	233	1.916e-70		VOG02288	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_31	NC_022328.1	NC_022328.1	31	33208	33855	1	E			YP_008530911.1	YP_008530911.1 hypothetical protein ADAWI_31 [Mycobacterium phage Adawi]	True	1.0	466	2.997e-149		VOG02351	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_32	NC_022328.1	NC_022328.1	32	33852	34457	1	E			YP_008530912.1	YP_008530912.1 hypothetical protein ADAWI_32 [Mycobacterium phage Adawi]	True	0.99	422	1.8e-134		VOG02351	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_33	NC_022328.1	NC_022328.1	33	34412	35206	1	E			YP_010089222.1	YP_010089222.1 hypothetical protein KNT58_gp35 [Mycobacterium phage Fortunato]	True	0.942	524	3.092e-168		VOG02351	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_34	NC_022328.1	NC_022328.1	34	35235	35603	1	E			YP_008530914.1	YP_008530914.1 hypothetical protein ADAWI_34 [Mycobacterium phage Adawi]	False	0.973	252	4.856e-77		VOG04415	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_35	NC_022328.1	NC_022328.1	35	35603	35914	1	E			YP_008530915.1	YP_008530915.1 hypothetical protein ADAWI_35 [Mycobacterium phage Adawi]	False	0.985	216	5.901000000000001e-65		VOG01618	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_36	NC_022328.1	NC_022328.1	36	35933	36352	1	E			YP_008530916.1	YP_008530916.1 tail fiber protein [Mycobacterium phage Adawi]	False	0.886	259	7.036000000000001e-79		VOG08455	REFSEQ tail fiber protein; Xu	Xu	0	False	
NC_022328.1_37	NC_022328.1	NC_022328.1	37	36352	37488	1	E			YP_008530917.1	YP_008530917.1 minor tail protein [Mycobacterium phage Adawi]	True	0.977	781	5.1e-255		VOG00238	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_022328.1_38	NC_022328.1	NC_022328.1	38	37668	37874	-1	E			YP_009614464.1	YP_009614464.1 DNA binding protein [Mycobacterium phage Zemanar]	False	1.0	148	6.033e-42					0	False	
NC_022328.1_39	NC_022328.1	NC_022328.1	39	37871	38317	-1	E			YP_008530919.1	YP_008530919.1 HTH DNA binding protein [Mycobacterium phage Adawi]	False	0.961	301	1.683e-93					0	False	
NC_022328.1_40	NC_022328.1	NC_022328.1	40	38388	39122	-1	D			YP_008530920.1	YP_008530920.1 hypothetical protein ADAWI_41 [Mycobacterium phage Adawi]	True	0.957	493	4.21e-158	Family of unknown function (DUF6011) [PF19474.2]	VOG00373	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_41	NC_022328.1	NC_022328.1	41	39251	40972	1	E			YP_008530921.1	YP_008530921.1 endolysin [Mycobacterium phage Adawi]	True	1.0	1213	0.0		VOG03940	REFSEQ endolysin; Xu	Xu	0	False	
NC_022328.1_42	NC_022328.1	NC_022328.1	42	40972	42267	1	E			YP_008530922.1	YP_008530922.1 lysin B [Mycobacterium phage Adawi]	True	0.975	887	6.904e-291		VOG00985	sp|O64205|LYSB_BPMD2 Endolysin B; XhXp	Xh;Xp	0	False	
NC_022328.1_43	NC_022328.1	NC_022328.1	43	42358	42972	-1	E			YP_008530923.1	YP_008530923.1 hypothetical protein ADAWI_44 [Mycobacterium phage Adawi]	True	0.964	416	3.2300000000000004e-132		VOG08456	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_44	NC_022328.1	NC_022328.1	44	43005	44354	-1	E			YP_008530924.1	YP_008530924.1 exonuclease [Mycobacterium phage Adawi]	True	0.969	917	4.667e-301					0	False	
NC_022328.1_45	NC_022328.1	NC_022328.1	45	44354	46063	-1	D			YP_008530925.1	YP_008530925.1 DNA helicase [Mycobacterium phage Adawi]	True	0.959	1148	0.0	Helicase conserved C-terminal domain [PF00271.34]; Type III restriction enzyme, res subunit [PF04851.18]; ERCC3/RAD25/XPB C-terminal helicase [PF16203.8]	VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
NC_022328.1_46	NC_022328.1	NC_022328.1	46	46190	46360	-1	E			YP_008530927.1	YP_008530927.1 hypothetical protein ADAWI_47 [Mycobacterium phage Adawi]	False	1.0	124	1.107e-33		VOG10154	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_47	NC_022328.1	NC_022328.1	47	46357	46602	-1	E			YP_008530928.1	YP_008530928.1 hypothetical protein ADAWI_48 [Mycobacterium phage Adawi]	False	0.927	160	1.193e-45		VOG08457	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_48	NC_022328.1	NC_022328.1	48	46599	47003	-1	E			YP_008530929.1	YP_008530929.1 hypothetical protein ADAWI_49 [Mycobacterium phage Adawi]	False	1.0	287	5.394e-89		VOG08369	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_49	NC_022328.1	NC_022328.1	49	47000	47461	-1	E			YP_008530930.1	YP_008530930.1 hypothetical protein ADAWI_50 [Mycobacterium phage Adawi]	False	0.927	299	1.037e-92		VOG02539	sp|Q05257|VG46_BPML5 Gene 46 protein; Xu	Xu	0	False	
NC_022328.1_50	NC_022328.1	NC_022328.1	50	47499	50279	-1	D			YP_008530931.1	YP_008530931.1 DNA polymerase/primase [Mycobacterium phage Adawi]	True	0.976	1906	0.0	AAA domain [PF13481.9]; Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]	VOG00431	REFSEQ DNA polymerase/primase; Xu	Xu	0	False	
NC_022328.1_51	NC_022328.1	NC_022328.1	51	50312	50989	-1	D			YP_008530932.1	YP_008530932.1 metagenomic prevalent protein [Mycobacterium phage Adawi]	True	0.98	467	1.873e-149	Domain of unknown function (DUF6378) [PF19905.2]	VOG06502	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_52	NC_022328.1	NC_022328.1	52	50986	52839	-1	D			YP_008530933.1	YP_008530933.1 DNA polymerase I [Mycobacterium phage Adawi]	True	0.964	1253	0.0	DNA polymerase family A [PF00476.23]	VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xh;Xr	0	False	V
NC_022328.1_53	NC_022328.1	NC_022328.1	53	52836	53438	-1	E			YP_008530934.1	YP_008530934.1 hypothetical protein ADAWI_54 [Mycobacterium phage Adawi]	True	0.958	405	1.83e-128		VOG06405	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_54	NC_022328.1	NC_022328.1	54	53435	54040	-1	E			YP_008530935.1	YP_008530935.1 hypothetical protein ADAWI_55 [Mycobacterium phage Adawi]	True	0.989	422	3.383e-134		VOG08458	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_55	NC_022328.1	NC_022328.1	55	54037	54477	-1	E			YP_008530936.1	YP_008530936.1 replicative helicase [Mycobacterium phage Adawi]	False	0.975	302	8.131e-94		VOG08459	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_56	NC_022328.1	NC_022328.1	56	54510	54818	-1	E			YP_008530937.1	YP_008530937.1 hypothetical protein ADAWI_57 [Mycobacterium phage Adawi]	False	0.971	211	4.6920000000000003e-63		VOG00762	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_57	NC_022328.1	NC_022328.1	57	54815	55084	-1	E			YP_008530938.1	YP_008530938.1 hypothetical protein ADAWI_58 [Mycobacterium phage Adawi]	False	0.974	185	2.857e-54		VOG04856	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_58	NC_022328.1	NC_022328.1	58	55202	55489	-1	E			YP_008530939.1	YP_008530939.1 hypothetical protein ADAWI_59 [Mycobacterium phage Adawi]	False	0.998	203	2.5409999999999997e-60		VOG08460	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_59	NC_022328.1	NC_022328.1	59	55863	56639	1	E			YP_008530940.1	YP_008530940.1 hypothetical protein ADAWI_60 [Mycobacterium phage Adawi]	True	0.943	512	1.5899999999999999e-164		VOG03225	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_60	NC_022328.1	NC_022328.1	60	56889	57275	1	E			YP_008530941.1	YP_008530941.1 hypothetical protein ADAWI_61 [Mycobacterium phage Adawi]	False	0.998	209	7.977e-62		VOG06520	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_61	NC_022328.1	NC_022328.1	61	57272	57433	1	E			YP_010109605.1	YP_010109605.1 hypothetical protein KNV18_gp62 [Mycobacterium phage Heath]	False	0.881	100	2.39e-25					0	False	
NC_022328.1_62	NC_022328.1	NC_022328.1	62	57536	57973	1	E			YP_008530943.1	YP_008530943.1 hypothetical protein ADAWI_63 [Mycobacterium phage Adawi]	False	0.997	308	9.327e-96		VOG02024	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_63	NC_022328.1	NC_022328.1	63	57951	58151	1	E			YP_008530944.1	YP_008530944.1 hypothetical protein ADAWI_64 [Mycobacterium phage Adawi]	False	0.947	134	6.692e-37		VOG08462	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_64	NC_022328.1	NC_022328.1	64	58148	58372	1	E			YP_008530945.1	YP_008530945.1 virion structural protein [Mycobacterium phage Adawi]	False	1.0	168	7.966e-49		VOG16099	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_022328.1_65	NC_022328.1	NC_022328.1	65	58369	58596	1	E			YP_008530946.1	YP_008530946.1 hypothetical protein ADAWI_66 [Mycobacterium phage Adawi]	False	1.0	169	4.449e-49					0	False	
NC_022328.1_66	NC_022328.1	NC_022328.1	66	58593	59186	1	E			YP_008530947.1	YP_008530947.1 Rnase E [Mycobacterium phage Adawi]	True	0.929	385	1.123e-121		VOG08463	REFSEQ Rnase E; Xu	Xu	0	False	
NC_022328.1_67	NC_022328.1	NC_022328.1	67	59203	59754	1	E			YP_008530948.1	YP_008530948.1 hypothetical protein ADAWI_68 [Mycobacterium phage Adawi]	True	1.0	398	2.378e-126		VOG08464	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_68	NC_022328.1	NC_022328.1	68	59777	60013	1	E			YP_008530949.1	YP_008530949.1 hypothetical protein ADAWI_69 [Mycobacterium phage Adawi]	False	0.993	166	6.501e-48		VOG00250	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_69	NC_022328.1	NC_022328.1	69	60010	60228	1	E			YP_008530950.1	YP_008530950.1 hypothetical protein ADAWI_70 [Mycobacterium phage Adawi]	False	0.939	144	1.751e-40		VOG03313	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_70	NC_022328.1	NC_022328.1	70	60225	60824	1	E			YP_008530951.1	YP_008530951.1 hypothetical protein ADAWI_71 [Mycobacterium phage Adawi]	True	0.968	408	1.918e-129		VOG03514	REFSEQ hypothetical protein; Xu	Xu	1	False	
NC_022328.1_71	NC_022328.1	NC_022328.1	71	60821	60982	-1	E			YP_008530952.1	YP_008530952.1 hypothetical protein ADAWI_72 [Mycobacterium phage Adawi]	False	0.951	108	2.224e-28		VOG03591	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_72	NC_022328.1	NC_022328.1	72	61095	61403	1	E			YP_008530953.1	YP_008530953.1 hypothetical protein ADAWI_73 [Mycobacterium phage Adawi]	False	0.927	200	2.388e-59		VOG04417	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_73	NC_022328.1	NC_022328.1	73	61439	61936	-1	E			YP_008530954.1	YP_008530954.1 hypothetical protein ADAWI_74 [Mycobacterium phage Adawi]	True	1.0	356	4.616e-112		VOG04455	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_74	NC_022328.1	NC_022328.1	74	61936	62322	-1	E			YP_008530955.1	YP_008530955.1 HNH endonuclease [Mycobacterium phage Adawi]	False	1.0	287	7.577e-89		VOG01243	REFSEQ HNH endonuclease; Xu	Xu	0	False	
NC_022328.1_75	NC_022328.1	NC_022328.1	75	62319	62465	-1	E			YP_008530956.1	YP_008530956.1 hypothetical protein ADAWI_76 [Mycobacterium phage Adawi]	False	1.0	112	7.188e-30		VOG08467	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_76	NC_022328.1	NC_022328.1	76	62462	62740	-1	E			YP_008530957.1	YP_008530957.1 HNH endonuclease [Mycobacterium phage Adawi]	False	0.994	196	6.49e-58		VOG06444	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_77	NC_022328.1	NC_022328.1	77	62724	62888	-1	E			YP_008530958.1	YP_008530958.1 hypothetical protein ADAWI_78 [Mycobacterium phage Adawi]	False	0.982	114	2.012e-30		VOG08468	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_78	NC_022328.1	NC_022328.1	78	62885	63130	-1	E			YP_008530959.1	YP_008530959.1 hypothetical protein ADAWI_79 [Mycobacterium phage Adawi]	False	1.0	183	6.801e-54		VOG01002	REFSEQ hypothetical protein; Xu	Xu	1	False	
NC_022328.1_79	NC_022328.1	NC_022328.1	79	63127	63285	-1	E			YP_008530960.1	YP_008530960.1 hypothetical protein ADAWI_80 [Mycobacterium phage Adawi]	False	1.0	124	6.555e-34		VOG01085	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_80	NC_022328.1	NC_022328.1	80	63282	63773	-1	E			YP_008530961.1	YP_008530961.1 hypothetical protein ADAWI_81 [Mycobacterium phage Adawi]	False	0.998	346	1.1190000000000001e-108		VOG08469	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_81	NC_022328.1	NC_022328.1	81	63761	63910	-1	E			YP_008530962.1	YP_008530962.1 hypothetical protein ADAWI_82 [Mycobacterium phage Adawi]	False	1.0	119	4.743e-32		VOG08470	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_82	NC_022328.1	NC_022328.1	82	63910	64239	-1	E			YP_008530963.1	YP_008530963.1 hypothetical protein ADAWI_83 [Mycobacterium phage Adawi]	False	1.0	234	5.278e-71		VOG08471	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_83	NC_022328.1	NC_022328.1	83	64232	64495	-1	E			YP_008530964.1	YP_008530964.1 hypothetical protein ADAWI_84 [Mycobacterium phage Adawi]	False	0.984	183	1.2579999999999998e-53		VOG00227	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_84	NC_022328.1	NC_022328.1	84	64547	64831	-1	E			YP_008530965.1	YP_008530965.1 hypothetical protein ADAWI_85 [Mycobacterium phage Adawi]	False	0.927	185	3.656e-54		VOG01901	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_022328.1_85	NC_022328.1	NC_022328.1	85	65068	65256	-1	E			YP_654986.1	YP_654986.1 HNH endonuclease [Mycobacterium phage Cooper]	False	1.0	134	3.979e-37		VOG00588	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
NC_022328.1_86	NC_022328.1	NC_022328.1	86	65256	65465	-1	E			YP_008530968.1	YP_008530968.1 hypothetical protein ADAWI_88 [Mycobacterium phage Adawi]	False	0.964	142	7.332e-40		VOG08473	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_022328.1_87	NC_022328.1	NC_022328.1	87	65465	66088	-1	E			YP_008530969.1	YP_008530969.1 hypothetical protein ADAWI_89 [Mycobacterium phage Adawi]	True	0.916	398	5.432e-126		VOG01095	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_022328.1_88	NC_022328.1	NC_022328.1	88	66118	66342	-1	E			YP_008530970.1	YP_008530970.1 hypothetical protein ADAWI_90 [Mycobacterium phage Adawi]	False	0.96	152	4.724e-43		VOG08474	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_022328.1_89	NC_022328.1	NC_022328.1	89	66445	67497	-1	D			YP_008530971.1	YP_008530971.1 hypothetical protein ADAWI_91 [Mycobacterium phage Adawi]	True	0.97	717	2.031e-233	Domain of unknown function (DUF932) [PF06067.14]	VOG01079	sp|P52132|YFJQ_ECOLI UPF0380 protein YfjQ; Xu	Xu	0	False	F
NC_022328.1_90	NC_022328.1	NC_022328.1	90	67604	67759	-1	E			YP_008530972.1	YP_008530972.1 hypothetical protein ADAWI_92 [Mycobacterium phage Adawi]	False	0.915	100	1.569e-25		VOG06510	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_022328.1_91	NC_022328.1	NC_022328.1	91	67756	68091	-1	E			YP_008530973.1	YP_008530973.1 hypothetical protein ADAWI_93 [Mycobacterium phage Adawi]	False	1.0	238	3.388e-72		VOG06251	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_022328.1_92	NC_022328.1	NC_022328.1	92	68088	68444	-1	E			YP_008530974.1	YP_008530974.1 hypothetical protein ADAWI_94 [Mycobacterium phage Adawi]	False	1.0	252	7.518e-77		VOG08476	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_022328.1_93	NC_022328.1	NC_022328.1	93	68441	68578	-1	E			YP_008530975.1	YP_008530975.1 hypothetical protein ADAWI_95 [Mycobacterium phage Adawi]	False	1.0	95	7.101e-24		VOG26975	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_022328.1_94	NC_022328.1	NC_022328.1	94	68575	68814	-1	E			YP_008530976.1	YP_008530976.1 hypothetical protein ADAWI_96 [Mycobacterium phage Adawi]	False	1.0	177	7.077e-52		VOG03260	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_022328.1_95	NC_022328.1	NC_022328.1	95	68820	69149	-1	E			YP_008530977.1	YP_008530977.1 hypothetical protein ADAWI_97 [Mycobacterium phage Adawi]	False	0.928	214	5.269e-64		VOG01874	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_022328.1_96	NC_022328.1	NC_022328.1	96	69284	70000	-1	E			YP_008530978.1	YP_008530978.1 hypothetical protein ADAWI_98 [Mycobacterium phage Adawi]	True	0.879	437	1.21e-138		VOG08475	REFSEQ hypothetical protein; Xu	Xu	0	False	F
