Target Name	ID	EC value	E-Value (sequence)	Score (domain)
strain_GIC31_complete_genome_2110750_2111535_-	COG0169		8.6e-84	280.0
strain_GIC31_complete_genome_2599578_2600228_-	COG0170		1.5e-52	176.2
strain_GIC31_complete_genome_1856799_1857614_-	COG0171		1.9e-74	248.4
strain_GIC31_complete_genome_2897997_2899280_+	COG0172		2e-206	683.2
strain_GIC31_complete_genome_1922268_1924040_-	COG0173		1.1e-287	953.4
strain_GIC31_complete_genome_1226334_1227674_+	COG0174		6.9e-196	648.8
strain_GIC31_complete_genome_1329386_1330681_+	COG0174		5.8e-147	487.3
strain_GIC31_complete_genome_2045533_2046420_+	COG0175		3.1e-12	42.5
strain_GIC31_complete_genome_353198_353848_+	COG0176		4.3e-99	330.3
strain_GIC31_complete_genome_1611418_1612080_-	COG0177		2.4e-103	342.6
strain_GIC31_complete_genome_779161_782034_+	COG0178		0	1745.2
strain_GIC31_complete_genome_1560012_1560830_-	COG0179		2.6e-105	350.5
strain_GIC31_complete_genome_1888609_1889688_+	COG0180		2.2e-147	489.0
strain_GIC31_complete_genome_1987946_1988863_-	COG0181		4.7e-138	457.7
strain_GIC31_complete_genome_273468_274502_+	COG0182		1.7e-134	445.9
strain_GIC31_complete_genome_837741_838913_+	COG0183		5.6e-161	534.3
strain_GIC31_complete_genome_1675048_1675473_-	COG0184		3.1e-48	161.8
strain_GIC31_complete_genome_83666_83941_+	COG0185		2.8e-46	154.5
strain_GIC31_complete_genome_85661_85921_+	COG0186		2e-48	163.2
strain_GIC31_complete_genome_2876704_2878632_+	COG0187		0	1024.8
strain_GIC31_complete_genome_1352865_1354832_+	COG0187		3.8e-283	937.9
strain_GIC31_complete_genome_2878655_2881225_+	COG0188		0	1248.0
strain_GIC31_complete_genome_1354835_1357240_+	COG0188		5.8e-283	938.6
strain_GIC31_complete_genome_1810322_1811077_+	COG0189		5e-47	158.0
strain_GIC31_complete_genome_262137_263072_+	COG0189		1.7e-40	136.2
strain_GIC31_complete_genome_1128081_1128917_+	COG0190		1.1e-139	462.5
strain_GIC31_complete_genome_351335_352189_+	COG0191		7.9e-127	421.1
strain_GIC31_complete_genome_912375_913679_+	COG0192		2.2e-220	729.6
strain_GIC31_complete_genome_18139_18696_+	COG0193		4.8e-83	275.6
strain_GIC31_complete_genome_1766470_1767117_-	COG0194		5.8e-112	372.5
strain_GIC31_complete_genome_1680534_1681700_-	COG0195		7.9e-160	530.5
strain_GIC31_complete_genome_1675442_1676368_-	COG0196		2.2e-128	426.2
strain_GIC31_complete_genome_85000_85437_+	COG0197		2.1e-71	235.6
strain_GIC31_complete_genome_86371_86679_+	COG0198		1.7e-52	175.3
strain_GIC31_complete_genome_87272_87541_+	COG0199		6.7e-46	153.9
strain_GIC31_complete_genome_89695_90135_+	COG0200		2e-73	243.9
strain_GIC31_complete_genome_90135_91424_+	COG0201		2.1e-176	585.2
strain_GIC31_complete_genome_94236_95210_+	COG0202		2e-160	532.4
strain_GIC31_complete_genome_95235_95588_+	COG0203		7.2e-59	196.3
strain_GIC31_complete_genome_2284905_2285606_+	COG0204		4.6e-62	207.5
strain_GIC31_complete_genome_1645062_1645685_-	COG0204		1.6e-59	199.1
strain_GIC31_complete_genome_2137513_2138211_+	COG0204		4e-18	62.8
strain_GIC31_complete_genome_984240_985217_+	COG0205		3.3e-146	484.7
strain_GIC31_complete_genome_1790607_1791752_-	COG0206		6.3e-169	559.9
strain_GIC31_complete_genome_1536352_1537170_+	COG0207		2.2e-150	497.9
strain_GIC31_complete_genome_896028_897068_-	COG0208		1.2e-98	327.7
strain_GIC31_complete_genome_897561_899960_-	COG0209		1.3e-209	695.4
strain_GIC31_complete_genome_2407119_2409335_-	COG0210		8.9e-292	968.2
strain_GIC31_complete_genome_1951082_1951363_-	COG0211		1.5e-48	162.3
strain_GIC31_complete_genome_1101729_1102283_+	COG0212		2.4e-65	217.8
strain_GIC31_complete_genome_1193663_1194964_+	COG0213		7.3e-198	655.9
strain_GIC31_complete_genome_2894966_2895814_+	COG0214		7e-149	492.4
strain_GIC31_complete_genome_59374_60771_+	COG0215		1e-228	758.4
strain_GIC31_complete_genome_362477_363571_+	COG0216		1.5e-168	557.9
strain_GIC31_complete_genome_1519484_1520197_+	COG0217		2.1e-102	340.1
strain_GIC31_complete_genome_1991746_1992342_-	COG0218		7.9e-92	305.3
strain_GIC31_complete_genome_2210593_2211066_-	COG0219		4.5e-67	222.5
strain_GIC31_complete_genome_934725_935372_+	COG0220		1.8e-80	269.0
strain_GIC31_complete_genome_66670_67035_+	COG0222		5.2e-62	207.4
strain_GIC31_complete_genome_1761293_1762678_-	COG0223		8.5e-135	447.9
strain_GIC31_complete_genome_389115_389972_+	COG0224		4.8e-122	404.9
strain_GIC31_complete_genome_1093900_1094835_+	COG0226		2.3e-95	317.7
strain_GIC31_complete_genome_2222508_2223683_-	COG0226		4.3e-57	191.6
strain_GIC31_complete_genome_1752993_1753181_+	COG0227		8.8e-29	97.7
strain_GIC31_complete_genome_1735517_1735792_-	COG0228		1.8e-51	172.1
strain_GIC31_complete_genome_239622_240572_+	COG0229		7.4e-98	258.7
strain_GIC31_complete_genome_239622_240572_+	COG0229		7.4e-98	59.8
strain_GIC31_complete_genome_1287675_1288229_-	COG0229		1e-19	55.6
strain_GIC31_complete_genome_2837206_2837691_-	COG0229		6.5e-13	40.8
strain_GIC31_complete_genome_2871562_2871696_-	COG0230		8.5e-25	83.7
strain_GIC31_complete_genome_1125011_1125577_+	COG0231		1.5e-82	273.3
strain_GIC31_complete_genome_1692460_1693020_-	COG0233		8.1e-84	276.9
strain_GIC31_complete_genome_2523647_2523931_-	COG0234		4.5e-51	170.0
strain_GIC31_complete_genome_269341_269958_-	COG0235		1.5e-34	117.3
strain_GIC31_complete_genome_997513_998118_+	COG0237		1.1e-82	275.7
strain_GIC31_complete_genome_2856477_2856707_-	COG0238		5.4e-43	143.9
strain_GIC31_complete_genome_2363729_2364133_-	COG0239		1.9e-47	159.4
strain_GIC31_complete_genome_2363388_2363732_-	COG0239		1.2e-38	130.5
strain_GIC31_complete_genome_1641271_1642314_-	COG0240		5.3e-156	517.1
strain_GIC31_complete_genome_1761293_1762678_-	COG0242		1.1e-64	215.3
strain_GIC31_complete_genome_1843956_1844495_+	COG0242		2.9e-49	164.9
strain_GIC31_complete_genome_66104_66610_+	COG0244		2.5e-75	252.3
strain_GIC31_complete_genome_56490_56963_+	COG0245		1.1e-88	295.4
strain_GIC31_complete_genome_2460229_2461374_-	COG0246		1.7e-94	314.9
strain_GIC31_complete_genome_1079467_1080999_-	COG0248		3.1e-131	436.2
strain_GIC31_complete_genome_1567042_1569567_-	COG0249		0	1069.5
strain_GIC31_complete_genome_63927_64487_+	COG0250		6.6e-70	232.3
strain_GIC31_complete_genome_1647883_1648854_+	COG0252		1.5e-125	417.2
strain_GIC31_complete_genome_361430_361672_+	COG0254		9.4e-34	114.3
strain_GIC31_complete_genome_88579_88941_+	COG0256		8.2e-58	193.0
strain_GIC31_complete_genome_994058_996655_+	COG0258		0	1145.0
strain_GIC31_complete_genome_2664603_2665595_+	COG0258		1.2e-62	209.5
strain_GIC31_complete_genome_1541195_1541980_-	COG0258		4.1e-60	201.2
strain_GIC31_complete_genome_889658_891100_+	COG0260		6.5e-171	567.5
strain_GIC31_complete_genome_1951715_1952023_-	COG0261		2.5e-57	191.7
strain_GIC31_complete_genome_468665_469183_+	COG0262		8.9e-52	172.9
strain_GIC31_complete_genome_1537167_1537646_+	COG0262		4.7e-35	118.2
strain_GIC31_complete_genome_1693849_1694730_-	COG0264		1.9e-136	452.7
strain_GIC31_complete_genome_1558627_1559889_-	COG0265		1.2e-101	338.5
strain_GIC31_complete_genome_2844001_2845269_-	COG0265		6.6e-101	336.2
strain_GIC31_complete_genome_576203_577687_-	COG0265		2.9e-10	36.5
strain_GIC31_complete_genome_772650_773786_+	COG0265		8.6e-07	25.3
strain_GIC31_complete_genome_996676_997500_+	COG0266		8.1e-115	381.0
strain_GIC31_complete_genome_1101509_1101673_+	COG0267		1.9e-26	89.4
strain_GIC31_complete_genome_1028247_1028507_-	COG0268		6.3e-36	121.4
strain_GIC31_complete_genome_2405112_2407109_-	COG0272		2.5e-302	1002.7
strain_GIC31_complete_genome_1050893_1051558_+	COG0274		6.6e-115	380.8
strain_GIC31_complete_genome_1801414_1802346_-	COG0275		7.4e-143	473.7
strain_GIC31_complete_genome_2172831_2173760_-	COG0276		7.1e-93	308.6
strain_GIC31_complete_genome_382707_384116_-	COG0277		1.2e-166	553.4
strain_GIC31_complete_genome_2098955_2099326_-	COG0278		7.9e-17	59.1
strain_GIC31_complete_genome_2099808_2101208_+	COG0278		2.5e-13	46.6
strain_GIC31_complete_genome_2099440_2099736_+	COG0278		1.5e-12	45.1
strain_GIC31_complete_genome_266247_266546_+	COG0278		3.7e-12	43.8
strain_GIC31_complete_genome_2577495_2577800_-	COG0278		2.7e-09	34.4
strain_GIC31_complete_genome_264424_265413_+	COG0280		1.4e-138	460.7
strain_GIC31_complete_genome_1139967_1140863_+	COG0280		1.2e-87	292.4
strain_GIC31_complete_genome_2292983_2294209_+	COG0281		4.2e-203	674.3
strain_GIC31_complete_genome_967745_968956_+	COG0282		4.1e-187	620.1
strain_GIC31_complete_genome_1645682_1646359_-	COG0283		5.9e-109	362.9
strain_GIC31_complete_genome_1771616_1772320_-	COG0284		5e-70	233.7
strain_GIC31_complete_genome_1976862_1978106_-	COG0285		7.9e-133	441.5
strain_GIC31_complete_genome_2270004_2270555_-	COG0288		1.8e-44	149.7
strain_GIC31_complete_genome_2380864_2381613_-	COG0289		4.8e-73	243.3
strain_GIC31_complete_genome_1007528_1008058_+	COG0290		4.5e-94	312.4
strain_GIC31_complete_genome_1008089_1008283_+	COG0291		1.4e-26	90.0
strain_GIC31_complete_genome_1008312_1008671_+	COG0292		8.5e-62	205.5
strain_GIC31_complete_genome_39151_39936_+	COG0294		6.4e-119	394.8
strain_GIC31_complete_genome_2259162_2259569_-	COG0295		1.7e-64	215.9
strain_GIC31_complete_genome_459329_459814_+	COG0295		2.6e-59	198.8
strain_GIC31_complete_genome_2200842_2202281_-	COG0297		1e-246	819.5
strain_GIC31_complete_genome_2419277_2419855_-	COG0299		6.2e-74	246.9
strain_GIC31_complete_genome_1893267_1894499_-	COG0304		5.3e-197	654.6
strain_GIC31_complete_genome_2852524_2853876_-	COG0305		1.1e-205	681.7
strain_GIC31_complete_genome_669658_670299_+	COG0307		5.4e-94	312.1
strain_GIC31_complete_genome_2895816_2896409_+	COG0311		5.9e-87	288.3
strain_GIC31_complete_genome_5895_6764_+	COG0313		1.1e-122	406.8
strain_GIC31_complete_genome_2697337_2697615_-	COG0315		1.3e-48	163.6
strain_GIC31_complete_genome_1926090_1928279_-	COG0317		0	1059.3
strain_GIC31_complete_genome_1282186_1283079_+	COG0317		7.9e-34	114.2
strain_GIC31_complete_genome_1057548_1058024_+	COG0319		2.9e-58	195.2
strain_GIC31_complete_genome_299779_300675_-	COG0320		3e-150	497.6
strain_GIC31_complete_genome_2007234_2009018_-	COG0322		4.7e-225	747.0
strain_GIC31_complete_genome_1565235_1567037_-	COG0323		1.5e-206	685.1
strain_GIC31_complete_genome_1545073_1546023_-	COG0324		3.7e-127	421.3
strain_GIC31_complete_genome_1789141_1789794_-	COG0325		3.2e-83	276.6
strain_GIC31_complete_genome_2794672_2796540_+	COG0326		1.2e-217	722.5
strain_GIC31_complete_genome_1540825_1541214_-	COG0328		1.2e-08	31.8
strain_GIC31_complete_genome_2381610_2382491_-	COG0329		9e-122	404.3
strain_GIC31_complete_genome_1744433_1745353_-	COG0331		3.5e-119	396.3
strain_GIC31_complete_genome_1894496_1895455_-	COG0332		1.9e-141	469.8
strain_GIC31_complete_genome_1649943_1651211_-	COG0334		7.4e-184	609.6
strain_GIC31_complete_genome_1140869_1142005_+	COG0334		1.2e-133	443.8
strain_GIC31_complete_genome_1733775_1734182_-	COG0335		1.6e-70	234.4
strain_GIC31_complete_genome_1734242_1734958_-	COG0336		1.5e-118	393.4
strain_GIC31_complete_genome_1633890_1634936_-	COG0337		1e-105	351.7
strain_GIC31_complete_genome_1621172_1622134_-	COG0340		1.6e-109	364.0
strain_GIC31_complete_genome_1931382_1932305_-	COG0341		8.8e-100	331.7
strain_GIC31_complete_genome_1932295_1933596_-	COG0342		6.5e-131	435.1
strain_GIC31_complete_genome_1937417_1938562_-	COG0343		1.1e-185	615.2
strain_GIC31_complete_genome_1253559_1254173_+	COG0344		1.6e-78	262.1
strain_GIC31_complete_genome_245013_245528_+	COG0344		5.3e-38	128.5
strain_GIC31_complete_genome_2347540_2348322_+	COG0345		3.9e-66	220.4
strain_GIC31_complete_genome_2794012_2794395_-	COG0346		3.4e-34	115.9
strain_GIC31_complete_genome_130531_130929_-	COG0346		1.4e-23	80.9
strain_GIC31_complete_genome_1187943_1188323_-	COG0346		6.6e-22	75.4
strain_GIC31_complete_genome_1906477_1907025_+	COG0346		3.3e-21	73.1
strain_GIC31_complete_genome_586222_586584_+	COG0346		1.2e-20	71.3
strain_GIC31_complete_genome_178389_179228_+	COG0351		5.7e-121	401.2
strain_GIC31_complete_genome_2623660_2624484_+	COG0351		4.2e-107	355.5
strain_GIC31_complete_genome_179275_179838_+	COG0352		5.5e-73	243.7
strain_GIC31_complete_genome_2906652_2907251_+	COG0353		2.4e-103	342.5
strain_GIC31_complete_genome_391454_391864_+	COG0355		1e-50	169.2
strain_GIC31_complete_genome_385391_386128_+	COG0356		4.8e-67	223.5
strain_GIC31_complete_genome_2862657_2863373_-	COG0357		2.1e-91	303.6
strain_GIC31_complete_genome_1064891_1066711_+	COG0358		5.8e-165	548.4
strain_GIC31_complete_genome_2853895_2854338_-	COG0359		5.4e-50	167.8
strain_GIC31_complete_genome_2857296_2857583_-	COG0360		9.3e-44	146.6
strain_GIC31_complete_genome_93011_93232_+	COG0361		8.9e-45	149.1
strain_GIC31_complete_genome_2390075_2390839_-	COG0363		8.8e-84	278.2
strain_GIC31_complete_genome_953516_955222_+	COG0365		5.4e-241	799.6
strain_GIC31_complete_genome_2167136_2168683_-	COG0365		2.8e-132	440.0
strain_GIC31_complete_genome_2019512_2021185_-	COG0365		8.4e-125	415.3
strain_GIC31_complete_genome_1505345_1506904_-	COG0365		1e-86	289.1
strain_GIC31_complete_genome_2276316_2277689_+	COG0365		1.7e-82	275.3
strain_GIC31_complete_genome_2674752_2676401_-	COG0366		7e-171	567.2
strain_GIC31_complete_genome_2758386_2760083_-	COG0366		5.2e-167	554.3
strain_GIC31_complete_genome_331639_333348_+	COG0366		6.9e-167	553.9
strain_GIC31_complete_genome_727650_729284_+	COG0366		3e-158	525.5
strain_GIC31_complete_genome_2131288_2133072_+	COG0366		2.2e-146	486.2
strain_GIC31_complete_genome_604476_606428_+	COG0367		6.5e-19	64.5
strain_GIC31_complete_genome_2739548_2740654_+	COG0371		6.8e-131	434.3
strain_GIC31_complete_genome_1336503_1337519_+	COG0371		1.2e-69	232.5
strain_GIC31_complete_genome_987771_988883_+	COG0372		8.9e-159	526.2
strain_GIC31_complete_genome_1988924_1990267_-	COG0373		5.7e-163	540.7
strain_GIC31_complete_genome_1941300_1942379_-	COG0379		2.6e-114	379.2
strain_GIC31_complete_genome_620399_621505_+	COG0381		4.3e-166	550.9
strain_GIC31_complete_genome_2185706_2186794_+	COG0389		1.5e-142	472.9
strain_GIC31_complete_genome_821624_822919_-	COG0389		8.4e-102	338.5
