PFQB01000098.1_19	d14fc95a38248d59cebf87c4bef54fdc	305	PANTHER	PTHR47755	CELL DIVISION PROTEIN FTSX	5	305	1.1E-29	T	10-07-2023	IPR004513	Cell division protein FtsX
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	PRINTS	PR00085	Tetrahydrofolate dehydrogenase/cyclohydrolase family signature	250	268	3.1E-34	T	10-07-2023	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	PRINTS	PR00085	Tetrahydrofolate dehydrogenase/cyclohydrolase family signature	30	52	3.1E-34	T	10-07-2023	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	PRINTS	PR00085	Tetrahydrofolate dehydrogenase/cyclohydrolase family signature	72	99	3.1E-34	T	10-07-2023	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase
PFQB01000064.1_2_3	e53cc38c91af00fe6ab5f5ed832aa047	281	PRINTS	PR00085	Tetrahydrofolate dehydrogenase/cyclohydrolase family signature	198	227	3.1E-34	T	10-07-2023	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase
PFQB01000107.1_29	cc704e385f386a41bda8b9a87b7d0285	230	ProSiteProfiles	PS51831	HD domain profile.	30	135	12.430942	T	10-07-2023	IPR006674	HD domain
PFQB01000107.1_29	cc704e385f386a41bda8b9a87b7d0285	230	Gene3D	G3DSA:1.10.3210.10	Hypothetical protein af1432	4	226	1.8E-29	T	10-07-2023	-	-
PFQB01000107.1_29	cc704e385f386a41bda8b9a87b7d0285	230	CDD	cd00077	HDc	29	137	4.6894E-7	T	10-07-2023	IPR003607	HD/PDEase domain
PFQB01000107.1_29	cc704e385f386a41bda8b9a87b7d0285	230	Pfam	PF01966	HD domain	31	132	7.5E-13	T	10-07-2023	IPR006674	HD domain
PFQB01000107.1_29	cc704e385f386a41bda8b9a87b7d0285	230	PANTHER	PTHR33594	SUPERFAMILY HYDROLASE, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G03035)-RELATED	10	225	1.1E-22	T	10-07-2023	-	-
PFQB01000107.1_29	cc704e385f386a41bda8b9a87b7d0285	230	SUPERFAMILY	SSF109604	HD-domain/PDEase-like	12	225	1.11E-28	T	10-07-2023	-	-
PFQB01000107.1_29	cc704e385f386a41bda8b9a87b7d0285	230	SMART	SM00471	hd_13	26	144	8.8E-8	T	10-07-2023	IPR003607	HD/PDEase domain
PFQB01000033.1_4	a8b3546ca33578e25bb77c2af0580997	295	SUPERFAMILY	SSF48452	TPR-like	114	283	1.5E-13	T	10-07-2023	IPR011990	Tetratricopeptide-like helical domain superfamily
PFQB01000033.1_4	a8b3546ca33578e25bb77c2af0580997	295	Gene3D	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	62	291	3.2E-13	T	10-07-2023	IPR011990	Tetratricopeptide-like helical domain superfamily
PFQB01000033.1_4	a8b3546ca33578e25bb77c2af0580997	295	SMART	SM00028	tpr_5	242	275	3.4	T	10-07-2023	IPR019734	Tetratricopeptide repeat
PFQB01000033.1_4	a8b3546ca33578e25bb77c2af0580997	295	SMART	SM00028	tpr_5	201	234	25.0	T	10-07-2023	IPR019734	Tetratricopeptide repeat
PFQB01000033.1_4	a8b3546ca33578e25bb77c2af0580997	295	Coils	Coil	Coil	53	73	-	T	10-07-2023	-	-
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	457	741	9.58E-41	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	ProSitePatterns	PS00211	ABC transporters family signature.	329	343	-	T	10-07-2023	IPR017871	ABC transporter-like, conserved site
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	440	743	12.825287	T	10-07-2023	IPR003439	ABC transporter-like, ATP-binding domain
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	Gene3D	G3DSA:1.20.1580.10	ABC transporter ATPase  like domain	518	665	1.9E-107	T	10-07-2023	-	-
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	PANTHER	PTHR43152	UVRABC SYSTEM PROTEIN A	121	743	4.6E-257	T	10-07-2023	-	-
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	Gene3D	G3DSA:1.20.1580.10	ABC transporter ATPase  like domain	91	329	4.9E-137	T	10-07-2023	-	-
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	CDD	cd03270	ABC_UvrA_I	4	401	5.96195E-77	T	10-07-2023	-	-
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	Pfam	PF00005	ABC transporter	463	667	9.1E-12	T	10-07-2023	IPR003439	ABC transporter-like, ATP-binding domain
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	Gene3D	G3DSA:3.40.50.300	-	6	434	4.9E-137	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	Gene3D	G3DSA:3.40.50.300	-	456	742	1.9E-107	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	Gene3D	G3DSA:1.10.8.280	-	144	251	4.9E-137	T	10-07-2023	-	-
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	181	435	10.150898	T	10-07-2023	IPR003439	ABC transporter-like, ATP-binding domain
PFQB01000132.1_2	8f9c2c7fe81d2cb5bd52deb3f693d196	748	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	1	411	1.64E-35	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	Gene3D	G3DSA:2.40.50.140	-	1	115	5.9E-40	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	TIGRFAM	TIGR01171	rplB_bact: ribosomal protein uL2	3	274	3.8E-96	T	10-07-2023	IPR005880	Ribosomal protein L2, bacterial/organellar-type
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	PANTHER	PTHR13691	RIBOSOMAL PROTEIN L2	38	271	4.1E-58	T	10-07-2023	IPR002171	Ribosomal protein L2
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	MobiDBLite	mobidb-lite	consensus disorder prediction	229	253	-	T	10-07-2023	-	-
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	SUPERFAMILY	SSF50104	Translation proteins SH3-like domain	128	273	1.14E-43	T	10-07-2023	IPR008991	Translation protein SH3-like domain superfamily
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	SMART	SM01382	Ribosomal_L2_C_2	126	254	4.0E-57	T	10-07-2023	IPR022669	Ribosomal protein L2, C-terminal
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	Pfam	PF03947	Ribosomal Proteins L2, C-terminal domain	128	242	1.4E-42	T	10-07-2023	IPR022669	Ribosomal protein L2, C-terminal
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	SMART	SM01383	Ribosomal_L2_2	43	119	4.2E-39	T	10-07-2023	IPR002171	Ribosomal protein L2
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	Pfam	PF00181	Ribosomal Proteins L2, RNA binding domain	43	119	7.8E-30	T	10-07-2023	IPR022666	Ribosomal Proteins L2, RNA binding domain
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	2	122	7.2E-37	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	Gene3D	G3DSA:4.10.950.10	Ribosomal protein L2, domain 3	199	275	5.6E-19	T	10-07-2023	IPR014726	Ribosomal protein L2, domain 3
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	Gene3D	G3DSA:2.30.30.30	-	120	198	7.9E-26	T	10-07-2023	IPR014722	Ribosomal protein L2, domain 2
PFQB01000075.1_7	9dc3b95ac85514f1404ab1d2436e079e	275	FunFam	G3DSA:2.30.30.30:FF:000001	50S ribosomal protein L2	120	197	2.6E-25	T	10-07-2023	-	-
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	Pfam	PF00152	tRNA synthetases class II (D, K and N)	112	427	1.4E-69	T	10-07-2023	IPR004364	Aminoacyl-tRNA synthetase, class II (D/K/N)
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	Pfam	PF01336	OB-fold nucleic acid binding domain	17	91	5.0E-15	T	10-07-2023	IPR004365	OB-fold nucleic acid binding domain, AA-tRNA synthetase-type
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	SUPERFAMILY	SSF55681	Class II aaRS and biotin synthetases	105	431	1.07E-69	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	SUPERFAMILY	SSF55826	YbaK/ProRS associated domain	450	592	3.53E-29	T	10-07-2023	IPR036754	YbaK/aminoacyl-tRNA synthetase-associated domain superfamily
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	7	92	1.35E-18	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	Gene3D	G3DSA:2.40.50.140	-	2	96	1.2E-19	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	PRINTS	PR01042	Aspartyl-tRNA synthetase signature	182	194	1.8E-14	T	10-07-2023	IPR002312	Aspartyl/Asparaginyl-tRNA synthetase, class IIb
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	PRINTS	PR01042	Aspartyl-tRNA synthetase signature	389	403	1.8E-14	T	10-07-2023	IPR002312	Aspartyl/Asparaginyl-tRNA synthetase, class IIb
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	PRINTS	PR01042	Aspartyl-tRNA synthetase signature	349	365	1.8E-14	T	10-07-2023	IPR002312	Aspartyl/Asparaginyl-tRNA synthetase, class IIb
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	PRINTS	PR01042	Aspartyl-tRNA synthetase signature	198	211	1.8E-14	T	10-07-2023	IPR002312	Aspartyl/Asparaginyl-tRNA synthetase, class IIb
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	Pfam	PF04073	Aminoacyl-tRNA editing domain	468	587	5.3E-23	T	10-07-2023	IPR007214	YbaK/aminoacyl-tRNA synthetase-associated domain
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	Gene3D	G3DSA:3.30.930.10	Bira Bifunctional Protein; Domain 2	97	434	3.7E-78	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	ProSiteProfiles	PS50862	Aminoacyl-transfer RNA synthetases class-II family profile.	132	426	21.617147	T	10-07-2023	IPR006195	Aminoacyl-tRNA synthetase, class II
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	PANTHER	PTHR43450	ASPARTYL-TRNA SYNTHETASE	9	433	3.5E-101	T	10-07-2023	IPR004523	Aspartate-tRNA synthetase, type 2
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	CDD	cd04100	Asp_Lys_Asn_RS_N	16	92	6.50923E-19	T	10-07-2023	-	-
PFQB01000005.1_4	3159b51242e90903927dc9fa962c5bf7	601	Gene3D	G3DSA:3.90.960.10	-	435	598	2.3E-32	T	10-07-2023	IPR036754	YbaK/aminoacyl-tRNA synthetase-associated domain superfamily
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	Coils	Coil	Coil	223	243	-	T	10-07-2023	-	-
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	PANTHER	PTHR11207	RIBONUCLEASE III	17	235	7.3E-37	T	10-07-2023	IPR011907	Ribonuclease III
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	CDD	cd10845	DSRM_RNAse_III_family	169	237	1.73832E-24	T	10-07-2023	-	-
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	SUPERFAMILY	SSF69065	RNase III domain-like	11	162	9.07E-47	T	10-07-2023	IPR036389	Ribonuclease III, endonuclease domain superfamily
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	SMART	SM00535	riboneu5	28	164	2.9E-48	T	10-07-2023	IPR000999	Ribonuclease III domain
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	Pfam	PF14622	Ribonuclease-III-like	27	158	9.8E-34	T	10-07-2023	IPR000999	Ribonuclease III domain
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	ProSitePatterns	PS00517	Ribonuclease III family signature.	53	61	-	T	10-07-2023	IPR000999	Ribonuclease III domain
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	CDD	cd00593	RIBOc	28	159	3.40042E-54	T	10-07-2023	IPR000999	Ribonuclease III domain
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	FunFam	G3DSA:3.30.160.20:FF:000003	Ribonuclease 3	169	239	9.8E-23	T	10-07-2023	-	-
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	SUPERFAMILY	SSF54768	dsRNA-binding domain-like	126	241	4.24E-22	T	10-07-2023	-	-
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	Gene3D	G3DSA:3.30.160.20	-	169	246	1.6E-21	T	10-07-2023	-	-
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	Gene3D	G3DSA:1.10.1520.10	Ribonuclease III domain	14	161	1.1E-47	T	10-07-2023	IPR036389	Ribonuclease III, endonuclease domain superfamily
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	SMART	SM00358	DRBM_3	171	238	1.4E-18	T	10-07-2023	IPR014720	Double-stranded RNA-binding domain
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	TIGRFAM	TIGR02191	RNaseIII: ribonuclease III	17	236	1.6E-75	T	10-07-2023	IPR011907	Ribonuclease III
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	FunFam	G3DSA:1.10.1520.10:FF:000001	Ribonuclease 3	12	162	1.6E-44	T	10-07-2023	-	-
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	Pfam	PF00035	Double-stranded RNA binding motif	171	237	1.6E-13	T	10-07-2023	IPR014720	Double-stranded RNA-binding domain
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	Hamap	MF_00104	Ribonuclease 3 [rnc].	16	234	29.053185	T	10-07-2023	IPR011907	Ribonuclease III
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	ProSiteProfiles	PS50142	Ribonuclease III family domain profile.	13	143	38.486702	T	10-07-2023	IPR000999	Ribonuclease III domain
PFQB01000078.1_1_6	05a583a79ea6d95916fa080b86da111c	248	ProSiteProfiles	PS50137	Double stranded RNA-binding domain (dsRBD) profile.	170	239	21.530241	T	10-07-2023	IPR014720	Double-stranded RNA-binding domain
PFQB01000016.1_4	af46e020d726a6152b4573962a34078b	266	Pfam	PF00535	Glycosyl transferase family 2	13	169	7.7E-22	T	10-07-2023	IPR001173	Glycosyltransferase 2-like
PFQB01000016.1_4	af46e020d726a6152b4573962a34078b	266	Gene3D	G3DSA:3.90.550.10	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	2	215	1.6E-36	T	10-07-2023	IPR029044	Nucleotide-diphospho-sugar transferases
PFQB01000016.1_4	af46e020d726a6152b4573962a34078b	266	PANTHER	PTHR43646	GLYCOSYLTRANSFERASE	11	242	3.6E-28	T	10-07-2023	-	-
PFQB01000016.1_4	af46e020d726a6152b4573962a34078b	266	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases	11	208	1.59E-37	T	10-07-2023	IPR029044	Nucleotide-diphospho-sugar transferases
PFQB01000048.1_8	2ee924b118eb0d03a91f78c8c58a975a	756	PANTHER	PTHR40088	PECTATE LYASE (EUROFUNG)	312	398	6.0E-17	T	10-07-2023	-	-
PFQB01000048.1_8	2ee924b118eb0d03a91f78c8c58a975a	756	SMART	SM00710	pbh1	431	452	5300.0	T	10-07-2023	IPR006626	Parallel beta-helix repeat
