	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000193.1_11	QGNH01000193.1	QGNH01000193.1	11	7367	7621	-1	E																								0	False	
QGNH01000193.1_12	QGNH01000193.1	QGNH01000193.1	12	7599	8624	-1	E																								0	False	
QGNH01000193.1_13	QGNH01000193.1	QGNH01000193.1	13	8638	11013	-1	D			YP_010114609.1	YP_010114609.1 capsid assembly protein [Flavobacterium phage vB_FspM_immuto_2-6A]	False	0.31	206.0	6.305e-53	MER0194249	N10	MER0194249 - family N10 unassigned peptide lyases (Cylindrospermopsis raciborskii) [N10.UPW]#N10#{peptidase unit: 439-592}~source EFA70527~	False	0.354	92.0	3.24e-17	Bacteriophage T4-like portal protein (Gp20) [PF07230.14]; Pretoxin HINT domain [PF07591.14]; Intein splicing domain [PF14890.9]					VOG00778	sp|E1XTG6|PORTL_BPSAV Portal protein; XhXpXrXs	Xr;Xh;Xp;Xs	0	False	V
QGNH01000193.1_14	QGNH01000193.1	QGNH01000193.1	14	11015	11584	-1	E			YP_009783564.1	YP_009783564.1 homing endonuclease [Bacillus phage BCU4]	False	0.371	98.0	3.772e-22													VOG00100	REFSEQ homing endonuclease; Xu	Xu	0	False	
QGNH01000193.1_15	QGNH01000193.1	QGNH01000193.1	15	11585	11920	-1	E																								1	False	
QGNH01000193.1_16	QGNH01000193.1	QGNH01000193.1	16	11928	12164	-1	E																								0	False	
QGNH01000193.1_17	QGNH01000193.1	QGNH01000193.1	17	12171	12404	-1	E																								0	False	
QGNH01000193.1_18	QGNH01000193.1	QGNH01000193.1	18	12420	12635	-1	E																								0	False	
QGNH01000193.1_19	QGNH01000193.1	QGNH01000193.1	19	12636	12932	-1	E																								0	False	
QGNH01000193.1_20	QGNH01000193.1	QGNH01000193.1	20	12995	13576	-1	E			YP_002117658.1	YP_002117658.1 endonuclease VII [Rhizobium phage 16-3]	False	0.549	115.0	6.355e-28																0	False	
QGNH01000193.1_21	QGNH01000193.1	QGNH01000193.1	21	13588	13833	-1	E																								0	False	
QGNH01000193.1_22	QGNH01000193.1	QGNH01000193.1	22	14027	15919	-1	D			YP_010114608.1	YP_010114608.1 terminase large subunit [Flavobacterium phage vB_FspM_immuto_2-6A]	False	0.27	205.0	2.2399999999999997e-53								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]					VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xr;Xh	0	False	V
QGNH01000193.1_23	QGNH01000193.1	QGNH01000193.1	23	15912	16184	-1	E																								0	False	
QGNH01000193.1_24	QGNH01000193.1	QGNH01000193.1	24	16184	16630	-1	E																								0	False	
QGNH01000193.1_25	QGNH01000193.1	QGNH01000193.1	25	16627	16869	-1	E																								0	False	
QGNH01000193.1_26	QGNH01000193.1	QGNH01000193.1	26	16869	17315	-1	E																								0	False	
QGNH01000193.1_27	QGNH01000193.1	QGNH01000193.1	27	17299	17688	-1	E																								0	False	
QGNH01000193.1_28	QGNH01000193.1	QGNH01000193.1	28	17692	17985	-1	E																								0	False	
QGNH01000193.1_29	QGNH01000193.1	QGNH01000193.1	29	17988	19382	-1	E																								0	False	
QGNH01000193.1_30	QGNH01000193.1	QGNH01000193.1	30	19398	19691	-1	E																								0	False	
QGNH01000193.1_31	QGNH01000193.1	QGNH01000193.1	31	19712	20530	-1	E																								0	False	F
QGNH01000193.1_32	QGNH01000193.1	QGNH01000193.1	32	20557	21360	-1	E																								0	False	F
QGNH01000193.1_33	QGNH01000193.1	QGNH01000193.1	33	21338	22009	-1	E																								0	False	F
QGNH01000193.1_34	QGNH01000193.1	QGNH01000193.1	34	22054	22572	-1	E																								0	False	F
QGNH01000193.1_35	QGNH01000193.1	QGNH01000193.1	35	22595	22759	-1	E																								0	False	F
QGNH01000193.1_36	QGNH01000193.1	QGNH01000193.1	36	22795	23106	-1	E																								0	False	F
QGNH01000193.1_37	QGNH01000193.1	QGNH01000193.1	37	23118	23432	-1	E																								0	False	F
QGNH01000193.1_38	QGNH01000193.1	QGNH01000193.1	38	23432	23761	-1	E																								0	False	F
QGNH01000193.1_39	QGNH01000193.1	QGNH01000193.1	39	23930	24364	-1	E																								0	False	F
QGNH01000193.1_40	QGNH01000193.1	QGNH01000193.1	40	24361	24549	-1	E																								0	False	F
QGNH01000193.1_41	QGNH01000193.1	QGNH01000193.1	41	24497	25165	-1	E																								0	False	F
