KO Id	Name	Count
K02029	ABC.PA.P; polar amino acid transport system permease protein	14
K09471	puuB, ordL; gamma-glutamylputrescine oxidase	1
K02822	ulaB, sgaB; ascorbate PTS system EIIB component	9
K10778	ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase	8
K07258	dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6)	9
K01286	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase	4
K05816	ugpC; sn-glycerol 3-phosphate transport system ATP-binding protein	2
K02803	nagEb; N-acetylglucosamine PTS system EIIB component	26
K02804	nagE; N-acetylglucosamine PTS system EIICBA or EIICB component	60
K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	55
K00962	pnp, PNPT1; polyribonucleotide nucleotidyltransferase	3
K02341	holB; DNA polymerase III subunit delta'	15
K00486	KMO; kynurenine 3-monooxygenase	1
K01740	metY; O-acetylhomoserine (thiol)-lyase	1
K01451	hipO; hippurate hydrolase	4
K09810	lolD; lipoprotein-releasing system ATP-binding protein	6
K13954	yiaY; alcohol dehydrogenase	24
K00705	malQ; 4-alpha-glucanotransferase	1
K08252	E2.7.10.1; receptor protein-tyrosine kinase	1
K02806	ptsN; nitrogen PTS system EIIA component	34
K02480	K02480; two-component system, NarL family, sensor kinase	88
K15634	gpmB; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	33
K00712	tagE; poly(glycerol-phosphate) alpha-glucosyltransferase	2
K02769	fruAb; fructose PTS system EIIB component	99
K02770	fruA; fructose PTS system EIIBC or EIIC component	78
K11202	fryB; fructose-like PTS system EIIB component	20
K00721	DPM1; dolichol-phosphate mannosyltransferase	4
K12990	rfbF, rhlC; rhamnosyltransferase	3
K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	18
K02025	ABC.MS.P; multiple sugar transport system permease protein	3
K00847	E2.7.1.4, scrK; fructokinase	3
K07675	uhpB; two-component system, NarL family, sensor histidine kinase UhpB	105
K07673	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX	78
K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ	30
K07824	CYP53A1; benzoate 4-monooxygenase	3
K01739	metB; cystathionine gamma-synthase	12
K00835	avtA; valine--pyruvate aminotransferase	2
K00102	LDHD, dld; D-lactate dehydrogenase (cytochrome)	2
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	2
K08857	NEK1_4_5; NIMA (never in mitosis gene a)-related kinase 1/4/5	9
K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	312
K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase	1
K00823	puuE; 4-aminobutyrate aminotransferase	15
K13415	BRI1; protein brassinosteroid insensitive 1	4
K04443	MAPKAPK2; mitogen-activated protein kinase-activated protein kinase 2	54
K04444	MAPKAPK3; mitogen-activated protein kinase-activated protein kinase 3	18
K04442	MAPKAPK5, PRAK; mitogen-activated protein kinase-activated protein kinase 5	12
K04373	RPS6KA; ribosomal protein S6 kinase alpha-1/2/3/6	108
K04445	RPS6KA5, MSK1; ribosomal protein S6 kinase alpha-5	90
K04372	MKNK, MNK; MAP kinase interacting serine/threonine kinase	28
K13412	CPK; calcium-dependent protein kinase	6
K09655	B4GALNT2; beta-1,4-N-acetylgalactosaminyltransferase 2	1
K01090	E3.1.3.16; protein phosphatase	5
K12993	wbdA, mtfA; O-antigen biosynthesis alpha-1,2-mannosyltransferase	2
K08794	CAMK1; calcium/calmodulin-dependent protein kinase I	5
K00608	pyrBI; aspartate carbamoyltransferase	2
K00609	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	8
K00610	pyrI; aspartate carbamoyltransferase regulatory subunit	2
K03885	ndh; NADH:ubiquinone reductase (H+-translocating)	6
K07778	desK; two-component system, NarL family, sensor histidine kinase DesK	57
K00626	ACAT, atoB; acetyl-CoA C-acetyltransferase	45
K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	60
K01965	PCCA, pccA; propionyl-CoA carboxylase alpha chain	9
K01226	treC; trehalose-6-phosphate hydrolase	1
K01208	cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase	4
K05992	amyM; maltogenic alpha-amylase	3
K00380	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component	8
K11755	hisIE; phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase	9
K01496	hisI; phosphoribosyl-AMP cyclohydrolase	7
K00294	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase	6
K00318	PRODH, fadM, putB; proline dehydrogenase	3
K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	6
K02774	gatB, sgcB; galactitol PTS system EIIB component	15
K02018	modB; molybdate transport system permease protein	4
K02003	ABC.CD.A; putative ABC transport system ATP-binding protein	3
K02755	bglFa; beta-glucoside PTS system EIIA component	39
K02757	bglF, bglP; beta-glucoside PTS system EIICBA component	54
K00817	hisC; histidinol-phosphate aminotransferase	35
K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	6
K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase	4
K12132	prkC, stkP; eukaryotic-like serine/threonine-protein kinase	3
K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	3
K07708	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	45
K07639	rstB; two-component system, OmpR family, sensor histidine kinase RstB	27
K05712	mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase	1
K04371	ERK, MAPK1_3; mitogen-activated protein kinase 1/3	1860
K08293	SMK1; sporulation-specific mitogen-activated protein kinase SMK1	17
K14512	MPK6; mitogen-activated protein kinase 6	16
K08484	ptsP; phosphotransferase system, enzyme I, PtsP	12
K11201	frvA; fructose-like PTS system EIIA component	25
K13745	ddc; L-2,4-diaminobutyrate decarboxylase	1
K01802	E5.2.1.8; peptidylprolyl isomerase	1
K02216	CHEK1; serine/threonine-protein kinase CHEK1	10
K10773	NTH; endonuclease III	10
K00493	XANG; xanthocillin biosynthesis cytochrome P450 monooxygenase	2
K01212	sacC, levB; levanase	2
K01656	TRP3; anthranilate synthase / indole-3-glycerol phosphate synthase	10
K13501	TRP1; anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase	11
K00698	CHS1; chitin synthase	4
K12997	rgpB; rhamnosyltransferase	2
K02028	ABC.PA.A; polar amino acid transport system ATP-binding protein	24
K00266	gltD; glutamate synthase (NADPH) small chain	4
K01215	dexB; glucan 1,6-alpha-glucosidase	1
K11230	SSK2; mitogen-activated protein kinase kinase kinase	6
K04428	MAP3K4, MEKK4; mitogen-activated protein kinase kinase kinase 4	5
K01525	apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	1
K00759	APRT, apt; adenine phosphoribosyltransferase	2
K07305	msrB; peptide-methionine (R)-S-oxide reductase	6
K02305	norC; nitric oxide reductase subunit C	1
K01759	GLO1, gloA; lactoylglutathione lyase	3
K07676	rcsD; two-component system, NarL family, sensor histidine kinase RcsD	16
K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	24
K08959	CSNK1D; casein kinase 1, delta	12
K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	44
K00245	frdB; fumarate reductase iron-sulfur subunit	60
K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	110
K13533	kinE; two-component system, sporulation sensor kinase E	18
K11633	yxdK; two-component system, OmpR family, sensor histidine kinase YxdK	9
K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	3
K02335	polA; DNA polymerase I	24
K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	2
K08877	UHMK1, KIS; serine/threonine-protein kinase Kist	2
K07649	tctE; two-component system, OmpR family, sensor histidine kinase TctE	63
K10111	malK, mtlK, thuK; multiple sugar transport system ATP-binding protein	4
K00749	E2.4.1.183; alpha-1,3-glucan synthase	1
K02554	mhpD; 2-keto-4-pentenoate hydratase	4
K08299	caiD; crotonobetainyl-CoA hydratase	2
K01447	xlyAB; N-acetylmuramoyl-L-alanine amidase	6
K11356	cikA; two-component system, sensor histidine kinase and response regulator	12
K01619	deoC, DERA; deoxyribose-phosphate aldolase	1
K03824	yhbS; putative acetyltransferase	1
K00024	mdh; malate dehydrogenase	14
K00850	pfkA, PFK; 6-phosphofructokinase 1	26
K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	5
K01992	ABC-2.P; ABC-2 type transport system permease protein	1
K02800	mtlA, cmtA; mannitol PTS system EIICBA or EIICB component	24
K07698	kinC; two-component system, sporulation sensor kinase C	18
K04429	TAO; thousand and one amino acid protein kinase	16
K04414	MAP4K2, GCK; mitogen-activated protein kinase kinase kinase kinase 2	24
K08833	MAP4K5, KHS1; mitogen-activated protein kinase kinase kinase kinase 5	13
K04408	MAP4K1, HPK1; mitogen-activated protein kinase kinase kinase kinase 1	26
K04406	MAP4K3, GLK; mitogen-activated protein kinase kinase kinase kinase 3	26
K00013	hisD; histidinol dehydrogenase	1
K10942	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	50
K00383	GSR, gor; glutathione reductase (NADPH)	3
K01582	E4.1.1.18, ldcC, cadA; lysine decarboxylase	2
K11927	rhlE; ATP-dependent RNA helicase RhlE	12
K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	5
K05605	HIBCH; 3-hydroxyisobutyryl-CoA hydrolase	6
K01584	adiA; arginine decarboxylase	1
K00666	K00666; fatty-acyl-CoA synthase	3
K01844	kamD; beta-lysine 5,6-aminomutase alpha subunit	1
K07647	torS; two-component system, OmpR family, sensor histidine kinase TorS	51
K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	1
K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	40
K00925	ackA; acetate kinase	5
K07653	mprB; two-component system, OmpR family, sensor histidine kinase MprB	57
K07654	mtrB; two-component system, OmpR family, sensor histidine kinase MtrB	57
K07641	creC; two-component system, OmpR family, sensor histidine kinase CreC	36
K13766	liuC; methylglutaconyl-CoA hydratase	2
K13131	DDX20, GEMIN3; ATP-dependent RNA helicase DDX20	4
K12614	DDX6, RCK, DHH1; ATP-dependent RNA helicase DDX6/DHH1	9
K12812	DDX39B, UAP56, SUB2; ATP-dependent RNA helicase UAP56/SUB2	10
K13182	DDX39; ATP-dependent RNA helicase DDX39	2
K08847	RIPK3; receptor-interacting serine/threonine-protein kinase 3	48
K08848	RIPK4; receptor-interacting serine/threonine-protein kinase 4	8
K08846	RIPK2; receptor-interacting serine/threonine-protein kinase 2	48
K05744	LIMK2; LIM domain kinase 2	40
K05743	LIMK1; LIM domain kinase 1	48
K08841	TESK1; testis-specific kinase 1	8
K04367	MOS; proto-oncogene serine/threonine-protein kinase mos	12
K07711	glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK	76
K01115	PLD1_2; phospholipase D1/2	15
K12767	RIM15; serine/threonine-protein kinase RIM15	12
K02533	lasT; tRNA/rRNA methyltransferase	1
K01762	ACS; 1-aminocyclopropane-1-carboxylate synthase	2
K07252	DOLPP1; dolichyldiphosphatase	1
K00848	rhaB; rhamnulokinase	2
K00696	E2.4.1.14; sucrose-phosphate synthase	1
K01958	PC, pyc; pyruvate carboxylase	21
K10441	rbsA; ribose transport system ATP-binding protein	98
K03431	glmM; phosphoglucosamine mutase	1
K02501	hisH; imidazole glycerol-phosphate synthase subunit HisH	2
K01044	CES1; carboxylesterase 1	5
K01055	pcaD; 3-oxoadipate enol-lactonase	1
K01760	metC; cysteine-S-conjugate beta-lyase	10
K05341	E2.4.1.4; amylosucrase	1
K07679	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS	80
K05845	opuC; osmoprotectant transport system substrate-binding protein	2
K00368	nirK; nitrite reductase (NO-forming)	17
K00854	xylB, XYLB; xylulokinase	3
K01735	aroB; 3-dehydroquinate synthase	9
K13829	aroKB; shikimate kinase / 3-dehydroquinate synthase	4
K00891	aroK, aroL; shikimate kinase	9
K08852	ERN1; serine/threonine-protein kinase/endoribonuclease IRE1	24
K00945	cmk; CMP/dCMP kinase	5
K02515	HSL1; serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase	4
K00278	nadB; L-aspartate oxidase	2
K04427	MAP3K7, TAK1; mitogen-activated protein kinase kinase kinase 7	96
K07680	comP; two-component system, NarL family, sensor histidine kinase ComP	36
K06632	WEE1; wee1-like protein kinase	28
K06633	PKMYT; membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	35
K03114	SWE1; mitosis inhibitor protein kinase SWE1	28
K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	20
K00014	aroE; shikimate dehydrogenase	8
K00812	aspB; aspartate aminotransferase	22
K12316	GAA; lysosomal alpha-glucosidase	4
K00703	glgA; starch synthase	3
K01968	E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit	2
K01697	CBS; cystathionine beta-synthase	4
K05396	dcyD; D-cysteine desulfhydrase	1
K00262	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+)	3
K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	3
K05822	dapH, dapD; tetrahydrodipicolinate N-acetyltransferase	2
K03829	yedL; putative acetyltransferase	1
K08475	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	15
K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS	27
K15864	nirS; nitrite reductase (NO-forming) / hydroxylamine reductase	8
K01915	glnA, GLUL; glutamine synthetase	9
K08835	OXSR1, STK39; serine/threonine-protein kinase OSR1/STK39	1
K09903	pyrH; uridylate kinase	1
K01139	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	6
K00284	GLU, gltS; glutamate synthase (ferredoxin)	9
K04783	irp5, ybtE; yersiniabactin salicyl-AMP ligase	4
K01663	HIS7; imidazole glycerol-phosphate synthase	15
K04781	mbtI, irp9, ybtS; salicylate synthetase	3
K01236	treZ, glgZ; maltooligosyltrehalose trehalohydrolase	1
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase	4
K01424	E3.5.1.1, ansA, ansB; L-asparaginase	2
K01438	argE; acetylornithine deacetylase	2
K01948	CPS1; carbamoyl-phosphate synthase (ammonia)	4
K02053	ABC.SP.P; putative spermidine/putrescine transport system permease protein	4
K01684	dgoD; galactonate dehydratase	1
