NC_048179_orf678	4bdb308db1781d442c038687d1b23963	485	Pfam	PF04466	Phage terminase large subunit	22	196	6.1E-7	T	24-06-2023	IPR035412	Phage terminase large subunit, N-terminal
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	SUPERFAMILY	SSF56672	DNA/RNA polymerases	252	673	4.23E-79	T	24-06-2023	IPR043502	DNA/RNA polymerase superfamily
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	SUPERFAMILY	SSF53098	Ribonuclease H-like	50	243	1.01E-17	T	24-06-2023	IPR012337	Ribonuclease H-like superfamily
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	PANTHER	PTHR10133	DNA POLYMERASE I	60	673	1.3E-71	T	24-06-2023	IPR002298	DNA polymerase A
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	Gene3D	G3DSA:3.30.70.370	-	387	669	4.8E-61	T	24-06-2023	-	-
NC_048179_orf1111	a76541c54653013c93bf44ffd803dc87	673	Gene3D	G3DSA:1.10.150.20	-	433	597	4.8E-61	T	24-06-2023	-	-
NC_048179_orf151	52c762ea0e9beec4d19b60625650ce78	556	PANTHER	PTHR38812	MU-LIKE PROPHAGE FLUMU PROTEIN GP42	55	280	6.3E-16	T	24-06-2023	-	-
NC_048179_orf151	52c762ea0e9beec4d19b60625650ce78	556	TIGRFAM	TIGR02675	tape_meas_nterm: tape measure domain	128	188	1.7E-6	T	24-06-2023	IPR013491	Tape measure protein N-terminal
NC_048179_orf151	52c762ea0e9beec4d19b60625650ce78	556	MobiDBLite	mobidb-lite	consensus disorder prediction	523	556	-	T	24-06-2023	-	-
NC_048179_orf151	52c762ea0e9beec4d19b60625650ce78	556	Pfam	PF20155	Tape measure protein	76	230	3.7E-20	T	24-06-2023	IPR013491	Tape measure protein N-terminal
NC_048179_orf694	0da3f12ece70f27afdea74f86ef52237	537	MobiDBLite	mobidb-lite	consensus disorder prediction	500	537	-	T	24-06-2023	-	-
NC_048179_orf694	0da3f12ece70f27afdea74f86ef52237	537	MobiDBLite	mobidb-lite	consensus disorder prediction	500	518	-	T	24-06-2023	-	-
NC_048179_orf694	0da3f12ece70f27afdea74f86ef52237	537	Pfam	PF13264	Domain of unknown function (DUF4055)	297	436	2.9E-29	T	24-06-2023	IPR025129	Domain of unknown function DUF4055
NC_048179_orf694	0da3f12ece70f27afdea74f86ef52237	537	Coils	Coil	Coil	506	526	-	T	24-06-2023	-	-
NC_048179_orf1037	6a6707eb41f783265ea3dd4536903204	568	Pfam	PF04851	Type III restriction enzyme, res subunit	14	172	1.7E-22	T	24-06-2023	IPR006935	Helicase/UvrB, N-terminal
NC_048179_orf1037	6a6707eb41f783265ea3dd4536903204	568	Gene3D	G3DSA:3.40.50.300	-	196	376	1.8E-34	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NC_048179_orf1037	6a6707eb41f783265ea3dd4536903204	568	CDD	cd18799	SF2_C_EcoAI-like	263	365	6.63375E-32	T	24-06-2023	-	-
NC_048179_orf1037	6a6707eb41f783265ea3dd4536903204	568	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	29	170	17.601271	T	24-06-2023	IPR014001	Helicase superfamily 1/2, ATP-binding domain
NC_048179_orf1037	6a6707eb41f783265ea3dd4536903204	568	Pfam	PF00271	Helicase conserved C-terminal domain	254	352	8.1E-14	T	24-06-2023	IPR001650	Helicase, C-terminal
NC_048179_orf1037	6a6707eb41f783265ea3dd4536903204	568	SMART	SM00490	helicmild6	273	354	9.4E-14	T	24-06-2023	IPR001650	Helicase, C-terminal
NC_048179_orf1037	6a6707eb41f783265ea3dd4536903204	568	SMART	SM00487	ultradead3	12	200	2.4E-15	T	24-06-2023	IPR014001	Helicase superfamily 1/2, ATP-binding domain
NC_048179_orf1037	6a6707eb41f783265ea3dd4536903204	568	PANTHER	PTHR47396	TYPE I RESTRICTION ENZYME ECOKI R PROTEIN	14	374	2.5E-62	T	24-06-2023	-	-
NC_048179_orf1037	6a6707eb41f783265ea3dd4536903204	568	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	248	392	11.689047	T	24-06-2023	IPR001650	Helicase, C-terminal
NC_048179_orf1037	6a6707eb41f783265ea3dd4536903204	568	MobiDBLite	mobidb-lite	consensus disorder prediction	376	396	-	T	24-06-2023	-	-
NC_048179_orf1037	6a6707eb41f783265ea3dd4536903204	568	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	66	366	1.4E-39	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NC_048179_orf1037	6a6707eb41f783265ea3dd4536903204	568	Gene3D	G3DSA:3.40.50.300	-	6	189	1.4E-25	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SUPERFAMILY	SSF49373	Invasin/intimin cell-adhesion fragments	33	105	2.83E-12	T	24-06-2023	IPR008964	Invasin/intimin cell-adhesion fragments
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SUPERFAMILY	SSF49373	Invasin/intimin cell-adhesion fragments	554	615	2.59E-6	T	24-06-2023	IPR008964	Invasin/intimin cell-adhesion fragments
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	PANTHER	PTHR23019	NUCLEAR PORE MEMBRANE GLYCOPROTEIN GP210-RELATED	151	209	2.6E-14	T	24-06-2023	IPR045197	Nuclear pore membrane glycoprotein 210-like
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SUPERFAMILY	SSF49373	Invasin/intimin cell-adhesion fragments	117	197	5.49E-17	T	24-06-2023	IPR008964	Invasin/intimin cell-adhesion fragments
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SUPERFAMILY	SSF49373	Invasin/intimin cell-adhesion fragments	471	528	2.63E-11	T	24-06-2023	IPR008964	Invasin/intimin cell-adhesion fragments
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Pfam	PF02368	Bacterial Ig-like domain (group 2)	553	615	1.4E-10	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Pfam	PF02368	Bacterial Ig-like domain (group 2)	290	366	3.9E-17	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Pfam	PF02368	Bacterial Ig-like domain (group 2)	58	107	2.3E-8	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Pfam	PF02368	Bacterial Ig-like domain (group 2)	473	533	2.0E-9	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Pfam	PF02368	Bacterial Ig-like domain (group 2)	118	184	3.3E-17	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Pfam	PF02368	Bacterial Ig-like domain (group 2)	379	455	1.8E-12	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Pfam	PF02368	Bacterial Ig-like domain (group 2)	204	280	1.1E-15	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Gene3D	G3DSA:2.60.40.1080	-	471	536	6.3E-12	T	24-06-2023	-	-
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Gene3D	G3DSA:2.60.40.1080	-	287	372	3.2E-25	T	24-06-2023	-	-
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Gene3D	G3DSA:2.60.40.1080	-	374	459	6.3E-22	T	24-06-2023	-	-
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Gene3D	G3DSA:2.60.40.1080	-	539	622	4.6E-9	T	24-06-2023	-	-
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Gene3D	G3DSA:2.60.40.1080	-	30	113	8.7E-13	T	24-06-2023	-	-
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Gene3D	G3DSA:2.60.40.1080	-	200	286	1.6E-21	T	24-06-2023	-	-
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	Gene3D	G3DSA:2.60.40.1080	-	115	198	1.4E-23	T	24-06-2023	-	-
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SMART	SM00635	bid_2	31	109	0.33	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SMART	SM00635	bid_2	460	537	0.16	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SMART	SM00635	bid_2	118	195	6.3E-14	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SMART	SM00635	bid_2	377	455	4.0E-12	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SMART	SM00635	bid_2	543	622	0.47	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SMART	SM00635	bid_2	290	368	4.1E-17	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SMART	SM00635	bid_2	203	280	2.0E-12	T	24-06-2023	IPR003343	Bacterial Ig-like domain, group 2
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SUPERFAMILY	SSF49373	Invasin/intimin cell-adhesion fragments	203	282	2.63E-16	T	24-06-2023	IPR008964	Invasin/intimin cell-adhesion fragments
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SUPERFAMILY	SSF49373	Invasin/intimin cell-adhesion fragments	375	458	7.06E-15	T	24-06-2023	IPR008964	Invasin/intimin cell-adhesion fragments
NC_048179_orf113	aa19cfbc6bb2d7819e6368092a3a6409	628	SUPERFAMILY	SSF49373	Invasin/intimin cell-adhesion fragments	288	369	3.77E-16	T	24-06-2023	IPR008964	Invasin/intimin cell-adhesion fragments
NC_048179_orf85	382c37f81025f15a5b3b11d32e5354ec	991	Coils	Coil	Coil	989	991	-	T	24-06-2023	-	-
