KO Id	Name	Level	Count
K00058	K00058: serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	Function	4
	lvl3: Glycine, serine and threonine metabolism [PATH:ko00260]	3	36
	lvl3: Fatty acid biosynthesis [PATH:ko00061]	3	12
K00059	K00059: fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase	Function	4
	lvl2: Metabolism of cofactors and vitamins	2	135
	lvl3: Biotin metabolism [PATH:ko00780]	3	7
	lvl3: Prodigiosin biosynthesis [PATH:ko00333]	3	4
	lvl2: Protein families: metabolism	2	229
	lvl3: Lipid biosynthesis proteins [BR:ko01004]	3	17
K00060	K00060: tdh; threonine 3-dehydrogenase	Function	1
K00067	K00067: rfbD, rmlD; dTDP-4-dehydrorhamnose reductase	Function	3
	lvl2: Metabolism of terpenoids and polyketides	2	34
	lvl3: Polyketide sugar unit biosynthesis [PATH:ko00523]	3	3
K00075	K00075: murB; UDP-N-acetylmuramate dehydrogenase	Function	3
	lvl3: Peptidoglycan biosynthesis [PATH:ko00550]	3	22
	lvl3: Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	3	36
	lvl3: Pantothenate and CoA biosynthesis [PATH:ko00770]	3	13
K00077	K00077: panE, apbA; 2-dehydropantoate 2-reductase	Function	1
	lvl2: Nucleotide metabolism	2	93
	lvl3: Purine metabolism [PATH:ko00230]	3	52
K00087	K00087: ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit	Function	1
K00088	K00088: IMPDH, guaB; IMP dehydrogenase	Function	3
	lvl2: Xenobiotics biodegradation and metabolism	2	48
	lvl3: Drug metabolism - other enzymes [PATH:ko00983]	3	10
	lvl3: Terpenoid backbone biosynthesis [PATH:ko00900]	3	12
K00099	K00099: dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase	Function	1
K00104	K00104: glcD; glycolate oxidase	Function	1
K00108	K00108: betA, CHDH; choline dehydrogenase	Function	1
K00111	K00111: glpA, glpD; glycerol-3-phosphate dehydrogenase	Function	1
K00112	K00112: glpB; glycerol-3-phosphate dehydrogenase subunit B	Function	1
K00116	K00116: mqo; malate dehydrogenase (quinone)	Function	2
K00124	K00124: fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	Function	2
K00130	K00130: betB, gbsA; betaine-aldehyde dehydrogenase	Function	1
K00131	K00131: gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+)	Function	2
K00132	K00132: E1.2.1.10; acetaldehyde dehydrogenase (acetylating)	Function	2
	lvl3: Butanoate metabolism [PATH:ko00650]	3	18
K00133	K00133: asd; aspartate-semialdehyde dehydrogenase	Function	4
	lvl3: Lysine biosynthesis [PATH:ko00300]	3	13
	lvl3: Monobactam biosynthesis [PATH:ko00261]	3	6
K00134	K00134: GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	Function	9
	lvl2: Infectious disease: bacterial	2	26
	lvl3: Pathogenic Escherichia coli infection [PATH:ko05130]	3	1
	lvl3: Salmonella infection [PATH:ko05132]	3	4
	lvl2: Neurodegenerative disease	2	24
	lvl3: Alzheimer disease [PATH:ko05010]	3	3
	lvl2: Protein families: genetic information processing	2	595
	lvl3: Membrane trafficking [BR:ko04131]	3	7
K00135	K00135: gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	Function	5
	lvl3: Alanine, aspartate and glutamate metabolism [PATH:ko00250]	3	26
	lvl3: Lysine degradation [PATH:ko00310]	3	5
	lvl3: Tyrosine metabolism [PATH:ko00350]	3	7
	lvl3: Nicotinate and nicotinamide metabolism [PATH:ko00760]	3	21
K00138	K00138: aldB; aldehyde dehydrogenase	Function	2
	lvl3: Arginine biosynthesis [PATH:ko00220]	3	17
K00145	K00145: argC; N-acetyl-gamma-glutamyl-phosphate reductase	Function	1
K00148	K00148: fdhA; glutathione-independent formaldehyde dehydrogenase	Function	2
	lvl3: Chloroalkane and chloroalkene degradation [PATH:ko00625]	3	3
K00164	K00164: OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component	Function	1
K00166	K00166: BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	Function	2
K00167	K00167: BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit	Function	2
	lvl1: Not Included in Pathway or Brite	1	369
	lvl2: Unclassified: metabolism	2	173
	lvl3: Enzymes with EC numbers	3	131
K00179	K00179: iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit	Function	1
K00208	K00208: fabI; enoyl-[acyl-carrier protein] reductase I	Function	4
K00215	K00215: dapB; 4-hydroxy-tetrahydrodipicolinate reductase	Function	2
	lvl3: Porphyrin and chlorophyll metabolism [PATH:ko00860]	3	18
K00231	K00231: PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase	Function	1
K00234	K00234: SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit	Function	11
	lvl3: Oxidative phosphorylation [PATH:ko00190]	3	34
	lvl2: Environmental adaptation	2	10
	lvl3: Thermogenesis [PATH:ko04714]	3	6
	lvl3: Parkinson disease [PATH:ko05012]	3	5
	lvl3: Amyotrophic lateral sclerosis [PATH:ko05014]	3	4
	lvl3: Huntington disease [PATH:ko05016]	3	5
	lvl3: Prion disease [PATH:ko05020]	3	2
	lvl3: Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	3	5
	lvl2: Endocrine and metabolic disease	2	8
	lvl3: Non-alcoholic fatty liver disease [PATH:ko04932]	3	1
K00239	K00239: sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	Function	5
	lvl3: Legionellosis [PATH:ko05134]	3	5
K00240	K00240: sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	Function	4
K00241	K00241: sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	Function	4
	lvl2: Poorly characterized	2	102
	lvl3: Function unknown	3	66
K00243	K00243: K00243; uncharacterized protein	Function	1
K00244	K00244: frdA; fumarate reductase flavoprotein subunit	Function	6
K00248	K00248: ACADS, bcd; butyryl-CoA dehydrogenase	Function	5
	lvl3: Fatty acid degradation [PATH:ko00071]	3	8
	lvl3: beta-Alanine metabolism [PATH:ko00410]	3	7
K00259	K00259: ald; alanine dehydrogenase	Function	2
	lvl3: Taurine and hypotaurine metabolism [PATH:ko00430]	3	6
	lvl3: Nitrogen metabolism [PATH:ko00910]	3	11
K00260	K00260: gudB, rocG; glutamate dehydrogenase	Function	4
K00263	K00263: E1.4.1.9; leucine dehydrogenase	Function	2
	lvl3: Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	3	4
K00264	K00264: GLT1; glutamate synthase (NADH)	Function	2
K00265	K00265: gltB; glutamate synthase (NADPH) large chain	Function	3
	lvl3: Peptidases and inhibitors [BR:ko01002]	3	63
K00266	K00266: gltD; glutamate synthase (NADPH) small chain	Function	2
K00274	K00274: MAO, aofH; monoamine oxidase	Function	14
	lvl3: Arginine and proline metabolism [PATH:ko00330]	3	18
	lvl3: Phenylalanine metabolism [PATH:ko00360]	3	17
	lvl3: Tryptophan metabolism [PATH:ko00380]	3	13
	lvl3: Isoquinoline alkaloid biosynthesis [PATH:ko00950]	3	2
	lvl3: Drug metabolism - cytochrome P450 [PATH:ko00982]	3	2
	lvl2: Nervous system	2	9
	lvl3: Dopaminergic synapse [PATH:ko04728]	3	1
	lvl3: Serotonergic synapse [PATH:ko04726]	3	1
	lvl2: Substance dependence	2	3
	lvl3: Cocaine addiction [PATH:ko05030]	3	1
	lvl3: Amphetamine addiction [PATH:ko05031]	3	1
	lvl3: Alcoholism [PATH:ko05034]	3	1
K00278	K00278: nadB; L-aspartate oxidase	Function	2
K00281	K00281: GLDC, gcvP; glycine dehydrogenase	Function	2
K00282	K00282: gcvPA; glycine dehydrogenase subunit 1	Function	2
K00283	K00283: gcvPB; glycine dehydrogenase subunit 2	Function	2
K00285	K00285: dadA; D-amino-acid dehydrogenase	Function	1
K00286	K00286: proC; pyrroline-5-carboxylate reductase	Function	1
	lvl3: Folate biosynthesis [PATH:ko00790]	3	24
K00287	K00287: DHFR, folA; dihydrofolate reductase	Function	3
	lvl3: One carbon pool by folate [PATH:ko00670]	3	11
	lvl2: Drug resistance: antineoplastic	2	6
	lvl3: Antifolate resistance [PATH:ko01523]	3	4
K00301	K00301: E1.5.3.1; sarcosine oxidase	Function	1
K00303	K00303: soxB; sarcosine oxidase, subunit beta	Function	1
K00311	K00311: ETFDH; electron-transferring-flavoprotein dehydrogenase	Function	1
K00318	K00318: PRODH, fadM, putB; proline dehydrogenase	Function	1
K00320	K00320: mer; 5,10-methylenetetrahydromethanopterin reductase	Function	1
K00330	K00330: nuoA; NADH-quinone oxidoreductase subunit A	Function	1
K00334	K00334: nuoE; NADH-quinone oxidoreductase subunit E	Function	1
K00342	K00342: nuoM; NADH-quinone oxidoreductase subunit M	Function	1
K00344	K00344: qor, CRYZ; NADPH:quinone reductase	Function	1
K00347	K00347: nqrB; Na+-transporting NADH:ubiquinone oxidoreductase subunit B	Function	1
K00348	K00348: nqrC; Na+-transporting NADH:ubiquinone oxidoreductase subunit C	Function	1
K00364	K00364: E1.7.1.7, guaC; GMP reductase	Function	1
K00372	K00372: nasA; assimilatory nitrate reductase catalytic subunit	Function	1
K00374	K00374: narI, narV; nitrate reductase gamma subunit	Function	3
	lvl3: Transporters [BR:ko02000]	3	320
	lvl3: Transcription factors [BR:ko03000]	3	124
K00375	K00375: K00375; GntR family transcriptional regulator / MocR family aminotransferase	Function	1
K00382	K00382: DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	Function	10
K00383	K00383: GSR, gor; glutathione reductase (NADPH)	Function	3
	lvl3: Thyroid hormone synthesis [PATH:ko04918]	3	2
	lvl3: Selenocompound metabolism [PATH:ko00450]	3	7
K00384	K00384: trxB, TRR; thioredoxin reductase (NADPH)	Function	1
	lvl3: General function prediction only	3	36
K00389	K00389: yidH; putative membrane protein	Function	1
K00425	K00425: cydA; cytochrome bd ubiquinol oxidase subunit I	Function	2
K00426	K00426: cydB; cytochrome bd ubiquinol oxidase subunit II	Function	2
	lvl3: Arachidonic acid metabolism [PATH:ko00590]	3	1
K00432	K00432: gpx, btuE, bsaA; glutathione peroxidase	Function	6
K00433	K00433: cpo; non-heme chloroperoxidase	Function	1
K00435	K00435: hemQ; hydrogen peroxide-dependent heme synthase	Function	1
K00450	K00450: E1.13.11.4; gentisate 1,2-dioxygenase	Function	1
K00453	K00453: TDO2, kynA; tryptophan 2,3-dioxygenase	Function	1
K00491	K00491: nos; nitric-oxide synthase, bacterial	Function	2
K00500	K00500: phhA, PAH; phenylalanine-4-hydroxylase	Function	3
	lvl3: Linoleic acid metabolism [PATH:ko00591]	3	1
K00508	K00508: E1.14.19.3; linoleoyl-CoA desaturase	Function	2
K00520	K00520: merA; mercuric reductase	Function	1
K00525	K00525: E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain	Function	3
	lvl3: Pyrimidine metabolism [PATH:ko00240]	3	41
	lvl3: DNA repair and recombination proteins [BR:ko03400]	3	81
K00526	K00526: E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain	Function	3
K00537	K00537: arsC; arsenate reductase (glutaredoxin)	Function	1
K00548	K00548: metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase	Function	3
	lvl3: Transfer RNA biogenesis [BR:ko03016]	3	71
K00554	K00554: trmD; tRNA (guanine37-N1)-methyltransferase	Function	1
K00556	K00556: trmH; tRNA (guanosine-2'-O-)-methyltransferase	Function	1
K00558	K00558: DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1	Function	6
	lvl3: MicroRNAs in cancer [PATH:ko05206]	3	1
	lvl3: DNA replication proteins [BR:ko03032]	3	28
	lvl3: Chromosome and associated proteins [BR:ko03036]	3	52
	lvl3: Prokaryotic defense system [BR:ko02048]	3	21
K00560	K00560: thyA, TYMS; thymidylate synthase	Function	3
	lvl3: Ribosome biogenesis [BR:ko03009]	3	53
K00564	K00564: rsmC; 16S rRNA (guanine1207-N2)-methyltransferase	Function	1
	lvl1: Genetic Information Processing	1	201
	lvl2: Folding, sorting and degradation	2	40
	lvl3: Sulfur relay system [PATH:ko04122]	3	10
K00566	K00566: mnmA, trmU; tRNA-uridine 2-sulfurtransferase	Function	2
K00567	K00567: ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase	Function	1
	lvl3: Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	3	10
K00568	K00568: ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase	Function	1
K00573	K00573: E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase	Function	1
K00575	K00575: cheR; chemotaxis protein methyltransferase CheR	Function	3
	lvl1: Cellular Processes	1	189
	lvl2: Cell motility	2	49
	lvl3: Bacterial chemotaxis [PATH:ko02030]	3	15
	lvl3: Bacterial motility proteins [BR:ko02035]	3	60
	lvl3: Phenylpropanoid biosynthesis [PATH:ko00940]	3	3
K00588	K00588: E2.1.1.104; caffeoyl-CoA O-methyltransferase	Function	3
	lvl3: Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]	3	1
	lvl3: Flavonoid biosynthesis [PATH:ko00941]	3	1
K00600	K00600: glyA, SHMT; glycine hydroxymethyltransferase	Function	6
	lvl3: Cyanoamino acid metabolism [PATH:ko00460]	3	7
K00602	K00602: purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	Function	4
K00604	K00604: MTFMT, fmt; methionyl-tRNA formyltransferase	Function	2
	lvl2: Translation	2	81
	lvl3: Aminoacyl-tRNA biosynthesis [PATH:ko00970]	3	26
K00605	K00605: gcvT, AMT; aminomethyltransferase	Function	3
K00606	K00606: panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase	Function	1
K00609	K00609: pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	Function	2
K00611	K00611: OTC, argF, argI; ornithine carbamoyltransferase	Function	1
K00615	K00615: E2.2.1.1, tktA, tktB; transketolase	Function	3
	lvl3: Biosynthesis of ansamycins [PATH:ko01051]	3	1
K00620	K00620: argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase	Function	1
K00627	K00627: DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	Function	3
K00632	K00632: fadA, fadI; acetyl-CoA acyltransferase	Function	6
	lvl3: alpha-Linolenic acid metabolism [PATH:ko00592]	3	1
	lvl3: Geraniol degradation [PATH:ko00281]	3	3
	lvl3: Benzoate degradation [PATH:ko00362]	3	6
	lvl3: Ethylbenzene degradation [PATH:ko00642]	3	1
K00634	K00634: ptb; phosphate butyryltransferase	Function	1
K00639	K00639: kbl, GCAT; glycine C-acetyltransferase	Function	2
	lvl3: Amino acid related enzymes [BR:ko01007]	3	33
	lvl3: Sulfur metabolism [PATH:ko00920]	3	11
K00640	K00640: cysE; serine O-acetyltransferase	Function	3
	lvl2: Cellular community - prokaryotes	2	113
	lvl3: Biofilm formation - Vibrio cholerae [PATH:ko05111]	3	18
K00645	K00645: fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase	Function	3
K00648	K00648: fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III	Function	2
K00651	K00651: metA; homoserine O-succinyltransferase/O-acetyltransferase	Function	2
K00655	K00655: plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase	Function	3
K00656	K00656: E2.3.1.54, pflD; formate C-acetyltransferase	Function	3
K00658	K00658: DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	Function	3
K00661	K00661: maa; maltose O-acetyltransferase	Function	1
	lvl3: Antimicrobial resistance genes [BR:ko01504]	3	28
K00662	K00662: aacC; aminoglycoside 3-N-acetyltransferase	Function	1
K00666	K00666: K00666; fatty-acyl-CoA synthase	Function	1
K00681	K00681: ggt; gamma-glutamyltranspeptidase / glutathione hydrolase	Function	4
	lvl3: Starch and sucrose metabolism [PATH:ko00500]	3	33
K00688	K00688: PYG, glgP; glycogen phosphorylase	Function	6
	lvl2: Cell growth and death	2	19
	lvl3: Necroptosis [PATH:ko04217]	3	3
	lvl3: Biofilm formation - Escherichia coli [PATH:ko02026]	3	23
	lvl3: Insulin signaling pathway [PATH:ko04910]	3	3
	lvl3: Insulin resistance [PATH:ko04931]	3	3
K00691	K00691: mapA; maltose phosphorylase	Function	1
K00703	K00703: glgA; starch synthase	Function	3
	lvl3: Glycosyltransferases [BR:ko01003]	3	16
K00754	K00754: bshA; L-malate glycosyltransferase	Function	1
K00756	K00756: pdp; pyrimidine-nucleoside phosphorylase	Function	1
K00758	K00758: deoA, TYMP; thymidine phosphorylase	Function	3
	lvl2: Cancer: specific types	2	4
	lvl3: Bladder cancer [PATH:ko05219]	3	1
K00759	K00759: APRT, apt; adenine phosphoribosyltransferase	Function	2
K00761	K00761: upp, UPRT; uracil phosphoribosyltransferase	Function	1
K00762	K00762: pyrE; orotate phosphoribosyltransferase	Function	1
K00763	K00763: pncB, NAPRT1; nicotinate phosphoribosyltransferase	Function	1
K00764	K00764: purF, PPAT; amidophosphoribosyltransferase	Function	3
K00765	K00765: hisG; ATP phosphoribosyltransferase	Function	1
K00766	K00766: trpD; anthranilate phosphoribosyltransferase	Function	1
K00767	K00767: nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating)	Function	1
K00773	K00773: tgt; queuine tRNA-ribosyltransferase	Function	1
	lvl3: Carbohydrate metabolism	3	7
K00782	K00782: lldG; L-lactate dehydrogenase complex protein LldG	Function	1
K00783	K00783: rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase	Function	1
	lvl3: RNA transport [PATH:ko03013]	3	2
K00784	K00784: rnz; ribonuclease Z	Function	2
	lvl3: Thiamine metabolism [PATH:ko00730]	3	14
K00788	K00788: thiE; thiamine-phosphate pyrophosphorylase	Function	1
K00789	K00789: metK; S-adenosylmethionine synthetase	Function	1
K00790	K00790: murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Function	3
	lvl3: Zeatin biosynthesis [PATH:ko00908]	3	1
K00791	K00791: miaA, TRIT1; tRNA dimethylallyltransferase	Function	3
	lvl3: Prenyltransferases [BR:ko01006]	3	8
	lvl3: Riboflavin metabolism [PATH:ko00740]	3	8
K00793	K00793: ribE, RIB5; riboflavin synthase	Function	1
K00794	K00794: ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	Function	1
K00795	K00795: ispA; farnesyl diphosphate synthase	Function	2
K00796	K00796: folP; dihydropteroate synthase	Function	1
K00797	K00797: speE, SRM, SPE3; spermidine synthase	Function	3
K00798	K00798: MMAB, pduO; cob(I)alamin adenosyltransferase	Function	1
K00799	K00799: GST, gst; glutathione S-transferase	Function	12
	lvl3: Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	3	1
	lvl2: Aging	2	11
	lvl3: Longevity regulating pathway - worm [PATH:ko04212]	3	6
	lvl3: Pathways in cancer [PATH:ko05200]	3	3
	lvl3: Chemical carcinogenesis - DNA adducts [PATH:ko05204]	3	1
	lvl3: Chemical carcinogenesis - receptor activation [PATH:ko05207]	3	2
	lvl3: Hepatocellular carcinoma [PATH:ko05225]	3	1
	lvl3: Fluid shear stress and atherosclerosis [PATH:ko05418]	3	4
	lvl3: Platinum drug resistance [PATH:ko01524]	3	2
K00800	K00800: aroA; 3-phosphoshikimate 1-carboxyvinyltransferase	Function	1
K00805	K00805: hepS; heptaprenyl diphosphate synthase component 1	Function	2
K00806	K00806: uppS; undecaprenyl diphosphate synthase	Function	3
K00812	K00812: aspB; aspartate aminotransferase	Function	11
	lvl3: Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	3	2
	lvl3: Novobiocin biosynthesis [PATH:ko00401]	3	2
K00817	K00817: hisC; histidinol-phosphate aminotransferase	Function	7
K00819	K00819: rocD, OAT; ornithine--oxo-acid transaminase	Function	2
K00820	K00820: glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)	Function	5
K00821	K00821: argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	Function	3
K00826	K00826: E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	Function	6
	lvl3: Glucosinolate biosynthesis [PATH:ko00966]	3	1
K00831	K00831: serC, PSAT1; phosphoserine aminotransferase	Function	5
	lvl3: Vitamin B6 metabolism [PATH:ko00750]	3	5
K00847	K00847: E2.7.1.4, scrK; fructokinase	Function	3
	lvl3: Galactose metabolism [PATH:ko00052]	3	16
K00849	K00849: galK; galactokinase	Function	3
K00850	K00850: pfkA, PFK; 6-phosphofructokinase 1	Function	13
	lvl3: RNA degradation [PATH:ko03018]	3	15
	lvl3: AMPK signaling pathway [PATH:ko04152]	3	2
	lvl3: Thyroid hormone signaling pathway [PATH:ko04919]	3	1
	lvl3: Protein phosphatases and associated proteins [BR:ko01009]	3	5
	lvl3: Messenger RNA biogenesis [BR:ko03019]	3	22
K00852	K00852: rbsK, RBKS; ribokinase	Function	1
K00857	K00857: tdk, TK; thymidine kinase	Function	2
K00858	K00858: ppnK, NADK; NAD+ kinase	Function	1
K00859	K00859: coaE; dephospho-CoA kinase	Function	1
K00864	K00864: glpK, GK; glycerol kinase	Function	4
	lvl3: Plant-pathogen interaction [PATH:ko04626]	3	4
K00865	K00865: glxK, garK; glycerate 2-kinase	Function	3
K00873	K00873: PK, pyk; pyruvate kinase	Function	10
	lvl3: Viral carcinogenesis [PATH:ko05203]	3	1
	lvl2: Infectious disease: viral	2	2
	lvl3: Human papillomavirus infection [PATH:ko05165]	3	1
	lvl3: Type II diabetes mellitus [PATH:ko04930]	3	1
K00876	K00876: udk, UCK; uridine kinase	Function	2
K00878	K00878: thiM; hydroxyethylthiazole kinase	Function	1
K00880	K00880: lyxK; L-xylulokinase	Function	2
K00882	K00882: fruK; 1-phosphofructokinase	Function	2
	lvl2: Membrane transport	2	149
	lvl3: Phosphotransferase system (PTS) [PATH:ko02060]	3	25
K00887	K00887: dgkA; undecaprenol kinase	Function	1
K00891	K00891: aroK, aroL; shikimate kinase	Function	1
K00892	K00892: gsk; inosine kinase	Function	1
K00899	K00899: mtnK; 5-methylthioribose kinase	Function	1
	lvl3: Protein kinases [BR:ko01001]	3	25
K00903	K00903: epsB; protein-tyrosine kinase	Function	1
K00919	K00919: ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	Function	1
K00925	K00925: ackA; acetate kinase	Function	5
K00926	K00926: arcC; carbamate kinase	Function	3
K00927	K00927: PGK, pgk; phosphoglycerate kinase	Function	4
K00928	K00928: lysC; aspartate kinase	Function	4
K00929	K00929: buk; butyrate kinase	Function	1
K00930	K00930: argB; acetylglutamate kinase	Function	1
K00931	K00931: proB; glutamate 5-kinase	Function	2
	lvl3: Carbapenem biosynthesis [PATH:ko00332]	3	1
K00937	K00937: ppk1; polyphosphate kinase	Function	3
K00939	K00939: adk, AK; adenylate kinase	Function	3
K00940	K00940: ndk, NME; nucleoside-diphosphate kinase	Function	5
	lvl3: MAPK signaling pathway - plant [PATH:ko04016]	3	3
K00941	K00941: thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	Function	1
K00942	K00942: E2.7.4.8, gmk; guanylate kinase	Function	1
K00943	K00943: tmk, DTYMK; dTMP kinase	Function	1
K00948	K00948: PRPS, prsA; ribose-phosphate pyrophosphokinase	Function	2
