	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
NC_044946.1_NC_044946.1_26	NC_044946.1	NC_044946.1	26	24534	25595	-1	D										African swine fever virus multigene family 360 protein [PF01671.19]	0
NC_044946.1_NC_044946.1_27	NC_044946.1	NC_044946.1	27	25763	27376	1	D										Multigene family 530 protein [PF03158.16]	0
NC_044946.1_NC_044946.1_28	NC_044946.1	NC_044946.1	28	27428	28483	-1	D										African swine fever virus multigene family 360 protein [PF01671.19]	0
NC_044946.1_NC_044946.1_29	NC_044946.1	NC_044946.1	29	28643	28990	-1	D										African swine fever virus multigene family 360 protein [PF01671.19]	0
NC_044946.1_NC_044946.1_30	NC_044946.1	NC_044946.1	30	29075	29704	-1	D										African swine fever virus multigene family 360 protein [PF01671.19]	0
NC_044946.1_NC_044946.1_31	NC_044946.1	NC_044946.1	31	29917	30990	-1	D										African swine fever virus multigene family 360 protein [PF01671.19]	0
NC_044946.1_NC_044946.1_32	NC_044946.1	NC_044946.1	32	31225	32799	1	D										Multigene family 530 protein [PF03158.16]	0
NC_044946.1_NC_044946.1_33	NC_044946.1	NC_044946.1	33	32886	33734	1	D										Multigene family 530 protein [PF03158.16]	0
NC_044946.1_NC_044946.1_34	NC_044946.1	NC_044946.1	34	34020	35540	1	D										Multigene family 530 protein [PF03158.16]	0
NC_044946.1_NC_044946.1_35	NC_044946.1	NC_044946.1	35	35533	37077	1	D										Multigene family 530 protein [PF03158.16]	0
NC_044946.1_NC_044946.1_36	NC_044946.1	NC_044946.1	36	37393	38844	1	D										Multigene family 530 protein [PF03158.16]	0
NC_044946.1_NC_044946.1_37	NC_044946.1	NC_044946.1	37	39277	40800	1	D										Multigene family 530 protein [PF03158.16]	0
NC_044946.1_NC_044946.1_38	NC_044946.1	NC_044946.1	38	41043	42668	1	D										Multigene family 530 protein [PF03158.16]	0
NC_044946.1_NC_044946.1_39	NC_044946.1	NC_044946.1	39	42799	43473	-1	D			MER0176774	I32	MER0176774 - family I32 unassigned peptidase inhibitors () [I32.UPW]#I32#{inhibitor unit: 60-106}~source AAB58393~	False	1.0	116.0	1.334e-27	IAP-like protein p27 C-terminus [PF06556.14]; Inhibitor of Apoptosis domain [PF00653.24]	0
NC_044946.1_NC_044946.1_40	NC_044946.1	NC_044946.1	40	43820	44134	1	D										Bacterial DNA-binding protein [PF00216.24]	0
NC_044946.1_NC_044946.1_41	NC_044946.1	NC_044946.1	41	44136	44666	-1	D										Thymidylate kinase [PF02223.20]	0
NC_044946.1_NC_044946.1_42	NC_044946.1	NC_044946.1	42	45178	45630	1	E											0
NC_044946.1_NC_044946.1_43	NC_044946.1	NC_044946.1	43	45897	46706	1	E											0
NC_044946.1_NC_044946.1_44	NC_044946.1	NC_044946.1	44	46924	47643	-1	D										Ankyrin repeats (3 copies) [PF12796.10]; Ankyrin repeats (many copies) [PF13637.9]	0
NC_044946.1_NC_044946.1_45	NC_044946.1	NC_044946.1	45	47687	50266	-1	D										Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]	0
NC_044946.1_NC_044946.1_46	NC_044946.1	NC_044946.1	46	50268	50807	-1	D										Apoptosis regulator proteins, Bcl-2 family [PF00452.22]	0
NC_044946.1_NC_044946.1_47	NC_044946.1	NC_044946.1	47	51050	51481	1	E											0
NC_044946.1_NC_044946.1_48	NC_044946.1	NC_044946.1	48	51564	52499	-1	E											0
NC_044946.1_NC_044946.1_49	NC_044946.1	NC_044946.1	49	52539	53522	-1	C	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]								Ribonucleotide reductase, small chain [PF00268.24]	0
NC_044946.1_NC_044946.1_50	NC_044946.1	NC_044946.1	50	53564	55906	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
NC_044946.1_NC_044946.1_51	NC_044946.1	NC_044946.1	51	55939	56436	1	E											0
NC_044946.1_NC_044946.1_52	NC_044946.1	NC_044946.1	52	56423	59569	-1	D										Origin of replication binding protein [PF02399.18]	0
NC_044946.1_NC_044946.1_53	NC_044946.1	NC_044946.1	53	59685	60314	1	E											0
NC_044946.1_NC_044946.1_54	NC_044946.1	NC_044946.1	54	60389	60622	1	E											0
NC_044946.1_NC_044946.1_55	NC_044946.1	NC_044946.1	55	60619	61176	1	C	K00857	thymidine kinase [EC:2.7.1.21]								Thymidine kinase [PF00265.21]	0
NC_044946.1_NC_044946.1_56	NC_044946.1	NC_044946.1	56	61226	61663	1	E											0
NC_044946.1_NC_044946.1_57	NC_044946.1	NC_044946.1	57	61635	62954	1	E											0
NC_044946.1_NC_044946.1_58	NC_044946.1	NC_044946.1	58	62979	66707	-1	C	K26373	Asfivirus DNA-directed RNA polymerase RPB2 [EC:2.7.7.6]	MER0195833	N11	MER0195833 - family N11 unassigned peptide lyases () [N11.UPW]#N11#{peptidase unit: 944-1048}~source YP_003970177~	False	0.442	86.0	3.991e-15	RNA polymerase Rpb2, domain 6 [PF00562.31]; RNA polymerase beta subunit [PF04563.18]; RNA polymerase Rpb2, domain 7 [PF04560.23]; RNA polymerase Rpb2, domain 4 [PF04566.16]; RNA polymerase Rpb2, domain 2 [PF04561.17]	0
NC_044946.1_NC_044946.1_59	NC_044946.1	NC_044946.1	59	66786	67040	1	E											0
NC_044946.1_NC_044946.1_60	NC_044946.1	NC_044946.1	60	67076	68350	1	D										FtsJ-like methyltransferase [PF01728.22]	0
NC_044946.1_NC_044946.1_61	NC_044946.1	NC_044946.1	61	68405	68623	-1	E											0
NC_044946.1_NC_044946.1_62	NC_044946.1	NC_044946.1	62	68829	68957	-1	E											0
NC_044946.1_NC_044946.1_63	NC_044946.1	NC_044946.1	63	68996	69235	1	E											0
NC_044946.1_NC_044946.1_64	NC_044946.1	NC_044946.1	64	69244	69741	1	D			MER0201358	I63	MER0201358 - family I63 unassigned peptidase inhibitors () [I63.UPW]#I63#{inhibitor unit: 67-106}~source AAY44918~	False	0.721	61.0	1.167e-09	UL45 protein, carbohydrate-binding C-type lectin-like [PF05473.15]	0
NC_044946.1_NC_044946.1_65	NC_044946.1	NC_044946.1	65	69827	70984	1	E											0
NC_044946.1_NC_044946.1_66	NC_044946.1	NC_044946.1	66	71101	72258	1	D										ERCC4 domain [PF02732.18]	0
NC_044946.1_NC_044946.1_67	NC_044946.1	NC_044946.1	67	72320	76072	-1	E											1
NC_044946.1_NC_044946.1_68	NC_044946.1	NC_044946.1	68	76114	77460	1	E											0
NC_044946.1_NC_044946.1_69	NC_044946.1	NC_044946.1	69	77537	77926	1	E											0
NC_044946.1_NC_044946.1_70	NC_044946.1	NC_044946.1	70	78008	78238	-1	E											0
NC_044946.1_NC_044946.1_71	NC_044946.1	NC_044946.1	71	78698	80851	1	E											0
NC_044946.1_NC_044946.1_72	NC_044946.1	NC_044946.1	72	80835	81068	-1	E											0
NC_044946.1_NC_044946.1_73	NC_044946.1	NC_044946.1	73	81740	82513	-1	E											0
NC_044946.1_NC_044946.1_74	NC_044946.1	NC_044946.1	74	82492	83919	-1	D										Poly(A) polymerase catalytic subunit [PF19244.2]	0
NC_044946.1_NC_044946.1_75	NC_044946.1	NC_044946.1	75	83972	84922	1	E											0
NC_044946.1_NC_044946.1_76	NC_044946.1	NC_044946.1	76	84974	85417	-1	C	K26374	Asfivirus DNA-directed RNA polymerase RPB6									0
NC_044946.1_NC_044946.1_77	NC_044946.1	NC_044946.1	77	85617	85799	1	E											0
NC_044946.1_NC_044946.1_78	NC_044946.1	NC_044946.1	78	85845	88733	1	D										D5 N terminal like [PF08706.14]	0
NC_044946.1_NC_044946.1_79	NC_044946.1	NC_044946.1	79	88684	88842	-1	E											0
NC_044946.1_NC_044946.1_80	NC_044946.1	NC_044946.1	80	88868	91759	-1	D										DEAD/DEAH box helicase [PF00270.32]	0
NC_044946.1_NC_044946.1_81	NC_044946.1	NC_044946.1	81	91719	92078	-1	D										Erv1 / Alr family [PF04777.16]	0
NC_044946.1_NC_044946.1_82	NC_044946.1	NC_044946.1	82	92059	93015	-1	D										Polyprenyl synthetase [PF00348.20]	0
NC_044946.1_NC_044946.1_83	NC_044946.1	NC_044946.1	83	92982	94298	-1	E											0
NC_044946.1_NC_044946.1_84	NC_044946.1	NC_044946.1	84	94311	94790	-1	E											0
NC_044946.1_NC_044946.1_85	NC_044946.1	NC_044946.1	85	94807	96111	-1	E											0
NC_044946.1_NC_044946.1_86	NC_044946.1	NC_044946.1	86	96359	97423	-1	D										Poxvirus A32 protein [PF04665.15]	0
NC_044946.1_NC_044946.1_87	NC_044946.1	NC_044946.1	87	97434	99173	-1	E											0
NC_044946.1_NC_044946.1_88	NC_044946.1	NC_044946.1	88	99227	100384	1	D										Poxvirus Late Transcription Factor VLTF3 like [PF04947.17]; A2L zinc ribbon domain [PF08792.13]	1
NC_044946.1_NC_044946.1_89	NC_044946.1	NC_044946.1	89	100452	102392	-1	D										Large eukaryotic DNA virus major capsid protein [PF04451.15]; Major capsid protein N-terminus [PF16903.8]	0
NC_044946.1_NC_044946.1_90	NC_044946.1	NC_044946.1	90	102432	102809	1	E											0
NC_044946.1_NC_044946.1_91	NC_044946.1	NC_044946.1	91	102782	103159	-1	E											0
NC_044946.1_NC_044946.1_92	NC_044946.1	NC_044946.1	92	103167	104369	-1	E											0
NC_044946.1_NC_044946.1_93	NC_044946.1	NC_044946.1	93	104398	104925	-1	E											1
NC_044946.1_NC_044946.1_94	NC_044946.1	NC_044946.1	94	104972	105763	1	E											0
NC_044946.1_NC_044946.1_95	NC_044946.1	NC_044946.1	95	105760	105960	-1	E											0
NC_044946.1_NC_044946.1_96	NC_044946.1	NC_044946.1	96	105966	109988	-1	E											0
NC_044946.1_NC_044946.1_97	NC_044946.1	NC_044946.1	97	110077	113691	1	C	K26379	Asfivirus DNA polymerase beta [EC:2.7.7.7]								DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]	0
NC_044946.1_NC_044946.1_98	NC_044946.1	NC_044946.1	98	113688	114059	-1	E											0
NC_044946.1_NC_044946.1_99	NC_044946.1	NC_044946.1	99	114223	121656	-1	E											0
NC_044946.1_NC_044946.1_100	NC_044946.1	NC_044946.1	100	121778	122383	-1	E											0
NC_044946.1_NC_044946.1_101	NC_044946.1	NC_044946.1	101	122414	124018	1	E											0
NC_044946.1_NC_044946.1_102	NC_044946.1	NC_044946.1	102	124021	124263	1	C	K26376	Asfivirus DNA-directed RNA polymerase RPB10								RNA polymerases N / 8 kDa subunit [PF01194.20]	0
NC_044946.1_NC_044946.1_103	NC_044946.1	NC_044946.1	103	124305	125225	1	E											0
NC_044946.1_NC_044946.1_104	NC_044946.1	NC_044946.1	104	125363	125770	-1	E											0
NC_044946.1_NC_044946.1_105	NC_044946.1	NC_044946.1	105	126099	130451	-1	D										RNA polymerase Rpb1, domain 2 [PF00623.23]; RNA polymerase Rpb1, domain 1 [PF04997.15]; RNA polymerase Rpb1, domain 5 [PF04998.20]; RNA polymerase Rpb1, domain 3 [PF04983.21]; RNA polymerase Rpb1, domain 4 [PF05000.20]; RNA polymerase Rpb1, domain 7 [PF04990.15]	0
NC_044946.1_NC_044946.1_106	NC_044946.1	NC_044946.1	106	130519	131778	-1	D										ATP dependent DNA ligase domain [PF01068.24]	0
NC_044946.1_NC_044946.1_107	NC_044946.1	NC_044946.1	107	131844	134450	1	D										mRNA capping enzyme [PF03291.19]; mRNA capping enzyme, catalytic domain [PF01331.22]	0
NC_044946.1_NC_044946.1_108	NC_044946.1	NC_044946.1	108	134507	135259	1	D										NUDIX domain [PF00293.31]	0
NC_044946.1_NC_044946.1_109	NC_044946.1	NC_044946.1	109	135465	135932	-1	E											0
NC_044946.1_NC_044946.1_110	NC_044946.1	NC_044946.1	110	136046	136285	-1	E											0
NC_044946.1_NC_044946.1_111	NC_044946.1	NC_044946.1	111	136353	137360	-1	E											0
NC_044946.1_NC_044946.1_112	NC_044946.1	NC_044946.1	112	137439	140843	-1	D										Helicase conserved C-terminal domain [PF00271.34]; Nucleoside triphosphatase I C-terminal [PF08469.13]	0
NC_044946.1_NC_044946.1_113	NC_044946.1	NC_044946.1	113	140881	141039	-1	E											0
NC_044946.1_NC_044946.1_114	NC_044946.1	NC_044946.1	114	141074	141427	-1	E											0
NC_044946.1_NC_044946.1_115	NC_044946.1	NC_044946.1	115	141490	142101	1	D										RNA polymerase Rpb5, C-terminal domain [PF01191.22]	0
NC_044946.1_NC_044946.1_116	NC_044946.1	NC_044946.1	116	142143	143180	-1	D										YqaJ-like viral recombinase domain [PF09588.13]	0
NC_044946.1_NC_044946.1_117	NC_044946.1	NC_044946.1	117	143180	143731	-1	E											0
NC_044946.1_NC_044946.1_118	NC_044946.1	NC_044946.1	118	143790	144611	1	D			MER0027602	C63	MER0027602 - African swine fever virus processing peptidase () [C63.001]#C63#{peptidase unit: 168-269}~source VPRT_ASFB7~	False	1.0	221.0	6.087000000000001e-63		0
NC_044946.1_NC_044946.1_119	NC_044946.1	NC_044946.1	119	144646	148224	1	C	K03164	DNA topoisomerase II [EC:5.6.2.2]								DNA gyrase/topoisomerase IV, subunit A [PF00521.23]; C-terminal associated domain of TOPRIM [PF16898.8]	0
NC_044946.1_NC_044946.1_120	NC_044946.1	NC_044946.1	120	148258	149337	-1	C	K26377	Asfivirus DNA-directed RNA polymerase RPB3-11								RNA polymerase Rpb3/Rpb11 dimerisation domain [PF13656.9]	0
NC_044946.1_NC_044946.1_121	NC_044946.1	NC_044946.1	121	149501	149899	1	E											0
NC_044946.1_NC_044946.1_122	NC_044946.1	NC_044946.1	122	149931	150308	1	E											0
NC_044946.1_NC_044946.1_123	NC_044946.1	NC_044946.1	123	150331	151350	1	E											0
NC_044946.1_NC_044946.1_124	NC_044946.1	NC_044946.1	124	151362	151697	1	E											0
NC_044946.1_NC_044946.1_125	NC_044946.1	NC_044946.1	125	151654	152358	1	E											0
NC_044946.1_NC_044946.1_126	NC_044946.1	NC_044946.1	126	152454	153164	1	E											0
NC_044946.1_NC_044946.1_127	NC_044946.1	NC_044946.1	127	153157	154056	-1	D										Protein kinase domain [PF00069.28]; Protein tyrosine and serine/threonine kinase [PF07714.20]; Lipopolysaccharide kinase (Kdo/WaaP) family [PF06293.17]; Fungal protein kinase [PF17667.4]	0
NC_044946.1_NC_044946.1_128	NC_044946.1	NC_044946.1	128	154031	156151	-1	D										SNF2-related domain [PF00176.26]; Helicase conserved C-terminal domain [PF00271.34]; Type III restriction enzyme, res subunit [PF04851.18]	0
NC_044946.1_NC_044946.1_129	NC_044946.1	NC_044946.1	129	156109	157713	-1	D										Type III restriction enzyme, res subunit [PF04851.18]; SNF2-related domain [PF00176.26]	0
NC_044946.1_NC_044946.1_130	NC_044946.1	NC_044946.1	130	157754	158749	1	E											0
NC_044946.1_NC_044946.1_131	NC_044946.1	NC_044946.1	131	158697	159251	-1	E											0
NC_044946.1_NC_044946.1_132	NC_044946.1	NC_044946.1	132	159295	159852	-1	D										African swine fever virus J13L protein [PF05568.14]	0
NC_044946.1_NC_044946.1_133	NC_044946.1	NC_044946.1	133	159883	161154	1	E											0
NC_044946.1_NC_044946.1_134	NC_044946.1	NC_044946.1	134	161329	162234	1	E											0
NC_044946.1_NC_044946.1_135	NC_044946.1	NC_044946.1	135	162264	162704	-1	E											0
NC_044946.1_NC_044946.1_136	NC_044946.1	NC_044946.1	136	162880	163479	-1	E											0
NC_044946.1_NC_044946.1_137	NC_044946.1	NC_044946.1	137	163507	164004	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]								dUTPase [PF00692.22]	0
NC_044946.1_NC_044946.1_138	NC_044946.1	NC_044946.1	138	164027	164776	1	E											0
NC_044946.1_NC_044946.1_139	NC_044946.1	NC_044946.1	139	164815	165180	1	E											0
NC_044946.1_NC_044946.1_140	NC_044946.1	NC_044946.1	140	165209	166099	1	D										Xylose isomerase-like TIM barrel [PF01261.27]	0
NC_044946.1_NC_044946.1_141	NC_044946.1	NC_044946.1	141	166771	167493	-1	E											0
NC_044946.1_NC_044946.1_142	NC_044946.1	NC_044946.1	142	167650	168324	1	E											0
NC_044946.1_NC_044946.1_143	NC_044946.1	NC_044946.1	143	168321	169052	-1	D										Transcription factor S-II (TFIIS) [PF01096.21]	0
NC_044946.1_NC_044946.1_144	NC_044946.1	NC_044946.1	144	169140	169361	1	E											0
NC_044946.1_NC_044946.1_145	NC_044946.1	NC_044946.1	145	169679	170668	-1	E											0
NC_044946.1_NC_044946.1_146	NC_044946.1	NC_044946.1	146	170975	171628	-1	D										Ubiquitin-conjugating enzyme [PF00179.29]	0
NC_044946.1_NC_044946.1_147	NC_044946.1	NC_044946.1	147	171785	172270	-1	E											0
NC_044946.1_NC_044946.1_148	NC_044946.1	NC_044946.1	148	172263	172796	-1	E											0
NC_044946.1_NC_044946.1_149	NC_044946.1	NC_044946.1	149	172893	173666	-1	E											0
NC_044946.1_NC_044946.1_150	NC_044946.1	NC_044946.1	150	173845	174903	1	D										African swine fever virus multigene family 360 protein [PF01671.19]	0
NC_044946.1_NC_044946.1_151	NC_044946.1	NC_044946.1	151	174987	176672	-1	D										Multigene family 530 protein [PF03158.16]	0
NC_044946.1_NC_044946.1_152	NC_044946.1	NC_044946.1	152	176766	177191	-1	E											0
NC_044946.1_NC_044946.1_153	NC_044946.1	NC_044946.1	153	177400	177840	-1	E											0
NC_044946.1_NC_044946.1_154	NC_044946.1	NC_044946.1	154	177930	178241	-1	E											0
NC_044946.1_NC_044946.1_155	NC_044946.1	NC_044946.1	155	178250	178393	-1	E											0
NC_044946.1_NC_044946.1_156	NC_044946.1	NC_044946.1	156	178402	178713	-1	E											0
NC_044946.1_NC_044946.1_157	NC_044946.1	NC_044946.1	157	178910	179206	1	E											0
NC_044946.1_NC_044946.1_158	NC_044946.1	NC_044946.1	158	179246	179761	-1	E											0
NC_044946.1_NC_044946.1_159	NC_044946.1	NC_044946.1	159	180324	180440	1	E											0
NC_044946.1_NC_044946.1_160	NC_044946.1	NC_044946.1	160	180695	180985	1	D										Viral family 110 [PF01639.20]	0
NC_044946.1_NC_044946.1_161	NC_044946.1	NC_044946.1	161	181097	181870	1	E											0
NC_044946.1_NC_044946.1_162	NC_044946.1	NC_044946.1	162	181847	182404	-1	D										Phosphatase-1 catalytic subunit binding region [PF10488.12]	0
NC_044946.1_NC_044946.1_163	NC_044946.1	NC_044946.1	163	182626	183696	1	D										African swine fever virus multigene family 360 protein [PF01671.19]	0
NC_044946.1_NC_044946.1_164	NC_044946.1	NC_044946.1	164	183754	184368	1	D										African swine fever virus multigene family 360 protein [PF01671.19]	0
