KO Id	Name	Level	Count
K00252	K00252: GCDH, gcdH; glutaryl-CoA dehydrogenase	Function	2
	lvl1: 08_Hydrocarbon degradation	1	4
	lvl2: Aromatic carboxylic acid degradation	2	2
	lvl2: Valine, leucine and isoleucine degradation	2	3
K00382	K00382: DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	Function	2
	lvl2: Other aromatics degradation	2	2
K00446	K00446: dmpB, xylE; catechol 2,3-dioxygenase	Function	1
	lvl1: 07_Nucleic acid metabolism	1	19
	lvl2: Pyrimidine metabolism	2	9
K00758	K00758: deoA, TYMP; thymidine phosphorylase	Function	2
	lvl2: Degradation of pyrimidine bases	2	1
K00794	K00794: ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	Function	2
	lvl2: Response to nitrosative stress	2	2
K00826	K00826: E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	Function	2
K00847	K00847: E2.7.1.4, scrK; fructokinase	Function	1
	lvl1: 04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	1	1
	lvl2: Hexose	2	1
K00857	K00857: tdk, TK; thymidine kinase	Function	2
K00925	K00925: ackA; acetate kinase	Function	3
	lvl1: 14_Methanogenesis	1	3
	lvl2: From acetate	2	3
	lvl3: Pyruvate fermentation to butanoate	3	2
K00928	K00928: lysC; aspartate kinase	Function	6
	lvl3: Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	3	2
K00943	K00943: tmk, DTYMK; dTMP kinase	Function	1
	lvl2: Purine metabolism	2	9
K00948	K00948: PRPS, prsA; ribose-phosphate pyrophosphokinase	Function	1
	lvl1: 03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	1	1
	lvl2: nan	2	1
K00971	K00971: manC, cpsB; mannose-1-phosphate guanylyltransferase	Function	2
	lvl2: Mannose	2	9
K01251	K01251: E3.3.1.1, ahcY; adenosylhomocysteinase	Function	2
	lvl2: Arginine and proline metabolism	2	2
K01259	K01259: pip; proline iminopeptidase	Function	1
K01488	K01488: add, ADA; adenosine deaminase	Function	1
K01489	K01489: cdd, CDA; cytidine deaminase	Function	1
K01501	K01501: E3.5.5.1; nitrilase	Function	2
K01588	K01588: purE; 5-(carboxyamino)imidazole ribonucleotide mutase	Function	1
K01589	K01589: purK; 5-(carboxyamino)imidazole ribonucleotide synthase	Function	1
	lvl3: PEP	3	3
K01621	K01621: xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	Function	1
K01652	K01652: E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	Function	2
	lvl3: Histidine	3	4
K01653	K01653: E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit	Function	2
K01687	K01687: ilvD; dihydroxy-acid dehydratase	Function	3
	lvl1: 09_Carbohydrate Active enzyme - CAZy	1	4
	lvl2: Polysaccharide lyase	2	1
	lvl2: Carbohydrate esterase	2	1
	lvl1: 05_Fatty acid oxidation	1	4
	lvl2: Fatty acid beta-oxidation I	2	1
K01689	K01689: ENO, eno; enolase	Function	9
	lvl2: Fatty acid beta-oxidation II (core pathway)	2	1
	lvl2: Fatty acid beta-oxidation IV (unsaturated)	2	1
	lvl2: Fatty acid activation	2	1
	lvl1: 15_Methylotrophy	1	1
	lvl2: Serine pathway for formaldehyde fixation	2	1
	lvl1: 16_Embden Meyerhof-Parnos (EMP)	1	4
	lvl2: EMP	2	1
	lvl2: Glycolysis III (EMP)	2	1
	lvl2: EMP  in archea	2	1
	lvl1: 17_Gluconeogenesis	1	1
	lvl2: Gluconeogenesis in archea	2	1
K01697	K01697: CBS; cystathionine beta-synthase	Function	4
	lvl3: Pyruvate to leucine	3	1
K01738	K01738: cysK; cysteine synthase	Function	2
K01754	K01754: E4.3.1.19, ilvA, tdcB; threonine dehydratase	Function	2
K01758	K01758: CTH; cystathionine gamma-lyase	Function	3
	lvl2: Succinate fermentation to butyrate	2	1
K01809	K01809: manA, MPI; mannose-6-phosphate isomerase	Function	2
	lvl2: Glycoside hydrolase	2	1
K01840	K01840: manB; phosphomannomutase	Function	2
K01895	K01895: ACSS1_2, acs; acetyl-CoA synthetase	Function	1
K01966	K01966: PCCB, pccB; propionyl-CoA carboxylase beta chain	Function	1
	lvl1: 12_Transporters	1	19
	lvl2: ABC transporters, prokaryotic type	2	11
	lvl3: PEPtide and nickel transporters	3	4
	lvl4: PEPtides/nickel transporter [mD:m00239]	4	1
K02034	K02034: ABC.PE.P1; peptide/nickel transport system permease protein	Function	1
K02204	K02204: thrB2; homoserine kinase type II	Function	1
K02341	K02341: holB; DNA polymerase III subunit delta'	Function	2
K02343	K02343: dnaX; DNA polymerase III subunit gamma/tau	Function	2
	lvl2: Glutamate degradation V (via hydroxyglutarate)	2	1
K02509	K02509: hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase	Function	8
	lvl2: Pyruvate fermentation to butanol	2	1
	lvl3: Superpathway of clostridium acetobutylicum acidogenic fermentation	3	1
	lvl3: Superpathway of clostridium acetobutylicum solventogenic fermentation	3	1
K02510	K02510: hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase	Function	1
	lvl2: Phosphotransferase system (pts)	2	2
	lvl3: Enzyme I and hpr	3	2
	lvl4: Ascorbate-specific II component [mD:m00283]	4	1
K02821	K02821: ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	Function	7
	lvl1: 19_Saccharide and derivated synthesis	1	25
	lvl2: Disaccaride phosphorylase	2	3
	lvl3: Lactose	3	1
	lvl3: Sucrose	3	1
	lvl3: Maltose	3	1
	lvl2: Galactose	2	1
	lvl1: 02_Homoacetogenesis	1	2
	lvl2: Reductive acetyl coenzyme A pathway	2	2
K03212	K03212: rumB; 23S rRNA (uracil747-C5)-methyltransferase	Function	2
K03215	K03215: rumA; 23S rRNA (uracil1939-C5)-methyltransferase	Function	2
K03564	K03564: BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin	Function	2
	lvl2: Major Facilitator superfamily (MFS)	2	6
	lvl3: Organic acid transporters	3	3
	lvl4: Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	4	3
K03762	K03762: proP; MFS transporter, MHS family, proline/betaine transporter	Function	1
K03783	K03783: punA, PNP; purine-nucleoside phosphorylase	Function	2
K03787	K03787: surE; 5'-nucleotidase	Function	2
	lvl2: Response to osmotic stress	2	9
K03885	K03885: ndh; NADH:ubiquinone reductase (H+-translocating)	Function	1
	lvl2: Polysaccharide biosynthesis and assembly of cell surface structure	2	22
	lvl3: Murein	3	1
K04042	K04042: glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase	Function	1
K04765	K04765: mazG; nucleoside triphosphate diphosphatase	Function	2
	lvl3: Lipopolysaccharide biosynthesis	3	6
K05366	K05366: mrcA; penicillin-binding protein 1A	Function	6
	lvl3: Mucin type O-glycan biosynthesis	3	5
	lvl3: N-glycan biosynthesis	3	5
	lvl3: Peptidoglycan biosynthesis	3	5
	lvl2: Phenylalanine metabolism	2	2
K05712	K05712: mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase	Function	4
K05714	K05714: mhpC; 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	Function	1
K07272	K07272: rgpF; rhamnosyltransferase	Function	6
K07451	K07451: mcrA; 5-methylcytosine-specific restriction enzyme A	Function	1
	lvl3: Drug transporters	3	2
	lvl4: Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	4	1
K07552	K07552: bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein	Function	1
	lvl2: Cellular response to osmotic stress	2	3
K07636	K07636: phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	Function	3
	lvl2: Regulation of response to osmotic stress	2	3
K07656	K07656: trcS; two-component system, OmpR family, sensor histidine kinase TrcS	Function	3
	lvl4: Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	4	1
K08167	K08167: smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein	Function	1
K08172	K08172: shiA; MFS transporter, MHS family, shikimate and dehydroshikimate transport protein	Function	1
K08173	K08173: ydfJ; MFS transporter, MHS family, metabolite:H+ symporter	Function	1
	lvl3: Oxaloacetate to aspartate and asparagine	3	1
K08281	K08281: pncA; nicotinamidase/pyrazinamidase	Function	2
	lvl3: Unknown transporters	3	1
	lvl4: Others	4	1
K08369	K08369: ydjE; MFS transporter, putative metabolite:H+ symporter	Function	1
	lvl4: Enzyme I	4	1
K08483	K08483: ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I)	Function	1
K09471	K09471: puuB, ordL; gamma-glutamylputrescine oxidase	Function	1
	lvl3: ABC-2 type and other transporters	3	4
	lvl4: Lipopolysaccharide transporter [mD:m00250]	4	2
K09690	K09690: ABC-2.LPSE.P; lipopolysaccharide transport system permease protein	Function	1
K09691	K09691: ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein	Function	1
	lvl4: Lipooligosaccharide transporter [mD:m00252]	4	2
K09694	K09694: nodJ; lipooligosaccharide transport system permease protein	Function	1
K09695	K09695: nodI; lipooligosaccharide transport system ATP-binding protein	Function	1
	lvl3: Monosaccharide transporters	3	3
	lvl4: Putative multiple sugar transporter [mD:m00216]	4	3
K10546	K10546: ABC.GGU.S, chvE; putative multiple sugar transport system substrate-binding protein	Function	1
K10547	K10547: ABC.GGU.P, gguB; putative multiple sugar transport system permease protein	Function	1
K10548	K10548: ABC.GGU.A, gguA; putative multiple sugar transport system ATP-binding protein	Function	1
K11354	K11354: cph1; two-component system, chemotaxis family, sensor kinase Cph1	Function	3
	lvl4: DiPEPtide transporter [mD:m00324]	4	2
K12368	K12368: dppA; dipeptide transport system substrate-binding protein	Function	1
K12369	K12369: dppB; dipeptide transport system permease protein	Function	1
K12583	K12583: mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	Function	6
K12972	K12972: ghrA; glyoxylate/hydroxypyruvate reductase	Function	1
K12991	K12991: rfbG; rhamnosyltransferase	Function	6
	lvl2: Glycosyltransferase	2	1
K13658	K13658: gumI; beta-1,4-mannosyltransferase	Function	7
K13788	K13788: pta; phosphate acetyltransferase	Function	2
	lvl1: 18_Sulfur compounds metabolism	1	1
	lvl2: Sulfur compounds cycle	2	1
	lvl3: Sulfolactate degradation	3	1
	lvl4: Microcin c transporter [mD:m00349]	4	1
K13896	K13896: yejF; microcin C transport system ATP-binding protein	Function	1
	lvl2: Alanine, aspartate and glutamate metabolism (contain asparagin as well)	2	1
K14260	K14260: alaA; alanine-synthesizing transaminase	Function	3
	lvl2: EMP modified pathway	2	1
