	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_047926_NC_047926_39	NC_047926	NC_047926	39	45768	46538	-1	C	K03811	nicotinamide mononucleotide transporter								Nicotinamide mononucleotide transporter [PF04973.15]					0
NC_047926_NC_047926_40	NC_047926	NC_047926	40	47775	48836	1	E															0
NC_047926_NC_047926_41	NC_047926	NC_047926	41	48849	50354	1	D										DnaB-like helicase C terminal domain [PF03796.18]; AAA domain [PF13481.9]; KaiC [PF06745.16]					0
NC_047926_NC_047926_42	NC_047926	NC_047926	42	50358	51428	1	E															0
NC_047926_NC_047926_43	NC_047926	NC_047926	43	51435	51692	1	D										Glutaredoxin [PF00462.27]					0
NC_047926_NC_047926_44	NC_047926	NC_047926	44	51759	53660	1	D										AAA domain [PF13476.9]; SbcC/RAD50-like, Walker B motif [PF13558.9]; RecF/RecN/SMC N terminal domain [PF02463.22]					0
NC_047926_NC_047926_45	NC_047926	NC_047926	45	53650	54345	1	E															0
NC_047926_NC_047926_46	NC_047926	NC_047926	46	54350	55399	1	C	K02316	DNA primase [EC:2.7.7.101]								CHC2 zinc finger [PF01807.23]					0
NC_047926_NC_047926_47	NC_047926	NC_047926	47	55449	56186	1	D										Deoxynucleoside kinase [PF01712.22]					0
NC_047926_NC_047926_48	NC_047926	NC_047926	48	56197	56538	1	E															0
NC_047926_NC_047926_49	NC_047926	NC_047926	49	56525	56896	1	E															0
NC_047926_NC_047926_50	NC_047926	NC_047926	50	56899	57612	1	E															0
NC_047926_NC_047926_51	NC_047926	NC_047926	51	57709	58626	1	E															0
NC_047926_NC_047926_52	NC_047926	NC_047926	52	58646	59905	1	E															0
NC_047926_NC_047926_53	NC_047926	NC_047926	53	59892	60416	1	E															0
NC_047926_NC_047926_54	NC_047926	NC_047926	54	60417	60824	1	E															0
NC_047926_NC_047926_55	NC_047926	NC_047926	55	60938	61573	1	E															0
NC_047926_NC_047926_56	NC_047926	NC_047926	56	61563	61781	1	E															0
NC_047926_NC_047926_57	NC_047926	NC_047926	57	61796	62422	1	E															0
NC_047926_NC_047926_58	NC_047926	NC_047926	58	62484	62732	1	D										Bacterial DNA-binding protein [PF00216.24]					0
NC_047926_NC_047926_59	NC_047926	NC_047926	59	62747	64246	1	E															0
NC_047926_NC_047926_60	NC_047926	NC_047926	60	64246	65007	1	E															0
NC_047926_NC_047926_61	NC_047926	NC_047926	61	65293	65592	1	E															0
NC_047926_NC_047926_62	NC_047926	NC_047926	62	65730	67697	1	D										3'-5' exonuclease [PF01612.23]					0
NC_047926_NC_047926_63	NC_047926	NC_047926	63	67870	68841	1	E															0
NC_047926_NC_047926_64	NC_047926	NC_047926	64	68854	68961	1	E															0
NC_047926_NC_047926_65	NC_047926	NC_047926	65	69068	70036	1	D										DNA polymerase family A [PF00476.23]					0
NC_047926_NC_047926_66	NC_047926	NC_047926	66	70026	70196	1	E															0
NC_047926_NC_047926_67	NC_047926	NC_047926	67	70262	70672	1	E															0
NC_047926_NC_047926_68	NC_047926	NC_047926	68	70685	71176	1	E															0
NC_047926_NC_047926_69	NC_047926	NC_047926	69	71151	71765	1	E															0
NC_047926_NC_047926_70	NC_047926	NC_047926	70	71781	72272	1	E															0
NC_047926_NC_047926_71	NC_047926	NC_047926	71	72343	73575	1	E															0
NC_047926_NC_047926_72	NC_047926	NC_047926	72	73595	74836	1	C	K03553	recombination protein RecA								recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]					0
NC_047926_NC_047926_73	NC_047926	NC_047926	73	74829	75152	1	E															0
NC_047926_NC_047926_74	NC_047926	NC_047926	74	75149	75904	1	E															0
NC_047926_NC_047926_75	NC_047926	NC_047926	75	75985	76491	1	E															0
NC_047926_NC_047926_76	NC_047926	NC_047926	76	76640	76987	1	E															0
NC_047926_NC_047926_77	NC_047926	NC_047926	77	76992	77870	1	E															0
NC_047926_NC_047926_78	NC_047926	NC_047926	78	77954	79492	1	E															0
NC_047926_NC_047926_79	NC_047926	NC_047926	79	79639	80136	1	E															0
NC_047926_NC_047926_80	NC_047926	NC_047926	80	80124	80702	1	E															0
NC_047926_NC_047926_81	NC_047926	NC_047926	81	80706	81476	1	E															0
NC_047926_NC_047926_82	NC_047926	NC_047926	82	81666	82802	1	C	K07496	putative transposase								Putative transposase DNA-binding domain [PF07282.14]; Probable transposase [PF01385.22]; Helix-turn-helix domain [PF12323.11]					0
NC_047926_NC_047926_83	NC_047926	NC_047926	83	82983	84299	1	E															0
NC_047926_NC_047926_84	NC_047926	NC_047926	84	84399	85004	1	D										NADAR domain [PF08719.14]					0
NC_047926_NC_047926_85	NC_047926	NC_047926	85	85015	85512	1	E															0
NC_047926_NC_047926_86	NC_047926	NC_047926	86	85525	86004	1	E															0
NC_047926_NC_047926_87	NC_047926	NC_047926	87	86080	86709	1	D										HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]					0
NC_047926_NC_047926_88	NC_047926	NC_047926	88	86706	87122	1	E															0
NC_047926_NC_047926_89	NC_047926	NC_047926	89	87125	87607	1	C	K08728	nucleoside deoxyribosyltransferase [EC:2.4.2.6]								Nucleoside 2-deoxyribosyltransferase [PF05014.18]; Nucleoside 2-deoxyribosyltransferase like [PF15891.8]					0
NC_047926_NC_047926_90	NC_047926	NC_047926	90	87690	88688	1	E															0
NC_047926_NC_047926_91	NC_047926	NC_047926	91	88823	91213	1	D										RNA ligase [PF09511.13]; Calcineurin-like phosphoesterase [PF00149.31]; AAA domain [PF13671.9]; Calcineurin-like phosphoesterase superfamily domain [PF12850.10]					0
NC_047926_NC_047926_92	NC_047926	NC_047926	92	91282	91713	1	E															0
NC_047926_NC_047926_93	NC_047926	NC_047926	93	91715	91996	1	E															0
NC_047926_NC_047926_94	NC_047926	NC_047926	94	92001	92288	1	E															0
NC_047926_NC_047926_95	NC_047926	NC_047926	95	92356	92544	1	E															0
NC_047926_NC_047926_96	NC_047926	NC_047926	96	92544	92930	1	E															0
NC_047926_NC_047926_97	NC_047926	NC_047926	97	92991	93665	1	E															0
NC_047926_NC_047926_98	NC_047926	NC_047926	98	93665	94783	1	D										ATPase family associated with various cellular activities (AAA) [PF00004.32]					0
NC_047926_NC_047926_99	NC_047926	NC_047926	99	94855	95601	1	E															0
NC_047926_NC_047926_100	NC_047926	NC_047926	100	95673	96452	1	E															0
NC_047926_NC_047926_101	NC_047926	NC_047926	101	96449	97537	1	D										Toxic anion resistance protein (TelA) [PF05816.14]					0
NC_047926_NC_047926_102	NC_047926	NC_047926	102	97567	98742	1	C	K07496	putative transposase								Putative transposase DNA-binding domain [PF07282.14]; Probable transposase [PF01385.22]; Helix-turn-helix domain [PF12323.11]					0
NC_047926_NC_047926_103	NC_047926	NC_047926	103	98906	99379	1	E															0
NC_047926_NC_047926_104	NC_047926	NC_047926	104	99430	99816	1	E															0
NC_047926_NC_047926_105	NC_047926	NC_047926	105	99872	100294	1	E															0
NC_047926_NC_047926_106	NC_047926	NC_047926	106	100584	101309	1	E															0
NC_047926_NC_047926_107	NC_047926	NC_047926	107	101306	101950	1	E															0
NC_047926_NC_047926_108	NC_047926	NC_047926	108	101950	102264	1	E															0
NC_047926_NC_047926_109	NC_047926	NC_047926	109	102293	102547	1	E															0
NC_047926_NC_047926_110	NC_047926	NC_047926	110	102603	103331	1	E															0
NC_047926_NC_047926_111	NC_047926	NC_047926	111	103818	103961	1	E															0
NC_047926_NC_047926_112	NC_047926	NC_047926	112	104045	104215	1	E															0
NC_047926_NC_047926_113	NC_047926	NC_047926	113	104228	104518	1	E															0
NC_047926_NC_047926_114	NC_047926	NC_047926	114	104677	105018	1	E															0
NC_047926_NC_047926_115	NC_047926	NC_047926	115	105067	105474	1	E															0
NC_047926_NC_047926_116	NC_047926	NC_047926	116	105670	105939	1	E															0
NC_047926_NC_047926_117	NC_047926	NC_047926	117	106014	106262	1	E															0
NC_047926_NC_047926_118	NC_047926	NC_047926	118	106581	106760	1	E															0
NC_047926_NC_047926_119	NC_047926	NC_047926	119	106825	107190	1	E															0
NC_047926_NC_047926_120	NC_047926	NC_047926	120	107256	107765	1	E															0
NC_047926_NC_047926_121	NC_047926	NC_047926	121	107856	108149	1	E															0
NC_047926_NC_047926_122	NC_047926	NC_047926	122	108165	108539	1	E															0
NC_047926_NC_047926_123	NC_047926	NC_047926	123	109616	109852	1	E															0
NC_047926_NC_047926_124	NC_047926	NC_047926	124	109864	110202	1	E															0
NC_047926_NC_047926_125	NC_047926	NC_047926	125	110466	110720	1	E															0
NC_047926_NC_047926_126	NC_047926	NC_047926	126	110913	111236	1	E															0
NC_047926_NC_047926_127	NC_047926	NC_047926	127	111472	111732	1	E															0
NC_047926_NC_047926_128	NC_047926	NC_047926	128	111830	112171	1	E															0
NC_047926_NC_047926_129	NC_047926	NC_047926	129	113015	113386	-1	E															0
NC_047926_NC_047926_130	NC_047926	NC_047926	130	113416	113769	-1	E															0
NC_047926_NC_047926_131	NC_047926	NC_047926	131	113839	114192	-1	E															0
NC_047926_NC_047926_132	NC_047926	NC_047926	132	114223	114459	-1	E															0
NC_047926_NC_047926_133	NC_047926	NC_047926	133	114496	114849	-1	E															0
NC_047926_NC_047926_134	NC_047926	NC_047926	134	114868	115227	-1	E															0
NC_047926_NC_047926_135	NC_047926	NC_047926	135	115240	115536	-1	E															0
NC_047926_NC_047926_136	NC_047926	NC_047926	136	115533	115694	-1	E															0
NC_047926_NC_047926_137	NC_047926	NC_047926	137	115698	116093	-1	E															0
NC_047926_NC_047926_138	NC_047926	NC_047926	138	116118	116564	-1	E															0
NC_047926_NC_047926_139	NC_047926	NC_047926	139	116575	117033	-1	E															0
NC_047926_NC_047926_140	NC_047926	NC_047926	140	117087	117371	-1	E															1
NC_047926_NC_047926_141	NC_047926	NC_047926	141	117361	117756	-1	E															0
NC_047926_NC_047926_142	NC_047926	NC_047926	142	117864	118193	-1	E															0
NC_047926_NC_047926_143	NC_047926	NC_047926	143	118199	118636	-1	D										Protein of unknown function (DUF1642) [PF07852.14]					0
NC_047926_NC_047926_144	NC_047926	NC_047926	144	118656	118934	-1	E															0
NC_047926_NC_047926_145	NC_047926	NC_047926	145	118951	119388	-1	E															0
NC_047926_NC_047926_146	NC_047926	NC_047926	146	119385	119852	-1	D										YopX protein [PF09643.13]					0
NC_047926_NC_047926_147	NC_047926	NC_047926	147	119912	120331	-1	E															0
NC_047926_NC_047926_148	NC_047926	NC_047926	148	120427	121041	-1	D										Domain of unknown function (DUF5052) [PF16475.8]					0
NC_047926_NC_047926_149	NC_047926	NC_047926	149	121123	121413	-1	E															0
NC_047926_NC_047926_150	NC_047926	NC_047926	150	121373	121519	-1	E															0
NC_047926_NC_047926_151	NC_047926	NC_047926	151	121543	121812	-1	E															0
NC_047926_NC_047926_152	NC_047926	NC_047926	152	121826	122773	-1	D										RNA ligase [PF09414.13]					0
NC_047926_NC_047926_153	NC_047926	NC_047926	153	122794	123078	-1	E															0
NC_047926_NC_047926_154	NC_047926	NC_047926	154	123056	123196	-1	E															0
NC_047926_NC_047926_155	NC_047926	NC_047926	155	123208	123510	-1	E															0
NC_047926_NC_047926_156	NC_047926	NC_047926	156	123494	123808	-1	E															0
NC_047926_NC_047926_157	NC_047926	NC_047926	157	123795	124034	-1	D										Protein of unknwon function (DUF3310) [PF11753.11]					0
NC_047926_NC_047926_158	NC_047926	NC_047926	158	124038	124286	-1	E															0
NC_047926_NC_047926_159	NC_047926	NC_047926	159	124280	124507	-1	E															0
NC_047926_NC_047926_160	NC_047926	NC_047926	160	124510	124857	-1	E															0
NC_047926_NC_047926_161	NC_047926	NC_047926	161	124924	125133	-1	E															0
NC_047926_NC_047926_162	NC_047926	NC_047926	162	125157	125471	-1	E															0
NC_047926_NC_047926_163	NC_047926	NC_047926	163	125485	127281	-1	D										Helicase conserved C-terminal domain [PF00271.34]; ERCC3/RAD25/XPB C-terminal helicase [PF16203.8]; DEAD/DEAH box helicase [PF00270.32]					0
NC_047926_NC_047926_164	NC_047926	NC_047926	164	127262	127684	-1	E															0
NC_047926_NC_047926_165	NC_047926	NC_047926	165	127756	128094	-1	C	K07171	mRNA interferase MazF [EC:3.1.-.-]								PemK-like, MazF-like toxin of type II toxin-antitoxin system [PF02452.20]					0
NC_047926_NC_047926_166	NC_047926	NC_047926	166	128159	128338	-1	E															0
NC_047926_NC_047926_167	NC_047926	NC_047926	167	128567	129403	-1	C	K03811	nicotinamide mononucleotide transporter													0
NC_047926_NC_047926_168	NC_047926	NC_047926	168	129501	129707	-1	E															0
NC_047926_NC_047926_169	NC_047926	NC_047926	169	129723	130187	-1	E															0
NC_047926_NC_047926_170	NC_047926	NC_047926	170	130235	130960	-1	E															0
NC_047926_NC_047926_171	NC_047926	NC_047926	171	130986	131468	-1	D										Phosphatidylglycerophosphatase A [PF04608.16]					0
NC_047926_NC_047926_172	NC_047926	NC_047926	172	131473	131952	-1	C	K04047	starvation-inducible DNA-binding protein								Ferritin-like domain [PF00210.27]					0
NC_047926_NC_047926_173	NC_047926	NC_047926	173	131939	132193	-1	E															0
NC_047926_NC_047926_174	NC_047926	NC_047926	174	132294	132812	-1	E															0
NC_047926_NC_047926_175	NC_047926	NC_047926	175	132861	133088	1	E															0
NC_047926_NC_047926_176	NC_047926	NC_047926	176	134547	135191	-1	D										HNH endonuclease [PF13392.9]; NUMOD4 motif [PF07463.14]					0
NC_047926_NC_047926_177	NC_047926	NC_047926	177	136099	136407	-1	E															0
NC_047926_NC_047926_178	NC_047926	NC_047926	178	136413	137063	-1	E															0
NC_047926_NC_047926_179	NC_047926	NC_047926	179	137073	137681	-1	E															0
NC_047926_NC_047926_180	NC_047926	NC_047926	180	137824	138045	-1	E															0
