NZ_MTKN01000090.1_orf234188	738d2a1a087e685aae1864e4b2d1044f	533	Pfam	PF00326	Prolyl oligopeptidase family	356	523	6.0E-25	T	24-06-2023	IPR001375	Peptidase S9, prolyl oligopeptidase, catalytic domain
NZ_MTKN01000009.1_orf237635	a7a125c8a58b425e3df653cd3dda88bc	905	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	612	682	4.2E-7	T	24-06-2023	IPR013783	Immunoglobulin-like fold
NZ_MTKN01000009.1_orf237635	a7a125c8a58b425e3df653cd3dda88bc	905	Gene3D	G3DSA:2.60.40.1170	Mu homology domain, subdomain B	707	797	3.6E-6	T	24-06-2023	-	-
NZ_MTKN01000009.1_orf237635	a7a125c8a58b425e3df653cd3dda88bc	905	Gene3D	G3DSA:2.60.40.740	-	549	610	2.9E-6	T	24-06-2023	-	-
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	TIGRFAM	TIGR04056	OMP_RagA_SusC: TonB-linked outer membrane protein, SusC/RagA family	171	1159	4.7E-200	T	24-06-2023	IPR023996	TonB-dependent outer membrane protein, SusC/RagA
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	SMART	SM00965	STN_2	109	160	6.8E-6	T	24-06-2023	IPR011662	Secretin/TonB, short N-terminal domain
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	Coils	Coil	Coil	1160	1160	-	T	24-06-2023	-	-
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	SUPERFAMILY	SSF56935	Porins	252	1140	5.04E-79	T	24-06-2023	-	-
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	Pfam	PF00593	TonB dependent receptor	570	1158	7.1E-26	T	24-06-2023	IPR000531	TonB-dependent receptor-like, beta-barrel
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	Gene3D	G3DSA:2.170.130.10	-	243	397	2.0E-32	T	24-06-2023	IPR037066	TonB-dependent receptor, plug domain superfamily
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	Pfam	PF07715	TonB-dependent Receptor Plug Domain	261	392	1.7E-20	T	24-06-2023	IPR012910	TonB-dependent receptor, plug domain
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	TIGRFAM	TIGR04057	SusC_RagA_signa: TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region	368	398	5.1E-18	T	24-06-2023	IPR023997	TonB-dependent outer membrane protein SusC/RagA, conserved site
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	Pfam	PF13715	CarboxypepD_reg-like domain	172	253	4.5E-14	T	24-06-2023	-	-
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	PANTHER	PTHR47322	SUSC HOMOLOG-RELATED	64	1159	5.4E-192	T	24-06-2023	-	-
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	Gene3D	G3DSA:2.60.40.1120	-	172	242	5.8E-7	T	24-06-2023	-	-
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	Gene3D	G3DSA:2.40.170.20	-	465	1054	1.7E-18	T	24-06-2023	IPR036942	TonB-dependent receptor-like, beta-barrel domain superfamily
NZ_MTKN01000006.1_orf194157	c4952a8244f140e7643a79b772d6abc5	1160	SUPERFAMILY	SSF49464	Carboxypeptidase regulatory domain-like	170	250	9.68E-14	T	24-06-2023	IPR008969	Carboxypeptidase-like, regulatory domain superfamily
NZ_MTKN01000226.1_orf89163	b6693d5e429e5d5a45bbd704699b83e3	203	Pfam	PF03030	Inorganic H+ pyrophosphatase	1	203	1.5E-60	T	24-06-2023	IPR004131	Pyrophosphate-energised proton pump
NZ_MTKN01000226.1_orf89163	b6693d5e429e5d5a45bbd704699b83e3	203	PANTHER	PTHR31998	K(+)-INSENSITIVE PYROPHOSPHATE-ENERGIZED PROTON PUMP	3	203	5.2E-50	T	24-06-2023	IPR004131	Pyrophosphate-energised proton pump
NZ_MTKN01000099.1_orf241381	7cbcbde5e21a90af1156ed8fe2eb990a	259	MobiDBLite	mobidb-lite	consensus disorder prediction	222	243	-	T	24-06-2023	-	-
NZ_MTKN01000099.1_orf241381	7cbcbde5e21a90af1156ed8fe2eb990a	259	PANTHER	PTHR33627	TRANSPOSASE	30	215	5.3E-19	T	24-06-2023	IPR039365	Transposase IS701-like
NZ_MTKN01000099.1_orf241381	7cbcbde5e21a90af1156ed8fe2eb990a	259	Pfam	PF13546	DDE superfamily endonuclease	29	167	4.2E-17	T	24-06-2023	IPR038721	Transposase IS701-like, DDE domain
NZ_MTKN01000220.1_orf85575	71a3e9801ef2e8d7ca601e922c47dcd8	73	Pfam	PF04018	Domain of unknown function (DUF368)	2	44	4.7E-9	T	24-06-2023	IPR007163	Protein of unknown function DUF368
NZ_MTKN01000220.1_orf85575	71a3e9801ef2e8d7ca601e922c47dcd8	73	PANTHER	PTHR37308	INTEGRAL MEMBRANE PROTEIN	1	72	8.9E-15	T	24-06-2023	IPR007163	Protein of unknown function DUF368
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Pfam	PF00703	Glycosyl hydrolases family 2	242	304	2.4E-8	T	24-06-2023	IPR006102	Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Gene3D	G3DSA:1.50.10.10	-	1194	1534	7.1E-93	T	24-06-2023	IPR012341	Six-hairpin glycosidase-like superfamily
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	PRINTS	PR00132	Glycosyl hydrolase family 2 signature	347	365	2.1E-10	T	24-06-2023	IPR006101	Glycoside hydrolase, family 2
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	PRINTS	PR00132	Glycosyl hydrolase family 2 signature	417	432	2.1E-10	T	24-06-2023	IPR006101	Glycoside hydrolase, family 2
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	PRINTS	PR00132	Glycosyl hydrolase family 2 signature	316	330	2.1E-10	T	24-06-2023	IPR006101	Glycoside hydrolase, family 2
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	PRINTS	PR00132	Glycosyl hydrolase family 2 signature	109	124	2.1E-10	T	24-06-2023	IPR006101	Glycoside hydrolase, family 2
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	MobiDBLite	mobidb-lite	consensus disorder prediction	1056	1099	-	T	24-06-2023	-	-
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Pfam	PF02836	Glycosyl hydrolases family 2, TIM barrel domain	316	473	1.1E-23	T	24-06-2023	IPR006103	Glycoside hydrolase family 2, catalytic domain
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	SUPERFAMILY	SSF48208	Six-hairpin glycosidases	1196	1599	1.81E-35	T	24-06-2023	IPR008928	Six-hairpin glycosidase superfamily
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	613	686	4.9E-20	T	24-06-2023	IPR013783	Immunoglobulin-like fold
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Pfam	PF16355	Domain of unknown function (DUF4982)	625	676	2.4E-16	T	24-06-2023	IPR032311	Domain of unknown function DUF4982
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	687	809	4.6E-31	T	24-06-2023	IPR013783	Immunoglobulin-like fold
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	PANTHER	PTHR33307	ALPHA-RHAMNOSIDASE (EUROFUNG)	829	1634	1.3E-200	T	24-06-2023	-	-
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Pfam	PF08531	Alpha-L-rhamnosidase N-terminal domain	873	1041	6.5E-57	T	24-06-2023	IPR013737	Bacterial alpha-L-rhamnosidase N-terminal
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Gene3D	G3DSA:2.60.120.260	-	1088	1189	1.9E-24	T	24-06-2023	-	-
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Gene3D	G3DSA:3.20.20.80	Glycosidases	304	582	3.2E-100	T	24-06-2023	-	-
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Coils	Coil	Coil	1636	1636	-	T	24-06-2023	-	-
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Pfam	PF05592	Bacterial alpha-L-rhamnosidase concanavalin-like domain	1098	1183	3.3E-21	T	24-06-2023	IPR008902	Alpha-L-rhamnosidase, concanavalin-like domain
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	ProSitePatterns	PS00608	Glycosyl hydrolases family 2 acid/base catalyst.	417	431	-	T	24-06-2023	IPR023232	Glycoside hydrolase, family 2, active site
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	SUPERFAMILY	SSF51445	(Trans)glycosidases	301	576	3.54E-61	T	24-06-2023	IPR017853	Glycoside hydrolase superfamily
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Gene3D	G3DSA:2.60.120.260	-	825	1029	5.6E-62	T	24-06-2023	-	-
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Pfam	PF17389	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain	1196	1530	2.0E-97	T	24-06-2023	IPR035396	Alpha-L-rhamnosidase, six-hairpin glycosidase domain
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Pfam	PF17390	Bacterial alpha-L-rhamnosidase C-terminal domain	1534	1607	1.2E-13	T	24-06-2023	IPR035398	Alpha-L-rhamnosidase C-terminal domain
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	MobiDBLite	mobidb-lite	consensus disorder prediction	217	267	-	T	24-06-2023	-	-
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	170	303	6.2E-8	T	24-06-2023	IPR013783	Immunoglobulin-like fold
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Gene3D	G3DSA:2.60.420.10	Maltose phosphorylase, domain 3	1539	1636	3.8E-20	T	24-06-2023	-	-
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Pfam	PF18565	Glycoside hydrolase family 2 C-terminal domain 5	689	803	8.0E-27	T	24-06-2023	IPR040605	Glycoside hydrolase family 2, domain 5
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Pfam	PF02837	Glycosyl hydrolases family 2, sugar binding domain	24	175	8.1E-20	T	24-06-2023	IPR006104	Glycosyl hydrolases family 2, sugar binding domain
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	SUPERFAMILY	SSF49303	beta-Galactosidase/glucuronidase domain	260	304	7.91E-8	T	24-06-2023	IPR036156	Beta-Galactosidase/glucuronidase domain superfamily
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	SUPERFAMILY	SSF49785	Galactose-binding domain-like	13	174	1.02E-44	T	24-06-2023	IPR008979	Galactose-binding-like domain superfamily
NZ_MTKN01000004.1_orf143652	38e758c1165d85c34cfd783d229c72ca	1636	Gene3D	G3DSA:2.60.120.260	-	18	169	6.5E-51	T	24-06-2023	-	-
NZ_MTKN01000044.1_orf157539	567c03c19d15d8f1897efba174cdcf26	699	PANTHER	PTHR39188	MEMBRANE-ASSOCIATED ZINC METALLOPROTEASE M50B	23	257	5.1E-39	T	24-06-2023	-	-
NZ_MTKN01000044.1_orf157539	567c03c19d15d8f1897efba174cdcf26	699	CDD	cd02205	CBS_pair_SF	264	372	8.49211E-9	T	24-06-2023	-	-
NZ_MTKN01000044.1_orf157539	567c03c19d15d8f1897efba174cdcf26	699	Gene3D	G3DSA:3.10.580.10	-	254	395	5.2E-12	T	24-06-2023	IPR046342	CBS domain superfamily
NZ_MTKN01000044.1_orf157539	567c03c19d15d8f1897efba174cdcf26	699	SUPERFAMILY	SSF54631	CBS-domain pair	259	384	2.4E-15	T	24-06-2023	IPR046342	CBS domain superfamily
NZ_MTKN01000044.1_orf157539	567c03c19d15d8f1897efba174cdcf26	699	CDD	cd06161	S2P-M50_SpoIVFB	36	248	2.99082E-48	T	24-06-2023	-	-
NZ_MTKN01000044.1_orf157539	567c03c19d15d8f1897efba174cdcf26	699	Pfam	PF02163	Peptidase family M50	70	141	2.6E-8	T	24-06-2023	IPR008915	Peptidase M50
NZ_MTKN01000044.1_orf157539	567c03c19d15d8f1897efba174cdcf26	699	Pfam	PF02163	Peptidase family M50	159	216	2.9E-7	T	24-06-2023	IPR008915	Peptidase M50
NZ_MTKN01000044.1_orf157539	567c03c19d15d8f1897efba174cdcf26	699	SMART	SM00116	cbs_1	328	376	3.4	T	24-06-2023	IPR000644	CBS domain
NZ_MTKN01000044.1_orf157539	567c03c19d15d8f1897efba174cdcf26	699	SMART	SM00116	cbs_1	266	313	6.6	T	24-06-2023	IPR000644	CBS domain
NZ_MTKN01000044.1_orf157539	567c03c19d15d8f1897efba174cdcf26	699	Pfam	PF00571	CBS domain	259	312	2.6E-4	T	24-06-2023	IPR000644	CBS domain
NZ_MTKN01000120.1_orf26543	9a9b3f2c240a32e77e8ab140f3965419	689	Gene3D	G3DSA:3.40.50.300	-	47	321	1.0E-25	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_MTKN01000120.1_orf26543	9a9b3f2c240a32e77e8ab140f3965419	689	ProSiteProfiles	PS51198	UvrD-like DNA helicase ATP-binding domain profile.	42	373	21.652422	T	24-06-2023	IPR014016	UvrD-like helicase, ATP-binding domain
NZ_MTKN01000120.1_orf26543	9a9b3f2c240a32e77e8ab140f3965419	689	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	47	671	6.54E-39	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_MTKN01000120.1_orf26543	9a9b3f2c240a32e77e8ab140f3965419	689	Pfam	PF00580	UvrD/REP helicase N-terminal domain	55	321	1.5E-18	T	24-06-2023	IPR014016	UvrD-like helicase, ATP-binding domain
NZ_MTKN01000120.1_orf26543	9a9b3f2c240a32e77e8ab140f3965419	689	Gene3D	G3DSA:1.10.10.160	-	147	251	1.0E-25	T	24-06-2023	IPR013986	DExx box DNA helicase domain superfamily
NZ_MTKN01000120.1_orf26543	9a9b3f2c240a32e77e8ab140f3965419	689	PANTHER	PTHR11070	UVRD / RECB / PCRA DNA HELICASE FAMILY MEMBER	49	357	1.3E-23	T	24-06-2023	IPR000212	DNA helicase, UvrD/REP type
NZ_MTKN01000031.1_orf119263	11d5277491eb3a784dd687a2a4b587c7	730	Gene3D	G3DSA:2.40.10.10	-	621	702	6.6E-8	T	24-06-2023	IPR043504	Peptidase S1, PA clan, chymotrypsin-like fold
NZ_MTKN01000031.1_orf119263	11d5277491eb3a784dd687a2a4b587c7	730	SUPERFAMILY	SSF50494	Trypsin-like serine proteases	14	717	1.48E-29	T	24-06-2023	IPR009003	Peptidase S1, PA clan
NZ_MTKN01000031.1_orf119263	11d5277491eb3a784dd687a2a4b587c7	730	PANTHER	PTHR38469	-	15	729	2.1E-212	T	24-06-2023	IPR019500	Peptidase S46
NZ_MTKN01000031.1_orf119263	11d5277491eb3a784dd687a2a4b587c7	730	Pfam	PF10459	Peptidase S46	30	726	8.2E-224	T	24-06-2023	IPR019500	Peptidase S46
NZ_MTKN01000127.1_orf32967	6f89debba0b9886ba545b06fe43d1e67	187	Pfam	PF13358	DDE superfamily endonuclease	62	181	2.6E-20	T	24-06-2023	IPR038717	Tc1-like transposase, DDE domain
NZ_MTKN01000134.1_orf38568	35f1c9c2747b495500437084b15cda93	317	ProSiteProfiles	PS50910	HEPN domain profile.	174	294	16.784161	T	24-06-2023	IPR007842	HEPN domain
NZ_MTKN01000134.1_orf38568	35f1c9c2747b495500437084b15cda93	317	SUPERFAMILY	SSF81593	Nucleotidyltransferase substrate binding subunit/domain	175	295	5.49E-13	T	24-06-2023	-	-
NZ_MTKN01000134.1_orf38568	35f1c9c2747b495500437084b15cda93	317	Gene3D	G3DSA:1.20.120.330	Nucleotidyltransferases  domain 2	158	308	1.4E-41	T	24-06-2023	-	-
NZ_MTKN01000134.1_orf38568	35f1c9c2747b495500437084b15cda93	317	Pfam	PF05168	HEPN domain	177	293	5.9E-12	T	24-06-2023	IPR007842	HEPN domain
NZ_MTKN01000134.1_orf38568	35f1c9c2747b495500437084b15cda93	317	SMART	SM00748	2HEPN	174	284	2.7E-5	T	24-06-2023	IPR007842	HEPN domain
NZ_MTKN01000096.1_orf239855	ea339b431db0fde8857049b80f46f115	600	Pfam	PF04434	SWIM zinc finger	74	96	1.5E-5	T	24-06-2023	IPR007527	Zinc finger, SWIM-type
NZ_MTKN01000096.1_orf239855	ea339b431db0fde8857049b80f46f115	600	ProSiteProfiles	PS50966	Zinc finger SWIM-type profile.	62	99	10.459671	T	24-06-2023	IPR007527	Zinc finger, SWIM-type
NZ_MTKN01000098.1_orf240905	bb036e894c80f171b8f14fd27aa98fa6	334	SMART	SM00382	AAA_5	128	260	3.9E-16	T	24-06-2023	IPR003593	AAA+ ATPase domain
NZ_MTKN01000098.1_orf240905	bb036e894c80f171b8f14fd27aa98fa6	334	CDD	cd19481	RecA-like_protease	104	256	2.58344E-44	T	24-06-2023	-	-
NZ_MTKN01000098.1_orf240905	bb036e894c80f171b8f14fd27aa98fa6	334	Gene3D	G3DSA:3.40.50.300	-	72	270	1.8E-41	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_MTKN01000098.1_orf240905	bb036e894c80f171b8f14fd27aa98fa6	334	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	91	329	2.56E-39	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_MTKN01000098.1_orf240905	bb036e894c80f171b8f14fd27aa98fa6	334	PANTHER	PTHR23077	AAA-FAMILY ATPASE	70	311	3.5E-35	T	24-06-2023	-	-
NZ_MTKN01000098.1_orf240905	bb036e894c80f171b8f14fd27aa98fa6	334	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	132	257	1.1E-26	T	24-06-2023	IPR003959	ATPase, AAA-type, core
NZ_MTKN01000085.1_orf231161	f0751289c7f0773e25541ad5af5ae127	354	Pfam	PF12833	Helix-turn-helix domain	270	348	1.5E-20	T	24-06-2023	IPR018060	DNA binding HTH domain, AraC-type
NZ_MTKN01000085.1_orf231161	f0751289c7f0773e25541ad5af5ae127	354	SUPERFAMILY	SSF46689	Homeodomain-like	301	351	1.3E-12	T	24-06-2023	IPR009057	Homeobox-like domain superfamily
NZ_MTKN01000085.1_orf231161	f0751289c7f0773e25541ad5af5ae127	354	PRINTS	PR00032	AraC bacterial regulatory protein HTH signature	316	331	2.5E-5	T	24-06-2023	IPR020449	Transcription regulator HTH, AraC- type
NZ_MTKN01000085.1_orf231161	f0751289c7f0773e25541ad5af5ae127	354	PRINTS	PR00032	AraC bacterial regulatory protein HTH signature	331	347	2.5E-5	T	24-06-2023	IPR020449	Transcription regulator HTH, AraC- type
NZ_MTKN01000085.1_orf231161	f0751289c7f0773e25541ad5af5ae127	354	Gene3D	G3DSA:1.10.10.60	-	298	351	2.4E-16	T	24-06-2023	-	-
NZ_MTKN01000085.1_orf231161	f0751289c7f0773e25541ad5af5ae127	354	PANTHER	PTHR43280	ARAC-FAMILY TRANSCRIPTIONAL REGULATOR	91	350	1.4E-29	T	24-06-2023	-	-
NZ_MTKN01000085.1_orf231161	f0751289c7f0773e25541ad5af5ae127	354	Gene3D	G3DSA:1.10.10.60	-	240	297	9.7E-14	T	24-06-2023	-	-
NZ_MTKN01000085.1_orf231161	f0751289c7f0773e25541ad5af5ae127	354	SMART	SM00342	aracneu4	264	347	7.6E-29	T	24-06-2023	IPR018060	DNA binding HTH domain, AraC-type
NZ_MTKN01000085.1_orf231161	f0751289c7f0773e25541ad5af5ae127	354	ProSitePatterns	PS00041	Bacterial regulatory proteins, araC family signature.	301	343	-	T	24-06-2023	IPR018062	HTH domain AraC-type, conserved site
