KO Id	Name	Count
K00147	proA; glutamate-5-semialdehyde dehydrogenase	2
K00148	fdhA; glutathione-independent formaldehyde dehydrogenase	2
K00151	hpaE, hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase	1
K00154	E1.2.1.68; coniferyl-aldehyde dehydrogenase	1
K00161	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit	7
K00162	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit	7
K00163	aceE; pyruvate dehydrogenase E1 component	3
K00164	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component	1
K00166	BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	2
K00167	BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit	2
K00208	fabI; enoyl-[acyl-carrier protein] reductase I	4
K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase	2
K00217	E1.3.1.32; maleylacetate reductase	4
K00220	tyrC; cyclohexadieny/prephenate dehydrogenase	2
K00228	CPOX, hemF; coproporphyrinogen III oxidase	1
K00234	SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit	11
K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	11
K00236	SDHC, SDH3; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit	11
K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	5
K00242	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	4
K00248	ACADS, bcd; butyryl-CoA dehydrogenase	5
K00249	ACADM, acd; acyl-CoA dehydrogenase	3
K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase	4
K00253	IVD, ivd; isovaleryl-CoA dehydrogenase	1
K00259	ald; alanine dehydrogenase	2
K00265	gltB; glutamate synthase (NADPH) large chain	3
K00266	gltD; glutamate synthase (NADPH) small chain	2
K00274	MAO, aofH; monoamine oxidase	14
K00275	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase	1
K00276	AOC3, AOC2, tynA; primary-amine oxidase	6
K00278	nadB; L-aspartate oxidase	2
K00281	GLDC, gcvP; glycine dehydrogenase	2
K00285	dadA; D-amino-acid dehydrogenase	1
K00286	proC; pyrroline-5-carboxylate reductase	1
K00287	DHFR, folA; dihydrofolate reductase	3
K00297	metF, MTHFR; methylenetetrahydrofolate reductase (NADH)	2
K00299	ssuE; FMN reductase	2
K00301	E1.5.3.1; sarcosine oxidase	1
K00302	soxA; sarcosine oxidase, subunit alpha	1
K00303	soxB; sarcosine oxidase, subunit beta	1
K00304	soxD; sarcosine oxidase, subunit delta	1
K00305	soxG; sarcosine oxidase, subunit gamma	1
K00309	dmg; dimethylglycine oxidase	1
K00310	SE; pyrimidodiazepine synthase	2
K00311	ETFDH; electron-transferring-flavoprotein dehydrogenase	1
K00313	fixC; electron transfer flavoprotein-quinone oxidoreductase	1
K00320	mer; 5,10-methylenetetrahydromethanopterin reductase	1
K00322	sthA, udhA; NAD(P) transhydrogenase	1
K00324	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha	1
K00325	pntB; H+-translocating NAD(P) transhydrogenase subunit beta	1
K00330	nuoA; NADH-quinone oxidoreductase subunit A	1
K00331	nuoB; NADH-quinone oxidoreductase subunit B	1
K00332	nuoC; NADH-quinone oxidoreductase subunit C	1
K00333	nuoD; NADH-quinone oxidoreductase subunit D	1
K00334	nuoE; NADH-quinone oxidoreductase subunit E	1
K00335	nuoF; NADH-quinone oxidoreductase subunit F	1
K00336	nuoG; NADH-quinone oxidoreductase subunit G	1
K00337	nuoH; NADH-quinone oxidoreductase subunit H	1
K00338	nuoI; NADH-quinone oxidoreductase subunit I	1
K00339	nuoJ; NADH-quinone oxidoreductase subunit J	1
K00340	nuoK; NADH-quinone oxidoreductase subunit K	1
K00341	nuoL; NADH-quinone oxidoreductase subunit L	1
K00342	nuoM; NADH-quinone oxidoreductase subunit M	1
K00343	nuoN; NADH-quinone oxidoreductase subunit N	1
K00344	qor, CRYZ; NADPH:quinone reductase	1
K00354	E1.6.99.1; NADPH2 dehydrogenase	1
K00355	NQO1; NAD(P)H dehydrogenase (quinone)	4
K00362	nirB; nitrite reductase (NADH) large subunit	1
K00372	nasA; assimilatory nitrate reductase catalytic subunit	1
K00375	K00375; GntR family transcriptional regulator / MocR family aminotransferase	1
K00380	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component	1
K00381	cysI; sulfite reductase (NADPH) hemoprotein beta-component	1
K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	10
K00383	GSR, gor; glutathione reductase (NADPH)	3
K00384	trxB, TRR; thioredoxin reductase (NADPH)	1
K00390	cysH; phosphoadenosine phosphosulfate reductase	1
K00404	ccoN; cytochrome c oxidase cbb3-type subunit I	2
K00405	ccoO; cytochrome c oxidase cbb3-type subunit II	2
K00406	ccoP; cytochrome c oxidase cbb3-type subunit III	2
K00407	ccoQ; cytochrome c oxidase cbb3-type subunit IV	2
K00410	fbcH; ubiquinol-cytochrome c reductase cytochrome b/c1 subunit	2
K00411	UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit	12
K00413	CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit	12
K00424	cydX; cytochrome bd-I ubiquinol oxidase subunit X	2
K00425	cydA; cytochrome bd ubiquinol oxidase subunit I	2
K00426	cydB; cytochrome bd ubiquinol oxidase subunit II	2
K00428	E1.11.1.5; cytochrome c peroxidase	1
K00432	gpx, btuE, bsaA; glutathione peroxidase	6
K00433	cpo; non-heme chloroperoxidase	1
K00446	dmpB, xylE; catechol 2,3-dioxygenase	4
K00448	pcaG; protocatechuate 3,4-dioxygenase, alpha subunit	2
K00449	pcaH; protocatechuate 3,4-dioxygenase, beta subunit	2
K00451	HGD, hmgA; homogentisate 1,2-dioxygenase	2
K00457	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase	4
K00459	ncd2, npd; nitronate monooxygenase	1
K00471	BBOX1; gamma-butyrobetaine dioxygenase	1
K00477	PHYH; phytanoyl-CoA hydroxylase	1
K00479	gbcA; glycine betaine catabolism A	1
K00481	pobA; p-hydroxybenzoate 3-monooxygenase	1
K00500	phhA, PAH; phenylalanine-4-hydroxylase	3
K00525	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain	3
K00526	E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain	3
K00529	hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component	2
K00537	arsC; arsenate reductase (glutaredoxin)	1
K00545	COMT; catechol O-methyltransferase	5
K00547	mmuM, BHMT2; homocysteine S-methyltransferase	1
K00548	metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase	3
K00554	trmD; tRNA (guanine37-N1)-methyltransferase	1
K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1	6
K00560	thyA, TYMS; thymidylate synthase	3
K00564	rsmC; 16S rRNA (guanine1207-N2)-methyltransferase	1
K00566	mnmA, trmU; tRNA-uridine 2-sulfurtransferase	2
K00567	ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase	1
K00568	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase	1
K00570	pmtA; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase	1
K00573	E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase	1
K00574	cfa; cyclopropane-fatty-acyl-phospholipid synthase	1
K00575	cheR; chemotaxis protein methyltransferase CheR	3
K00587	ICMT, STE14; protein-S-isoprenylcysteine O-methyltransferase	1
K00588	E2.1.1.104; caffeoyl-CoA O-methyltransferase	3
K00595	cobL-cbiET; precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase	1
K00598	tam; trans-aconitate 2-methyltransferase	1
K00600	glyA, SHMT; glycine hydroxymethyltransferase	6
K00602	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	4
K00604	MTFMT, fmt; methionyl-tRNA formyltransferase	2
K00605	gcvT, AMT; aminomethyltransferase	3
K00606	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase	1
K00609	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	2
K00611	OTC, argF, argI; ornithine carbamoyltransferase	1
K00615	E2.2.1.1, tktA, tktB; transketolase	3
K00616	E2.2.1.2, talA, talB; transaldolase	1
K00619	argA; amino-acid N-acetyltransferase	1
K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase	1
K00625	E2.3.1.8, pta; phosphate acetyltransferase	5
K00626	ACAT, atoB; acetyl-CoA C-acetyltransferase	15
K00627	DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	3
K00632	fadA, fadI; acetyl-CoA acyltransferase	6
K00633	lacA; galactoside O-acetyltransferase	1
K00639	kbl, GCAT; glycine C-acetyltransferase	2
K00640	cysE; serine O-acetyltransferase	3
K00641	metX; homoserine O-acetyltransferase/O-succinyltransferase	2
K00643	E2.3.1.37, ALAS; 5-aminolevulinate synthase	3
K00645	fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase	3
K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III	2
K00651	metA; homoserine O-succinyltransferase/O-acetyltransferase	2
K00652	bioF; 8-amino-7-oxononanoate synthase	2
K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase	3
K00657	speG, SAT; diamine N-acetyltransferase	2
K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	3
K00661	maa; maltose O-acetyltransferase	1
K00666	K00666; fatty-acyl-CoA synthase	1
K00677	lpxA; UDP-N-acetylglucosamine acyltransferase	3
K00681	ggt; gamma-glutamyltranspeptidase / glutathione hydrolase	4
K00684	aat; leucyl/phenylalanyl-tRNA---protein transferase	1
K00688	PYG, glgP; glycogen phosphorylase	6
K00694	bcsA; cellulose synthase (UDP-forming)	3
K00697	otsA; trehalose 6-phosphate synthase	2
K00700	GBE1, glgB; 1,4-alpha-glucan branching enzyme	2
K00703	glgA; starch synthase	3
K00705	malQ; 4-alpha-glucanotransferase	1
K00721	DPM1; dolichol-phosphate mannosyltransferase	2
K00748	lpxB; lipid-A-disaccharide synthase	2
K00750	GYG1, GYG2; glycogenin	2
K00758	deoA, TYMP; thymidine phosphorylase	3
K00759	APRT, apt; adenine phosphoribosyltransferase	2
K00760	hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase	2
K00761	upp, UPRT; uracil phosphoribosyltransferase	1
K00762	pyrE; orotate phosphoribosyltransferase	1
K00763	pncB, NAPRT1; nicotinate phosphoribosyltransferase	1
K00764	purF, PPAT; amidophosphoribosyltransferase	3
K00765	hisG; ATP phosphoribosyltransferase	1
K00766	trpD; anthranilate phosphoribosyltransferase	1
K00767	nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating)	1
K00768	E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	1
K00769	gpt; xanthine phosphoribosyltransferase	1
K00773	tgt; queuine tRNA-ribosyltransferase	1
K00783	rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase	1
K00788	thiE; thiamine-phosphate pyrophosphorylase	1
K00789	metK; S-adenosylmethionine synthetase	1
K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	3
K00793	ribE, RIB5; riboflavin synthase	1
K00794	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	1
K00795	ispA; farnesyl diphosphate synthase	2
K00796	folP; dihydropteroate synthase	1
K00797	speE, SRM, SPE3; spermidine synthase	3
K00798	MMAB, pduO; cob(I)alamin adenosyltransferase	1
K00799	GST, gst; glutathione S-transferase	12
K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase	1
K00806	uppS; undecaprenyl diphosphate synthase	3
K00808	hss; homospermidine synthase	1
K00812	aspB; aspartate aminotransferase	11
K00813	aspC; aspartate aminotransferase	11
K00817	hisC; histidinol-phosphate aminotransferase	7
K00819	rocD, OAT; ornithine--oxo-acid transaminase	2
K00820	glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)	5
K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	3
K00822	E2.6.1.18; beta-alanine--pyruvate transaminase	4
K00824	dat; D-alanine transaminase	6
K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	6
K00831	serC, PSAT1; phosphoserine aminotransferase	5
K00832	tyrB; aromatic-amino-acid transaminase	8
K00845	glk; glucokinase	6
K00847	E2.7.1.4, scrK; fructokinase	3
K00851	idnK, gntK; gluconokinase	1
K00852	rbsK, RBKS; ribokinase	1
K00854	xylB, XYLB; xylulokinase	1
K00857	tdk, TK; thymidine kinase	2
K00858	ppnK, NADK; NAD+ kinase	1
K00859	coaE; dephospho-CoA kinase	1
K00862	eryA; erythritol kinase (D-erythritol 1-phosphate-forming)	1
K00863	DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing)	4
K00864	glpK, GK; glycerol kinase	4
K00867	coaA; type I pantothenate kinase	1
K00868	pdxK, pdxY; pyridoxine kinase	1
K00873	PK, pyk; pyruvate kinase	10
K00874	kdgK; 2-dehydro-3-deoxygluconokinase	1
K00875	rbtK; D-ribulokinase	1
K00878	thiM; hydroxyethylthiazole kinase	1
K00879	fucK; L-fuculokinase	2
K00880	lyxK; L-xylulokinase	2
K00883	dgoK; 2-dehydro-3-deoxygalactonokinase	1
K00887	dgkA; undecaprenol kinase	1
K00894	ETNK, EKI; ethanolamine kinase	1
K00895	pfp, PFP; diphosphate-dependent phosphofructokinase	3
K00912	lpxK; tetraacyldisaccharide 4'-kinase	2
K00919	ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	1
K00925	ackA; acetate kinase	5
K00926	arcC; carbamate kinase	3
K00927	PGK, pgk; phosphoglycerate kinase	4
K00928	lysC; aspartate kinase	4
K00930	argB; acetylglutamate kinase	1
K00931	proB; glutamate 5-kinase	2
K00936	pdtaS; two-component system, sensor histidine kinase PdtaS	2
K00937	ppk1; polyphosphate kinase	3
K00939	adk, AK; adenylate kinase	3
K00940	ndk, NME; nucleoside-diphosphate kinase	5
K00941	thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	1
K00942	E2.7.4.8, gmk; guanylate kinase	1
K00943	tmk, DTYMK; dTMP kinase	1
K00945	cmk; CMP/dCMP kinase	1
K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase	2
K00949	thiN, TPK1, THI80; thiamine pyrophosphokinase	1
K00950	folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	1
K00954	E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase	1
K00956	cysN; sulfate adenylyltransferase subunit 1	4
K00957	cysD; sulfate adenylyltransferase subunit 2	4
K00962	pnp, PNPT1; polyribonucleotide nucleotidyltransferase	3
K00969	nadD; nicotinate-nucleotide adenylyltransferase	1
K00970	pcnB; poly(A) polymerase	2
K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase	3
K00973	rfbA, rmlA, rffH; glucose-1-phosphate thymidylyltransferase	4
K00975	glgC; glucose-1-phosphate adenylyltransferase	3
K00979	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	2
K00981	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase	2
K00982	glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase	1
K00989	rph; ribonuclease PH	1
K00990	glnD; [protein-PII] uridylyltransferase	1
K00992	murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase	1
K00997	acpS; holo-[acyl-carrier protein] synthase	1
K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	3
K01004	pcs; phosphatidylcholine synthase	1
K01006	ppdK; pyruvate, orthophosphate dikinase	4
K01009	E2.7.7.103; L-glutamine-phosphate cytidylyltransferase	1
K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	3
K01026	pct; propionate CoA-transferase	3
K01031	pcaI; 3-oxoadipate CoA-transferase, alpha subunit	1
K01032	pcaJ; 3-oxoadipate CoA-transferase, beta subunit	1
K01046	lip, TGL2; triacylglycerol lipase	1
K01048	pldB; lysophospholipase	1
K01052	LIPA; lysosomal acid lipase/cholesteryl ester hydrolase	3
K01053	gnl, RGN; gluconolactonase	4
K01054	MGLL; acylglycerol lipase	5
K01055	pcaD; 3-oxoadipate enol-lactonase	1
K01056	PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family	1
K01057	PGLS, pgl, devB; 6-phosphogluconolactonase	1
K01060	cah; cephalosporin-C deacetylase	1
K01061	E3.1.1.45; carboxymethylenebutenolidase	3
K01066	aes; acetyl esterase	1
K01069	gloB, gloC, HAGH; hydroxyacylglutathione hydrolase	1
K01070	frmB, ESD, fghA; S-formylglutathione hydrolase	1
K01075	E3.1.2.23; 4-hydroxybenzoyl-CoA thioesterase	2
K01077	E3.1.3.1, phoA, phoB; alkaline phosphatase	5
K01079	serB, PSPH; phosphoserine phosphatase	3
K01082	cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase	2
K01087	otsB; trehalose 6-phosphate phosphatase	1
K01091	gph; phosphoglycolate phosphatase	1
K01092	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase	3
K01114	plc; phospholipase C	6
K01118	acpD, azoR; FMN-dependent NADH-azoreductase	1
K01119	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase	2
K01126	E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase	1
K01129	dgt; dGTPase	1
K01130	E3.1.6.1; arylsulfatase	1
K01133	betC; choline-sulfatase	1
K01134	ARSA; arylsulfatase A	2
K01139	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	2
K01142	E3.1.11.2, xthA; exodeoxyribonuclease III	2
K01153	hsdR; type I restriction enzyme, R subunit	1
K01154	hsdS; type I restriction enzyme, S subunit	1
K01159	ruvC; crossover junction endodeoxyribonuclease RuvC	2
K01169	rna; ribonuclease I (enterobacter ribonuclease)	1
K01174	nuc; micrococcal nuclease	1
K01175	ybfF; esterase	1
K01178	SGA1; glucoamylase	1
K01181	E3.2.1.8, xynA; endo-1,4-beta-xylanase	1
K01182	IMA, malL; oligo-1,6-glucosidase	2
K01184	E3.2.1.15; polygalacturonase	1
K01186	NEU1; sialidase-1	3
K01190	lacZ; beta-galactosidase	3
K01191	MAN2C1; alpha-mannosidase	2
K01192	E3.2.1.25, MANBA, manB; beta-mannosidase	2
K01193	INV, sacA; beta-fructofuranosidase	2
K01198	xynB; xylan 1,4-beta-xylosidase	1
K01206	FUCA; alpha-L-fucosidase	3
K01207	nagZ; beta-N-acetylhexosaminidase	3
K01208	cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase	1
K01209	abfA; alpha-L-arabinofuranosidase	1
K01214	ISA, treX; isoamylase	1
K01217	IDUA; L-iduronidase	2
K01218	gmuG; mannan endo-1,4-beta-mannosidase	2
K01228	MOGS; mannosyl-oligosaccharide glucosidase	3
K01233	csn; chitosanase	1
K01236	treZ, glgZ; maltooligosyltrehalose trehalohydrolase	1
K01239	iunH; purine nucleosidase	2
K01240	URH1; uridine nucleosidase	2
K01241	amn; AMP nucleosidase	1
K01243	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase	1
K01246	tag; DNA-3-methyladenine glycosylase I	2
K01247	alkA; DNA-3-methyladenine glycosylase II	2
K01251	E3.3.1.1, ahcY; adenosylhomocysteinase	3
K01255	CARP, pepA; leucyl aminopeptidase	2
K01256	pepN; aminopeptidase N	2
K01258	pepT; tripeptide aminopeptidase	1
K01259	pip; proline iminopeptidase	2
K01262	pepP; Xaa-Pro aminopeptidase	1
K01265	map; methionyl aminopeptidase	1
K01271	pepQ; Xaa-Pro dipeptidase	1
K01273	DPEP; membrane dipeptidase	3
K01284	dcp; peptidyl-dipeptidase Dcp	1
K01286	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase	1
K01288	KEX1; carboxypeptidase D	1
K01322	PREP; prolyl oligopeptidase	2
K01323	F11; coagulation factor XI	2
K01338	lon; ATP-dependent Lon protease	2
K01354	ptrB; oligopeptidase B	3
K01355	ompT; omptin	1
K01356	lexA; repressor LexA	2
K01358	clpP, CLPP; ATP-dependent Clp protease, protease subunit	3
K01406	prtC; serralysin	2
K01409	KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase	1
K01419	hslV, clpQ; ATP-dependent HslUV protease, peptidase subunit HslV	1
K01420	fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein	1
K01423	bepA; beta-barrel assembly-enhancing protease	1
K01425	glsA, GLS; glutaminase	9
K01426	E3.5.1.4, amiE; amidase	5
K01428	ureC; urease subunit alpha	4
K01429	ureB; urease subunit beta	3
K01430	ureA; urease subunit gamma	3
K01433	purU; formyltetrahydrofolate deformylase	2
K01438	argE; acetylornithine deacetylase	1
K01439	dapE; succinyl-diaminopimelate desuccinylase	2
K01443	nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase	1
K01448	amiABC; N-acetylmuramoyl-L-alanine amidase	3
K01449	cwlJ, sleB; N-acetylmuramoyl-L-alanine amidase	1
K01451	hipO; hippurate hydrolase	2
K01453	nylB; 6-aminohexanoate-oligomer exohydrolase	1
K01455	E3.5.1.49; formamidase	3
K01457	atzF; allophanate hydrolase	2
K01458	hutG; N-formylglutamate deformylase	2
K01462	PDF, def; peptide deformylase	1
K01464	DPYS, dht, hydA; dihydropyrimidinase	5
K01465	URA4, pyrC; dihydroorotase	1
K01466	allB; allantoinase	1
K01468	hutI, AMDHD1; imidazolonepropionase	1
K01470	E3.5.2.10; creatinine amidohydrolase	1
K01473	hyuA; N-methylhydantoinase A	1
K01474	hyuB; N-methylhydantoinase B	1
K01476	E3.5.3.1, rocF, arg; arginase	3
K01478	arcA; arginine deiminase	1
K01480	speB; agmatinase	1
K01483	allA; ureidoglycolate lyase	1
K01485	codA; cytosine/creatinine deaminase	2
K01486	ade; adenine deaminase	1
K01487	E3.5.4.3, guaD; guanine deaminase	1
K01489	cdd, CDA; cytidine deaminase	2
K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	2
K01494	dcd; dCTP deaminase	1
K01495	GCH1, folE; GTP cyclohydrolase IA	1
K01496	hisI; phosphoribosyl-AMP cyclohydrolase	1
K01501	E3.5.5.1; nitrilase	5
K01507	ppa; inorganic pyrophosphatase	1
K01512	acyP; acylphosphatase	2
K01517	ADPRM; manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	2
K01519	ITPA; inosine triphosphate pyrophosphatase	2
K01520	dut, DUT; dUTP pyrophosphatase	3
K01523	hisE; phosphoribosyl-ATP pyrophosphohydrolase	1
