	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_025462_NC_025462_25	NC_025462	NC_025462	25	18855	19100	1	E															0
NC_025462_NC_025462_26	NC_025462	NC_025462	26	19093	19368	1	E															0
NC_025462_NC_025462_27	NC_025462	NC_025462	27	19358	20368	1	C	K00560	thymidylate synthase [EC:2.1.1.45]								Thymidylate synthase [PF00303.22]					0
NC_025462_NC_025462_28	NC_025462	NC_025462	28	20390	20683	1	E															0
NC_025462_NC_025462_29	NC_025462	NC_025462	29	20683	21210	1	C	K00287	dihydrofolate reductase [EC:1.5.1.3]								Dihydrofolate reductase [PF00186.22]					0
NC_025462_NC_025462_30	NC_025462	NC_025462	30	21238	21522	1	E															0
NC_025462_NC_025462_31	NC_025462	NC_025462	31	21522	21701	1	E															0
NC_025462_NC_025462_32	NC_025462	NC_025462	32	21703	21984	1	E															0
NC_025462_NC_025462_33	NC_025462	NC_025462	33	21986	23047	1	D										DNA ligase OB-like domain [PF14743.9]; ATP dependent DNA ligase domain [PF01068.24]					0
NC_025462_NC_025462_34	NC_025462	NC_025462	34	23121	23465	1	E															0
NC_025462_NC_025462_35	NC_025462	NC_025462	35	23476	25200	1	C	K10300	F-box protein, helicase, 18 [EC:5.6.2.4]								UvrD-like helicase C-terminal domain [PF13361.9]; UvrD-like helicase C-terminal domain [PF13538.9]; UvrD/REP helicase N-terminal domain [PF00580.24]; AAA domain [PF13245.9]; Viral (Superfamily 1) RNA helicase [PF01443.21]					0
NC_025462_NC_025462_36	NC_025462	NC_025462	36	25209	25475	1	E															0
NC_025462_NC_025462_37	NC_025462	NC_025462	37	25478	25753	1	E															0
NC_025462_NC_025462_38	NC_025462	NC_025462	38	25753	25914	1	E															0
NC_025462_NC_025462_39	NC_025462	NC_025462	39	25907	26566	1	E															0
NC_025462_NC_025462_40	NC_025462	NC_025462	40	26563	26865	1	E															0
NC_025462_NC_025462_41	NC_025462	NC_025462	41	27266	27802	1	E															0
NC_025462_NC_025462_42	NC_025462	NC_025462	42	27917	28924	1	E															0
NC_025462_NC_025462_43	NC_025462	NC_025462	43	28924	29823	1	D										RNA ligase [PF09511.13]					0
NC_025462_NC_025462_44	NC_025462	NC_025462	44	29810	30253	1	D										AAA domain [PF13671.9]					0
NC_025462_NC_025462_45	NC_025462	NC_025462	45	30250	30456	1	E															0
NC_025462_NC_025462_46	NC_025462	NC_025462	46	30466	30657	1	E															0
NC_025462_NC_025462_47	NC_025462	NC_025462	47	30864	31484	1	D										Calcineurin-like phosphoesterase superfamily domain [PF12850.10]					0
NC_025462_NC_025462_48	NC_025462	NC_025462	48	31770	32006	1	E															0
NC_025462_NC_025462_49	NC_025462	NC_025462	49	32026	32862	1	E															0
NC_025462_NC_025462_50	NC_025462	NC_025462	50	32862	33278	1	E															0
NC_025462_NC_025462_51	NC_025462	NC_025462	51	33361	33504	1	E															0
NC_025462_NC_025462_52	NC_025462	NC_025462	52	33553	34692	1	D										T4 RNA ligase 2 C-terminal [PF18043.4]; RNA ligase [PF09414.13]					0
NC_025462_NC_025462_53	NC_025462	NC_025462	53	34756	35067	1	D										WYL_2, Sm-like SH3 beta-barrel fold [PF10902.11]					0
NC_025462_NC_025462_54	NC_025462	NC_025462	54	35060	35608	1	E															0
NC_025462_NC_025462_55	NC_025462	NC_025462	55	35605	35820	1	E															0
NC_025462_NC_025462_56	NC_025462	NC_025462	56	35811	35999	1	E															0
NC_025462_NC_025462_57	NC_025462	NC_025462	57	35974	36930	1	D										Phosphoribosyl synthetase-associated domain [PF14572.9]					0
NC_025462_NC_025462_58	NC_025462	NC_025462	58	37007	38857	1	C	K03462	nicotinamide phosphoribosyltransferase [EC:2.4.2.12]								Nicotinate phosphoribosyltransferase (NAPRTase) family [PF04095.19]; Nicotinamide phosphoribosyltransferase, N-terminal domain [PF18127.4]					0
NC_025462_NC_025462_59	NC_025462	NC_025462	59	38935	39459	1	E															0
NC_025462_NC_025462_60	NC_025462	NC_025462	60	39471	39956	1	E															0
NC_025462_NC_025462_61	NC_025462	NC_025462	61	39956	40486	1	E															0
NC_025462_NC_025462_62	NC_025462	NC_025462	62	40467	40670	1	E															0
NC_025462_NC_025462_63	NC_025462	NC_025462	63	40756	41439	1	E															0
NC_025462_NC_025462_64	NC_025462	NC_025462	64	41515	41667	1	E															0
NC_025462_NC_025462_65	NC_025462	NC_025462	65	41664	41915	1	E															0
NC_025462_NC_025462_66	NC_025462	NC_025462	66	41915	42037	1	E															0
NC_025462_NC_025462_67	NC_025462	NC_025462	67	42030	42230	1	E															0
NC_025462_NC_025462_68	NC_025462	NC_025462	68	42232	42735	1	E															0
NC_025462_NC_025462_69	NC_025462	NC_025462	69	42683	42904	1	E															0
NC_025462_NC_025462_70	NC_025462	NC_025462	70	42901	43032	1	E															0
NC_025462_NC_025462_71	NC_025462	NC_025462	71	43014	43271	1	E															0
NC_025462_NC_025462_72	NC_025462	NC_025462	72	44060	44737	1	E															0
NC_025462_NC_025462_73	NC_025462	NC_025462	73	44724	44960	1	E															0
NC_025462_NC_025462_74	NC_025462	NC_025462	74	45215	45523	1	E															0
NC_025462_NC_025462_75	NC_025462	NC_025462	75	45606	45959	1	E															0
NC_025462_NC_025462_76	NC_025462	NC_025462	76	46051	46473	1	E															0
NC_025462_NC_025462_77	NC_025462	NC_025462	77	46577	47056	1	E															0
NC_025462_NC_025462_78	NC_025462	NC_025462	78	47097	47303	1	E															0
NC_025462_NC_025462_79	NC_025462	NC_025462	79	47788	48165	1	E															0
NC_025462_NC_025462_80	NC_025462	NC_025462	80	48172	48357	1	E															0
NC_025462_NC_025462_81	NC_025462	NC_025462	81	48437	48880	1	E															0
NC_025462_NC_025462_82	NC_025462	NC_025462	82	48895	49068	1	E															0
NC_025462_NC_025462_83	NC_025462	NC_025462	83	49111	49635	1	E															0
NC_025462_NC_025462_84	NC_025462	NC_025462	84	49638	49847	1	E															0
NC_025462_NC_025462_85	NC_025462	NC_025462	85	49918	50244	1	E															0
NC_025462_NC_025462_86	NC_025462	NC_025462	86	50247	50579	1	E															0
NC_025462_NC_025462_87	NC_025462	NC_025462	87	50656	50988	1	E															0
NC_025462_NC_025462_88	NC_025462	NC_025462	88	51018	51335	1	E															0
NC_025462_NC_025462_89	NC_025462	NC_025462	89	51347	51679	1	E															0
NC_025462_NC_025462_90	NC_025462	NC_025462	90	52662	53078	1	E															0
NC_025462_NC_025462_91	NC_025462	NC_025462	91	53803	54084	-1	E															0
NC_025462_NC_025462_92	NC_025462	NC_025462	92	54068	54358	-1	E															0
NC_025462_NC_025462_93	NC_025462	NC_025462	93	54306	54527	-1	E															0
NC_025462_NC_025462_94	NC_025462	NC_025462	94	54602	54796	-1	E															0
NC_025462_NC_025462_95	NC_025462	NC_025462	95	54806	55129	-1	E															0
NC_025462_NC_025462_96	NC_025462	NC_025462	96	55101	55367	-1	E															0
NC_025462_NC_025462_97	NC_025462	NC_025462	97	55572	56033	-1	E															0
NC_025462_NC_025462_98	NC_025462	NC_025462	98	56033	56284	-1	E															0
NC_025462_NC_025462_99	NC_025462	NC_025462	99	56293	56526	-1	E															0
NC_025462_NC_025462_100	NC_025462	NC_025462	100	56520	56690	-1	E															0
NC_025462_NC_025462_101	NC_025462	NC_025462	101	56687	57043	-1	D										Domain of unknown function (DUF4326) [PF14216.9]					0
NC_025462_NC_025462_102	NC_025462	NC_025462	102	57045	57242	-1	E															0
NC_025462_NC_025462_103	NC_025462	NC_025462	103	57343	57624	-1	E															0
NC_025462_NC_025462_104	NC_025462	NC_025462	104	57617	58066	-1	E															0
NC_025462_NC_025462_105	NC_025462	NC_025462	105	58497	58751	-1	E															0
NC_025462_NC_025462_106	NC_025462	NC_025462	106	58817	59212	-1	E															0
NC_025462_NC_025462_107	NC_025462	NC_025462	107	59644	59817	1	E															0
NC_025462_NC_025462_108	NC_025462	NC_025462	108	60351	60593	1	E															0
NC_025462_NC_025462_109	NC_025462	NC_025462	109	62099	62398	1	C	K04078	chaperonin GroES													0
NC_025462_NC_025462_110	NC_025462	NC_025462	110	63267	63497	1	E															0
NC_025462_NC_025462_111	NC_025462	NC_025462	111	63673	63933	1	E															0
NC_025462_NC_025462_112	NC_025462	NC_025462	112	63944	64207	1	D										Thioredoxin [PF00085.23]; Redoxin [PF08534.13]; Thioredoxin-like [PF13899.9]					0
NC_025462_NC_025462_113	NC_025462	NC_025462	113	64299	64664	1	E															0
NC_025462_NC_025462_114	NC_025462	NC_025462	114	64664	66172	1	C	K06909	phage terminase large subunit								Phage terminase large subunit [PF04466.16]; Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]					0
NC_025462_NC_025462_115	NC_025462	NC_025462	115	66182	67672	1	D										Protein of unknown function (DUF935) [PF06074.15]					0
NC_025462_NC_025462_116	NC_025462	NC_025462	116	67672	69033	1	D			MER1068120	S49B	MER1068120 - subfamily S49B unassigned peptidases (Araucaria cunninghamii) [S49.UPB]#S49B#{peptidase unit: 113-281}~source A0A0D6R3N6~	False	153.0	1.559e-37	0.496	Peptidase family S49 [PF01343.21]					0
NC_025462_NC_025462_117	NC_025462	NC_025462	117	69087	69578	1	E															0
NC_025462_NC_025462_118	NC_025462	NC_025462	118	69645	70727	1	D										Phage major capsid protein E [PF03864.18]					0
NC_025462_NC_025462_119	NC_025462	NC_025462	119	70801	77406	1	D										Domain of unknown function (DUF1983) [PF09327.14]					0
NC_025462_NC_025462_120	NC_025462	NC_025462	120	77406	77822	1	E															0
NC_025462_NC_025462_121	NC_025462	NC_025462	121	77822	78610	1	E															0
NC_025462_NC_025462_122	NC_025462	NC_025462	122	78619	79095	1	E															0
NC_025462_NC_025462_123	NC_025462	NC_025462	123	79079	79606	1	E															0
NC_025462_NC_025462_124	NC_025462	NC_025462	124	79609	79983	1	E															0
NC_025462_NC_025462_125	NC_025462	NC_025462	125	79980	80654	1	E															0
NC_025462_NC_025462_126	NC_025462	NC_025462	126	80660	81724	1	D										Protein of unknown function (DUF3383) [PF11863.11]					0
NC_025462_NC_025462_127	NC_025462	NC_025462	127	81773	82306	1	D										Bacteriophage KPP10, Structural protein ORF10 [PF11681.11]					0
NC_025462_NC_025462_128	NC_025462	NC_025462	128	82317	82886	1	E															0
NC_025462_NC_025462_129	NC_025462	NC_025462	129	82883	83332	1	E															0
NC_025462_NC_025462_130	NC_025462	NC_025462	130	83346	83825	1	E															0
NC_025462_NC_025462_131	NC_025462	NC_025462	131	83873	84058	1	E															0
NC_025462_NC_025462_132	NC_025462	NC_025462	132	84033	86033	1	D										Tape measure protein [PF20155.2]					0
NC_025462_NC_025462_133	NC_025462	NC_025462	133	86030	86902	1	E															0
NC_025462_NC_025462_134	NC_025462	NC_025462	134	86899	87234	1	E															0
NC_025462_NC_025462_135	NC_025462	NC_025462	135	87240	88466	1	E															0
NC_025462_NC_025462_136	NC_025462	NC_025462	136	88459	89226	1	D										Phage protein Gp138 N-terminal domain [PF18352.4]					0
NC_025462_NC_025462_137	NC_025462	NC_025462	137	89230	89607	1	E															0
NC_025462_NC_025462_138	NC_025462	NC_025462	138	89618	91060	1	E															0
NC_025462_NC_025462_139	NC_025462	NC_025462	139	91073	92083	1	D										Protein of unknown function (DUF2612) [PF11041.11]					0
NC_025462_NC_025462_140	NC_025462	NC_025462	140	92086	92946	1	E															0
NC_025462_NC_025462_141	NC_025462	NC_025462	141	92952	94031	1	E															0
NC_025462_NC_025462_142	NC_025462	NC_025462	142	94033	94437	1	E															0
NC_025462_NC_025462_143	NC_025462	NC_025462	143	94748	95956	1	E															0
NC_025462_NC_025462_144	NC_025462	NC_025462	144	95975	96235	1	E															0
NC_025462_NC_025462_145	NC_025462	NC_025462	145	96245	96865	1	C	K01185	lysozyme [EC:3.2.1.17]								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm	0
NC_025462_NC_025462_146	NC_025462	NC_025462	146	96905	97210	-1	E															0
NC_025462_NC_025462_147	NC_025462	NC_025462	147	97220	97366	-1	E															0
NC_025462_NC_025462_148	NC_025462	NC_025462	148	97412	97546	-1	E															0
NC_025462_NC_025462_149	NC_025462	NC_025462	149	97552	98019	-1	E															0
NC_025462_NC_025462_150	NC_025462	NC_025462	150	98064	98456	-1	D										YspA, cpYpsA-related SLOG family [PF10686.12]					0
NC_025462_NC_025462_151	NC_025462	NC_025462	151	98456	99247	-1	E															0
