	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_029083.1_NC_029083.1_65	NC_029083.1	NC_029083.1	65	35716	38076	1	D										Tape measure protein [PF20155.2]	0
NC_029083.1_NC_029083.1_66	NC_029083.1	NC_029083.1	66	38073	38834	1	E											0
NC_029083.1_NC_029083.1_67	NC_029083.1	NC_029083.1	67	38838	39194	1	E											0
NC_029083.1_NC_029083.1_68	NC_029083.1	NC_029083.1	68	39191	40108	1	E											0
NC_029083.1_NC_029083.1_69	NC_029083.1	NC_029083.1	69	40105	40845	1	D										Phage protein Gp138 N-terminal domain [PF18352.4]	0
NC_029083.1_NC_029083.1_70	NC_029083.1	NC_029083.1	70	40855	41226	1	E											0
NC_029083.1_NC_029083.1_71	NC_029083.1	NC_029083.1	71	41228	42691	1	D										Baseplate J-like protein [PF04865.17]	0
NC_029083.1_NC_029083.1_72	NC_029083.1	NC_029083.1	72	42710	43441	1	D										Protein of unknown function (DUF2612) [PF11041.11]	0
NC_029083.1_NC_029083.1_73	NC_029083.1	NC_029083.1	73	43452	45509	1	E											0
NC_029083.1_NC_029083.1_74	NC_029083.1	NC_029083.1	74	45553	45927	1	D										Phage tail assembly chaperone protein [PF16778.8]	0
NC_029083.1_NC_029083.1_75	NC_029083.1	NC_029083.1	75	45941	47440	1	E											0
NC_029083.1_NC_029083.1_76	NC_029083.1	NC_029083.1	76	47457	48017	1	D										N-acetylmuramidase [PF11860.11]	0
NC_029083.1_NC_029083.1_77	NC_029083.1	NC_029083.1	77	48035	48265	1	E											0
NC_029083.1_NC_029083.1_78	NC_029083.1	NC_029083.1	78	48262	48699	1	E											0
NC_029083.1_NC_029083.1_79	NC_029083.1	NC_029083.1	79	48837	49142	1	E											0
NC_029083.1_NC_029083.1_80	NC_029083.1	NC_029083.1	80	49178	49492	1	E											0
NC_029083.1_NC_029083.1_81	NC_029083.1	NC_029083.1	81	49530	49841	-1	E											0
NC_029083.1_NC_029083.1_82	NC_029083.1	NC_029083.1	82	49853	50173	-1	E											0
NC_029083.1_NC_029083.1_83	NC_029083.1	NC_029083.1	83	50175	50987	-1	E											0
NC_029083.1_NC_029083.1_84	NC_029083.1	NC_029083.1	84	50980	51144	-1	E											0
NC_029083.1_NC_029083.1_85	NC_029083.1	NC_029083.1	85	51147	52289	-1	D										RNA ligase [PF09414.13]	0
NC_029083.1_NC_029083.1_86	NC_029083.1	NC_029083.1	86	52613	52948	-1	E											0
NC_029083.1_NC_029083.1_87	NC_029083.1	NC_029083.1	87	53264	53461	1	E											0
NC_029083.1_NC_029083.1_88	NC_029083.1	NC_029083.1	88	53464	53949	1	E											0
NC_029083.1_NC_029083.1_89	NC_029083.1	NC_029083.1	89	53983	54237	1	E											1
NC_029083.1_NC_029083.1_90	NC_029083.1	NC_029083.1	90	54239	54628	1	E											0
NC_029083.1_NC_029083.1_91	NC_029083.1	NC_029083.1	91	54625	55281	1	E											0
NC_029083.1_NC_029083.1_92	NC_029083.1	NC_029083.1	92	55268	55432	1	E											0
NC_029083.1_NC_029083.1_93	NC_029083.1	NC_029083.1	93	55435	55737	1	E											0
NC_029083.1_NC_029083.1_94	NC_029083.1	NC_029083.1	94	55738	56160	1	E											0
NC_029083.1_NC_029083.1_95	NC_029083.1	NC_029083.1	95	56278	56406	1	E											0
NC_029083.1_NC_029083.1_96	NC_029083.1	NC_029083.1	96	56393	56584	1	E											0
NC_029083.1_NC_029083.1_97	NC_029083.1	NC_029083.1	97	56594	56839	1	E											0
NC_029083.1_NC_029083.1_98	NC_029083.1	NC_029083.1	98	56836	57021	1	E											0
NC_029083.1_NC_029083.1_99	NC_029083.1	NC_029083.1	99	57075	58937	1	D										DnaB-like helicase C terminal domain [PF03796.18]; Toprim-like [PF13155.9]; AAA domain [PF13481.9]	0
NC_029083.1_NC_029083.1_100	NC_029083.1	NC_029083.1	100	58998	61007	1	D										DNA polymerase family A [PF00476.23]	0
NC_029083.1_NC_029083.1_101	NC_029083.1	NC_029083.1	101	61292	61981	1	D										DNA polymerase family A [PF00476.23]	0
NC_029083.1_NC_029083.1_102	NC_029083.1	NC_029083.1	102	62071	62469	1	E											0
NC_029083.1_NC_029083.1_103	NC_029083.1	NC_029083.1	103	62498	62665	1	E											0
NC_029083.1_NC_029083.1_104	NC_029083.1	NC_029083.1	104	62667	63377	1	E											0
NC_029083.1_NC_029083.1_105	NC_029083.1	NC_029083.1	105	63480	64484	1	E											0
NC_029083.1_NC_029083.1_106	NC_029083.1	NC_029083.1	106	64547	64795	1	E											0
NC_029083.1_NC_029083.1_107	NC_029083.1	NC_029083.1	107	64805	65026	1	E											0
NC_029083.1_NC_029083.1_108	NC_029083.1	NC_029083.1	108	65068	66120	1	E											0
NC_029083.1_NC_029083.1_109	NC_029083.1	NC_029083.1	109	66117	66680	1	E											1
NC_029083.1_NC_029083.1_110	NC_029083.1	NC_029083.1	110	66677	67063	1	E											0
NC_029083.1_NC_029083.1_111	NC_029083.1	NC_029083.1	111	67060	67290	1	E											0
NC_029083.1_NC_029083.1_112	NC_029083.1	NC_029083.1	112	67287	67724	1	E											0
NC_029083.1_NC_029083.1_113	NC_029083.1	NC_029083.1	113	67721	67891	1	E											0
NC_029083.1_NC_029083.1_114	NC_029083.1	NC_029083.1	114	67888	68667	1	E											0
NC_029083.1_NC_029083.1_115	NC_029083.1	NC_029083.1	115	68664	68846	1	E											0
NC_029083.1_NC_029083.1_116	NC_029083.1	NC_029083.1	116	68858	69067	1	E											0
NC_029083.1_NC_029083.1_117	NC_029083.1	NC_029083.1	117	69086	69421	1	E											0
NC_029083.1_NC_029083.1_118	NC_029083.1	NC_029083.1	118	69425	69637	1	E											0
NC_029083.1_NC_029083.1_119	NC_029083.1	NC_029083.1	119	69630	70580	1	E											0
NC_029083.1_NC_029083.1_120	NC_029083.1	NC_029083.1	120	70640	70732	1	E											0
NC_029083.1_NC_029083.1_121	NC_029083.1	NC_029083.1	121	70787	71734	1	D										Thymidylate synthase complementing protein [PF02511.18]	0
NC_029083.1_NC_029083.1_122	NC_029083.1	NC_029083.1	122	71737	72081	1	E											0
NC_029083.1_NC_029083.1_123	NC_029083.1	NC_029083.1	123	72098	73144	1	D										Ribonucleotide reductase, small chain [PF00268.24]	0
NC_029083.1_NC_029083.1_124	NC_029083.1	NC_029083.1	124	73137	74882	1	D										Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
NC_029083.1_NC_029083.1_125	NC_029083.1	NC_029083.1	125	74957	75103	1	E											0
NC_029083.1_NC_029083.1_126	NC_029083.1	NC_029083.1	126	75100	75327	1	E											0
NC_029083.1_NC_029083.1_127	NC_029083.1	NC_029083.1	127	75327	75560	1	E											0
NC_029083.1_NC_029083.1_128	NC_029083.1	NC_029083.1	128	75560	75796	1	E											0
NC_029083.1_NC_029083.1_129	NC_029083.1	NC_029083.1	129	75796	76110	1	E											0
NC_029083.1_NC_029083.1_130	NC_029083.1	NC_029083.1	130	76100	76285	1	E											0
NC_029083.1_NC_029083.1_131	NC_029083.1	NC_029083.1	131	76331	76570	1	E											0
NC_029083.1_NC_029083.1_132	NC_029083.1	NC_029083.1	132	76590	77093	1	E											0
NC_029083.1_NC_029083.1_133	NC_029083.1	NC_029083.1	133	77103	77297	1	E											0
NC_029083.1_NC_029083.1_134	NC_029083.1	NC_029083.1	134	77299	77529	1	E											0
NC_029083.1_NC_029083.1_135	NC_029083.1	NC_029083.1	135	77602	77802	1	E											0
NC_029083.1_NC_029083.1_136	NC_029083.1	NC_029083.1	136	77961	78947	1	E											0
NC_029083.1_NC_029083.1_137	NC_029083.1	NC_029083.1	137	79170	79343	1	E											0
NC_029083.1_NC_029083.1_138	NC_029083.1	NC_029083.1	138	79972	80448	1	D										SprT-like family [PF10263.12]	0
NC_029083.1_NC_029083.1_139	NC_029083.1	NC_029083.1	139	80523	80792	1	E											0
NC_029083.1_NC_029083.1_140	NC_029083.1	NC_029083.1	140	80805	80948	1	E											0
NC_029083.1_NC_029083.1_141	NC_029083.1	NC_029083.1	141	80948	81235	1	E											0
NC_029083.1_NC_029083.1_142	NC_029083.1	NC_029083.1	142	81247	81480	1	E											0
NC_029083.1_NC_029083.1_143	NC_029083.1	NC_029083.1	143	81551	81679	1	E											0
NC_029083.1_NC_029083.1_144	NC_029083.1	NC_029083.1	144	81679	81987	1	E											0
NC_029083.1_NC_029083.1_145	NC_029083.1	NC_029083.1	145	82061	82207	1	E											0
NC_029083.1_NC_029083.1_146	NC_029083.1	NC_029083.1	146	82444	82881	1	E											0
NC_029083.1_NC_029083.1_147	NC_029083.1	NC_029083.1	147	82902	83573	1	E											0
NC_029083.1_NC_029083.1_148	NC_029083.1	NC_029083.1	148	83578	83916	1	E											0
NC_029083.1_NC_029083.1_149	NC_029083.1	NC_029083.1	149	83916	84269	1	E											0
NC_029083.1_NC_029083.1_150	NC_029083.1	NC_029083.1	150	84553	84747	1	E											0
NC_029083.1_NC_029083.1_151	NC_029083.1	NC_029083.1	151	84763	85059	1	E											0
NC_029083.1_NC_029083.1_152	NC_029083.1	NC_029083.1	152	85056	85280	1	E											0
NC_029083.1_NC_029083.1_153	NC_029083.1	NC_029083.1	153	85313	85579	1	E											0
NC_029083.1_NC_029083.1_154	NC_029083.1	NC_029083.1	154	85576	85968	1	E											0
NC_029083.1_NC_029083.1_155	NC_029083.1	NC_029083.1	155	86067	86333	1	E											0
NC_029083.1_NC_029083.1_156	NC_029083.1	NC_029083.1	156	86389	86643	1	E											0
NC_029083.1_NC_029083.1_157	NC_029083.1	NC_029083.1	157	86721	87077	1	E											0
NC_029083.1_NC_029083.1_158	NC_029083.1	NC_029083.1	158	87120	87701	1	E											0
NC_029083.1_NC_029083.1_159	NC_029083.1	NC_029083.1	159	87704	88027	1	E											0
NC_029083.1_NC_029083.1_160	NC_029083.1	NC_029083.1	160	88064	88525	1	E											0
NC_029083.1_NC_029083.1_161	NC_029083.1	NC_029083.1	161	88654	89181	1	E											0
NC_029083.1_NC_029083.1_162	NC_029083.1	NC_029083.1	162	89250	89462	1	E											0
NC_029083.1_NC_029083.1_163	NC_029083.1	NC_029083.1	163	89490	89654	1	E											0
NC_029083.1_NC_029083.1_164	NC_029083.1	NC_029083.1	164	89727	90200	1	E											0
NC_029083.1_NC_029083.1_165	NC_029083.1	NC_029083.1	165	90215	90445	1	E											0
NC_029083.1_NC_029083.1_166	NC_029083.1	NC_029083.1	166	90442	90744	1	E											0
NC_029083.1_NC_029083.1_167	NC_029083.1	NC_029083.1	167	90838	91104	1	E											0
NC_029083.1_NC_029083.1_168	NC_029083.1	NC_029083.1	168	91204	91398	1	E											0
NC_029083.1_NC_029083.1_169	NC_029083.1	NC_029083.1	169	91449	91586	1	E											0
NC_029083.1_NC_029083.1_170	NC_029083.1	NC_029083.1	170	91618	91776	1	E											0
NC_029083.1_NC_029083.1_171	NC_029083.1	NC_029083.1	171	92268	92405	-1	E											0
NC_029083.1_NC_029083.1_172	NC_029083.1	NC_029083.1	172	92590	93243	1	E											0
