	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_042113.1_NC_042113.1_93	NC_042113.1	NC_042113.1	93	55208	55873	1	E											0
NC_042113.1_NC_042113.1_94	NC_042113.1	NC_042113.1	94	55860	56024	1	E											0
NC_042113.1_NC_042113.1_95	NC_042113.1	NC_042113.1	95	56027	56329	1	E											0
NC_042113.1_NC_042113.1_96	NC_042113.1	NC_042113.1	96	56330	56752	1	E											0
NC_042113.1_NC_042113.1_97	NC_042113.1	NC_042113.1	97	56870	56998	1	E											0
NC_042113.1_NC_042113.1_98	NC_042113.1	NC_042113.1	98	56985	57176	1	E											0
NC_042113.1_NC_042113.1_99	NC_042113.1	NC_042113.1	99	57186	57431	1	E											0
NC_042113.1_NC_042113.1_100	NC_042113.1	NC_042113.1	100	57428	57613	1	E											0
NC_042113.1_NC_042113.1_101	NC_042113.1	NC_042113.1	101	57667	59529	1	D										DnaB-like helicase C terminal domain [PF03796.18]; Toprim-like [PF13155.9]; AAA domain [PF13481.9]	0
NC_042113.1_NC_042113.1_102	NC_042113.1	NC_042113.1	102	59590	61590	1	D										DNA polymerase family A [PF00476.23]	0
NC_042113.1_NC_042113.1_103	NC_042113.1	NC_042113.1	103	61694	62173	1	D										Recombination endonuclease VII [PF02945.18]	0
NC_042113.1_NC_042113.1_104	NC_042113.1	NC_042113.1	104	62325	63014	1	D										DNA polymerase family A [PF00476.23]	0
NC_042113.1_NC_042113.1_105	NC_042113.1	NC_042113.1	105	63104	63502	1	E											0
NC_042113.1_NC_042113.1_106	NC_042113.1	NC_042113.1	106	63531	63698	1	E											0
NC_042113.1_NC_042113.1_107	NC_042113.1	NC_042113.1	107	63700	64410	1	E											0
NC_042113.1_NC_042113.1_108	NC_042113.1	NC_042113.1	108	64512	65516	1	E											0
NC_042113.1_NC_042113.1_109	NC_042113.1	NC_042113.1	109	65585	65818	1	E											0
NC_042113.1_NC_042113.1_110	NC_042113.1	NC_042113.1	110	65828	66049	1	E											0
NC_042113.1_NC_042113.1_111	NC_042113.1	NC_042113.1	111	66092	67144	1	E											0
NC_042113.1_NC_042113.1_112	NC_042113.1	NC_042113.1	112	67141	67704	1	E											1
NC_042113.1_NC_042113.1_113	NC_042113.1	NC_042113.1	113	67701	68099	1	E											0
NC_042113.1_NC_042113.1_114	NC_042113.1	NC_042113.1	114	68096	68326	1	E											0
NC_042113.1_NC_042113.1_115	NC_042113.1	NC_042113.1	115	68323	68760	1	E											0
NC_042113.1_NC_042113.1_116	NC_042113.1	NC_042113.1	116	68757	68927	1	E											0
NC_042113.1_NC_042113.1_117	NC_042113.1	NC_042113.1	117	68929	69111	1	E											0
NC_042113.1_NC_042113.1_118	NC_042113.1	NC_042113.1	118	69108	69887	1	E											0
NC_042113.1_NC_042113.1_119	NC_042113.1	NC_042113.1	119	69884	70066	1	E											0
NC_042113.1_NC_042113.1_120	NC_042113.1	NC_042113.1	120	70078	70287	1	E											0
NC_042113.1_NC_042113.1_121	NC_042113.1	NC_042113.1	121	70306	70641	1	E											0
NC_042113.1_NC_042113.1_122	NC_042113.1	NC_042113.1	122	70645	70857	1	E											0
NC_042113.1_NC_042113.1_123	NC_042113.1	NC_042113.1	123	70850	71800	1	E											0
NC_042113.1_NC_042113.1_124	NC_042113.1	NC_042113.1	124	71860	71952	1	E											0
NC_042113.1_NC_042113.1_125	NC_042113.1	NC_042113.1	125	72007	72972	1	D										Thymidylate synthase complementing protein [PF02511.18]	0
NC_042113.1_NC_042113.1_126	NC_042113.1	NC_042113.1	126	72974	73318	1	E											0
NC_042113.1_NC_042113.1_127	NC_042113.1	NC_042113.1	127	73335	74381	1	D										Ribonucleotide reductase, small chain [PF00268.24]	0
NC_042113.1_NC_042113.1_128	NC_042113.1	NC_042113.1	128	74374	76119	1	D										Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
NC_042113.1_NC_042113.1_129	NC_042113.1	NC_042113.1	129	76194	76340	1	E											0
NC_042113.1_NC_042113.1_130	NC_042113.1	NC_042113.1	130	76337	76564	1	E											0
NC_042113.1_NC_042113.1_131	NC_042113.1	NC_042113.1	131	76564	76797	1	E											0
NC_042113.1_NC_042113.1_132	NC_042113.1	NC_042113.1	132	76797	77033	1	E											0
NC_042113.1_NC_042113.1_133	NC_042113.1	NC_042113.1	133	77033	77347	1	E											0
NC_042113.1_NC_042113.1_134	NC_042113.1	NC_042113.1	134	77337	77522	1	E											0
NC_042113.1_NC_042113.1_135	NC_042113.1	NC_042113.1	135	77563	77811	1	E											0
NC_042113.1_NC_042113.1_136	NC_042113.1	NC_042113.1	136	77823	78308	1	E											0
NC_042113.1_NC_042113.1_137	NC_042113.1	NC_042113.1	137	78318	78512	1	E											0
NC_042113.1_NC_042113.1_138	NC_042113.1	NC_042113.1	138	78514	78753	1	E											0
NC_042113.1_NC_042113.1_139	NC_042113.1	NC_042113.1	139	78816	79016	1	E											0
NC_042113.1_NC_042113.1_140	NC_042113.1	NC_042113.1	140	79184	80170	1	E											0
NC_042113.1_NC_042113.1_141	NC_042113.1	NC_042113.1	141	80393	80566	1	E											0
NC_042113.1_NC_042113.1_142	NC_042113.1	NC_042113.1	142	81189	81668	1	D										SprT-like family [PF10263.12]	0
NC_042113.1_NC_042113.1_143	NC_042113.1	NC_042113.1	143	81750	82019	1	E											0
NC_042113.1_NC_042113.1_144	NC_042113.1	NC_042113.1	144	82032	82175	1	E											0
NC_042113.1_NC_042113.1_145	NC_042113.1	NC_042113.1	145	82175	82462	1	E											0
NC_042113.1_NC_042113.1_146	NC_042113.1	NC_042113.1	146	82475	82708	1	E											0
NC_042113.1_NC_042113.1_147	NC_042113.1	NC_042113.1	147	82779	82907	1	E											0
NC_042113.1_NC_042113.1_148	NC_042113.1	NC_042113.1	148	82907	83215	1	E											0
NC_042113.1_NC_042113.1_149	NC_042113.1	NC_042113.1	149	83290	83436	1	E											0
NC_042113.1_NC_042113.1_150	NC_042113.1	NC_042113.1	150	83673	84056	1	E											0
NC_042113.1_NC_042113.1_151	NC_042113.1	NC_042113.1	151	84132	84803	1	E											0
NC_042113.1_NC_042113.1_152	NC_042113.1	NC_042113.1	152	84808	85146	1	E											0
NC_042113.1_NC_042113.1_153	NC_042113.1	NC_042113.1	153	85146	85499	1	E											0
NC_042113.1_NC_042113.1_154	NC_042113.1	NC_042113.1	154	85762	85956	1	E											0
NC_042113.1_NC_042113.1_155	NC_042113.1	NC_042113.1	155	85975	86283	1	E											0
NC_042113.1_NC_042113.1_156	NC_042113.1	NC_042113.1	156	86280	86504	1	E											0
NC_042113.1_NC_042113.1_157	NC_042113.1	NC_042113.1	157	86537	86803	1	E											0
NC_042113.1_NC_042113.1_158	NC_042113.1	NC_042113.1	158	86800	87192	1	E											0
NC_042113.1_NC_042113.1_159	NC_042113.1	NC_042113.1	159	87307	87891	1	E											0
NC_042113.1_NC_042113.1_160	NC_042113.1	NC_042113.1	160	87963	88208	1	E											0
NC_042113.1_NC_042113.1_161	NC_042113.1	NC_042113.1	161	88220	88549	1	E											0
NC_042113.1_NC_042113.1_162	NC_042113.1	NC_042113.1	162	88586	89029	1	E											0
NC_042113.1_NC_042113.1_163	NC_042113.1	NC_042113.1	163	89153	89680	1	E											0
NC_042113.1_NC_042113.1_164	NC_042113.1	NC_042113.1	164	89749	89961	1	E											0
NC_042113.1_NC_042113.1_165	NC_042113.1	NC_042113.1	165	89989	90159	1	E											0
NC_042113.1_NC_042113.1_166	NC_042113.1	NC_042113.1	166	90214	90666	1	E											0
NC_042113.1_NC_042113.1_167	NC_042113.1	NC_042113.1	167	90681	90911	1	E											0
NC_042113.1_NC_042113.1_168	NC_042113.1	NC_042113.1	168	90908	91198	1	E											0
NC_042113.1_NC_042113.1_169	NC_042113.1	NC_042113.1	169	91294	91560	1	E											0
NC_042113.1_NC_042113.1_170	NC_042113.1	NC_042113.1	170	91660	91854	1	E											0
NC_042113.1_NC_042113.1_171	NC_042113.1	NC_042113.1	171	91905	92042	1	E											0
NC_042113.1_NC_042113.1_172	NC_042113.1	NC_042113.1	172	92074	92232	1	E											0
NC_042113.1_NC_042113.1_173	NC_042113.1	NC_042113.1	173	92705	92842	-1	E											0
NC_042113.1_NC_042113.1_174	NC_042113.1	NC_042113.1	174	93026	93619	1	E											0
