	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000624.1_26	QGNH01000624.1	QGNH01000624.1	26	23992	24420	1	E			YP_009600812.1	YP_009600812.1 head protein [Sphingobium phage Lacusarx]	False	0.417	105.0	1.702e-25																0	False	
QGNH01000624.1_27	QGNH01000624.1	QGNH01000624.1	27	24423	24770	1	E																								0	False	
QGNH01000624.1_28	QGNH01000624.1	QGNH01000624.1	28	24819	25556	1	E																								0	False	
QGNH01000624.1_29	QGNH01000624.1	QGNH01000624.1	29	25560	26849	1	E																								0	False	
QGNH01000624.1_30	QGNH01000624.1	QGNH01000624.1	30	26927	28588	1	E			YP_001686889.1	YP_001686889.1 hypothetical protein APCd_gp48 [Azospirillum phage Cd]	False	0.282	188.0	2.057e-48																0	False	
QGNH01000624.1_31	QGNH01000624.1	QGNH01000624.1	31	28581	29366	1	E																								0	False	
QGNH01000624.1_32	QGNH01000624.1	QGNH01000624.1	32	29366	30706	1	E			YP_010670606.1	YP_010670606.1 hypothetical protein PQC15_gp067 [Synechococcus phage S-H34]	False	0.323	157.0	3.616e-39													VOG00947	REFSEQ tail fiber protein; Xu	Xu	0	False	
QGNH01000624.1_33	QGNH01000624.1	QGNH01000624.1	33	30706	31065	1	E																					VOG01462	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000624.1_34	QGNH01000624.1	QGNH01000624.1	34	31145	32005	1	C	K03791	putative chitinase	YP_009620890.1	YP_009620890.1 endolysin [Pseudomonas phage tabernarius]	False	0.314	83.0	5.201e-16								Chitinase class I [PF00182.22]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm				0	False	
QGNH01000624.1_35	QGNH01000624.1	QGNH01000624.1	35	32048	32365	1	E																								0	False	
QGNH01000624.1_36	QGNH01000624.1	QGNH01000624.1	36	32371	32652	1	E																								0	False	
QGNH01000624.1_37	QGNH01000624.1	QGNH01000624.1	37	32666	33121	1	E																								0	False	F
QGNH01000624.1_38	QGNH01000624.1	QGNH01000624.1	38	33125	33292	1	E																								0	False	F
QGNH01000624.1_39	QGNH01000624.1	QGNH01000624.1	39	33299	33712	1	E																								0	False	F
QGNH01000624.1_40	QGNH01000624.1	QGNH01000624.1	40	33736	34143	1	E																								0	False	F
QGNH01000624.1_41	QGNH01000624.1	QGNH01000624.1	41	34124	34462	1	E																								0	False	F
QGNH01000624.1_42	QGNH01000624.1	QGNH01000624.1	42	34614	35159	-1	E																								0	False	F
QGNH01000624.1_43	QGNH01000624.1	QGNH01000624.1	43	35716	36303	-1	E																								0	False	F
QGNH01000624.1_44	QGNH01000624.1	QGNH01000624.1	44	36764	37462	1	D			NP_203418.1	NP_203418.1 methyltransferase [Myxococcus phage Mx8]	False	0.515	218.0	7.796000000000001e-63								DNA methylase [PF01555.21]								0	False	F
