	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_041871_NC_041871_92	NC_041871	NC_041871	92	76031	76849	1	E															0
NC_041871_NC_041871_93	NC_041871	NC_041871	93	76812	77270	1	E															0
NC_041871_NC_041871_94	NC_041871	NC_041871	94	77298	77489	1	E															0
NC_041871_NC_041871_95	NC_041871	NC_041871	95	77489	78103	1	E															0
NC_041871_NC_041871_96	NC_041871	NC_041871	96	78097	78690	1	D										5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C) [PF06941.15]					0
NC_041871_NC_041871_97	NC_041871	NC_041871	97	78692	78892	1	E															0
NC_041871_NC_041871_98	NC_041871	NC_041871	98	78892	79875	1	D										Thymidylate synthase complementing protein [PF02511.18]					0
NC_041871_NC_041871_99	NC_041871	NC_041871	99	79974	80435	1	E															0
NC_041871_NC_041871_100	NC_041871	NC_041871	100	80446	80676	1	E															0
NC_041871_NC_041871_101	NC_041871	NC_041871	101	80673	82988	1	D										Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]					0
NC_041871_NC_041871_102	NC_041871	NC_041871	102	83028	84116	1	D										Ribonucleotide reductase, small chain [PF00268.24]					0
NC_041871_NC_041871_103	NC_041871	NC_041871	103	84120	84398	1	D										Glutaredoxin [PF00462.27]					0
NC_041871_NC_041871_104	NC_041871	NC_041871	104	84395	86518	1	C	K21636	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]								Anaerobic ribonucleoside-triphosphate reductase [PF13597.9]; ATP cone domain [PF03477.19]; Glycine radical [PF01228.24]					0
NC_041871_NC_041871_105	NC_041871	NC_041871	105	86695	87168	1	C	K04068	anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]								4Fe-4S single cluster domain [PF13353.9]; 4Fe-4S single cluster domain [PF13394.9]; Radical SAM superfamily [PF04055.24]					0
NC_041871_NC_041871_106	NC_041871	NC_041871	106	87233	87346	1	E															0
NC_041871_NC_041871_107	NC_041871	NC_041871	107	87343	87693	1	E															0
NC_041871_NC_041871_108	NC_041871	NC_041871	108	87732	88520	1	D										PhoH-like protein [PF02562.19]; AAA domain [PF13604.9]					0
NC_041871_NC_041871_109	NC_041871	NC_041871	109	88622	88933	1	E															0
NC_041871_NC_041871_110	NC_041871	NC_041871	110	88994	90043	1	D			MER1018867	S14	MER1018867 - family S14 non-peptidase homologues () [S14.UNW]#S14#{peptidase unit: 63-156}~source S4US95~	False	199.0	2.709e-54	0.991	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]					0
NC_041871_NC_041871_111	NC_041871	NC_041871	111	90095	90628	1	E															0
NC_041871_NC_041871_112	NC_041871	NC_041871	112	90625	90909	1	E															0
NC_041871_NC_041871_113	NC_041871	NC_041871	113	90946	91185	1	E															0
NC_041871_NC_041871_114	NC_041871	NC_041871	114	91182	91580	1	E															0
NC_041871_NC_041871_115	NC_041871	NC_041871	115	91618	91851	1	E															0
NC_041871_NC_041871_116	NC_041871	NC_041871	116	91857	92381	1	E															0
NC_041871_NC_041871_117	NC_041871	NC_041871	117	92412	92639	1	E															0
NC_041871_NC_041871_118	NC_041871	NC_041871	118	92623	92775	1	E															0
NC_041871_NC_041871_119	NC_041871	NC_041871	119	92859	93044	1	E															0
NC_041871_NC_041871_120	NC_041871	NC_041871	120	93047	93511	1	E															0
NC_041871_NC_041871_121	NC_041871	NC_041871	121	93574	93921	1	E															0
NC_041871_NC_041871_122	NC_041871	NC_041871	122	93918	94205	1	E															0
NC_041871_NC_041871_123	NC_041871	NC_041871	123	94202	94396	1	E															0
NC_041871_NC_041871_124	NC_041871	NC_041871	124	94415	94603	1	E															0
NC_041871_NC_041871_125	NC_041871	NC_041871	125	94600	94896	1	E															0
NC_041871_NC_041871_126	NC_041871	NC_041871	126	94899	95180	1	E															0
NC_041871_NC_041871_127	NC_041871	NC_041871	127	95180	95404	1	E															0
NC_041871_NC_041871_128	NC_041871	NC_041871	128	95394	95648	1	E															0
NC_041871_NC_041871_129	NC_041871	NC_041871	129	95688	96059	1	E															0
NC_041871_NC_041871_130	NC_041871	NC_041871	130	96077	96367	1	E															0
NC_041871_NC_041871_131	NC_041871	NC_041871	131	96452	96751	1	C	K05808	putative sigma-54 modulation protein								Sigma 54 modulation protein / S30EA ribosomal protein [PF02482.22]					0
NC_041871_NC_041871_132	NC_041871	NC_041871	132	96781	96882	1	E															0
NC_041871_NC_041871_133	NC_041871	NC_041871	133	96909	97178	1	E															0
NC_041871_NC_041871_134	NC_041871	NC_041871	134	97270	97533	1	E															0
NC_041871_NC_041871_135	NC_041871	NC_041871	135	97538	97870	1	E															0
NC_041871_NC_041871_136	NC_041871	NC_041871	136	97870	98265	1	E															0
NC_041871_NC_041871_137	NC_041871	NC_041871	137	98345	98602	1	E															0
NC_041871_NC_041871_138	NC_041871	NC_041871	138	98603	98953	1	E															0
NC_041871_NC_041871_139	NC_041871	NC_041871	139	98953	99282	1	E															0
NC_041871_NC_041871_140	NC_041871	NC_041871	140	99282	99569	1	E															0
NC_041871_NC_041871_141	NC_041871	NC_041871	141	99951	100091	1	E															0
NC_041871_NC_041871_142	NC_041871	NC_041871	142	100078	100329	1	E															0
NC_041871_NC_041871_143	NC_041871	NC_041871	143	100358	100663	1	E															0
NC_041871_NC_041871_144	NC_041871	NC_041871	144	100719	101045	1	E															0
NC_041871_NC_041871_145	NC_041871	NC_041871	145	101054	101353	1	E															0
NC_041871_NC_041871_146	NC_041871	NC_041871	146	101714	101926	1	E															0
NC_041871_NC_041871_147	NC_041871	NC_041871	147	102047	102262	1	E															0
NC_041871_NC_041871_148	NC_041871	NC_041871	148	104817	105236	-1	E															0
NC_041871_NC_041871_149	NC_041871	NC_041871	149	105382	105645	-1	E															0
NC_041871_NC_041871_150	NC_041871	NC_041871	150	105706	105978	-1	E															0
NC_041871_NC_041871_151	NC_041871	NC_041871	151	106197	106508	-1	E															0
NC_041871_NC_041871_152	NC_041871	NC_041871	152	106505	106696	-1	E															0
NC_041871_NC_041871_153	NC_041871	NC_041871	153	106713	107003	-1	E															0
NC_041871_NC_041871_154	NC_041871	NC_041871	154	107095	107310	-1	E															0
NC_041871_NC_041871_155	NC_041871	NC_041871	155	107502	107747	-1	E															0
NC_041871_NC_041871_156	NC_041871	NC_041871	156	107840	108019	-1	E															0
NC_041871_NC_041871_157	NC_041871	NC_041871	157	108105	108332	-1	E															0
NC_041871_NC_041871_158	NC_041871	NC_041871	158	108387	108671	-1	E															0
NC_041871_NC_041871_159	NC_041871	NC_041871	159	108874	109224	-1	E															0
NC_041871_NC_041871_160	NC_041871	NC_041871	160	109242	109541	-1	E															0
NC_041871_NC_041871_161	NC_041871	NC_041871	161	109635	109835	-1	E															0
NC_041871_NC_041871_162	NC_041871	NC_041871	162	109982	110101	-1	E															0
NC_041871_NC_041871_163	NC_041871	NC_041871	163	110122	110361	-1	E															0
NC_041871_NC_041871_164	NC_041871	NC_041871	164	110321	110692	-1	E															0
NC_041871_NC_041871_165	NC_041871	NC_041871	165	110757	111137	-1	E															0
NC_041871_NC_041871_166	NC_041871	NC_041871	166	111226	111849	-1	E															0
NC_041871_NC_041871_167	NC_041871	NC_041871	167	111925	112185	-1	E															0
NC_041871_NC_041871_168	NC_041871	NC_041871	168	112404	112601	-1	D										Bacteriophage 1.1 Protein [PF08200.14]					0
NC_041871_NC_041871_169	NC_041871	NC_041871	169	112598	112945	-1	E															0
NC_041871_NC_041871_170	NC_041871	NC_041871	170	113020	113265	-1	E															0
NC_041871_NC_041871_171	NC_041871	NC_041871	171	113355	113696	-1	E															0
NC_041871_NC_041871_172	NC_041871	NC_041871	172	113776	113895	-1	E															0
NC_041871_NC_041871_173	NC_041871	NC_041871	173	113976	114371	-1	E															0
NC_041871_NC_041871_174	NC_041871	NC_041871	174	114454	114852	-1	E															0
NC_041871_NC_041871_175	NC_041871	NC_041871	175	114917	115114	-1	E															0
NC_041871_NC_041871_176	NC_041871	NC_041871	176	116001	116147	1	E															0
NC_041871_NC_041871_177	NC_041871	NC_041871	177	116216	116545	-1	E															0
NC_041871_NC_041871_178	NC_041871	NC_041871	178	116542	116739	-1	E															0
NC_041871_NC_041871_179	NC_041871	NC_041871	179	116732	116977	-1	E															0
NC_041871_NC_041871_180	NC_041871	NC_041871	180	116987	117319	-1	E															0
NC_041871_NC_041871_181	NC_041871	NC_041871	181	117330	117521	-1	E															0
NC_041871_NC_041871_182	NC_041871	NC_041871	182	118032	118490	-1	D										Macro domain [PF01661.24]					0
NC_041871_NC_041871_183	NC_041871	NC_041871	183	118480	118905	-1	E															0
NC_041871_NC_041871_184	NC_041871	NC_041871	184	118974	119171	-1	E															0
NC_041871_NC_041871_185	NC_041871	NC_041871	185	119268	119684	-1	E															0
NC_041871_NC_041871_186	NC_041871	NC_041871	186	119747	120973	-1	E															0
NC_041871_NC_041871_187	NC_041871	NC_041871	187	120973	121338	-1	E															0
NC_041871_NC_041871_188	NC_041871	NC_041871	188	121422	121667	-1	E															0
NC_041871_NC_041871_189	NC_041871	NC_041871	189	121685	121987	-1	E															0
NC_041871_NC_041871_190	NC_041871	NC_041871	190	121977	122366	-1	E															0
NC_041871_NC_041871_191	NC_041871	NC_041871	191	122366	122659	-1	E															0
NC_041871_NC_041871_192	NC_041871	NC_041871	192	122690	122944	-1	E															0
NC_041871_NC_041871_193	NC_041871	NC_041871	193	123021	123392	-1	E															0
NC_041871_NC_041871_194	NC_041871	NC_041871	194	123403	123597	-1	E															0
NC_041871_NC_041871_195	NC_041871	NC_041871	195	123594	123821	-1	E															0
NC_041871_NC_041871_196	NC_041871	NC_041871	196	123818	124123	-1	E															0
NC_041871_NC_041871_197	NC_041871	NC_041871	197	124152	126929	-1	D										DNA polymerase family A [PF00476.23]					0
NC_041871_NC_041871_198	NC_041871	NC_041871	198	126988	129066	-1	D										DnaB-like helicase C terminal domain [PF03796.18]; AAA domain [PF13481.9]; KaiC [PF06745.16]					0
NC_041871_NC_041871_199	NC_041871	NC_041871	199	129056	129820	-1	E															0
NC_041871_NC_041871_200	NC_041871	NC_041871	200	129872	130354	-1	E															0
NC_041871_NC_041871_201	NC_041871	NC_041871	201	130367	130762	-1	E															0
NC_041871_NC_041871_202	NC_041871	NC_041871	202	130762	131067	-1	E															0
NC_041871_NC_041871_203	NC_041871	NC_041871	203	131081	132406	-1	C	K07316	adenine-specific DNA-methyltransferase [EC:2.1.1.72]								DNA methylase [PF01555.21]					0
NC_041871_NC_041871_204	NC_041871	NC_041871	204	132468	132809	-1	E															0
NC_041871_NC_041871_205	NC_041871	NC_041871	205	132806	134176	-1	C	K15255	ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]								PIF1-like helicase [PF05970.17]; Helicase [PF02689.17]; AAA domain [PF13604.9]					0
NC_041871_NC_041871_206	NC_041871	NC_041871	206	134176	135390	-1	E															0
