PHET01000037.1_orf32881	7c1d81daa0291820ea211eca471e84f5	369	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	162	214	3.31E-5	T	24-06-2023	IPR036390	Winged helix DNA-binding domain superfamily
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	TIGRFAM	TIGR00344	alaS: alanine--tRNA ligase	5	855	2.1E-273	T	24-06-2023	IPR002318	Alanine-tRNA ligase, class IIc
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	CDD	cd00673	AlaRS_core	3	236	3.27653E-121	T	24-06-2023	-	-
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	FunFam	G3DSA:3.30.930.10:FF:000004	Alanine--tRNA ligase	1	237	6.5E-104	T	24-06-2023	-	-
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	Gene3D	G3DSA:2.40.30.130	-	444	552	1.4E-13	T	24-06-2023	-	-
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	Pfam	PF01411	tRNA synthetases class II (A)	5	554	1.0E-194	T	24-06-2023	IPR018164	Alanyl-tRNA synthetase, class IIc, N-terminal
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	SUPERFAMILY	SSF50447	Translation proteins	452	551	1.02E-14	T	24-06-2023	IPR009000	Translation protein, beta-barrel domain superfamily
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	SMART	SM00863	tRNA_SAD_4	653	696	1.6E-18	T	24-06-2023	IPR012947	Threonyl/alanyl tRNA synthetase, SAD
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	SUPERFAMILY	SSF55186	ThrRS/AlaRS common domain	556	703	6.41E-47	T	24-06-2023	IPR018163	Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	Gene3D	G3DSA:3.10.310.40	-	764	873	2.1E-20	T	24-06-2023	-	-
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	FunFam	G3DSA:3.30.980.10:FF:000004	Alanine--tRNA ligase, cytoplasmic	553	711	4.6E-40	T	24-06-2023	-	-
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	PRINTS	PR00980	Alanyl-tRNA synthetase signature	194	205	4.9E-30	T	24-06-2023	IPR002318	Alanine-tRNA ligase, class IIc
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	PRINTS	PR00980	Alanyl-tRNA synthetase signature	221	234	4.9E-30	T	24-06-2023	IPR002318	Alanine-tRNA ligase, class IIc
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	PRINTS	PR00980	Alanyl-tRNA synthetase signature	69	80	4.9E-30	T	24-06-2023	IPR002318	Alanine-tRNA ligase, class IIc
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	PRINTS	PR00980	Alanyl-tRNA synthetase signature	271	287	4.9E-30	T	24-06-2023	IPR002318	Alanine-tRNA ligase, class IIc
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	PRINTS	PR00980	Alanyl-tRNA synthetase signature	295	308	4.9E-30	T	24-06-2023	IPR002318	Alanine-tRNA ligase, class IIc
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	Gene3D	G3DSA:3.30.54.20	-	624	677	4.1E-50	T	24-06-2023	-	-
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	Gene3D	G3DSA:3.30.980.10	-	562	698	4.1E-50	T	24-06-2023	-	-
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	Pfam	PF07973	Threonyl and Alanyl tRNA synthetase second additional domain	653	696	3.9E-16	T	24-06-2023	IPR012947	Threonyl/alanyl tRNA synthetase, SAD
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	TIGRFAM	TIGR00871	zwf: glucose-6-phosphate dehydrogenase	43	515	1.8E-133	T	24-06-2023	IPR001282	Glucose-6-phosphate dehydrogenase
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	Pfam	PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase	520	677	3.6E-40	T	24-06-2023	IPR006115	6-phosphogluconate dehydrogenase, NADP-binding
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	Hamap	MF_00966	Glucose-6-phosphate 1-dehydrogenase [zwf].	43	518	60.077847	T	24-06-2023	IPR001282	Glucose-6-phosphate dehydrogenase
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	520	677	1.17E-43	T	24-06-2023	IPR036291	NAD(P)-binding domain superfamily
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	PANTHER	PTHR23429	GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE  G6PD	28	500	5.2E-118	T	24-06-2023	IPR001282	Glucose-6-phosphate dehydrogenase
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	Pfam	PF00479	Glucose-6-phosphate dehydrogenase, NAD binding domain	47	228	6.1E-53	T	24-06-2023	IPR022674	Glucose-6-phosphate dehydrogenase, NAD-binding
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	Gene3D	G3DSA:3.40.50.720	-	510	690	8.2E-51	T	24-06-2023	-	-
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	PRINTS	PR00079	Glucose-6-phosphate dehydrogenase signature	261	278	2.7E-35	T	24-06-2023	IPR001282	Glucose-6-phosphate dehydrogenase
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	PRINTS	PR00079	Glucose-6-phosphate dehydrogenase signature	279	295	2.7E-35	T	24-06-2023	IPR001282	Glucose-6-phosphate dehydrogenase
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	PRINTS	PR00079	Glucose-6-phosphate dehydrogenase signature	209	237	2.7E-35	T	24-06-2023	IPR001282	Glucose-6-phosphate dehydrogenase
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	PRINTS	PR00079	Glucose-6-phosphate dehydrogenase signature	185	198	2.7E-35	T	24-06-2023	IPR001282	Glucose-6-phosphate dehydrogenase
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	PRINTS	PR00079	Glucose-6-phosphate dehydrogenase signature	360	386	2.7E-35	T	24-06-2023	IPR001282	Glucose-6-phosphate dehydrogenase
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	TIGRFAM	TIGR00872	gnd_rel: 6-phosphogluconate dehydrogenase (decarboxylating)	520	822	5.5E-94	T	24-06-2023	IPR004849	6-phosphogluconate dehydrogenase, YqeC-type
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	SUPERFAMILY	SSF55347	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain	224	503	6.87E-76	T	24-06-2023	-	-
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	SUPERFAMILY	SSF48179	6-phosphogluconate dehydrogenase C-terminal domain-like	689	819	1.3E-27	T	24-06-2023	IPR008927	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	Gene3D	G3DSA:3.40.50.720	-	46	468	3.1E-146	T	24-06-2023	-	-
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	Gene3D	G3DSA:1.10.1040.10	-	691	820	1.5E-36	T	24-06-2023	IPR013328	6-phosphogluconate dehydrogenase, domain 2
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	Gene3D	G3DSA:3.30.360.10	Dihydrodipicolinate Reductase; domain 2	219	508	3.1E-146	T	24-06-2023	-	-
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	39	232	1.51E-53	T	24-06-2023	IPR036291	NAD(P)-binding domain superfamily
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	SMART	SM01350	6PGD_2	691	824	8.2E-5	T	24-06-2023	IPR006114	6-phosphogluconate dehydrogenase, C-terminal
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	Pfam	PF02781	Glucose-6-phosphate dehydrogenase, C-terminal domain	231	515	2.7E-76	T	24-06-2023	IPR022675	Glucose-6-phosphate dehydrogenase, C-terminal
PHET01000003.1_orf56954	0ce3935aa678d63bb8bd5d8fe5b04654	826	Pfam	PF00393	6-phosphogluconate dehydrogenase, C-terminal domain	691	799	3.9E-17	T	24-06-2023	IPR006114	6-phosphogluconate dehydrogenase, C-terminal
PHET01000034.1_orf15692	49b69393d8dd99a2e8cbca3a38c86ea0	531	Pfam	PF02517	Type II CAAX prenyl endopeptidase Rce1-like	434	520	3.5E-18	T	24-06-2023	IPR003675	Type II CAAX prenyl endopeptidase Rce1-like
PHET01000034.1_orf15692	49b69393d8dd99a2e8cbca3a38c86ea0	531	Gene3D	G3DSA:3.30.70.20	-	178	229	4.5E-10	T	24-06-2023	-	-
PHET01000034.1_orf15692	49b69393d8dd99a2e8cbca3a38c86ea0	531	MobiDBLite	mobidb-lite	consensus disorder prediction	1	102	-	T	24-06-2023	-	-
PHET01000034.1_orf15692	49b69393d8dd99a2e8cbca3a38c86ea0	531	ProSiteProfiles	PS51379	4Fe-4S ferredoxin-type iron-sulfur binding domain profile.	204	232	7.23952	T	24-06-2023	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain
PHET01000034.1_orf15692	49b69393d8dd99a2e8cbca3a38c86ea0	531	SUPERFAMILY	SSF54862	4Fe-4S ferredoxins	179	232	3.59E-14	T	24-06-2023	-	-
PHET01000034.1_orf15692	49b69393d8dd99a2e8cbca3a38c86ea0	531	MobiDBLite	mobidb-lite	consensus disorder prediction	37	99	-	T	24-06-2023	-	-
PHET01000034.1_orf15692	49b69393d8dd99a2e8cbca3a38c86ea0	531	PANTHER	PTHR36435	SLR1288 PROTEIN	414	528	1.5E-13	T	24-06-2023	-	-
PHET01000034.1_orf15692	49b69393d8dd99a2e8cbca3a38c86ea0	531	ProSitePatterns	PS00198	4Fe-4S ferredoxin-type iron-sulfur binding region signature.	212	223	-	T	24-06-2023	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
PHET01000034.1_orf15692	49b69393d8dd99a2e8cbca3a38c86ea0	531	ProSiteProfiles	PS51379	4Fe-4S ferredoxin-type iron-sulfur binding domain profile.	174	203	9.390124	T	24-06-2023	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	Pfam	PF08447	PAS fold	218	301	1.8E-13	T	24-06-2023	IPR013655	PAS fold-3
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SUPERFAMILY	SSF55785	PYP-like sensor domain (PAS domain)	305	430	4.71E-23	T	24-06-2023	IPR035965	PAS domain superfamily
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	ProSiteProfiles	PS50113	PAC domain profile.	138	190	15.291819	T	24-06-2023	IPR000700	PAS-associated, C-terminal
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	541	715	2.75E-41	T	24-06-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	CDD	cd00130	PAS	218	305	8.14027E-11	T	24-06-2023	IPR000014	PAS domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	ProSiteProfiles	PS50109	Histidine kinase domain profile.	491	714	45.972431	T	24-06-2023	IPR005467	Histidine kinase domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SMART	SM00388	HisKA_10	484	552	6.6E-22	T	24-06-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	Gene3D	G3DSA:3.30.450.20	PAS domain	64	193	4.5E-28	T	24-06-2023	-	-
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	Gene3D	G3DSA:1.10.287.130	-	433	550	7.1E-26	T	24-06-2023	-	-
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SUPERFAMILY	SSF55785	PYP-like sensor domain (PAS domain)	55	179	9.07E-26	T	24-06-2023	IPR035965	PAS domain superfamily
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	CDD	cd00130	PAS	76	178	1.71313E-9	T	24-06-2023	IPR000014	PAS domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	Gene3D	G3DSA:3.30.565.10	-	552	718	7.8E-42	T	24-06-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	Coils	Coil	Coil	308	328	-	T	24-06-2023	-	-
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	ProSiteProfiles	PS50113	PAC domain profile.	265	317	16.115761	T	24-06-2023	IPR000700	PAS-associated, C-terminal
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	TIGRFAM	TIGR00229	sensory_box: PAS domain S-box protein	316	438	4.4E-17	T	24-06-2023	IPR000014	PAS domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	TIGRFAM	TIGR00229	sensory_box: PAS domain S-box protein	65	188	4.9E-18	T	24-06-2023	IPR000014	PAS domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	TIGRFAM	TIGR00229	sensory_box: PAS domain S-box protein	189	315	1.3E-24	T	24-06-2023	IPR000014	PAS domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	ProSiteProfiles	PS50112	PAS repeat profile.	318	366	10.779419	T	24-06-2023	IPR000014	PAS domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SUPERFAMILY	SSF55785	PYP-like sensor domain (PAS domain)	178	306	4.19E-24	T	24-06-2023	IPR035965	PAS domain superfamily
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SUPERFAMILY	SSF47384	Homodimeric domain of signal transducing histidine kinase	470	552	1.39E-21	T	24-06-2023	IPR036097	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	ProSiteProfiles	PS50113	PAC domain profile.	391	441	9.577376	T	24-06-2023	IPR000700	PAS-associated, C-terminal
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	CDD	cd00082	HisKA	483	548	4.2794E-16	T	24-06-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	ProSiteProfiles	PS50112	PAS repeat profile.	65	135	13.097149	T	24-06-2023	IPR000014	PAS domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	Gene3D	G3DSA:3.30.450.20	PAS domain	194	308	1.6E-19	T	24-06-2023	-	-
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SMART	SM00387	HKATPase_4	602	714	1.7E-35	T	24-06-2023	IPR003594	Histidine kinase/HSP90-like ATPase
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	ProSiteProfiles	PS50112	PAS repeat profile.	218	261	11.680758	T	24-06-2023	IPR000014	PAS domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	Gene3D	G3DSA:3.30.450.20	PAS domain	309	430	3.4E-24	T	24-06-2023	-	-
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	PANTHER	PTHR43047	TWO-COMPONENT HISTIDINE PROTEIN KINASE	147	712	1.6E-81	T	24-06-2023	-	-
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SMART	SM00086	pac_2	266	308	3.2E-10	T	24-06-2023	IPR001610	PAC motif
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SMART	SM00086	pac_2	139	181	0.0052	T	24-06-2023	IPR001610	PAC motif
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SMART	SM00086	pac_2	392	432	0.021	T	24-06-2023	IPR001610	PAC motif
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	657	667	5.6E-14	T	24-06-2023	IPR004358	Signal transduction histidine kinase-related protein, C-terminal
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	674	692	5.6E-14	T	24-06-2023	IPR004358	Signal transduction histidine kinase-related protein, C-terminal
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	698	711	5.6E-14	T	24-06-2023	IPR004358	Signal transduction histidine kinase-related protein, C-terminal
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	639	653	5.6E-14	T	24-06-2023	IPR004358	Signal transduction histidine kinase-related protein, C-terminal
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SMART	SM00091	pas_2	67	133	4.8E-5	T	24-06-2023	IPR000014	PAS domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SMART	SM00091	pas_2	193	259	6.4E-4	T	24-06-2023	IPR000014	PAS domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	SMART	SM00091	pas_2	320	385	1.9E-6	T	24-06-2023	IPR000014	PAS domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	CDD	cd00130	PAS	329	429	2.73104E-7	T	24-06-2023	IPR000014	PAS domain
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	Pfam	PF08448	PAS fold	76	183	2.1E-17	T	24-06-2023	IPR013656	PAS fold-4
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	Pfam	PF08448	PAS fold	326	433	8.3E-9	T	24-06-2023	IPR013656	PAS fold-4
PHET01000006.1_orf12978	49070f698e979931b7ac05c28736dc24	720	Coils	Coil	Coil	432	477	-	T	24-06-2023	-	-
