	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001862.1_37	QGNH01001862.1	QGNH01001862.1	37	36694	36810	1	E																								0	False	
QGNH01001862.1_38	QGNH01001862.1	QGNH01001862.1	38	36821	37234	1	E																								0	False	
QGNH01001862.1_39	QGNH01001862.1	QGNH01001862.1	39	37244	38059	1	E																								0	False	
QGNH01001862.1_40	QGNH01001862.1	QGNH01001862.1	40	38059	38298	1	E																								0	False	
QGNH01001862.1_41	QGNH01001862.1	QGNH01001862.1	41	38354	40219	1	D																RNA polymerase Rpb1, domain 5 [PF04998.20]								0	False	
QGNH01001862.1_42	QGNH01001862.1	QGNH01001862.1	42	40223	41812	1	E																								0	False	
QGNH01001862.1_43	QGNH01001862.1	QGNH01001862.1	43	41890	44514	1	E																								0	False	
QGNH01001862.1_44	QGNH01001862.1	QGNH01001862.1	44	44514	44951	1	D			YP_010678253.1	YP_010678253.1 endonuclease VII [Arthrobacter phage Crewmate]	False	0.353	83.0	1.173e-17								Recombination endonuclease VII [PF02945.18]					VOG29692	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001862.1_45	QGNH01001862.1	QGNH01001862.1	45	44935	45435	1	E																								0	False	
QGNH01001862.1_46	QGNH01001862.1	QGNH01001862.1	46	45462	46400	1	E																								0	False	
QGNH01001862.1_47	QGNH01001862.1	QGNH01001862.1	47	46384	47793	1	E																								0	False	
QGNH01001862.1_48	QGNH01001862.1	QGNH01001862.1	48	47753	49114	1	E																								0	False	
QGNH01001862.1_49	QGNH01001862.1	QGNH01001862.1	49	49117	49947	1	E																								0	False	
QGNH01001862.1_50	QGNH01001862.1	QGNH01001862.1	50	50130	51413	1	E																								0	False	
QGNH01001862.1_51	QGNH01001862.1	QGNH01001862.1	51	51413	51874	1	D			YP_006987680.1	YP_006987680.1 endonuclease VII [Cronobacter phage vB_CsaP_GAP52]	False	0.6	98.0	5.53e-23								Recombination endonuclease VII [PF02945.18]					VOG00650	sp|O64250|VG59_BPMD2 Gene 59 protein; Xu	Xu	0	False	
QGNH01001862.1_52	QGNH01001862.1	QGNH01001862.1	52	51867	52280	1	E																								0	False	
QGNH01001862.1_53	QGNH01001862.1	QGNH01001862.1	53	52335	52949	1	E																								0	False	
QGNH01001862.1_54	QGNH01001862.1	QGNH01001862.1	54	52990	53919	1	E																								0	False	
QGNH01001862.1_55	QGNH01001862.1	QGNH01001862.1	55	54190	54711	1	E			YP_010670041.1	YP_010670041.1 HNH endonuclease [Synechococcus phage S-SRM01]	False	0.495	83.0	3.1e-17																0	False	
QGNH01001862.1_56	QGNH01001862.1	QGNH01001862.1	56	54692	55210	1	E			YP_009602975.1	YP_009602975.1 HNH endonuclease [Arthrobacter phage Wayne]	False	0.433	71.0	3.372e-13																1	False	
QGNH01001862.1_57	QGNH01001862.1	QGNH01001862.1	57	55296	55646	1	E																								0	False	
QGNH01001862.1_58	QGNH01001862.1	QGNH01001862.1	58	55762	56460	1	E																								0	False	
QGNH01001862.1_59	QGNH01001862.1	QGNH01001862.1	59	56548	56751	1	E																								0	False	
QGNH01001862.1_60	QGNH01001862.1	QGNH01001862.1	60	56768	57070	1	E																								0	False	
QGNH01001862.1_61	QGNH01001862.1	QGNH01001862.1	61	57087	57524	1	D																NUDIX domain [PF00293.31]								0	False	
QGNH01001862.1_62	QGNH01001862.1	QGNH01001862.1	62	57591	58670	1	E																								0	False	
QGNH01001862.1_63	QGNH01001862.1	QGNH01001862.1	63	58682	59083	1	E																								0	False	
QGNH01001862.1_64	QGNH01001862.1	QGNH01001862.1	64	59102	59611	1	E																								0	False	
QGNH01001862.1_65	QGNH01001862.1	QGNH01001862.1	65	59611	59805	1	E																								0	False	
QGNH01001862.1_66	QGNH01001862.1	QGNH01001862.1	66	59848	60387	1	D			YP_009816504.1	YP_009816504.1 thymidylate kinase [Synechococcus phage S-CBWM1]	False	0.347	102.0	8.589e-24								AAA domain [PF13521.9]								0	False	
QGNH01001862.1_67	QGNH01001862.1	QGNH01001862.1	67	60384	61145	1	E																								0	False	
QGNH01001862.1_68	QGNH01001862.1	QGNH01001862.1	68	61222	62196	1	E			YP_001426625.1	YP_001426625.1 hypothetical protein ATCV1_Z144R [Acanthocystis turfacea chlorella virus 1]	False	0.35	192.0	1.254e-52													VOG18582	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001862.1_69	QGNH01001862.1	QGNH01001862.1	69	62658	63053	1	E																								0	False	
QGNH01001862.1_70	QGNH01001862.1	QGNH01001862.1	70	63095	63919	1	E																								0	False	
QGNH01001862.1_71	QGNH01001862.1	QGNH01001862.1	71	64029	65285	1	D			YP_004508523.1	YP_004508523.1 methyltransferase [Synechococcus phage S-CRM01]	False	0.359	243.0	1.541e-68								Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF13641.9]; Glycosyltransferase like family 2 [PF10111.12]								0	False	
QGNH01001862.1_72	QGNH01001862.1	QGNH01001862.1	72	65311	65847	1	D			YP_004421517.1	YP_004421517.1 endonuclease VII [Synechococcus phage S-CBS2]	False	0.415	109.0	4.0400000000000006e-26								Recombination endonuclease VII [PF02945.18]					VOG00049	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	
QGNH01001862.1_73	QGNH01001862.1	QGNH01001862.1	73	65844	66794	1	E																								0	False	
QGNH01001862.1_74	QGNH01001862.1	QGNH01001862.1	74	66796	67767	1	E																								0	False	
QGNH01001862.1_75	QGNH01001862.1	QGNH01001862.1	75	67900	68637	1	E																								0	False	
QGNH01001862.1_76	QGNH01001862.1	QGNH01001862.1	76	68649	69395	-1	E																								1	False	
QGNH01001862.1_77	QGNH01001862.1	QGNH01001862.1	77	69466	72246	1	E																								0	False	
QGNH01001862.1_78	QGNH01001862.1	QGNH01001862.1	78	72259	73392	1	E																								0	False	
QGNH01001862.1_79	QGNH01001862.1	QGNH01001862.1	79	73398	73916	1	E																								0	False	
QGNH01001862.1_80	QGNH01001862.1	QGNH01001862.1	80	73916	78085	1	E																								0	False	
QGNH01001862.1_81	QGNH01001862.1	QGNH01001862.1	81	78119	78751	1	E																								0	False	
QGNH01001862.1_82	QGNH01001862.1	QGNH01001862.1	82	78751	79242	1	E																								0	False	
QGNH01001862.1_83	QGNH01001862.1	QGNH01001862.1	83	79229	82129	1	D																IPT/TIG domain [PF01833.27]								0	False	
QGNH01001862.1_84	QGNH01001862.1	QGNH01001862.1	84	82138	82869	1	E																								0	False	
QGNH01001862.1_85	QGNH01001862.1	QGNH01001862.1	85	82869	83348	1	E																								0	False	
QGNH01001862.1_86	QGNH01001862.1	QGNH01001862.1	86	83348	83749	1	E																								0	False	
QGNH01001862.1_87	QGNH01001862.1	QGNH01001862.1	87	83762	85375	1	E																								0	False	
QGNH01001862.1_88	QGNH01001862.1	QGNH01001862.1	88	85388	86122	1	E																								0	False	
QGNH01001862.1_89	QGNH01001862.1	QGNH01001862.1	89	86125	86967	1	D			YP_004894457.1	YP_004894457.1 peptidase [Megavirus chiliensis]	False	0.257	74.0	4.435e-13	MER0284260	C01A	MER0284260 - xylellain (Desulfosporosinus orientis) [C01.128]#C01A#{peptidase unit: 27-246}~source YP_004970194~	False	0.27	75.0	2.5e-13	Papain family cysteine protease [PF00112.26]								0	False	P
QGNH01001862.1_90	QGNH01001862.1	QGNH01001862.1	90	86976	87749	1	E																								0	False	
QGNH01001862.1_91	QGNH01001862.1	QGNH01001862.1	91	87818	89770	1	E																								1	False	
QGNH01001862.1_92	QGNH01001862.1	QGNH01001862.1	92	89783	90391	1	E																								1	False	
QGNH01001862.1_93	QGNH01001862.1	QGNH01001862.1	93	90430	90993	1	E																								0	False	
QGNH01001862.1_94	QGNH01001862.1	QGNH01001862.1	94	91082	92254	1	E																								0	False	
QGNH01001862.1_95	QGNH01001862.1	QGNH01001862.1	95	92277	93911	1	E																								0	False	
QGNH01001862.1_96	QGNH01001862.1	QGNH01001862.1	96	93953	94381	1	E			YP_164312.1	YP_164312.1 hypothetical protein F116p48 [Pseudomonas phage F116]	False	0.324	74.0	7.65e-15																0	False	
QGNH01001862.1_97	QGNH01001862.1	QGNH01001862.1	97	94392	95018	1	E																								0	False	
QGNH01001862.1_98	QGNH01001862.1	QGNH01001862.1	98	95027	95308	1	E																								0	False	
QGNH01001862.1_99	QGNH01001862.1	QGNH01001862.1	99	95357	96139	1	C	K00718	galactoside 2-L-fucosyltransferase 1/2 [EC:2.4.1.69]	YP_004322362.1	YP_004322362.1 glycosyltransferase [Synechococcus phage S-SM2]	False	0.327	139.0	3.453e-35								Glycosyl transferase family 11 [PF01531.19]	GT11	GT11 GDP-L-Fuc: galactoside alpha-1,2-L-fucosyltransferase (EC 2.4.1.69); GDP-L-Fuc: beta-LacNac alpha-1,3-L-fucosyltransferase (EC 2.4.1.-)	2.4.1.69,2.4.1.-	GT11.hmm	VOG01593	sp|Q58YV9|WBNK_ECOLX O-antigen biosynthesis glycosyltransferase WbnK; Xh	Xh	0	False	
QGNH01001862.1_100	QGNH01001862.1	QGNH01001862.1	100	96141	96776	1	D			YP_010670283.1	YP_010670283.1 methyltransferase [Synechococcus phage S-SRM01]	False	0.352	109.0	6.841000000000001e-26								Methyltransferase FkbM domain [PF05050.15]					VOG00316	REFSEQ methyltransferase; Xu	Xu	0	False	
QGNH01001862.1_101	QGNH01001862.1	QGNH01001862.1	101	96773	97531	1	D																Methyltransferase FkbM domain [PF05050.15]					VOG00316	REFSEQ methyltransferase; Xu	Xu	0	False	
QGNH01001862.1_102	QGNH01001862.1	QGNH01001862.1	102	97569	98384	1	D																Glycosyltransferase family 25 (LPS biosynthesis protein) [PF01755.20]	GT25	GT25 lipopolysaccharide beta-1,4-galactosyltransferase (EC 2.4.1.-); beta-1,3-glucosyltransferase (EC 2.4.1.-); beta-1,2-glucosyltransferase (EC 2.4.1.-); beta-1,2-galactosyltransferase (EC 2.4.1.-); LPS beta-1,4-galactosyltransferase (EC 2.4.1.-); occidiofungin beta-xylosyltransferase (EC 2.4.2.-); UDP-Gal:procollagen beta-galactosyltransferase (EC 2.4.1.50)	2.4.1.-,2.4.2.-	GT25.hmm	VOG00221	sp|Q5UQ62|YR655_MIMIV Putative glycosyltransferase R655; Xh	Xh	0	False	
QGNH01001862.1_103	QGNH01001862.1	QGNH01001862.1	103	98387	99163	1	D																Glycosyl transferase family 2 [PF13704.9]								0	False	
QGNH01001862.1_104	QGNH01001862.1	QGNH01001862.1	104	99173	100306	1	D																Glycosyltransferase family 9 (heptosyltransferase) [PF01075.20]								0	False	
QGNH01001862.1_105	QGNH01001862.1	QGNH01001862.1	105	100374	100562	1	E																								0	False	
QGNH01001862.1_106	QGNH01001862.1	QGNH01001862.1	106	100632	101558	1	E																								0	False	
QGNH01001862.1_107	QGNH01001862.1	QGNH01001862.1	107	101657	101971	1	E																								0	False	
QGNH01001862.1_108	QGNH01001862.1	QGNH01001862.1	108	102025	102900	1	E																								0	False	
QGNH01001862.1_109	QGNH01001862.1	QGNH01001862.1	109	103202	103327	-1	E																								0	False	
QGNH01001862.1_110	QGNH01001862.1	QGNH01001862.1	110	103367	103648	1	E																								0	False	
QGNH01001862.1_111	QGNH01001862.1	QGNH01001862.1	111	103648	104205	1	E																								0	False	
QGNH01001862.1_112	QGNH01001862.1	QGNH01001862.1	112	104156	104851	1	E																								0	False	
QGNH01001862.1_113	QGNH01001862.1	QGNH01001862.1	113	104859	105188	1	E																								0	False	
QGNH01001862.1_114	QGNH01001862.1	QGNH01001862.1	114	105231	105938	1	E																								0	False	
QGNH01001862.1_115	QGNH01001862.1	QGNH01001862.1	115	106003	106392	1	E																								0	False	
QGNH01001862.1_116	QGNH01001862.1	QGNH01001862.1	116	106407	108482	1	E			YP_009220240.1	YP_009220240.1 MAG: AAA ATPase [Phormidium phage MIS-PhV1A]	False	0.492	110.0	3.736e-23													VOG04587	sp|P49541|YCF46_TRICV Uncharacterized AAA domain-containing protein ycf46; Xh	Xh	0	False	
QGNH01001862.1_117	QGNH01001862.1	QGNH01001862.1	117	108694	109200	1	E																								1	False	
QGNH01001862.1_118	QGNH01001862.1	QGNH01001862.1	118	109222	109617	1	E																								0	False	
QGNH01001862.1_119	QGNH01001862.1	QGNH01001862.1	119	109940	110095	1	E																								0	False	
QGNH01001862.1_120	QGNH01001862.1	QGNH01001862.1	120	110092	110298	1	E																								0	False	
QGNH01001862.1_121	QGNH01001862.1	QGNH01001862.1	121	110648	111757	1	D			YP_010107409.1	YP_010107409.1 hypothetical protein KNV00_gp008 [Streptomyces phage Bmoc]	False	0.253	71.0	9.314e-12								Gene product 88 [PF17338.5]					VOG01505	sp|O64269|VG88_BPMD2 Gene 88 protein; Xu	Xu	0	False	
QGNH01001862.1_122	QGNH01001862.1	QGNH01001862.1	122	111741	112010	1	E																								0	False	
QGNH01001862.1_123	QGNH01001862.1	QGNH01001862.1	123	112007	112219	1	E																								0	False	
QGNH01001862.1_124	QGNH01001862.1	QGNH01001862.1	124	112216	112920	1	E																								0	False	
QGNH01001862.1_125	QGNH01001862.1	QGNH01001862.1	125	112871	113212	1	E																								0	False	
QGNH01001862.1_126	QGNH01001862.1	QGNH01001862.1	126	113329	114525	-1	E																								0	False	
QGNH01001862.1_127	QGNH01001862.1	QGNH01001862.1	127	114620	117307	1	E																								0	False	
QGNH01001862.1_128	QGNH01001862.1	QGNH01001862.1	128	117325	117546	1	E																								0	False	
QGNH01001862.1_129	QGNH01001862.1	QGNH01001862.1	129	117607	118758	1	D			NP_050128.1	NP_050128.1 DNA helicase [Lactobacillus phage phiadh]	False	0.243	104.0	3.68e-22								Type III restriction enzyme, res subunit [PF04851.18]					VOG00203	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
QGNH01001862.1_130	QGNH01001862.1	QGNH01001862.1	130	118957	119436	1	D																GIY-YIG catalytic domain [PF01541.27]								0	False	
QGNH01001862.1_131	QGNH01001862.1	QGNH01001862.1	131	119456	120685	1	E																								0	False	
QGNH01001862.1_132	QGNH01001862.1	QGNH01001862.1	132	120765	121166	1	E																								0	False	
QGNH01001862.1_133	QGNH01001862.1	QGNH01001862.1	133	121177	121572	1	E																								0	False	
QGNH01001862.1_134	QGNH01001862.1	QGNH01001862.1	134	121569	123494	-1	D			YP_007517474.1	YP_007517474.1 terminase large subunit [Bacillus phage Andromeda]	False	0.231	103.0	4.7610000000000004e-21								Phage terminase large subunit gpA, ATPase domain [PF05876.15]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001862.1_135	QGNH01001862.1	QGNH01001862.1	135	123768	123959	1	E																								0	False	
QGNH01001862.1_136	QGNH01001862.1	QGNH01001862.1	136	123968	124390	1	E																								0	False	
QGNH01001862.1_137	QGNH01001862.1	QGNH01001862.1	137	124347	124754	1	E																								0	False	
QGNH01001862.1_138	QGNH01001862.1	QGNH01001862.1	138	124766	125185	1	E																								0	False	
QGNH01001862.1_139	QGNH01001862.1	QGNH01001862.1	139	125124	125753	1	E																								0	False	
QGNH01001862.1_140	QGNH01001862.1	QGNH01001862.1	140	125845	128760	1	D			YP_006560916.1	YP_006560916.1 ribonucleotide reductase [Celeribacter phage P12053L]	True	0.569	621.0	1.7099999999999998e-189								Ribonucleotide reductase alpha domain [PF17975.4]; Ribonucleotide reductase, barrel domain [PF02867.18]					VOG00122	sp|P00452|RIR1_ECOLI Ribonucleoside-diphosphate reductase 1 subunit alpha; Xh	Xh	0	False	MKE
QGNH01001862.1_141	QGNH01001862.1	QGNH01001862.1	141	128826	129497	1	E																								0	False	
QGNH01001862.1_142	QGNH01001862.1	QGNH01001862.1	142	129501	129782	1	E																								0	False	
QGNH01001862.1_143	QGNH01001862.1	QGNH01001862.1	143	129878	130249	1	E																								0	False	
QGNH01001862.1_144	QGNH01001862.1	QGNH01001862.1	144	130298	131326	1	D			YP_004062066.1	YP_004062066.1 ATP-dependent DNA ligase [Micromonas sp. RCC1109 virus MpV1]	False	0.257	90.0	6.145e-18								ATP dependent DNA ligase domain [PF01068.24]; DNA ligase OB-like domain [PF14743.9]					VOG00242	sp|P00970|DNLI_BPT4 DNA ligase; XhXr	Xh;Xr	0	False	V
QGNH01001862.1_145	QGNH01001862.1	QGNH01001862.1	145	131295	131993	1	E			YP_009187625.1	YP_009187625.1 hypothetical protein KB57_012 [Klebsiella phage vB_KpnM_KB57]	False	0.276	68.0	1.688e-11													VOG00171	sp|Q5UQL9|YR423_MIMIV Uncharacterized protein R423; Xu	Xu	0	False	
QGNH01001862.1_146	QGNH01001862.1	QGNH01001862.1	146	131990	132226	1	E																								0	False	
QGNH01001862.1_147	QGNH01001862.1	QGNH01001862.1	147	132307	132693	1	E																								0	False	
QGNH01001862.1_148	QGNH01001862.1	QGNH01001862.1	148	132709	133596	1	D																Rhamnan synthesis protein F [PF05045.15]								0	False	MK
QGNH01001862.1_149	QGNH01001862.1	QGNH01001862.1	149	133728	133958	1	E																								0	False	
QGNH01001862.1_150	QGNH01001862.1	QGNH01001862.1	150	134276	135190	1	E																								0	False	
QGNH01001862.1_151	QGNH01001862.1	QGNH01001862.1	151	135165	135713	1	E																								0	False	
QGNH01001862.1_152	QGNH01001862.1	QGNH01001862.1	152	135724	137265	1	C	K03272	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]	YP_009213705.1	YP_009213705.1 bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase [Prochlorococcus phage P-TIM68]	False	0.41	99.0	3.2120000000000005e-20								pfkB family carbohydrate kinase [PF00294.27]; Cytidylyltransferase-like [PF01467.29]					VOG18158	sp|A6Q4Z6|HLDE_NITSB Bifunctional protein HldE; Xh	Xh	0	False	MK
QGNH01001862.1_153	QGNH01001862.1	QGNH01001862.1	153	137262	137810	1	E																								0	False	
QGNH01001862.1_154	QGNH01001862.1	QGNH01001862.1	154	137962	138888	1	E																								0	False	
QGNH01001862.1_155	QGNH01001862.1	QGNH01001862.1	155	138839	139420	1	E																								0	False	
QGNH01001862.1_156	QGNH01001862.1	QGNH01001862.1	156	139571	139885	1	E																								0	False	
QGNH01001862.1_157	QGNH01001862.1	QGNH01001862.1	157	139944	140336	1	E			YP_010773451.1	YP_010773451.1 hypothetical protein QIT85_gp61 [Pseudomonas phage vB_Pae_LC3I3]	False	0.516	119.0	2.264e-30													VOG01554	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01001862.1_158	QGNH01001862.1	QGNH01001862.1	158	140317	142482	1	D																RecF/RecN/SMC N terminal domain [PF02463.22]; AAA domain [PF13476.9]; SbcC/RAD50-like, Walker B motif [PF13558.9]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.9]; AAA domain [PF13166.9]					VOG00264	sp|P04522|EXO2_BPT4 Exonuclease subunit 2; XhXp	Xh;Xp	0	False	
QGNH01001862.1_159	QGNH01001862.1	QGNH01001862.1	159	142479	142700	1	E																								0	False	
QGNH01001862.1_160	QGNH01001862.1	QGNH01001862.1	160	142697	142975	1	E																								0	False	
QGNH01001862.1_161	QGNH01001862.1	QGNH01001862.1	161	142972	143163	1	E																								0	False	
QGNH01001862.1_162	QGNH01001862.1	QGNH01001862.1	162	143218	144171	1	E																								0	False	
QGNH01001862.1_163	QGNH01001862.1	QGNH01001862.1	163	144181	144846	1	E																								0	False	
QGNH01001862.1_164	QGNH01001862.1	QGNH01001862.1	164	144856	145320	1	E																								0	False	
QGNH01001862.1_165	QGNH01001862.1	QGNH01001862.1	165	145328	146821	1	D			YP_007007081.1	YP_007007081.1 DNA helicase [Bdellovibrio phage phi1422]	False	0.194	70.0	3.314e-11								Type III restriction enzyme, res subunit [PF04851.18]; DEAD/DEAH box helicase [PF00270.32]					VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
QGNH01001862.1_166	QGNH01001862.1	QGNH01001862.1	166	146830	147489	1	E																								0	False	
QGNH01001862.1_167	QGNH01001862.1	QGNH01001862.1	167	147486	150170	1	D			YP_007392869.1	YP_007392869.1 terminase large subunit [Klebsiella phage JD001]	False	0.475	312.0	1.628e-86	MER0135116	N09	MER0135116 - family N9 unassigned peptide lyases () [N09.UPW]#N09#{peptidase unit: 156-502}~source AET73038~	False	0.45	282.0	2.527e-76	Hom_end-associated Hint [PF05203.19]; Homing endonuclease [PF05204.17]; DnaB-like helicase C terminal domain [PF03796.18]					VOG00428	sp|B6YUE9|CDC6_THEON ORC1-type DNA replication protein; XhXr	Xh;Xr	0	False	VP
