	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_044946.1_16	NC_044946.1	NC_044946.1	16	13471	14238	-1	D			YP_009702911.1	YP_009702911.1 MGF 360-4L [African swine fever virus]	True	0.992	537.0	6.13e-173								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_17	NC_044946.1	NC_044946.1	17	15081	16244	-1	D			YP_009702912.1	YP_009702912.1 MGF 360-7L [African swine fever virus]	True	0.984	781.0	7.771e-255								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_18	NC_044946.1	NC_044946.1	18	17292	17507	1	E			YP_009702913.1	YP_009702913.1 BA71V-X69R [African swine fever virus]	False	1.0	154.0	8.345e-44									VOG36424	sp|P0CAJ3|VF69R_ASFP4 Uncharacterized membrane protein X69R; Xu	Xu	0	False	
NC_044946.1_19	NC_044946.1	NC_044946.1	19	17805	18611	-1	E			YP_009702914.1	YP_009702914.1 MGF 300-1L [African swine fever virus]	True	0.988	561.0	3.675e-181									VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_20	NC_044946.1	NC_044946.1	20	18571	18672	-1	E																				0	False	
NC_044946.1_21	NC_044946.1	NC_044946.1	21	19380	19922	1	E			YP_009702915.1	YP_009702915.1 MGF 300-2R [African swine fever virus]	False	0.979	332.0	1.148e-103									VOG36425	sp|P0C9K8|3002R_ASFWA Protein MGF 300-2R; Xu	Xu	0	False	
NC_044946.1_22	NC_044946.1	NC_044946.1	22	20011	21003	-1	E			YP_009702916.1	YP_009702916.1 MGF 300-4L [African swine fever virus]	True	0.997	698.0	2.946e-227									VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_23	NC_044946.1	NC_044946.1	23	21350	22117	-1	D			YP_009702917.1	YP_009702917.1 MGF 360-8L [African swine fever virus]	True	1.0	548.0	6.553e-177								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_24	NC_044946.1	NC_044946.1	24	22289	23353	-1	D			YP_009702918.1	YP_009702918.1 MGF 360-9L [African swine fever virus]	True	1.0	753.0	6.281000000000002e-246								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_25	NC_044946.1	NC_044946.1	25	23437	24507	-1	D			YP_009702919.1	YP_009702919.1 MGF 360-10L [African swine fever virus]	True	1.0	757.0	2.155e-247								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_26	NC_044946.1	NC_044946.1	26	24534	25595	-1	D			YP_009702920.1	YP_009702920.1 MGF 360-11L [African swine fever virus]	True	0.995	744.0	6.147e-243								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_27	NC_044946.1	NC_044946.1	27	25763	27376	1	D			YP_009702921.1	YP_009702921.1 MGF 505-1R [African swine fever virus]	True	0.969	1083.0	0.0								Multigene family 530 protein [PF03158.16]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_28	NC_044946.1	NC_044946.1	28	27428	28483	-1	D			YP_009702922.1	YP_009702922.1 MGF 360-12L [African swine fever virus]	True	0.986	732.0	7.141e-239								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_29	NC_044946.1	NC_044946.1	29	28643	28990	-1	D			YP_009702923.1	YP_009702923.1 MGF 360-13L(FRAG-1) [African swine fever virus]	False	0.96	235.0	5.158e-71								African swine fever virus multigene family 360 protein [PF01671.19]				0	False	
NC_044946.1_30	NC_044946.1	NC_044946.1	30	29075	29704	-1	D			YP_009702924.1	YP_009702924.1 MGF 360-13L(FRAG-2) [African swine fever virus]	True	1.0	447.0	1.16e-142								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_31	NC_044946.1	NC_044946.1	31	29917	30990	-1	D			YP_009702925.1	YP_009702925.1 MGF 360-14L [African swine fever virus]	True	0.987	745.0	2.882e-243								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_32	NC_044946.1	NC_044946.1	32	31225	32799	1	D			YP_009702926.1	YP_009702926.1 MGF 505-2R [African swine fever virus]	True	0.942	1037.0	0.0								Multigene family 530 protein [PF03158.16]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_33	NC_044946.1	NC_044946.1	33	32886	33734	1	D			YP_009702927.1	YP_009702927.1 MGF 505-3R [African swine fever virus]	True	0.987	589.0	9.878e-191								Multigene family 530 protein [PF03158.16]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_34	NC_044946.1	NC_044946.1	34	34020	35540	1	D			YP_009702928.1	YP_009702928.1 MGF 505-4R [African swine fever virus]	True	0.963	1027.0	0.0								Multigene family 530 protein [PF03158.16]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_35	NC_044946.1	NC_044946.1	35	35533	37077	1	D			YP_009702929.1	YP_009702929.1 MGF 505-5R [African swine fever virus]	True	0.974	1032.0	0.0								Multigene family 530 protein [PF03158.16]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_36	NC_044946.1	NC_044946.1	36	37393	38844	1	D			YP_009702930.1	YP_009702930.1 MGF 505-7R [African swine fever virus]	True	0.959	976.0	9.39e-321								Multigene family 530 protein [PF03158.16]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_37	NC_044946.1	NC_044946.1	37	39277	40800	1	D			YP_009702931.1	YP_009702931.1 MGF 505-9R [African swine fever virus]	True	0.959	1024.0	0.0								Multigene family 530 protein [PF03158.16]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_38	NC_044946.1	NC_044946.1	38	41043	42668	1	D			YP_009702932.1	YP_009702932.1 MGF 505-10R [African swine fever virus]	True	0.962	1096.0	0.0								Multigene family 530 protein [PF03158.16]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_39	NC_044946.1	NC_044946.1	39	42799	43473	-1	D			YP_009702933.1	YP_009702933.1 BA71V-A224L (4CL) [African swine fever virus]	True	1.0	488.0	1.3480000000000002e-156	MER0176774	I32	MER0176774 - family I32 unassigned peptidase inhibitors () [I32.UPW]#I32#{inhibitor unit: 60-106}~source AAB58393~	False	1.0	116.0	1.334e-27	IAP-like protein p27 C-terminus [PF06556.14]; Inhibitor of Apoptosis domain [PF00653.24]				0	False	P
NC_044946.1_40	NC_044946.1	NC_044946.1	40	43820	44134	1	D			NP_042728.1	NP_042728.1 DNA binding protein [African swine fever virus]	False	0.929	205.0	8.134e-61								Bacterial DNA-binding protein [PF00216.24]	VOG02563	sp|P0A3H0|DBH_GEOSE DNA-binding protein HU; Xr	Xr	0	False	V
NC_044946.1_41	NC_044946.1	NC_044946.1	41	44136	44666	-1	D			YP_009702935.1	YP_009702935.1 BA71V-A240L [African swine fever virus]	True	0.986	368.0	3.2200000000000004e-116								Thymidylate kinase [PF02223.20]				0	False	
NC_044946.1_42	NC_044946.1	NC_044946.1	42	45178	45630	1	E			YP_009702936.1	YP_009702936.1 BA71V-A151R [African swine fever virus]	False	1.0	321.0	3.55e-100									VOG36426	sp|P0CA55|VF151_ASFK5 Protein A151R; Xh	Xh	0	False	
NC_044946.1_43	NC_044946.1	NC_044946.1	43	45897	46706	1	E			YP_009702937.1	YP_009702937.1 MGF 360-15R [African swine fever virus]	True	0.981	558.0	3.5010000000000007e-180									VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_44	NC_044946.1	NC_044946.1	44	46924	47643	-1	D			YP_009702938.1	YP_009702938.1 BA71V-A238L (5EL) [African swine fever virus]	True	1.0	518.0	1.074e-166								Ankyrin repeats (3 copies) [PF12796.10]; Ankyrin repeats (many copies) [PF13637.9]				0	False	
NC_044946.1_45	NC_044946.1	NC_044946.1	45	47687	50266	-1	D			YP_009702939.1	YP_009702939.1 BA71V-A859L [African swine fever virus]	True	0.984	1785.0	0.0								Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]	VOG36427	sp|P0C8H0|VF859_ASFK5 Probable helicase A859L; Xh	Xh	0	False	
NC_044946.1_46	NC_044946.1	NC_044946.1	46	50268	50807	-1	D			YP_009702940.1	YP_009702940.1 BA71V-A179L (5HL) [African swine fever virus]	True	0.985	374.0	3.271e-118								Apoptosis regulator proteins, Bcl-2 family [PF00452.22]	VOG00178	sp|F5HGJ3|ARBH_HHV8P Apoptosis regulator Bcl-2 homolog; Xp	Xp	0	False	
NC_044946.1_47	NC_044946.1	NC_044946.1	47	51050	51481	1	E			YP_009702941.1	YP_009702941.1 BA71V-A137R (p11.5) [African swine fever virus]	False	0.988	288.0	6.074e-89									VOG36429	sp|P0CA44|VF137_ASFK5 Structural protein A137R; XhXs	Xs;Xh	0	False	V
NC_044946.1_48	NC_044946.1	NC_044946.1	48	51564	52499	-1	E			YP_009702942.1	YP_009702942.1 BA71V-F317L [African swine fever virus]	True	0.98	644.0	3.6290000000000004e-209									VOG36428	sp|P0CAD9|VF317_ASFK5 Uncharacterized protein F317L; XhXs	Xs;Xh	0	False	V
NC_044946.1_49	NC_044946.1	NC_044946.1	49	52539	53522	-1	C	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	YP_009702943.1	YP_009702943.1 BA71V-F334L [African swine fever virus]	True	0.984	681.0	1.435e-221								Ribonucleotide reductase, small chain [PF00268.24]	VOG00527	sp|P69924|RIR2_ECOLI Ribonucleoside-diphosphate reductase 1 subunit beta; Xh	Xh	0	False	MKE
NC_044946.1_50	NC_044946.1	NC_044946.1	50	53564	55906	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	YP_009702944.1	YP_009702944.1 ribonucleotide reductase large subunit [African swine fever virus]	True	0.965	1586.0	0.0								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	VOG00122	sp|P00452|RIR1_ECOLI Ribonucleoside-diphosphate reductase 1 subunit alpha; Xh	Xh	0	False	MKE
NC_044946.1_51	NC_044946.1	NC_044946.1	51	55939	56436	1	E			YP_009702945.1	YP_009702945.1 BA71V-F165R [African swine fever virus]	False	0.975	341.0	5.438e-107									VOG36430	sp|P0CA66|VF165_ASFK5 Uncharacterized protein F165R; Xh	Xh	0	False	
NC_044946.1_52	NC_044946.1	NC_044946.1	52	56423	59569	-1	D			YP_009702946.1	YP_009702946.1 replication [African swine fever virus]	True	0.974	2151.0	0.0								Origin of replication binding protein [PF02399.18]	VOG00070	sp|Q6QGH9|OBP_BPT5 Putative replication origin binding protein; Xh	Xh	0	False	
NC_044946.1_53	NC_044946.1	NC_044946.1	53	59685	60314	1	E			YP_009702947.1	YP_009702947.1 BA71V-K205R [African swine fever virus]	True	0.916	402.0	2.548e-127									VOG36431	sp|P0CA97|VF205_ASFK5 Uncharacterized protein K205R; XhXp	Xh;Xp	0	False	
NC_044946.1_54	NC_044946.1	NC_044946.1	54	60389	60622	1	E			YP_009702948.1	YP_009702948.1 BA71V-K78R (p10) [African swine fever virus]	False	0.9	147.0	2.45e-41									VOG36432	sp|P0C9X7|P10_ASFK5 Structural DNA-binding protein p10; Xs	Xs	0	False	V
NC_044946.1_55	NC_044946.1	NC_044946.1	55	60619	61176	1	C	K00857	thymidine kinase [EC:2.7.1.21]	YP_009702949.1	YP_009702949.1 BA71V-K196R [African swine fever virus]	True	0.985	387.0	2.4630000000000004e-122								Thymidine kinase [PF00265.21]				0	False	
NC_044946.1_56	NC_044946.1	NC_044946.1	56	61226	61663	1	E			YP_009702785.1	YP_009702785.1 BA71V-K145R [African swine fever virus]	False	0.951	292.0	2.845e-90									VOG36433	sp|P0CA48|VF145_ASFK5 Uncharacterized protein K145R; XhXs	Xs;Xh	0	False	V
NC_044946.1_57	NC_044946.1	NC_044946.1	57	61635	62954	1	E			YP_009702951.1	YP_009702951.1 BA71V-K421R [African swine fever virus]	True	0.975	859.0	7.108e-281									VOG36434	sp|P0CAG6|VF421_ASFK5 Uncharacterized protein K421R; XhXs	Xs;Xh	0	False	V
NC_044946.1_58	NC_044946.1	NC_044946.1	58	62979	66707	-1	C	K26373	Asfivirus DNA-directed RNA polymerase RPB2 [EC:2.7.7.6]	YP_009702952.1	YP_009702952.1 BA71V-EP1242L [African swine fever virus]	True	0.967	2529.0	0.0	MER0195833	N11	MER0195833 - family N11 unassigned peptide lyases () [N11.UPW]#N11#{peptidase unit: 944-1048}~source YP_003970177~	False	0.442	86.0	3.991e-15	RNA polymerase Rpb2, domain 6 [PF00562.31]; RNA polymerase beta subunit [PF04563.18]; RNA polymerase Rpb2, domain 7 [PF04560.23]; RNA polymerase Rpb2, domain 4 [PF04566.16]; RNA polymerase Rpb2, domain 2 [PF04561.17]	VOG00359	sp|P30876|RPB2_HUMAN DNA-directed RNA polymerase II subunit RPB2; XhXr	Xh;Xr	0	False	VP
NC_044946.1_59	NC_044946.1	NC_044946.1	59	66786	67040	1	E			YP_009702953.1	YP_009702953.1 BA71V-EP84R [African swine fever virus]	False	0.864	153.0	3.004e-43									VOG36436	sp|P0CAL4|VF84_ASFK5 Transmembrane protein EP84R; XhXs	Xs;Xh	0	False	V
NC_044946.1_60	NC_044946.1	NC_044946.1	60	67076	68350	1	D			YP_009702954.1	YP_009702954.1 BA71V-EP424R [African swine fever virus]	True	0.99	888.0	2.65e-291								FtsJ-like methyltransferase [PF01728.22]				0	False	
NC_044946.1_61	NC_044946.1	NC_044946.1	61	68405	68623	-1	E																				0	False	
NC_044946.1_62	NC_044946.1	NC_044946.1	62	68829	68957	-1	E																				0	False	
NC_044946.1_63	NC_044946.1	NC_044946.1	63	68996	69235	1	E			YP_009702955.1	YP_009702955.1 BA71V-EP152R [African swine fever virus]	False	0.993	168.0	1.405e-48									VOG36435	sp|P0CA59|VF152_ASFK5 Uncharacterized protein EP152R; Xs	Xs	0	False	V
NC_044946.1_64	NC_044946.1	NC_044946.1	64	69244	69741	1	D			YP_009702956.1	YP_009702956.1 BA71V-EP153R [African swine fever virus]	False	0.98	343.0	1.122e-107	MER0201358	I63	MER0201358 - family I63 unassigned peptidase inhibitors () [I63.UPW]#I63#{inhibitor unit: 67-106}~source AAY44918~	False	0.721	61.0	1.167e-09	UL45 protein, carbohydrate-binding C-type lectin-like [PF05473.15]				0	False	P
NC_044946.1_65	NC_044946.1	NC_044946.1	65	69827	70984	1	E			YP_009702957.1	YP_009702957.1 BA71V-EP402R (CD2v) [African swine fever virus]	True	0.932	754.0	1.428e-245									VOG36437	sp|P0C9V6|CD2H_ASFWA CD2 homolog; XhXs	Xs;Xh	0	False	V
NC_044946.1_66	NC_044946.1	NC_044946.1	66	71101	72258	1	D			YP_009702958.1	YP_009702958.1 BA71V-EP364R [African swine fever virus]	True	0.934	756.0	2.954e-246								ERCC4 domain [PF02732.18]	VOG01108	sp|P0CAF6|VF364_ASFK5 ERCC4 domain-containing protein EP364R; XhXp	Xh;Xp	0	False	
NC_044946.1_67	NC_044946.1	NC_044946.1	67	72320	76072	-1	E			YP_009702959.1	YP_009702959.1 BA71V-M1249L [African swine fever virus]	True	0.963	2533.0	0.0									VOG36438	sp|P0CAB3|M1249_ASFK5 Minor capsid protein M1249L; XhXpXs	Xs;Xh;Xp	1	False	V
NC_044946.1_68	NC_044946.1	NC_044946.1	68	76114	77460	1	E			YP_009702960.1	YP_009702960.1 BA71V-M448R [African swine fever virus]	True	0.989	937.0	6.422e-308												0	False	
NC_044946.1_69	NC_044946.1	NC_044946.1	69	77537	77926	1	E			YP_009702961.1	YP_009702961.1 BA71V-C129R [African swine fever virus]	False	0.995	273.0	3.663e-84									VOG36440	sp|P0CA36|VF129_ASFK5 Uncharacterized protein C129R; XpXs	Xs;Xp	0	False	V
NC_044946.1_70	NC_044946.1	NC_044946.1	70	78008	78238	-1	E			YP_009927187.1	YP_009927187.1 hypothetical protein IM014_gp097 [African swine fever virus]	False	0.935	151.0	7.165e-43												0	False	
NC_044946.1_71	NC_044946.1	NC_044946.1	71	78698	80851	1	E			YP_009702963.1	YP_009702963.1 BA71V-C717R [African swine fever virus]	True	0.975	1474.0	0.0									VOG36439	sp|P0CAJ5|VF717_ASFK5 Uncharacterized protein C717R; XhXs	Xs;Xh	0	False	V
NC_044946.1_72	NC_044946.1	NC_044946.1	72	80835	81068	-1	E			YP_009703310.1	YP_009703310.1 hypothetical protein F8221_gp093 [African swine fever virus]	False	0.861	140.0	7.315e-39												0	False	
NC_044946.1_73	NC_044946.1	NC_044946.1	73	81740	82513	-1	E			YP_009702965.1	YP_009702965.1 BA71V-C257L [African swine fever virus]	True	0.993	541.0	1.533e-174									VOG36443	sp|P0CAB7|VF257_ASFK5 Transmembrane protein C257L; XhXs	Xs;Xh	0	False	V
NC_044946.1_74	NC_044946.1	NC_044946.1	74	82492	83919	-1	D			YP_009702966.1	YP_009702966.1 BA71V-C475L [African swine fever virus]	True	0.987	991.0	0.0								Poly(A) polymerase catalytic subunit [PF19244.2]	VOG36444	sp|P0C9D2|PAP1_ASFM2 Putative poly(A) polymerase catalytic subunit; XhXrXs	Xs;Xh;Xr	0	False	V
NC_044946.1_75	NC_044946.1	NC_044946.1	75	83972	84922	1	E			YP_009702802.1	YP_009702802.1 BA71V-C315R [African swine fever virus]	True	0.948	631.0	1.509e-204									VOG05118	sp|Q5UPT1|TF2B_MIMIV Putative transcription initiation factor IIB-like protein; Xu	Xu	0	False	
NC_044946.1_76	NC_044946.1	NC_044946.1	76	84974	85417	-1	C	K26374	Asfivirus DNA-directed RNA polymerase RPB6	YP_009702803.1	YP_009702803.1 BA71V-C147L (g6L) [African swine fever virus]	False	0.909	281.0	1.576e-86									VOG09732	sp|Q5UQ32|RPO6_MIMIV DNA-directed RNA polymerase subunit 6; XhXr	Xh;Xr	0	False	V
NC_044946.1_77	NC_044946.1	NC_044946.1	77	85617	85799	1	E			YP_009703317.1	YP_009703317.1 hypothetical protein F8221_gp100 [African swine fever virus]	False	0.838	106.0	1.555e-27												0	False	
NC_044946.1_78	NC_044946.1	NC_044946.1	78	85845	88733	1	D			YP_009702970.1	YP_009702970.1 BA71V-C962R [African swine fever virus]	True	0.979	1988.0	0.0								D5 N terminal like [PF08706.14]	VOG00138	sp|Q5UQ22|YL207_MIMIV Putative helicase L207/L206; Xh	Xh	0	False	
NC_044946.1_79	NC_044946.1	NC_044946.1	79	88684	88842	-1	E			YP_009927196.1	YP_009927196.1 hypothetical protein IM014_gp106 [African swine fever virus]	False	0.903	100.0	1.203e-25												0	False	
NC_044946.1_80	NC_044946.1	NC_044946.1	80	88868	91759	-1	D			YP_009702971.1	YP_009702971.1 BA71V-B962L [African swine fever virus]	True	0.976	1981.0	0.0								DEAD/DEAH box helicase [PF00270.32]				0	False	
NC_044946.1_81	NC_044946.1	NC_044946.1	81	91719	92078	-1	D			YP_009702972.1	YP_009702972.1 BA71V-B119L (9GL) [African swine fever virus]	False	1.0	265.0	1.71e-81								Erv1 / Alr family [PF04777.16]	VOG05179	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_044946.1_82	NC_044946.1	NC_044946.1	82	92059	93015	-1	D			YP_009702973.1	YP_009702973.1 BA71V-B318L [African swine fever virus]	True	0.981	660.0	1.688e-214								Polyprenyl synthetase [PF00348.20]	VOG05737	sp|P0C9E0|TPRT_ASFP4 Trans-prenyltransferase; Xh	Xh	0	False	MK
NC_044946.1_83	NC_044946.1	NC_044946.1	83	92982	94298	-1	E			YP_009702974.1	YP_009702974.1 BA71V-B438L (p49) [African swine fever virus]	True	0.987	915.0	2.532e-300									VOG36447	sp|P0C9Z5|P49_ASFWA Minor capsid protein p49; XhXs	Xs;Xh	0	False	V
NC_044946.1_84	NC_044946.1	NC_044946.1	84	94311	94790	-1	E			YP_009702975.1	YP_009702975.1 BA71V-B169L [African swine fever virus]	False	0.947	318.0	3.635e-99									VOG36446	sp|P0CA70|VF169_ASFK5 Transmembrane protein B169L; XhXs	Xs;Xh	0	False	V
NC_044946.1_85	NC_044946.1	NC_044946.1	85	94807	96111	-1	E			YP_009702976.1	YP_009702976.1 BA71V-B475L [African swine fever virus]	True	0.923	840.0	2.078e-274									VOG36448	sp|P0CAH7|VF475_ASFK5 Uncharacterized protein B475L; Xh	Xh	0	False	
NC_044946.1_86	NC_044946.1	NC_044946.1	86	96359	97423	-1	D			YP_009702977.1	YP_009702977.1 BA71V-B354L [African swine fever virus]	True	0.97	725.0	2.3899999999999997e-236								Poxvirus A32 protein [PF04665.15]	VOG36449	sp|P0C752|VF354_ASFM2 Uncharacterized protein B354L; Xh	Xh	0	False	
NC_044946.1_87	NC_044946.1	NC_044946.1	87	97434	99173	-1	E			YP_009702978.1	YP_009702978.1 BA71V-B602L (9RL) [African swine fever virus]	True	0.937	1139.0	0.0									VOG36450	sp|P0CAI0|VF602_ASFK5 Protein B602L; Xh	Xh	0	False	
NC_044946.1_88	NC_044946.1	NC_044946.1	88	99227	100384	1	D			YP_009702979.1	YP_009702979.1 BA71V-B385R [African swine fever virus]	True	0.998	814.0	2.264e-266								Poxvirus Late Transcription Factor VLTF3 like [PF04947.17]; A2L zinc ribbon domain [PF08792.13]	VOG02945	sp|Q98544|Y494R_PBCV1 Putative transcription factor A494R; Xu	Xu	1	False	
NC_044946.1_89	NC_044946.1	NC_044946.1	89	100452	102392	-1	D			YP_009702815.1	YP_009702815.1 BA71V-B646L (p72) [African swine fever virus]	True	1.0	1386.0	0.0								Large eukaryotic DNA virus major capsid protein [PF04451.15]; Major capsid protein N-terminus [PF16903.8]				0	False	
NC_044946.1_90	NC_044946.1	NC_044946.1	90	102432	102809	1	E			YP_009702816.1	YP_009702816.1 BA71V-B125R [African swine fever virus]	False	0.971	258.0	6.745e-79									VOG36455	sp|P0CA33|VF125_ASFK5 Uncharacterized protein B125R; Xh	Xh	0	False	
