	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_053504_NC_053504_20	NC_053504	NC_053504	20	19721	22234	1	E															0
NC_053504_NC_053504_21	NC_053504	NC_053504	21	22244	23461	1	E															0
NC_053504_NC_053504_22	NC_053504	NC_053504	22	23491	23874	1	E															0
NC_053504_NC_053504_23	NC_053504	NC_053504	23	23886	24827	1	E															0
NC_053504_NC_053504_24	NC_053504	NC_053504	24	24852	24959	1	E															0
NC_053504_NC_053504_25	NC_053504	NC_053504	25	24959	26431	1	C	K03791	putative chitinase								D-alanyl-D-alanine carboxypeptidase [PF13539.9]; Chitinase class I [PF00182.22]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm	0
NC_053504_NC_053504_26	NC_053504	NC_053504	26	26431	26847	1	D										Mycobacterial 2 TMS Phage Holin (M2 Hol) Family [PF16081.8]					0
NC_053504_NC_053504_27	NC_053504	NC_053504	27	26847	27890	1	E															0
NC_053504_NC_053504_28	NC_053504	NC_053504	28	27904	28368	1	E															0
NC_053504_NC_053504_29	NC_053504	NC_053504	29	28371	28790	1	E															0
NC_053504_NC_053504_30	NC_053504	NC_053504	30	28781	29047	1	E															0
NC_053504_NC_053504_31	NC_053504	NC_053504	31	29358	29687	-1	E															0
NC_053504_NC_053504_32	NC_053504	NC_053504	32	29644	30384	-1	C	K07074	uncharacterized protein								RNA repair pathway DNA polymerase beta family [PF10127.12]					0
NC_053504_NC_053504_33	NC_053504	NC_053504	33	30481	30918	-1	C	K26249	nucleoid-associated protein Lsr2								Lsr2 [PF11774.11]					0
NC_053504_NC_053504_34	NC_053504	NC_053504	34	31005	31388	-1	E															0
NC_053504_NC_053504_35	NC_053504	NC_053504	35	31895	33187	1	C	K14059	integrase								Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF14659.9]					0
NC_053504_NC_053504_36	NC_053504	NC_053504	36	33184	33765	-1	E															0
NC_053504_NC_053504_37	NC_053504	NC_053504	37	34130	34549	-1	E															0
NC_053504_NC_053504_38	NC_053504	NC_053504	38	34652	34951	1	E															0
NC_053504_NC_053504_39	NC_053504	NC_053504	39	34948	35163	1	E															0
NC_053504_NC_053504_40	NC_053504	NC_053504	40	35160	35555	1	E															0
NC_053504_NC_053504_41	NC_053504	NC_053504	41	35643	36050	1	E															0
NC_053504_NC_053504_42	NC_053504	NC_053504	42	36473	36835	1	E															0
NC_053504_NC_053504_43	NC_053504	NC_053504	43	36886	37047	1	E															0
NC_053504_NC_053504_44	NC_053504	NC_053504	44	37019	37828	1	D										Calcineurin-like phosphoesterase superfamily domain [PF12850.10]					0
NC_053504_NC_053504_45	NC_053504	NC_053504	45	37828	38046	1	E															0
NC_053504_NC_053504_46	NC_053504	NC_053504	46	38036	38350	1	E															0
NC_053504_NC_053504_47	NC_053504	NC_053504	47	38573	39505	1	E															0
NC_053504_NC_053504_48	NC_053504	NC_053504	48	39677	40072	1	E															0
NC_053504_NC_053504_49	NC_053504	NC_053504	49	40069	40314	1	E															0
NC_053504_NC_053504_50	NC_053504	NC_053504	50	40415	40573	1	E															0
NC_053504_NC_053504_51	NC_053504	NC_053504	51	40570	40803	1	E															0
NC_053504_NC_053504_52	NC_053504	NC_053504	52	40815	42254	1	D										Domain of unknown function (DUF2828) [PF11443.11]					0
NC_053504_NC_053504_53	NC_053504	NC_053504	53	42636	42977	1	E															0
NC_053504_NC_053504_54	NC_053504	NC_053504	54	42970	43287	1	E															0
NC_053504_NC_053504_55	NC_053504	NC_053504	55	43414	43590	1	E															0
NC_053504_NC_053504_56	NC_053504	NC_053504	56	43580	43771	1	E															0
NC_053504_NC_053504_57	NC_053504	NC_053504	57	44011	44748	1	E															0
NC_053504_NC_053504_58	NC_053504	NC_053504	58	44742	45527	1	D										ERF superfamily [PF04404.15]					0
NC_053504_NC_053504_59	NC_053504	NC_053504	59	45527	45799	1	E															0
NC_053504_NC_053504_60	NC_053504	NC_053504	60	45796	46113	1	E															0
NC_053504_NC_053504_61	NC_053504	NC_053504	61	46106	46477	1	E															0
NC_053504_NC_053504_62	NC_053504	NC_053504	62	46548	46691	-1	E															0
NC_053504_NC_053504_63	NC_053504	NC_053504	63	46777	47238	1	E															0
NC_053504_NC_053504_64	NC_053504	NC_053504	64	47231	47911	1	E															0
NC_053504_NC_053504_65	NC_053504	NC_053504	65	47908	49173	1	C	K02314	replicative DNA helicase [EC:5.6.2.3]								DnaB-like helicase C terminal domain [PF03796.18]; DnaB-like helicase N terminal domain [PF00772.24]; KaiC [PF06745.16]; AAA domain [PF13481.9]; Divergent DnaB-like ATPase [PF20307.1]					0
NC_053504_NC_053504_66	NC_053504	NC_053504	66	49170	49451	1	D										Transcription factor WhiB [PF02467.19]					0
NC_053504_NC_053504_67	NC_053504	NC_053504	67	49756	49905	1	E															0
NC_053504_NC_053504_68	NC_053504	NC_053504	68	49890	50750	1	C	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]								Phosphoribosyl synthetase-associated domain [PF14572.9]					0
NC_053504_NC_053504_69	NC_053504	NC_053504	69	50747	52222	1	C	K03462	nicotinamide phosphoribosyltransferase [EC:2.4.2.12]								Nicotinate phosphoribosyltransferase (NAPRTase) family [PF04095.19]; Nicotinamide phosphoribosyltransferase, N-terminal domain [PF18127.4]					0
NC_053504_NC_053504_70	NC_053504	NC_053504	70	52309	53247	1	C	K26036	Escherichia phage polynucleotide kinase [EC:2.7.1.78 3.1.3.34]								AAA domain [PF13671.9]; Zeta toxin [PF06414.15]; Chromatin associated protein KTI12 [PF08433.13]; HAD superfamily, subfamily IIIB (Acid phosphatase) [PF03767.17]; Chloramphenicol phosphotransferase-like protein [PF07931.15]					0
NC_053504_NC_053504_71	NC_053504	NC_053504	71	53247	53429	1	E															0
NC_053504_NC_053504_72	NC_053504	NC_053504	72	53469	53822	1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]								Endodeoxyribonuclease RusA [PF05866.14]					0
NC_053504_NC_053504_73	NC_053504	NC_053504	73	53791	54060	1	C	K18955	WhiB family transcriptional regulator, redox-sensing transcriptional regulator								Transcription factor WhiB [PF02467.19]					0
NC_053504_NC_053504_74	NC_053504	NC_053504	74	54057	54380	1	C	K18955	WhiB family transcriptional regulator, redox-sensing transcriptional regulator								Transcription factor WhiB [PF02467.19]					0
NC_053504_NC_053504_75	NC_053504	NC_053504	75	54370	54609	1	E															0
NC_053504_NC_053504_76	NC_053504	NC_053504	76	54599	54853	1	E															0
NC_053504_NC_053504_77	NC_053504	NC_053504	77	54826	55410	1	E															0
NC_053504_NC_053504_78	NC_053504	NC_053504	78	55403	55786	1	C	K03111	single-strand DNA-binding protein								Single-strand binding protein family [PF00436.28]					0
NC_053504_NC_053504_79	NC_053504	NC_053504	79	56026	57324	1	D										RNA ligase [PF09414.13]					0
NC_053504_NC_053504_80	NC_053504	NC_053504	80	57324	57974	1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	MER1016289	S14	MER1016289 - family S14 unassigned peptidases () [S14.UPW]#S14#{peptidase unit: 51-214}~source S5XYD9~	False	347.0	1.333e-107	0.994	Clp protease [PF00574.26]					0
NC_053504_NC_053504_81	NC_053504	NC_053504	81	57974	58519	1	E															0
NC_053504_NC_053504_82	NC_053504	NC_053504	82	58621	58851	1	E															0
NC_053504_NC_053504_83	NC_053504	NC_053504	83	58844	59182	1	E															0
NC_053504_NC_053504_84	NC_053504	NC_053504	84	59232	59639	1	D										HNH endonuclease [PF13392.9]					0
NC_053504_NC_053504_85	NC_053504	NC_053504	85	59726	59995	1	E															0
NC_053504_NC_053504_86	NC_053504	NC_053504	86	59973	60314	1	D										Protein of unknwon function (DUF3310) [PF11753.11]					0
NC_053504_NC_053504_87	NC_053504	NC_053504	87	60311	61093	1	D										RNase_H superfamily [PF13482.9]					0
NC_053504_NC_053504_88	NC_053504	NC_053504	88	61093	61227	1	D										Gene product 63 [PF17471.5]					0
NC_053504_NC_053504_89	NC_053504	NC_053504	89	61227	61469	1	E															0
NC_053504_NC_053504_90	NC_053504	NC_053504	90	61487	61663	1	E															0
NC_053504_NC_053504_91	NC_053504	NC_053504	91	61620	62039	1	E															0
NC_053504_NC_053504_92	NC_053504	NC_053504	92	62039	62269	1	E															0
NC_053504_NC_053504_93	NC_053504	NC_053504	93	62365	62622	1	E															0
NC_053504_NC_053504_94	NC_053504	NC_053504	94	62887	63090	1	E															0
NC_053504_NC_053504_95	NC_053504	NC_053504	95	63236	63460	1	E															0
NC_053504_NC_053504_96	NC_053504	NC_053504	96	63872	64126	1	E															0
NC_053504_NC_053504_97	NC_053504	NC_053504	97	64248	65030	1	D										Domain of unknown function (DUF4417) [PF14386.9]					0
NC_053504_NC_053504_98	NC_053504	NC_053504	98	65017	65403	1	E															0
NC_053504_NC_053504_99	NC_053504	NC_053504	99	65610	65858	-1	E															0
NC_053504_NC_053504_100	NC_053504	NC_053504	100	65855	65995	-1	E															0
NC_053504_NC_053504_101	NC_053504	NC_053504	101	65999	66433	-1	D										Family of unknown function (DUF6283) [PF19800.2]					0
NC_053504_NC_053504_102	NC_053504	NC_053504	102	66439	66690	-1	E															0
NC_053504_NC_053504_103	NC_053504	NC_053504	103	66859	67098	-1	E															0
NC_053504_NC_053504_104	NC_053504	NC_053504	104	67127	67987	-1	E															0
NC_053504_NC_053504_105	NC_053504	NC_053504	105	68055	68435	-1	D										Domain of unknown function (DUF3846) [PF12957.10]					0
NC_053504_NC_053504_106	NC_053504	NC_053504	106	68476	68712	-1	E															0
NC_053504_NC_053504_107	NC_053504	NC_053504	107	68681	68875	-1	E															0
NC_053504_NC_053504_108	NC_053504	NC_053504	108	68960	69244	-1	E															0
NC_053504_NC_053504_109	NC_053504	NC_053504	109	69247	69396	-1	E															0
NC_053504_NC_053504_110	NC_053504	NC_053504	110	69398	69535	-1	E															0
NC_053504_NC_053504_111	NC_053504	NC_053504	111	69871	70326	1	E															0
NC_053504_NC_053504_112	NC_053504	NC_053504	112	70822	71649	-1	E															0
NC_053504_NC_053504_113	NC_053504	NC_053504	113	72029	73231	-1	D										AAA domain (dynein-related subfamily) [PF07728.17]; ATPase family associated with various cellular activities (AAA) [PF07726.14]; MoxR domain in the MoxR-vWA-beta-propeller ternary systems [PF20030.2]; ATPase family associated with various cellular activities (AAA) [PF00004.32]					0
NC_053504_NC_053504_114	NC_053504	NC_053504	114	73680	74012	-1	E															0
NC_053504_NC_053504_115	NC_053504	NC_053504	115	74107	74430	-1	E															0
