	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_054681.1_11	NC_054681.1	NC_054681.1	11	8361	8804	1	E			YP_010056640.1	YP_010056640.1 head-tail adaptor Ad1 [Streptomyces phage Lorelei]	False	0.986	308.0	7.491e-96		VOG00419	sp|Q05225|VG19_BPML5 Gene 19 protein; Xu	Xu	0	False	
NC_054681.1_12	NC_054681.1	NC_054681.1	12	8825	9136	1	E			YP_010056641.1	YP_010056641.1 head closure Hc1 [Streptomyces phage Lorelei]	False	1.0	228.0	4.499000000000001e-69		VOG00901	sp|O64214|VG20_BPMD2 Gene 20 protein; Xu	Xu	0	False	
NC_054681.1_13	NC_054681.1	NC_054681.1	13	9136	9534	1	D			YP_010056642.1	YP_010056642.1 hypothetical protein KGH01_gp13 [Streptomyces phage Lorelei]	False	0.942	263.0	1.559e-80	Family of unknown function (DUF5403) [PF17395.5]	VOG00560	sp|Q05227|VG21_BPML5 Gene 21 protein; Xu	Xu	0	False	
NC_054681.1_14	NC_054681.1	NC_054681.1	14	9534	10037	1	E			YP_010056567.1	YP_010056567.1 tail terminator [Streptomyces phage Goby]	False	0.975	345.0	2.549e-108		VOG00096	sp|O64216|VG22_BPMD2 Gene 22 protein; Xu	Xu	0	False	
NC_054681.1_15	NC_054681.1	NC_054681.1	15	10054	10806	1	E			YP_010056644.1	YP_010056644.1 hypothetical protein KGH01_gp15 [Streptomyces phage Lorelei]	True	0.952	502.0	3.961e-161		VOG00135	sp|Q05229|VG23_BPML5 Major tail protein Gp23; Xs	Xs	0	False	V
NC_054681.1_16	NC_054681.1	NC_054681.1	16	10924	11247	1	D			YP_008060251.1	YP_008060251.1 tail assembly chaperone [Streptomyces phage Zemlya]	False	0.899	203.0	3.333e-60	Mycobacteriophage tail assembly protein [PF17388.5]				0	False	
NC_054681.1_17	NC_054681.1	NC_054681.1	17	11457	11636	1	E			YP_010056645.1	YP_010056645.1 tail assembly chaperone [Streptomyces phage Lorelei]	False	0.976	124.0	1.291e-33					0	False	
NC_054681.1_18	NC_054681.1	NC_054681.1	18	11640	14963	1	E			YP_010056647.1	YP_010056647.1 tail length tape measure protein [Streptomyces phage Lorelei]	True	0.889	2027.0	0.0		VOG03153	sp|D3WAD2|TMP_BPLP2 Probable tape measure protein; Xs	Xs	0	False	V
NC_054681.1_19	NC_054681.1	NC_054681.1	19	14967	15824	1	D			YP_010056648.1	YP_010056648.1 minor tail protein [Streptomyces phage Lorelei]	True	0.962	579.0	5.655e-187	Phage tail protein [PF05709.14]	VOG32942	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_054681.1_20	NC_054681.1	NC_054681.1	20	15829	17040	1	D			YP_010056649.1	YP_010056649.1 minor tail protein [Streptomyces phage Lorelei]	True	0.945	801.0	1.257e-261	Siphovirus ReqiPepy6 Gp37-like protein [PF14594.9]	VOG04468	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_054681.1_21	NC_054681.1	NC_054681.1	21	17095	17340	1	E			YP_010056650.1	YP_010056650.1 hypothetical protein KGH01_gp21 [Streptomyces phage Lorelei]	False	0.923	159.0	2.247e-45		VOG01316	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_22	NC_054681.1	NC_054681.1	22	17342	19327	1	E			YP_010056651.1	YP_010056651.1 hypothetical protein KGH01_gp22 [Streptomyces phage Lorelei]	True	0.953	1326.0	0.0		VOG00308	sp|Q5UQ50|COLL6_MIMIV Collagen-like protein 6; XhXs	Xs;Xh	0	False	V
NC_054681.1_23	NC_054681.1	NC_054681.1	23	19327	19827	1	E			YP_010056652.1	YP_010056652.1 hypothetical protein KGH01_gp23 [Streptomyces phage Lorelei]	False	0.956	336.0	4.731e-105		VOG09577	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_24	NC_054681.1	NC_054681.1	24	19902	21248	1	D			YP_010056653.1	YP_010056653.1 tail protein [Streptomyces phage Lorelei]	True	0.959	905.0	1.064e-296	Chaperone of endosialidase [PF13884.9]	VOG04668	REFSEQ lectin; Xu	Xu	0	False	
NC_054681.1_25	NC_054681.1	NC_054681.1	25	21248	21601	1	D			YP_010056654.1	YP_010056654.1 hypothetical protein KGH01_gp25 [Streptomyces phage Lorelei]	False	0.887	218.0	2.401e-65	Protein of unknown function (DUF2746) [PF10874.11]	VOG00752	sp|Q05239|VG30_BPML5 Gene 30 protein; Xu	Xu	0	False	
NC_054681.1_26	NC_054681.1	NC_054681.1	26	21627	22721	1	D			YP_010056655.1	YP_010056655.1 endolysin [Streptomyces phage Lorelei]	True	0.991	764.0	2.0279999999999998e-249	LysM domain [PF01476.23]	VOG03940	REFSEQ endolysin; Xu	Xu	0	False	
NC_054681.1_27	NC_054681.1	NC_054681.1	27	22718	22987	1	E			YP_010056656.1	YP_010056656.1 hypothetical protein KGH01_gp27 [Streptomyces phage Lorelei]	False	0.91	171.0	1.338e-49		VOG04625	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_28	NC_054681.1	NC_054681.1	28	23042	23302	-1	E			YP_010056657.1	YP_010056657.1 hypothetical protein KGH01_gp28 [Streptomyces phage Lorelei]	False	0.945	173.0	3.255e-50		VOG09579	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_29	NC_054681.1	NC_054681.1	29	23389	23841	1	E			YP_010056658.1	YP_010056658.1 transcriptional repressor [Streptomyces phage Lorelei]	False	0.996	318.0	3.235e-99		VOG00931	sp|Q05286|VG71_BPML5 Repressor-like immunity protein; Xu	Xu	0	False	
NC_054681.1_30	NC_054681.1	NC_054681.1	30	23978	24262	1	E			YP_010056659.1	YP_010056659.1 hypothetical protein KGH01_gp30 [Streptomyces phage Lorelei]	False	0.993	199.0	3.034e-59		VOG03714	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_31	NC_054681.1	NC_054681.1	31	24274	25230	1	E			YP_010056660.1	YP_010056660.1 exonuclease [Streptomyces phage Lorelei]	True	0.973	654.0	1.908e-212					0	False	
NC_054681.1_32	NC_054681.1	NC_054681.1	32	25351	25872	1	E			YP_010056661.1	YP_010056661.1 hypothetical protein KGH01_gp32 [Streptomyces phage Lorelei]	False	0.935	341.0	7.967e-107		VOG09578	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_33	NC_054681.1	NC_054681.1	33	26060	26497	1	E			YP_010056663.1	YP_010056663.1 hypothetical protein KGH01_gp34 [Streptomyces phage Lorelei]	False	0.968	298.0	2.497e-92		VOG05209	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_34	NC_054681.1	NC_054681.1	34	26571	27047	1	C	K01493	dCMP deaminase [EC:3.5.4.12]	YP_010056664.1	YP_010056664.1 dCMP deaminase [Streptomyces phage Lorelei]	False	0.981	329.0	6.896999999999999e-103	Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.26]; MafB19-like deaminase [PF14437.9]	VOG01436	sp|O22000|DCTD_BPMD2 Deoxycytidylate deaminase; Xr	Xr	0	False	V
NC_054681.1_35	NC_054681.1	NC_054681.1	35	27104	27859	1	D			YP_010056665.1	YP_010056665.1 DnaB-like replicative helicase [Streptomyces phage Lorelei]	True	0.954	505.0	3.333e-162	DnaB-like helicase C terminal domain [PF03796.18]; AAA domain [PF13481.9]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
NC_054681.1_36	NC_054681.1	NC_054681.1	36	27928	28290	1	E			YP_010056666.1	YP_010056666.1 hypothetical protein KGH01_gp37 [Streptomyces phage Lorelei]	False	0.96	244.0	2.443e-74		VOG00684	sp|O48499|D14_BPT5 Protein D14; Xh	Xh	0	False	
NC_054681.1_37	NC_054681.1	NC_054681.1	37	28299	28433	1	E			YP_010056667.1	YP_010056667.1 hypothetical protein KGH01_gp38 [Streptomyces phage Lorelei]	False	0.969	92.0	6.218e-23		VOG02666	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_38	NC_054681.1	NC_054681.1	38	28710	29360	1	D			YP_010056669.1	YP_010056669.1 DNA primase [Streptomyces phage Lorelei]	True	0.984	451.0	6.91e-144	Toprim-like [PF13155.9]				0	False	
NC_054681.1_39	NC_054681.1	NC_054681.1	39	29357	29713	1	E			YP_010056670.1	YP_010056670.1 hypothetical protein KGH01_gp41 [Streptomyces phage Lorelei]	False	0.909	226.0	4.541e-68		VOG04214	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_40	NC_054681.1	NC_054681.1	40	29710	29868	1	E			YP_009592408.1	YP_009592408.1 hypothetical protein FDG70_gp43 [Streptomyces phage Danzina]	False	0.974	109.0	1.1199999999999999e-28		VOG03840	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_41	NC_054681.1	NC_054681.1	41	29865	30083	1	E			YP_010056672.1	YP_010056672.1 hypothetical protein KGH01_gp43 [Streptomyces phage Lorelei]	False	0.939	144.0	1.751e-40		VOG09581	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_42	NC_054681.1	NC_054681.1	42	30076	31266	1	E			YP_010056673.1	YP_010056673.1 exonuclease [Streptomyces phage Lorelei]	True	0.983	823.0	1.971e-269		VOG03571	REFSEQ exonuclease; Xu	Xu	0	False	
NC_054681.1_43	NC_054681.1	NC_054681.1	43	31293	31649	1	E			YP_010056674.1	YP_010056674.1 hypothetical protein KGH01_gp45 [Streptomyces phage Lorelei]	False	0.915	228.0	1.283e-68		VOG01073	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_44	NC_054681.1	NC_054681.1	44	31649	32047	1	E			YP_010056675.1	YP_010056675.1 sigma factor [Streptomyces phage Lorelei]	False	1.0	283.0	1.579e-87		VOG01073	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_45	NC_054681.1	NC_054681.1	45	32044	32397	1	E			YP_010056676.1	YP_010056676.1 hypothetical protein KGH01_gp47 [Streptomyces phage Lorelei]	False	0.949	235.0	3.0220000000000003e-71		VOG09582	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_46	NC_054681.1	NC_054681.1	46	32494	34584	1	D			YP_010056677.1	YP_010056677.1 ribonucleotide reductase [Streptomyces phage Lorelei]	True	0.982	1443.0	0.0	Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase alpha domain [PF17975.4]	VOG00122	sp|P00452|RIR1_ECOLI Ribonucleoside-diphosphate reductase 1 subunit alpha; Xh	Xh	0	False	MKE
NC_054681.1_47	NC_054681.1	NC_054681.1	47	34642	34860	1	C	K26249	nucleoid-associated protein Lsr2	YP_010056678.1	YP_010056678.1 Lsr2-like DNA bridging protein [Streptomyces phage Lorelei]	False	0.935	143.0	3.298e-40	Lsr2 [PF11774.11]	VOG08198	sp|P24094|LSR2_MYCLE Nucleoid-associated protein Lsr2; Xu	Xu	0	False	
NC_054681.1_48	NC_054681.1	NC_054681.1	48	34835	35011	-1	E			YP_010056679.1	YP_010056679.1 hypothetical protein KGH01_gp50 [Streptomyces phage Lorelei]	False	0.936	116.0	5.063e-31		VOG19397	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_49	NC_054681.1	NC_054681.1	49	35146	36723	1	C	K06400	site-specific DNA recombinase	YP_010056680.1	YP_010056680.1 integrase [Streptomyces phage Lorelei]	True	0.973	1077.0	0.0	Resolvase, N terminal domain [PF00239.24]	VOG00303	sp|P03014|PINE_ECOLI Serine recombinase PinE; Xr	Xr	0	False	V
NC_054681.1_50	NC_054681.1	NC_054681.1	50	36833	37546	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	YP_010056681.1	YP_010056681.1 thymidylate synthase [Streptomyces phage Lorelei]	True	0.997	501.0	4.024e-161	Thymidylate synthase complementing protein [PF02511.18]	VOG03899	sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase; XhXr	Xr;Xh	0	False	V
NC_054681.1_51	NC_054681.1	NC_054681.1	51	37543	37815	-1	E			YP_010056682.1	YP_010056682.1 hypothetical protein KGH01_gp53 [Streptomyces phage Lorelei]	False	0.971	186.0	8.473e-55		VOG09586	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_52	NC_054681.1	NC_054681.1	52	37818	37940	-1	E			YP_010056683.1	YP_010056683.1 hypothetical protein KGH01_gp54 [Streptomyces phage Lorelei]	False	0.959	83.0	7.486000000000001e-20		VOG06463	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_53	NC_054681.1	NC_054681.1	53	38013	41495	-1	C	K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	YP_010056684.1	YP_010056684.1 DNA polymerase [Streptomyces phage Lorelei]	True	0.966	2359.0	0.0	Bacterial DNA polymerase III alpha NTPase domain [PF07733.15]; Bacterial DNA polymerase III alpha subunit finger domain [PF17657.4]; PHP domain [PF02811.22]; Helix-hairpin-helix motif [PF14579.9]; OB-fold nucleic acid binding domain [PF01336.28]	VOG07446	sp|O67125|DPO3A_AQUAE DNA polymerase III subunit alpha; XhXr	Xr;Xh	0	False	V
NC_054681.1_54	NC_054681.1	NC_054681.1	54	41492	41728	-1	E			YP_010056685.1	YP_010056685.1 hypothetical protein KGH01_gp56 [Streptomyces phage Lorelei]	False	0.937	156.0	2.435e-44		VOG00731	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_55	NC_054681.1	NC_054681.1	55	41742	42137	-1	E			YP_010056686.1	YP_010056686.1 hypothetical protein KGH01_gp57 [Streptomyces phage Lorelei]	False	1.0	280.0	1.372e-86		VOG09587	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_56	NC_054681.1	NC_054681.1	56	42257	42709	-1	E			YP_010056687.1	YP_010056687.1 hypothetical protein KGH01_gp58 [Streptomyces phage Lorelei]	False	0.989	288.0	6.194e-89		VOG09588	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_57	NC_054681.1	NC_054681.1	57	42710	43294	-1	E			YP_010056688.1	YP_010056688.1 deoxynucleoside monophosphate [Streptomyces phage Lorelei]	True	0.98	403.0	6.659000000000001e-128		VOG02121	sp|Q7Y4Y9|DNMK_BPR69 Deoxynucleotide monophosphate kinase; Xh	Xh	0	False	
NC_054681.1_58	NC_054681.1	NC_054681.1	58	43291	43596	-1	E			YP_010056689.1	YP_010056689.1 hypothetical protein KGH01_gp60 [Streptomyces phage Lorelei]	False	1.0	222.0	4.669e-67		VOG09590	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_59	NC_054681.1	NC_054681.1	59	43593	43835	-1	E			YP_008051464.1	YP_008051464.1 hypothetical protein M050_gp62 [Streptomyces phage Sujidade]	False	0.99	169.0	4.165e-49					0	False	
NC_054681.1_60	NC_054681.1	NC_054681.1	60	43832	44107	-1	E			YP_010056691.1	YP_010056691.1 hypothetical protein KGH01_gp62 [Streptomyces phage Lorelei]	False	0.989	192.0	7.752e-57					0	False	
NC_054681.1_61	NC_054681.1	NC_054681.1	61	44364	44624	-1	D			YP_010056693.1	YP_010056693.1 hypothetical protein KGH01_gp64 [Streptomyces phage Lorelei]	False	0.936	171.0	1.583e-49	Essential protein Yae1, N terminal [PF09811.12]	VOG03876	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_62	NC_054681.1	NC_054681.1	62	44708	45064	-1	E			YP_010056694.1	YP_010056694.1 hypothetical protein KGH01_gp65 [Streptomyces phage Lorelei]	False	1.0	268.0	1.784e-82		VOG14263	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054681.1_63	NC_054681.1	NC_054681.1	63	45079	45450	-1	E			YP_010056695.1	YP_010056695.1 hypothetical protein KGH01_gp66 [Streptomyces phage Lorelei]	False	0.982	257.0	1.151e-78		VOG08039	sp|Q05298|VG82_BPML5 Gene 82 protein; Xu	Xu	0	False	
NC_054681.1_64	NC_054681.1	NC_054681.1	64	45536	45991	-1	E			YP_010056696.1	YP_010056696.1 HNH endonuclease [Streptomyces phage Lorelei]	False	1.0	327.0	2.386e-102		VOG01981	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
NC_054681.1_65	NC_054681.1	NC_054681.1	65	46095	46298	-1	E			YP_010056697.1	YP_010056697.1 hypothetical protein KGH01_gp68 [Streptomyces phage Lorelei]	False	0.979	141.0	2.352e-39		VOG09594	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054681.1_66	NC_054681.1	NC_054681.1	66	46301	46723	-1	E			YP_010056698.1	YP_010056698.1 hypothetical protein KGH01_gp69 [Streptomyces phage Lorelei]	False	0.98	291.0	3.066e-90		VOG09595	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054681.1_67	NC_054681.1	NC_054681.1	67	46847	47266	-1	E			YP_010056699.1	YP_010056699.1 hypothetical protein KGH01_gp70 [Streptomyces phage Lorelei]	False	0.981	286.0	3.331e-88		VOG00422	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054681.1_68	NC_054681.1	NC_054681.1	68	47279	47404	-1	E			YP_010056700.1	YP_010056700.1 hypothetical protein KGH01_gp71 [Streptomyces phage Lorelei]	False	0.826	72.0	4.229e-16		VOG09598	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054681.1_69	NC_054681.1	NC_054681.1	69	47501	48478	-1	E			YP_010056701.1	YP_010056701.1 hypothetical protein KGH01_gp72 [Streptomyces phage Lorelei]	True	0.988	679.0	4.607e-221		VOG09596	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054681.1_70	NC_054681.1	NC_054681.1	70	48599	49033	-1	E			YP_010056702.1	YP_010056702.1 hypothetical protein KGH01_gp73 [Streptomyces phage Lorelei]	False	1.0	316.0	1.609e-98		VOG09592	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054681.1_71	NC_054681.1	NC_054681.1	71	49125	49244	-1	E			YP_010056703.1	YP_010056703.1 hypothetical protein KGH01_gp74 [Streptomyces phage Lorelei]	False	0.833	70.0	3.524e-15		VOG01220	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054681.1_72	NC_054681.1	NC_054681.1	72	49342	49722	-1	E			YP_010056704.1	YP_010056704.1 hypothetical protein KGH01_gp75 [Streptomyces phage Lorelei]	False	0.981	263.0	1.166e-80		VOG09597	REFSEQ hypothetical protein; Xu	Xu	0	False	F
