	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000654.1_11	QGNH01000654.1	QGNH01000654.1	11	6372	6557	-1	E																								0	False	
QGNH01000654.1_12	QGNH01000654.1	QGNH01000654.1	12	6663	7004	-1	E																								0	False	
QGNH01000654.1_13	QGNH01000654.1	QGNH01000654.1	13	7005	7223	-1	E																								0	False	
QGNH01000654.1_14	QGNH01000654.1	QGNH01000654.1	14	7220	7414	-1	E																								0	False	
QGNH01000654.1_15	QGNH01000654.1	QGNH01000654.1	15	7434	7589	-1	E																								0	False	
QGNH01000654.1_16	QGNH01000654.1	QGNH01000654.1	16	7582	7944	-1	E																								0	False	
QGNH01000654.1_17	QGNH01000654.1	QGNH01000654.1	17	8293	9036	1	E																								0	False	
QGNH01000654.1_18	QGNH01000654.1	QGNH01000654.1	18	8987	9880	1	E			YP_002300351.1	YP_002300351.1 tail fiber protein [Bacillus phage SPO1]	False	0.297	89.0	5.293e-18													VOG07388	REFSEQ tail fiber protein; Xu	Xu	0	False	
QGNH01000654.1_19	QGNH01000654.1	QGNH01000654.1	19	9897	10856	1	E																					VOG02665	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01000654.1_20	QGNH01000654.1	QGNH01000654.1	20	10869	11879	1	E																								1	False	
QGNH01000654.1_21	QGNH01000654.1	QGNH01000654.1	21	11880	12506	1	E																								0	False	
QGNH01000654.1_22	QGNH01000654.1	QGNH01000654.1	22	12508	13167	1	E																								0	False	
QGNH01000654.1_23	QGNH01000654.1	QGNH01000654.1	23	13169	14152	-1	E			YP_009361519.1	YP_009361519.1 HNH endonuclease [Pacmanvirus A23]	False	0.272	119.0	1.081e-27													VOG00116	sp|Q5UQ10|YL192_MIMIV Uncharacterized protein L192; Xu	Xu	0	False	
QGNH01000654.1_24	QGNH01000654.1	QGNH01000654.1	24	14304	15044	-1	C	K07074	uncharacterized protein	YP_009831835.1	YP_009831835.1 nucleotidyltransferase [Streptomyces phage BRock]	False	0.304	79.0	2.618e-15								RNA repair pathway DNA polymerase beta family [PF10127.12]					VOG01053	sp|P39242|Y05G_BPT4 Uncharacterized 38.9 kDa protein in nrdC-mobD intergenic region; Xu	Xu	0	False	
QGNH01000654.1_25	QGNH01000654.1	QGNH01000654.1	25	15037	15282	-1	E																								1	False	
QGNH01000654.1_26	QGNH01000654.1	QGNH01000654.1	26	15340	15570	1	E																								0	False	
QGNH01000654.1_27	QGNH01000654.1	QGNH01000654.1	27	15597	17444	1	E																								0	False	
QGNH01000654.1_28	QGNH01000654.1	QGNH01000654.1	28	17462	17905	1	E																								0	False	
QGNH01000654.1_29	QGNH01000654.1	QGNH01000654.1	29	17919	18668	1	E			YP_010685574.1	YP_010685574.1 homing endonuclease [Klebsiella phage vB_Kpn_ZCKp20p]	False	0.248	78.0	9.36e-15													VOG00073	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	1	False	
QGNH01000654.1_30	QGNH01000654.1	QGNH01000654.1	30	18670	19119	1	E																								0	False	
QGNH01000654.1_31	QGNH01000654.1	QGNH01000654.1	31	19214	19561	1	E																								0	False	
QGNH01000654.1_32	QGNH01000654.1	QGNH01000654.1	32	19594	20028	1	E																								0	False	
QGNH01000654.1_33	QGNH01000654.1	QGNH01000654.1	33	20003	21190	1	E																								0	False	
QGNH01000654.1_34	QGNH01000654.1	QGNH01000654.1	34	21187	22944	1	E			YP_007003410.1	YP_007003410.1 tail protein with lysin activity [Bacillus phage SP-10]	False	0.165	67.0	3.13e-10																0	False	
QGNH01000654.1_35	QGNH01000654.1	QGNH01000654.1	35	22954	23718	1	E																								0	False	
QGNH01000654.1_36	QGNH01000654.1	QGNH01000654.1	36	23720	25462	1	E			YP_009814416.1	YP_009814416.1 baseplate protein [Lactobacillus phage Bromius]	False	0.278	73.0	4.742e-12													VOG07395	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01000654.1_37	QGNH01000654.1	QGNH01000654.1	37	25504	25974	1	E																								0	False	
QGNH01000654.1_38	QGNH01000654.1	QGNH01000654.1	38	26202	26972	1	E																								0	False	
QGNH01000654.1_39	QGNH01000654.1	QGNH01000654.1	39	27215	27442	1	E																								0	False	
QGNH01000654.1_40	QGNH01000654.1	QGNH01000654.1	40	27807	28541	1	E																								0	False	
QGNH01000654.1_41	QGNH01000654.1	QGNH01000654.1	41	28595	30859	1	E																								0	False	F
QGNH01000654.1_42	QGNH01000654.1	QGNH01000654.1	42	30874	31431	1	E																								0	False	F
QGNH01000654.1_43	QGNH01000654.1	QGNH01000654.1	43	31433	32092	1	C	K07273	lysozyme	YP_009600073.1	YP_009600073.1 endolysin [Geobacillus phage TP-84]	False	0.291	95.0	8.515e-21								Glycosyl hydrolases family 25 [PF01183.23]	GH25	GH25 lysozyme (EC 3.2.1.17)	3.2.1.17	GH25.hmm				0	False	F
QGNH01000654.1_44	QGNH01000654.1	QGNH01000654.1	44	32162	32713	1	E																								0	False	F
QGNH01000654.1_45	QGNH01000654.1	QGNH01000654.1	45	32715	32990	1	E																								0	False	F
QGNH01000654.1_46	QGNH01000654.1	QGNH01000654.1	46	32932	33504	1	E																								0	False	F
QGNH01000654.1_47	QGNH01000654.1	QGNH01000654.1	47	33997	34863	1	D																Collagen triple helix repeat (20 copies) [PF01391.21]								0	False	F
