	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_028664_NC_028664_20	NC_028664	NC_028664	20	12892	13113	1	E															0
NC_028664_NC_028664_21	NC_028664	NC_028664	21	13274	13552	1	E															0
NC_028664_NC_028664_22	NC_028664	NC_028664	22	13552	14532	1	E															0
NC_028664_NC_028664_23	NC_028664	NC_028664	23	14529	14708	1	E															0
NC_028664_NC_028664_24	NC_028664	NC_028664	24	14721	14885	1	E															0
NC_028664_NC_028664_25	NC_028664	NC_028664	25	14937	15743	1	E															0
NC_028664_NC_028664_26	NC_028664	NC_028664	26	15797	16051	1	E															0
NC_028664_NC_028664_27	NC_028664	NC_028664	27	16055	16429	1	E															0
NC_028664_NC_028664_28	NC_028664	NC_028664	28	16429	16590	1	E															0
NC_028664_NC_028664_29	NC_028664	NC_028664	29	16593	16790	1	E															0
NC_028664_NC_028664_30	NC_028664	NC_028664	30	16790	16951	1	E															0
NC_028664_NC_028664_31	NC_028664	NC_028664	31	16951	17919	1	E															0
NC_028664_NC_028664_32	NC_028664	NC_028664	32	17876	18079	1	E															0
NC_028664_NC_028664_33	NC_028664	NC_028664	33	18070	18492	1	D										Recombination endonuclease VII [PF02945.18]					0
NC_028664_NC_028664_34	NC_028664	NC_028664	34	18489	18950	1	D										Protein of unknwon function (DUF3310) [PF11753.11]					0
NC_028664_NC_028664_35	NC_028664	NC_028664	35	18961	19053	1	E															0
NC_028664_NC_028664_36	NC_028664	NC_028664	36	19092	21560	1	D										DNA-dependent RNA polymerase [PF00940.22]; DNA-directed RNA polymerase N-terminal [PF14700.9]					0
NC_028664_NC_028664_37	NC_028664	NC_028664	37	21584	22024	1	E															0
NC_028664_NC_028664_38	NC_028664	NC_028664	38	22021	22284	1	E															0
NC_028664_NC_028664_39	NC_028664	NC_028664	39	22294	23889	1	D										Bacteriophage head to tail connecting protein [PF12236.11]					0
NC_028664_NC_028664_40	NC_028664	NC_028664	40	23904	24746	1	E															0
NC_028664_NC_028664_41	NC_028664	NC_028664	41	24772	25794	1	E															0
NC_028664_NC_028664_42	NC_028664	NC_028664	42	25806	25988	1	E															0
NC_028664_NC_028664_43	NC_028664	NC_028664	43	26076	26636	1	D										Tail tubular protein [PF17212.6]					0
NC_028664_NC_028664_44	NC_028664	NC_028664	44	26646	29024	1	E															0
NC_028664_NC_028664_45	NC_028664	NC_028664	45	29026	29613	1	E															0
NC_028664_NC_028664_46	NC_028664	NC_028664	46	29631	32315	1	E															0
NC_028664_NC_028664_47	NC_028664	NC_028664	47	32366	36064	1	E															0
NC_028664_NC_028664_48	NC_028664	NC_028664	48	36066	37658	1	D										Phage T7 tail fibre protein [PF03906.17]					0
NC_028664_NC_028664_49	NC_028664	NC_028664	49	37658	37960	1	E															0
NC_028664_NC_028664_50	NC_028664	NC_028664	50	37960	39816	1	E															0
NC_028664_NC_028664_51	NC_028664	NC_028664	51	39816	40193	1	E															0
NC_028664_NC_028664_52	NC_028664	NC_028664	52	40207	40389	1	E															0
NC_028664_NC_028664_53	NC_028664	NC_028664	53	40389	40793	1	E															0
NC_028664_NC_028664_54	NC_028664	NC_028664	54	40786	41037	1	D										Bacteriophage P21 holin S [PF04971.15]					0
NC_028664_NC_028664_55	NC_028664	NC_028664	55	41042	41620	1	C	K01185	lysozyme [EC:3.2.1.17]								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm	0
NC_028664_NC_028664_56	NC_028664	NC_028664	56	41633	43615	1	E															0
NC_028664_NC_028664_57	NC_028664	NC_028664	57	43637	43894	1	E															0
