index	PC1	PC2	PC3	PC4	PC5
K07700: dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA	-0.0	-0.0	0.0	-0.0	0.0
K01652: E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	0.38334075952929975	-1.0483809671097997	0.06033358262492331	-0.01752337561861066	-2.4795553706525592e-17
K02484: K02484; two-component system, OmpR family, sensor kinase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K07645: qseC; two-component system, OmpR family, sensor histidine kinase QseC	-0.0	-0.0	0.0	-0.0	0.0
K00384: trxB, TRR; thioredoxin reductase (NADPH)	-0.0	-0.0	0.0	-0.0	0.0
K02668: pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K12972: ghrA; glyoxylate/hydroxypyruvate reductase	-0.0	-0.0	0.0	-0.0	0.0
K07678: barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA	-1.1151240979031676	0.07948256095775415	0.0044380405431713454	-0.012691437088894855	1.0059070210141615e-16
K11527: K11527; two-component system, sensor histidine kinase and response regulator	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K02478: K02478; two-component system, LytTR family, sensor kinase	-0.0	-0.0	0.0	-0.0	0.0
K01768: E4.6.1.1; adenylate cyclase	-0.7099583956768174	-0.8612918034346648	0.058071335805708994	-0.02762653981254593	3.150445777282827e-17
K00758: deoA, TYMP; thymidine phosphorylase	-0.0	-0.0	0.0	-0.0	0.0
K01955: carB, CPA2; carbamoyl-phosphate synthase large subunit	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K13598: ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K07718: yesM; two-component system, sensor histidine kinase YesM	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K07638: envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ	-0.0	-0.0	0.0	-0.0	0.0
K07704: lytS; two-component system, LytTR family, sensor histidine kinase LytS	-0.0	-0.0	0.0	-0.0	0.0
K07709: zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH	-1.1151240979031676	0.07948256095775415	0.0044380405431713454	-0.012691437088894855	1.0059070210141615e-16
K02844: waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K07644: cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K06861: lptB; lipopolysaccharide export system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00130: betB, gbsA; betaine-aldehyde dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K07646: kdpD; two-component system, OmpR family, sensor histidine kinase KdpD	-0.5271542537187516	-0.9834837278444138	0.06395722755444135	-0.02788589060875258	9.076475786516357e-17
K02486: K02486; two-component system, sensor kinase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K07677: rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K07710: atoS; two-component system, NtrC family, sensor histidine kinase AtoS	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K00480: E1.14.13.1; salicylate hydroxylase	-0.0	-0.0	0.0	-0.0	0.0
K02554: mhpD; 2-keto-4-pentenoate hydratase	-0.0	-0.0	0.0	-0.0	0.0
K00688: PYG, glgP; glycogen phosphorylase	-0.0	-0.0	0.0	-0.0	0.0
K00971: manC, cpsB; mannose-1-phosphate guanylyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K01809: manA, MPI; mannose-6-phosphate isomerase	-0.6408701138749958	-0.6407573326389333	-0.42518597767434535	-0.4979281295532528	-1.9186160795287735e-17
K00873: PK, pyk; pyruvate kinase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K00936: pdtaS; two-component system, sensor histidine kinase PdtaS	-0.0	-0.0	0.0	-0.0	0.0
K01529: yjjX; inosine/xanthosine triphosphatase	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K01895: ACSS1_2, acs; acetyl-CoA synthetase	-0.0	-0.0	0.0	-0.0	0.0
K02000: proV; glycine betaine/proline transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00529: hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component	-1.0862130978209683	-0.2629306700160854	0.024942720780998538	-0.01965781185972619	6.202970318798105e-17
K13490: wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE	-0.0	-0.0	0.0	-0.0	0.0
K13788: pta; phosphate acetyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K07651: resE; two-component system, OmpR family, sensor histidine kinase ResE	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K07652: vicK; two-component system, OmpR family, sensor histidine kinase VicK	-1.1151240979031676	0.07948256095775415	0.0044380405431713454	-0.012691437088894855	1.0059070210141615e-16
K13587: cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K11594: DDX3X, bel; ATP-dependent RNA helicase DDX3X	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K12835: DDX42, SF3B125; ATP-dependent RNA helicase DDX42	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K12858: DDX23, PRP28; ATP-dependent RNA helicase DDX23/PRP28	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K12811: DDX46, PRP5; ATP-dependent RNA helicase DDX46/PRP5	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K13982: DDX4, VASA; probable ATP-dependent RNA helicase DDX4	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K13116: DDX41, ABS; ATP-dependent RNA helicase DDX41	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K01711: gmd, GMDS; GDPmannose 4,6-dehydratase	-0.0	-0.0	0.0	-0.0	0.0
K01571: oadA; oxaloacetate decarboxylase (Na+ extruding) subunit alpha	-0.0	-0.0	0.0	-0.0	0.0
K01960: pycB; pyruvate carboxylase subunit B	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K02489: hk1; two-component system, glycerol uptake and utilization sensor kinase	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K05366: mrcA; penicillin-binding protein 1A	-0.0	-0.0	0.0	-0.0	0.0
K01007: pps, ppsA; pyruvate, water dikinase	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K02363: entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase	-0.0	-0.0	0.0	-0.0	0.0
K01784: galE, GALE; UDP-glucose 4-epimerase	-0.0	-0.0	0.0	-0.0	0.0
K00928: lysC; aspartate kinase	-0.0	-0.0	0.0	-0.0	0.0
K09697: natA; sodium transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K11154: RDH16; retinol dehydrogenase 16	-0.0	-0.0	0.0	-0.0	0.0
K00135: gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K00966: GMPP; mannose-1-phosphate guanylyltransferase	0.24620496526735125	-0.6226837808014283	0.04316075261383661	-0.8943070913496949	6.07085223709869e-17
K02052: ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00362: nirB; nitrite reductase (NADH) large subunit	-0.802127678417257	-0.7765169141970999	0.05370020447154178	-0.02699921336780272	1.009959747735036e-16
K02798: cmtB; mannitol PTS system EIIA component	-0.38334075952929975	1.0483809671097997	-0.06033358262492331	0.01752337561861066	2.4795553706525592e-17
K01995: livG; branched-chain amino acid transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K02017: modC; molybdate transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00845: glk; glucokinase	-0.0	-0.0	0.0	-0.0	0.0
K05816: ugpC; sn-glycerol 3-phosphate transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K02341: holB; DNA polymerase III subunit delta'	-0.0	-0.0	0.0	-0.0	0.0
K01740: metY; O-acetylhomoserine (thiol)-lyase	-0.0	-0.0	0.0	-0.0	0.0
K09810: lolD; lipoprotein-releasing system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K02806: ptsN; nitrogen PTS system EIIA component	-0.0	-0.0	0.0	-0.0	0.0
K02480: K02480; two-component system, NarL family, sensor kinase	-1.1151240979031676	0.07948256095775415	0.0044380405431713454	-0.012691437088894855	1.0059070210141615e-16
K00712: tagE; poly(glycerol-phosphate) alpha-glucosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K02769: fruAb; fructose PTS system EIIB component	-0.7784447375667943	0.534439937809061	0.5986352087922296	0.005799157136561152	3.160376549902243e-17
K02770: fruA; fructose PTS system EIIBC or EIIC component	-0.6410192449921677	0.6001482934792259	0.6919702058406654	0.009674069075123566	8.787099338503808e-17
K11202: fryB; fructose-like PTS system EIIB component	-0.6410192449921677	0.6001482934792259	0.6919702058406654	0.009674069075123566	8.787099338503808e-17
K00721: DPM1; dolichol-phosphate mannosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K12990: rfbF, rhlC; rhamnosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K02821: ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	-0.6152665029020791	0.26635640437415137	-0.8063940171239685	0.38759525977776643	5.897156105528836e-17
K00847: E2.7.1.4, scrK; fructokinase	-0.0	-0.0	0.0	-0.0	0.0
K01739: metB; cystathionine gamma-synthase	-0.0	-0.0	0.0	-0.0	0.0
K00835: avtA; valine--pyruvate aminotransferase	-0.0	-0.0	0.0	-0.0	0.0
K07636: phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K01588: purE; 5-(carboxyamino)imidazole ribonucleotide mutase	-0.0	-0.0	0.0	-0.0	0.0
K00001: E1.1.1.1, adh; alcohol dehydrogenase	-1.1136933609885642	-0.0023698552165323716	-0.09721694507868422	-0.015177188995892614	2.407897508607083e-17
K00326: E1.6.2.2; cytochrome-b5 reductase	-0.0	-0.0	0.0	-0.0	0.0
K03885: ndh; NADH:ubiquinone reductase (H+-translocating)	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K01965: PCCA, pccA; propionyl-CoA carboxylase alpha chain	-0.0	-0.0	0.0	-0.0	0.0
K01621: xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K00294: E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K00318: PRODH, fadM, putB; proline dehydrogenase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K13821: putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K02018: modB; molybdate transport system permease protein	-0.0	-0.0	0.0	-0.0	0.0
K02003: ABC.CD.A; putative ABC transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00817: hisC; histidinol-phosphate aminotransferase	-0.0	-0.0	0.0	-0.0	0.0
K00252: GCDH, gcdH; glutaryl-CoA dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K03843: ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K07708: glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K07639: rstB; two-component system, OmpR family, sensor histidine kinase RstB	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K05712: mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase	-0.0	-0.0	0.0	-0.0	0.0
K08484: ptsP; phosphotransferase system, enzyme I, PtsP	-0.0	-0.0	0.0	-0.0	0.0
K11201: frvA; fructose-like PTS system EIIA component	-0.6410192449921677	0.6001482934792259	0.6919702058406654	0.009674069075123566	8.787099338503808e-17
K00698: CHS1; chitin synthase	-0.0	-0.0	0.0	-0.0	0.0
K12997: rgpB; rhamnosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K02028: ABC.PA.A; polar amino acid transport system ATP-binding protein	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K07676: rcsD; two-component system, NarL family, sensor histidine kinase RcsD	-0.0	-0.0	0.0	-0.0	0.0
K07640: cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K00240: sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	0.802127678417257	0.7765169141970999	-0.05370020447154178	0.02699921336780272	-1.009959747735036e-16
K00245: frdB; fumarate reductase iron-sulfur subunit	1.0501220463075454	0.3817814386252138	-0.03184362824832063	0.021739464577185997	2.1980961396443245e-18
K00235: SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	0.6562498790015125	0.8253042706292816	-0.3709928690093144	0.023942605034139277	1.261197054597523e-17
K11633: yxdK; two-component system, OmpR family, sensor histidine kinase YxdK	-0.0	-0.0	0.0	-0.0	0.0
K02535: lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	-0.0	-0.0	0.0	-0.0	0.0
K07649: tctE; two-component system, OmpR family, sensor histidine kinase TctE	-0.0	-0.0	0.0	-0.0	0.0
K10111: malK, mtlK, thuK; multiple sugar transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00749: E2.4.1.183; alpha-1,3-glucan synthase	-0.0	-0.0	0.0	-0.0	0.0
K11356: cikA; two-component system, sensor histidine kinase and response regulator	-0.0	-0.0	0.0	-0.0	0.0
K10125: dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K00024: mdh; malate dehydrogenase	0.3155904035386	0.5489706682191848	-0.9213802066516925	0.009613397933116262	4.807728069719162e-18
K01990: ABC-2.A; ABC-2 type transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K01992: ABC-2.P; ABC-2 type transport system permease protein	-0.0	-0.0	0.0	-0.0	0.0
K02800: mtlA, cmtA; mannitol PTS system EIICBA or EIICB component	-0.38334075952929975	1.0483809671097997	-0.06033358262492331	0.01752337561861066	2.4795553706525592e-17
K07698: kinC; two-component system, sporulation sensor kinase C	-0.0	-0.0	0.0	-0.0	0.0
K10942: flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	-0.0	-0.0	0.0	-0.0	0.0
K00383: GSR, gor; glutathione reductase (NADPH)	-0.0	-0.0	0.0	-0.0	0.0
K00031: IDH1, IDH2, icd; isocitrate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K00666: K00666; fatty-acyl-CoA synthase	-0.0	-0.0	0.0	-0.0	0.0
K07647: torS; two-component system, OmpR family, sensor histidine kinase TorS	-0.0	-0.0	0.0	-0.0	0.0
K12984: waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K04072: adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K00925: ackA; acetate kinase	0.38334075952929975	-1.0483809671097997	0.06033358262492331	-0.01752337561861066	-2.4795553706525592e-17
K07653: mprB; two-component system, OmpR family, sensor histidine kinase MprB	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K07654: mtrB; two-component system, OmpR family, sensor histidine kinase MtrB	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K07641: creC; two-component system, OmpR family, sensor histidine kinase CreC	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K07711: glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK	-0.0	-0.0	0.0	-0.0	0.0
K01762: ACS; 1-aminocyclopropane-1-carboxylate synthase	-0.0	-0.0	0.0	-0.0	0.0
K02536: lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	-0.8704921416260799	-0.5801655234974987	-0.3936196244462506	-0.026739258832490502	5.8389100732963596e-18
K00696: E2.4.1.14; sucrose-phosphate synthase	-0.0	-0.0	0.0	-0.0	0.0
K01958: PC, pyc; pyruvate carboxylase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K10441: rbsA; ribose transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K03820: lnt; apolipoprotein N-acyltransferase	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K03431: glmM; phosphoglucosamine mutase	-0.0	-0.0	0.0	-0.0	0.0
K01044: CES1; carboxylesterase 1	-0.9573288961338675	0.3539678950673466	-0.4562520627826749	-0.00788473812233673	3.2397501153306416e-17
K01055: pcaD; 3-oxoadipate enol-lactonase	-0.0	-0.0	0.0	-0.0	0.0
K01760: metC; cysteine-S-conjugate beta-lyase	-0.0	-0.0	0.0	-0.0	0.0
K07679: evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K00278: nadB; L-aspartate oxidase	-0.0	-0.0	0.0	-0.0	0.0
K00058: serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	-0.0	-0.0	0.0	-0.0	0.0
K00812: aspB; aspartate aminotransferase	-0.0	-0.0	0.0	-0.0	0.0
K00703: glgA; starch synthase	-0.0	-0.0	0.0	-0.0	0.0
K01968: E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit	-0.0	-0.0	0.0	-0.0	0.0
K07673: narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX	-1.1151240979031676	0.07948256095775415	0.0044380405431713454	-0.012691437088894855	1.0059070210141615e-16
K05396: dcyD; D-cysteine desulfhydrase	-0.5271542537187516	-0.9834837278444137	0.06395722755444133	-0.02788589060875257	-1.4742943647846306e-17
K08475: pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	-0.0	-0.0	0.0	-0.0	0.0
K09903: pyrH; uridylate kinase	-0.0	-0.0	0.0	-0.0	0.0
K00012: UGDH, ugd; UDPglucose 6-dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K01948: CPS1; carbamoyl-phosphate synthase (ammonia)	-0.0	-0.0	0.0	-0.0	0.0
K00129: ALDH3; aldehyde dehydrogenase (NAD(P)+)	-0.0	-0.0	0.0	-0.0	0.0
K14489: AHK2_3_4; arabidopsis histidine kinase 2/3/4 (cytokinin receptor)	-0.0	-0.0	0.0	-0.0	0.0
K02491: kinA; two-component system, sporulation sensor kinase A	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K01937: pyrG, CTPS; CTP synthase	-0.0	-0.0	0.0	-0.0	0.0
K00253: IVD, ivd; isovaleryl-CoA dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K01576: mdlC; benzoylformate decarboxylase	-0.0	-0.0	0.0	-0.0	0.0
K07680: comP; two-component system, NarL family, sensor histidine kinase ComP	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K10206: E2.6.1.83; LL-diaminopimelate aminotransferase	-0.0	-0.0	0.0	-0.0	0.0
K09820: ABC.MN.A; manganese/iron transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00625: E2.3.1.8, pta; phosphate acetyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K07655: prrB; two-component system, OmpR family, sensor histidine kinase PrrB	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K02035: ABC.PE.S; peptide/nickel transport system substrate-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K01754: E4.3.1.19, ilvA, tdcB; threonine dehydratase	-0.0	-0.0	0.0	-0.0	0.0
K13237: DECR2, SPS19; 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], peroxisomal	-0.0	-0.0	0.0	-0.0	0.0
K04103: ipdC; indolepyruvate decarboxylase	0.38334075952929975	-1.0483809671097997	0.06033358262492331	-0.01752337561861066	-2.4795553706525592e-17
K03778: ldhA; D-lactate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K07697: kinB; two-component system, sporulation sensor kinase B	-0.0	-0.0	0.0	-0.0	0.0
K03388: hdrA2; heterodisulfide reductase subunit A2	-0.687574759840278	-0.7988797928875996	0.0507595571331989	0.36939882715853584	3.871288511415448e-17
K00567: ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase	-1.0933299226008353	0.17593457337087617	-0.1534486957753238	-0.011410696881082413	4.821898486461445e-17
K13896: yejF; microcin C transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K09693: tagH; teichoic acid transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00020: HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
