	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_015159.1_11	NC_015159.1	NC_015159.1	11	7518	7778	1	E			YP_004251257.1	YP_004251257.1 hypothetical protein ViPhICP3_gp14 [Vibrio phage ICP3]	False	1.0	186	9.534e-55		VOG36653	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_015159.1_12	NC_015159.1	NC_015159.1	12	7794	7937	1	E			YP_004251258.1	YP_004251258.1 hypothetical protein ViPhICP3_gp15 [Vibrio phage ICP3]	False	0.841	84	4.183e-20					0	False	
NC_015159.1_13	NC_015159.1	NC_015159.1	13	7953	8348	1	E			YP_004251259.1	YP_004251259.1 hypothetical protein ViPhICP3_gp16 [Vibrio phage ICP3]	False	0.97	270	6.923e-83		VOG13308	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_015159.1_14	NC_015159.1	NC_015159.1	14	8453	8650	1	E			YP_003347911.1	YP_003347911.1 hypothetical protein VN4_11 [Vibrio phage N4]	False	1.0	141	1.1279999999999999e-39		VOG36654	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_015159.1_15	NC_015159.1	NC_015159.1	15	8647	10353	1	C	K21502	Escherichia phage DNA primase/helicase [EC:2.7.7.- 5.6.2.3]	YP_004251261.1	YP_004251261.1 DNA primase/helicase [Vibrio phage ICP3]	True	0.98	1176	0.0	DnaB-like helicase C terminal domain [PF03796.18]; Toprim-like [PF13155.9]; KaiC [PF06745.16]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	V
NC_015159.1_16	NC_015159.1	NC_015159.1	16	10414	10728	1	E			YP_004251262.1	YP_004251262.1 hypothetical protein ViPhICP3_gp19 [Vibrio phage ICP3]	False	0.827	180	3.629e-52		VOG36655	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_015159.1_17	NC_015159.1	NC_015159.1	17	10814	11272	1	E			YP_004251263.1	YP_004251263.1 hypothetical protein ViPhICP3_gp20 [Vibrio phage ICP3]	False	0.926	297	6.568e-92		VOG36657	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_015159.1_18	NC_015159.1	NC_015159.1	18	11259	11516	1	E			YP_004251264.1	YP_004251264.1 hypothetical protein ViPhICP3_gp21 [Vibrio phage ICP3]	False	1.0	185	1.708e-54		VOG36658	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_015159.1_19	NC_015159.1	NC_015159.1	19	11523	13559	1	C	K21238	Escherichia phage DNA-directed DNA polymerase [EC:2.7.7.7]	YP_004251265.1	YP_004251265.1 DNA polymerase I [Vibrio phage ICP3]	True	1.0	1445	0.0	DNA polymerase family A [PF00476.23]; RNase_H superfamily [PF13482.9]; 3'-5' exonuclease [PF01612.23]	VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xh;Xr	0	False	V
NC_015159.1_20	NC_015159.1	NC_015159.1	20	13864	14256	1	E			YP_004251267.1	YP_004251267.1 hypothetical protein ViPhICP3_gp24 [Vibrio phage ICP3]	False	0.918	252	9.803e-77		VOG36659	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_015159.1_21	NC_015159.1	NC_015159.1	21	14388	14558	1	E			YP_004251269.1	YP_004251269.1 hypothetical protein ViPhICP3_gp26 [Vibrio phage ICP3]	False	0.969	117	3.3280000000000004e-31		VOG04387	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_015159.1_22	NC_015159.1	NC_015159.1	22	14570	14767	1	E			YP_004251270.1	YP_004251270.1 putative 5.7 kDa protein [Vibrio phage ICP3]	False	1.0	142	5.988e-40		VOG08682	sp|P03787|V5557_BPT7 Fusion protein 5.5/5.7; Xr	Xr	0	False	V
NC_015159.1_23	NC_015159.1	NC_015159.1	23	14767	15180	1	E			YP_004251271.1	YP_004251271.1 ribonucleotide reductase [Vibrio phage ICP3]	False	0.998	291	3.637e-90		VOG02509	sp|P07069|Y04K_BPT4 Uncharacterized 12.6 kDa protein in pin-nrdC intergenic region; Xu	Xu	0	False	
NC_015159.1_24	NC_015159.1	NC_015159.1	24	15173	16048	1	C	K21526	Escherichia phage exonuclease [EC:3.1.11.3]	YP_004251272.1	YP_004251272.1 exonuclease [Vibrio phage ICP3]	True	0.991	611	6.114e-198	5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.19]	VOG07202	sp|P13319|RNH_BPT4 Ribonuclease H; Xr	Xr	0	False	V
NC_015159.1_25	NC_015159.1	NC_015159.1	25	16140	16811	1	E			YP_004251273.1	YP_004251273.1 ssDNA-binding protein [Vibrio phage ICP3]	True	0.948	446	4.238e-142		VOG00262	sp|P20313|SSB_BPT3 Single-stranded DNA-binding protein; Xr	Xr	0	False	V
NC_015159.1_26	NC_015159.1	NC_015159.1	26	16811	17263	1	C	K21525	Escherichia phage endonuclease I [EC:3.1.21.2]	YP_249585.1	YP_249585.1 endonuclease [Vibrio phage VP4]	False	0.983	313	1.4289999999999999e-97	Phage endonuclease I [PF05367.14]	VOG00381	sp|P00641|ENDO_BPT7 Endonuclease I; Xp	Xp	0	False	
NC_015159.1_27	NC_015159.1	NC_015159.1	27	17263	17697	1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	YP_003347926.1	YP_003347926.1 amidase [Vibrio phage N4]	False	1.0	308	8.887e-96	N-acetylmuramoyl-L-alanine amidase [PF01510.28]				0	False	
NC_015159.1_28	NC_015159.1	NC_015159.1	28	17833	18114	1	D			YP_004251276.1	YP_004251276.1 putative 6.5 protein [Vibrio phage ICP3]	False	0.942	186	1.348e-54	Bacteriophage T7-like gene 6.5 [PF10911.11]	VOG08681	sp|P03800|Y65_BPT7 Protein 6.5; Xu	Xu	0	False	
NC_015159.1_29	NC_015159.1	NC_015159.1	29	18130	18381	1	D			YP_004251277.1	YP_004251277.1 hypothetical protein ViPhICP3_gp34 [Vibrio phage ICP3]	False	0.913	161	5.1000000000000005e-46	Bacteriophage T7-like, protein 6.7 [PF17570.5]				0	False	
NC_015159.1_30	NC_015159.1	NC_015159.1	30	18417	18824	1	E			YP_004251278.1	YP_004251278.1 host range and adsorption protein [Vibrio phage ICP3]	False	0.984	282	3.433e-87		VOG02694	sp|P03750|Y7_BPT7 Protein 7; Xu	Xu	0	False	
NC_015159.1_31	NC_015159.1	NC_015159.1	31	18824	19114	1	D			YP_004251279.1	YP_004251279.1 hypothetical protein ViPhICP3_gp36 [Vibrio phage ICP3]	False	0.814	163	1.445e-46	Bacteriophage T7 virion assembly protein [PF11653.11]	VOG36660	REFSEQ host specificity protein B; Xu	Xu	0	False	
NC_015159.1_32	NC_015159.1	NC_015159.1	32	19132	20730	1	D			YP_004251280.1	YP_004251280.1 head-tail adaptor [Vibrio phage ICP3]	True	0.926	1033	0.0	Bacteriophage head to tail connecting protein [PF12236.11]	VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xp;Xs;Xr	0	False	V
NC_015159.1_33	NC_015159.1	NC_015159.1	33	20810	21670	1	D			YP_004251281.1	YP_004251281.1 head assembly [Vibrio phage ICP3]	True	0.873	520	1.076e-166	Phage T7 capsid assembly protein [PF05396.14]	VOG00327	sp|P20324|SCAF_BPT3 Capsid assembly scaffolding protein; Xs	Xs	0	False	V
NC_015159.1_34	NC_015159.1	NC_015159.1	34	21789	22913	1	D			YP_004251282.1	YP_004251282.1 major head protein [Vibrio phage ICP3]	True	0.935	735	2.308e-239	Phage capsid protein [PF19821.2]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	V
NC_015159.1_35	NC_015159.1	NC_015159.1	35	22979	23572	1	D			YP_004251283.1	YP_004251283.1 tail protein [Vibrio phage ICP3]	True	0.974	406	6.158e-129	Tail tubular protein [PF17212.6]				0	False	
NC_015159.1_36	NC_015159.1	NC_015159.1	36	23584	25968	1	E			YP_004251284.1	YP_004251284.1 tail protein [Vibrio phage ICP3]	True	0.981	1644	0.0		VOG02059	sp|P03747|TUBE2_BPT7 Tail tubular protein gp12; XpXrXs	Xp;Xs;Xr	0	False	V
NC_015159.1_37	NC_015159.1	NC_015159.1	37	26056	26688	1	D			YP_004251285.1	YP_004251285.1 thymidylate kinase [Vibrio phage ICP3]	True	0.976	434	2.942e-138	Deoxynucleoside kinase [PF01712.22]				0	False	
NC_015159.1_38	NC_015159.1	NC_015159.1	38	26681	27199	1	D			YP_004251286.1	YP_004251286.1 internal virion protein [Vibrio phage ICP3]	True	1.0	366	1.7660000000000001e-115	Bacteriophage T7, probable scaffold protein Gp13 [PF11090.11]	VOG01323	sp|P03723|GP13_BPT7 Probable scaffold protein gp13; Xu	Xu	0	False	
NC_015159.1_39	NC_015159.1	NC_015159.1	39	27192	27776	1	E			YP_004251287.1	YP_004251287.1 internal virion protein [Vibrio phage ICP3]	True	0.926	378	2.848e-119		VOG00167	sp|P03724|GP14_BPT7 Internal virion protein gp14; XpXrXs	Xp;Xs;Xr	0	False	V
NC_015159.1_40	NC_015159.1	NC_015159.1	40	27844	30021	1	E			YP_004251288.1	YP_004251288.1 internal virion protein [Vibrio phage ICP3]	True	0.924	1404	0.0		VOG08684	sp|P03725|GP15_BPT7 Internal virion protein gp15; XpXrXs	Xp;Xs;Xr	0	False	V
NC_015159.1_41	NC_015159.1	NC_015159.1	41	30034	33417	1	E			YP_004251289.1	YP_004251289.1 internal virion protein with endolysin domain [Vibrio phage ICP3]	True	0.93	2194	0.0		VOG00094	sp|P03726|EXLYS_BPT7 Peptidoglycan transglycosylase gp16; XhXpXrXs	Xh;Xp;Xs;Xr	0	False	V
NC_015159.1_42	NC_015159.1	NC_015159.1	42	33497	35236	1	D			YP_004251290.1	YP_004251290.1 tail fiber protein [Vibrio phage ICP3]	True	0.949	1156	0.0	Phage T7 tail fibre protein [PF03906.17]; Phage Tail Collar Domain [PF07484.15]	VOG05340	REFSEQ tail fiber protein; Xu	Xu	0	False	F
NC_015159.1_43	NC_015159.1	NC_015159.1	43	35258	35452	1	D			YP_418245.1	YP_418245.1 holin [Vibrio phage VP4]	False	0.939	128	3.717e-35	Phage holin T7 family, holin superfamily II [PF10746.12]	VOG01358	sp|P10307|HOLIN_BPT3 Holin; XhXp	Xh;Xp	0	False	F
NC_015159.1_44	NC_015159.1	NC_015159.1	44	35452	35895	1	E			YP_004251292.1	YP_004251292.1 hypothetical protein ViPhICP3_gp49 [Vibrio phage ICP3]	False	0.996	312	4.371e-97					0	False	F
NC_015159.1_45	NC_015159.1	NC_015159.1	45	36012	36245	1	D			YP_004251293.1	YP_004251293.1 terminase small subunit [Vibrio phage ICP3]	False	0.933	153	2.123e-43	DNA packaging protein [PF11123.11]	VOG00438	sp|P03693|TERS_BPT7 Terminase, small subunit gp18; Xr	Xr	0	False	VF
NC_015159.1_46	NC_015159.1	NC_015159.1	46	36264	36407	1	E			YP_003347944.1	YP_003347944.1 holin [Vibrio phage N4]	False	0.909	92	1e-22					0	False	F
NC_015159.1_47	NC_015159.1	NC_015159.1	47	36407	36604	1	E			YP_003347945.1	YP_003347945.1 hypothetical protein VN4_45 [Vibrio phage N4]	False	0.869	120	4.168e-32		VOG36661	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_015159.1_48	NC_015159.1	NC_015159.1	48	36679	38439	1	D			YP_004251296.1	YP_004251296.1 terminase large subunit [Vibrio phage ICP3]	True	0.984	1218	0.0	Terminase RNaseH-like domain [PF17289.5]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
NC_015159.1_49	NC_015159.1	NC_015159.1	49	38686	38817	1	E			YP_003347947.1	YP_003347947.1 hypothetical protein VN4_47 [Vibrio phage N4]	False	0.89	82	1.659e-19		VOG36663	REFSEQ hypothetical protein; Xu	Xu	0	False	F
