KO Id	Name	Count
K02341	holB; DNA polymerase III subunit delta'	2
K02343	dnaX; DNA polymerase III subunit gamma/tau	2
K02509	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase	8
K02510	hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase	1
K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	7
K03212	rumB; 23S rRNA (uracil747-C5)-methyltransferase	2
K03215	rumA; 23S rRNA (uracil1939-C5)-methyltransferase	2
K03564	BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin	2
K03762	proP; MFS transporter, MHS family, proline/betaine transporter	1
K03783	punA, PNP; purine-nucleoside phosphorylase	2
K03787	surE; 5'-nucleotidase	2
K03885	ndh; NADH:ubiquinone reductase (H+-translocating)	1
K04042	glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase	1
K04765	mazG; nucleoside triphosphate diphosphatase	2
K05366	mrcA; penicillin-binding protein 1A	6
K05712	mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase	4
K05714	mhpC; 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	1
K07272	rgpF; rhamnosyltransferase	6
K07451	mcrA; 5-methylcytosine-specific restriction enzyme A	1
K07552	bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein	1
K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	3
K07656	trcS; two-component system, OmpR family, sensor histidine kinase TrcS	3
K08167	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein	1
K08172	shiA; MFS transporter, MHS family, shikimate and dehydroshikimate transport protein	1
K08173	ydfJ; MFS transporter, MHS family, metabolite:H+ symporter	1
K08281	pncA; nicotinamidase/pyrazinamidase	2
K08369	ydjE; MFS transporter, putative metabolite:H+ symporter	1
K08483	ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I)	1
K09471	puuB, ordL; gamma-glutamylputrescine oxidase	1
K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein	1
K09691	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein	1
K09694	nodJ; lipooligosaccharide transport system permease protein	1
K09695	nodI; lipooligosaccharide transport system ATP-binding protein	1
K10546	ABC.GGU.S, chvE; putative multiple sugar transport system substrate-binding protein	1
K10547	ABC.GGU.P, gguB; putative multiple sugar transport system permease protein	1
K10548	ABC.GGU.A, gguA; putative multiple sugar transport system ATP-binding protein	1
K11354	cph1; two-component system, chemotaxis family, sensor kinase Cph1	3
K12368	dppA; dipeptide transport system substrate-binding protein	1
K12369	dppB; dipeptide transport system permease protein	1
K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	6
K12972	ghrA; glyoxylate/hydroxypyruvate reductase	1
K12991	rfbG; rhamnosyltransferase	6
K13658	gumI; beta-1,4-mannosyltransferase	7
K13788	pta; phosphate acetyltransferase	2
K13896	yejF; microcin C transport system ATP-binding protein	1
K14260	alaA; alanine-synthesizing transaminase	3
