	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_023745_NC_023745_49	NC_023745	NC_023745	49	35881	36777	-1	D										Phage gene product 52 [PF17468.5]					0
NC_023745_NC_023745_50	NC_023745	NC_023745	50	36781	37548	-1	D										Calcineurin-like phosphoesterase superfamily domain [PF12850.10]					0
NC_023745_NC_023745_51	NC_023745	NC_023745	51	37541	37816	-1	D										Domain of unknown function (DUF6378) [PF19905.2]					0
NC_023745_NC_023745_52	NC_023745	NC_023745	52	37883	38542	-1	D										Toprim-like [PF13155.9]					0
NC_023745_NC_023745_53	NC_023745	NC_023745	53	38755	38889	-1	E															0
NC_023745_NC_023745_54	NC_023745	NC_023745	54	38911	39381	-1	D										Recombination endonuclease VII [PF02945.18]					0
NC_023745_NC_023745_55	NC_023745	NC_023745	55	39445	40263	-1	D			MER0039335	S33	MER0039335 - family S33 unassigned peptidases () [S33.UPW]#S33#{peptidase unit: 1-278}~source PRXH_BPMD2~	False	301.0	1.183e-90	0.576	Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]; Alpha/beta hydrolase family [PF12697.10]; Chlorophyllase enzyme [PF12740.10]; Chlorophyllase [PF07224.14]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.15]					0
NC_023745_NC_023745_56	NC_023745	NC_023745	56	40266	40646	-1	D										YspA, cpYpsA-related SLOG family [PF10686.12]					0
NC_023745_NC_023745_57	NC_023745	NC_023745	57	40643	40867	-1	D										Gene product 63 [PF17471.5]					0
NC_023745_NC_023745_58	NC_023745	NC_023745	58	40925	41470	-1	E															0
NC_023745_NC_023745_59	NC_023745	NC_023745	59	41490	42296	-1	D										DnaB-like helicase C terminal domain [PF03796.18]; AAA domain [PF13481.9]					0
NC_023745_NC_023745_60	NC_023745	NC_023745	60	42381	42581	-1	E															0
NC_023745_NC_023745_61	NC_023745	NC_023745	61	42572	42796	-1	E															0
NC_023745_NC_023745_62	NC_023745	NC_023745	62	42806	43597	-1	C	K07465	putative RecB family exonuclease								PD-(D/E)XK nuclease superfamily [PF12705.10]; Domain of unknown function DUF83 [PF01930.20]					0
NC_023745_NC_023745_63	NC_023745	NC_023745	63	43594	43863	-1	E															0
NC_023745_NC_023745_64	NC_023745	NC_023745	64	44095	44607	-1	E															0
NC_023745_NC_023745_65	NC_023745	NC_023745	65	44816	44944	-1	E															0
NC_023745_NC_023745_66	NC_023745	NC_023745	66	45069	45317	-1	E															0
NC_023745_NC_023745_67	NC_023745	NC_023745	67	45314	45628	-1	E															0
NC_023745_NC_023745_68	NC_023745	NC_023745	68	45785	46087	-1	E															0
NC_023745_NC_023745_69	NC_023745	NC_023745	69	46084	46242	-1	E															0
NC_023745_NC_023745_70	NC_023745	NC_023745	70	46250	46393	-1	E															0
NC_023745_NC_023745_71	NC_023745	NC_023745	71	46604	47191	-1	E															0
NC_023745_NC_023745_72	NC_023745	NC_023745	72	47166	47699	-1	C	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]								C-5 cytosine-specific DNA methylase [PF00145.20]					0
NC_023745_NC_023745_73	NC_023745	NC_023745	73	47696	47866	-1	E															0
NC_023745_NC_023745_74	NC_023745	NC_023745	74	47869	48339	-1	D										SprT-like family [PF10263.12]					0
NC_023745_NC_023745_75	NC_023745	NC_023745	75	48336	48482	-1	E															0
NC_023745_NC_023745_76	NC_023745	NC_023745	76	48503	48856	-1	E															0
NC_023745_NC_023745_77	NC_023745	NC_023745	77	48941	49030	-1	D										Family of unknown function (DUF5419) [PF17441.5]					0
NC_023745_NC_023745_78	NC_023745	NC_023745	78	49032	49244	-1	E															0
NC_023745_NC_023745_79	NC_023745	NC_023745	79	49336	49542	-1	E															0
NC_023745_NC_023745_80	NC_023745	NC_023745	80	49565	50449	-1	E															0
NC_023745_NC_023745_81	NC_023745	NC_023745	81	50478	50597	-1	E															0
