KO Id	Name	Level	Count
	lvl2: Succinate fermentation to butyrate	2	2
K00023	K00023: phbB; acetoacetyl-CoA reductase	Function	2
	lvl1: 08_Hydrocarbon degradation	1	28
	lvl2: Aromatic carboxylic acid degradation	2	10
	lvl2: Mixed acid fermentation	2	18
K00024	K00024: mdh; malate dehydrogenase	Function	5
	lvl3: Pyruvate fermentation to lactate	3	7
	lvl1: 10_TCA cycle	1	26
	lvl2: Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)	2	4
	lvl2: Incomplete TCA fork	2	9
	lvl1: 15_Methylotrophy	1	24
	lvl2: Serine pathway for formaldehyde fixation	2	5
K00031	K00031: IDH1, IDH2, icd; isocitrate dehydrogenase	Function	3
	lvl2: TCA cycle	2	10
	lvl2: Reductive TCA cycle	2	3
K00033	K00033: PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase	Function	2
	lvl2: Cellular response to stress	2	37
	lvl2: Galactose	2	15
K00035	K00035: gal; D-galactose 1-dehydrogenase	Function	1
K00036	K00036: G6PD, zwf; glucose-6-phosphate 1-dehydrogenase	Function	3
	lvl2: RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	2	4
K00039	K00039: rbtD; ribitol 2-dehydrogenase	Function	1
K00040	K00040: uxuB; fructuronate reductase	Function	1
	lvl2: Homolactic fermentation	2	8
K00043	K00043: gbd; 4-hydroxybutyrate dehydrogenase	Function	1
	lvl2: Histidine biosynthesis, pRpp => histidine	2	10
K00052	K00052: leuB, IMDH; 3-isopropylmalate dehydrogenase	Function	1
K00053	K00053: ilvC; ketol-acid reductoisomerase	Function	1
	lvl2: Other aromatics degradation	2	7
K00055	K00055: E1.1.1.90; aryl-alcohol dehydrogenase	Function	1
	lvl2: Glycine, serine and threonine metabolism	2	32
K00058	K00058: serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	Function	1
K00060	K00060: tdh; threonine 3-dehydrogenase	Function	1
K00065	K00065: kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	Function	1
	lvl1: 07_Nucleic acid metabolism	1	122
	lvl2: Purine metabolism	2	66
K00073	K00073: allD; ureidoglycolate dehydrogenase (NAD+)	Function	1
	lvl1: 19_Saccharide and derivated synthesis	1	133
	lvl2: Polysaccharide biosynthesis and assembly of cell surface structure	2	120
	lvl3: Peptidoglycan biosynthesis	3	31
K00075	K00075: murB; UDP-N-acetylmuramate dehydrogenase	Function	2
	lvl3: Murein	3	5
K00087	K00087: ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit	Function	2
	lvl2: Degradation of purine bases	2	7
K00088	K00088: IMPDH, guaB; IMP dehydrogenase	Function	1
K00108	K00108: betA, CHDH; choline dehydrogenase	Function	2
K00121	K00121: frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	Function	11
	lvl2: Glutamate degradation V (via hydroxyglutarate)	2	7
	lvl2: Formaldehyde oxidation (glutathione-dependent)	2	5
	lvl1: 14_Methanogenesis	1	9
	lvl2: From formate	2	4
K00123	K00123: fdoG, fdhF, fdwA; formate dehydrogenase major subunit	Function	4
	lvl2: Methane oxidation to cO2	2	6
	lvl2: Formaldehyde oxidation (tetrahydrofolate pathway)	2	4
K00126	K00126: fdsD; formate dehydrogenase subunit delta	Function	4
K00127	K00127: fdoI, fdsG; formate dehydrogenase subunit gamma	Function	2
	lvl1: 05_Fatty acid oxidation	1	30
	lvl2: Fatty acid alpha-oxidation	2	1
K00128	K00128: ALDH; aldehyde dehydrogenase (NAD+)	Function	8
	lvl2: Fatty acid omega-oxidation	2	1
	lvl2: Valine, leucine and isoleucine degradation	2	27
	lvl2: Phenylalanine, tyrosine and tryptophan biosynthesis	2	21
	lvl2: Hydrocarbon degradation	2	1
K00130	K00130: betB, gbsA; betaine-aldehyde dehydrogenase	Function	2
	lvl2: Cysteine and methionine metabolism	2	22
K00133	K00133: asd; aspartate-semialdehyde dehydrogenase	Function	6
	lvl2: Methionine biosynthesis	2	5
	lvl2: Bifidobacterium shunt	2	7
K00134	K00134: GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	Function	8
	lvl1: 02_Homoacetogenesis	1	34
	lvl2: Glycolysis	2	15
	lvl1: 16_Embden Meyerhof-Parnos (EMP)	1	30
	lvl2: EMP	2	11
	lvl2: Glycolysis III (EMP)	2	11
	lvl1: 17_Gluconeogenesis	1	10
	lvl2: Gluconeogenesis in archea	2	7
	lvl2: Regulation of stress-activated protein kinase signaling cascade	2	1
	lvl2: Lysine degradation VIII	2	1
K00135	K00135: gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	Function	3
	lvl2: Methionine degradation	2	6
	lvl2: Arginine and proline metabolism	2	50
K00137	K00137: prr; aminobutyraldehyde dehydrogenase	Function	1
	lvl3: Pyruvate fermentation to acetate and lactate I	3	5
K00138	K00138: aldB; aldehyde dehydrogenase	Function	4
	lvl3: Pyruvate fermentation to acetate I	3	5
	lvl3: Pyruvate fermentation to acetate IV	3	5
K00140	K00140: mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	Function	1
K00145	K00145: argC; N-acetyl-gamma-glutamyl-phosphate reductase	Function	6
K00147	K00147: proA; glutamate-5-semialdehyde dehydrogenase	Function	1
K00148	K00148: fdhA; glutathione-independent formaldehyde dehydrogenase	Function	1
K00161	K00161: PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit	Function	1
K00162	K00162: PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit	Function	1
K00164	K00164: OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component	Function	2
K00166	K00166: BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	Function	1
K00167	K00167: BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit	Function	1
	lvl2: Fatty acid activation	2	7
K00215	K00215: dapB; 4-hydroxy-tetrahydrodipicolinate reductase	Function	2
K00220	K00220: tyrC; cyclohexadieny/prephenate dehydrogenase	Function	1
K00239	K00239: sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	Function	3
K00242	K00242: sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	Function	3
	lvl3: Pyruvate fermentation to propionate II (acrylate pathway)	3	4
K00248	K00248: ACADS, bcd; butyryl-CoA dehydrogenase	Function	6
	lvl2: Fatty acid beta-oxidation I	2	10
K00249	K00249: ACADM, acd; acyl-CoA dehydrogenase	Function	3
K00252	K00252: GCDH, gcdH; glutaryl-CoA dehydrogenase	Function	2
K00253	K00253: IVD, ivd; isovaleryl-CoA dehydrogenase	Function	1
	lvl2: Oxydation deamination	2	3
K00259	K00259: ald; alanine dehydrogenase	Function	2
K00265	K00265: gltB; glutamate synthase (NADPH) large chain	Function	2
	lvl1: 11_Nitrogen cycle	1	12
	lvl2: Ammonia assimilation	2	6
K00266	K00266: gltD; glutamate synthase (NADPH) small chain	Function	3
K00274	K00274: MAO, aofH; monoamine oxidase	Function	5
K00276	K00276: AOC3, AOC2, tynA; primary-amine oxidase	Function	3
K00278	K00278: nadB; L-aspartate oxidase	Function	1
K00281	K00281: GLDC, gcvP; glycine dehydrogenase	Function	1
K00285	K00285: dadA; D-amino-acid dehydrogenase	Function	1
K00286	K00286: proC; pyrroline-5-carboxylate reductase	Function	1
K00301	K00301: E1.5.3.1; sarcosine oxidase	Function	1
K00302	K00302: soxA; sarcosine oxidase, subunit alpha	Function	1
K00303	K00303: soxB; sarcosine oxidase, subunit beta	Function	1
K00304	K00304: soxD; sarcosine oxidase, subunit delta	Function	1
K00305	K00305: soxG; sarcosine oxidase, subunit gamma	Function	1
K00320	K00320: mer; 5,10-methylenetetrahydromethanopterin reductase	Function	2
	lvl2: From CO2	2	1
K00330	K00330: nuoA; NADH-quinone oxidoreductase subunit A	Function	1
K00331	K00331: nuoB; NADH-quinone oxidoreductase subunit B	Function	1
K00332	K00332: nuoC; NADH-quinone oxidoreductase subunit C	Function	1
K00333	K00333: nuoD; NADH-quinone oxidoreductase subunit D	Function	1
	lvl1: 13_Hydrogen metabolism	1	5
	lvl2: Hydrogen production VII (chlorophyta, cyanobacteria)	2	2
K00355	K00355: NQO1; NAD(P)H dehydrogenase (quinone)	Function	1
	lvl2: Nitrogenated compounds Reduction	2	3
	lvl3: Assimilatory nitrate reduction	3	1
	lvl4: Nitrate to ammonia	4	1
K00362	K00362: nirB; nitrite reductase (NADH) large subunit	Function	1
	lvl3: Denitrification	3	2
	lvl4: Nitrate to nitrite	4	2
K00372	K00372: nasA; assimilatory nitrate reductase catalytic subunit	Function	2
	lvl1: 18_Sulfur compounds metabolism	1	25
	lvl2: Sulfur compounds cycle	2	22
	lvl3: Sulfate reduction (assimilatory)	3	4
K00381	K00381: cysI; sulfite reductase (NADPH) hemoprotein beta-component	Function	1
K00382	K00382: DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	Function	2
K00383	K00383: GSR, gor; glutathione reductase (NADPH)	Function	1
	lvl2: Pyrimidine metabolism	2	45
K00384	K00384: trxB, TRR; thioredoxin reductase (NADPH)	Function	2
	lvl3: Sulfite oxidation	3	4
K00387	K00387: SUOX; sulfite oxidase	Function	1
K00390	K00390: cysH; phosphoadenosine phosphosulfate reductase	Function	1
K00428	K00428: E1.11.1.5; cytochrome c peroxidase	Function	2
	lvl2: Response to oxidative stress	2	11
K00432	K00432: gpx, btuE, bsaA; glutathione peroxidase	Function	3
K00446	K00446: dmpB, xylE; catechol 2,3-dioxygenase	Function	1
	lvl2: Polycyclic aromatic hydrocarbon degradation	2	4
K00448	K00448: pcaG; protocatechuate 3,4-dioxygenase, alpha subunit	Function	2
K00449	K00449: pcaH; protocatechuate 3,4-dioxygenase, beta subunit	Function	1
K00451	K00451: HGD, hmgA; homogentisate 1,2-dioxygenase	Function	2
K00457	K00457: HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase	Function	2
K00481	K00481: pobA; p-hydroxybenzoate 3-monooxygenase	Function	1
K00500	K00500: phhA, PAH; phenylalanine-4-hydroxylase	Function	3
K00525	K00525: E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain	Function	2
K00526	K00526: E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain	Function	2
K00529	K00529: hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component	Function	1
K00547	K00547: mmuM, BHMT2; homocysteine S-methyltransferase	Function	1
K00548	K00548: metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase	Function	3
K00558	K00558: DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1	Function	2
K00560	K00560: thyA, TYMS; thymidylate synthase	Function	1
K00567	K00567: ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase	Function	2
	lvl2: Response to nitrosative stress	2	15
	lvl2: Reductive acetyl coenzyme A pathway	2	17
K00568	K00568: ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase	Function	2
K00588	K00588: E2.1.1.104; caffeoyl-CoA O-methyltransferase	Function	2
K00600	K00600: glyA, SHMT; glycine hydroxymethyltransferase	Function	3
K00602	K00602: purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	Function	1
K00605	K00605: gcvT, AMT; aminomethyltransferase	Function	1
K00609	K00609: pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	Function	2
K00611	K00611: OTC, argF, argI; ornithine carbamoyltransferase	Function	1
	lvl3: (R)-acetoin biosynthesis I	3	2
K00615	K00615: E2.2.1.1, tktA, tktB; transketolase	Function	4
	lvl3: (s)-acetoin biosynthesis	3	2
	lvl3: Meso-butanediol biosynthesis II	3	2
K00616	K00616: E2.2.1.2, talA, talB; transaldolase	Function	4
K00619	K00619: argA; amino-acid N-acetyltransferase	Function	1
K00620	K00620: argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase	Function	1
K00625	K00625: E2.3.1.8, pta; phosphate acetyltransferase	Function	11
	lvl2: Pyruvate fermentation to butanol	2	15
	lvl3: Pyruvate fermentation to acetone	3	4
	lvl2: From acetate	2	4
	lvl3: Sulfoacetaldehyde degradation	3	1
	lvl3: Sulfolactate degradation	3	4
K00626	K00626: ACAT, atoB; acetyl-CoA C-acetyltransferase	Function	2
K00632	K00632: fadA, fadI; acetyl-CoA acyltransferase	Function	1
K00639	K00639: kbl, GCAT; glycine C-acetyltransferase	Function	1
K00640	K00640: cysE; serine O-acetyltransferase	Function	13
	lvl3: Pyruvate fermentation to acetate and lactate II	3	3
	lvl3: Pyruvate fermentation to acetate II	3	3
	lvl3: Pyruvate fermentation to acetate VII	3	2
	lvl2: Acetate formation from acetyl-coA I	2	2
K00641	K00641: metX; homoserine O-acetyltransferase/O-succinyltransferase	Function	1
K00643	K00643: E2.3.1.37, ALAS; 5-aminolevulinate synthase	Function	1
K00651	K00651: metA; homoserine O-succinyltransferase/O-acetyltransferase	Function	2
K00657	K00657: speG, SAT; diamine N-acetyltransferase	Function	1
K00658	K00658: DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	Function	1
K00677	K00677: lpxA; UDP-N-acetylglucosamine acyltransferase	Function	3
	lvl2: Fatty acid beta-oxidation II (core pathway)	2	6
	lvl3: Lipopolysaccharide biosynthesis	3	51
K00681	K00681: ggt; gamma-glutamyltranspeptidase / glutathione hydrolase	Function	1
	lvl1: 09_Carbohydrate Active enzyme - CAZy	1	54
	lvl2: Glycosyltransferase	2	14
K00688	K00688: PYG, glgP; glycogen phosphorylase	Function	3
K00694	K00694: bcsA; cellulose synthase (UDP-forming)	Function	3
K00697	K00697: otsA; trehalose 6-phosphate synthase	Function	4
	lvl2: Trehalose metabolism in response to cold stress	2	2
	lvl2: Glycoside hydrolase	2	32
K00700	K00700: GBE1, glgB; 1,4-alpha-glucan branching enzyme	Function	1
K00703	K00703: glgA; starch synthase	Function	2
K00705	K00705: malQ; 4-alpha-glucanotransferase	Function	3
	lvl2: Disaccaride phosphorylase	2	13
	lvl3: Maltose	3	4
K00721	K00721: DPM1; dolichol-phosphate mannosyltransferase	Function	2
	lvl3: N-glycan biosynthesis	3	17
K00748	K00748: lpxB; lipid-A-disaccharide synthase	Function	2
K00750	K00750: GYG1, GYG2; glycogenin	Function	1
K00758	K00758: deoA, TYMP; thymidine phosphorylase	Function	2
	lvl2: Degradation of pyrimidine bases	2	4
K00759	K00759: APRT, apt; adenine phosphoribosyltransferase	Function	1
K00760	K00760: hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase	Function	1
K00761	K00761: upp, UPRT; uracil phosphoribosyltransferase	Function	1
K00762	K00762: pyrE; orotate phosphoribosyltransferase	Function	1
K00764	K00764: purF, PPAT; amidophosphoribosyltransferase	Function	2
K00765	K00765: hisG; ATP phosphoribosyltransferase	Function	2
K00766	K00766: trpD; anthranilate phosphoribosyltransferase	Function	2
K00769	K00769: gpt; xanthine phosphoribosyltransferase	Function	1
K00789	K00789: metK; S-adenosylmethionine synthetase	Function	4
K00790	K00790: murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Function	4
K00794	K00794: ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	Function	2
K00797	K00797: speE, SRM, SPE3; spermidine synthase	Function	3
K00799	K00799: GST, gst; glutathione S-transferase	Function	1
K00800	K00800: aroA; 3-phosphoshikimate 1-carboxyvinyltransferase	Function	2
K00812	K00812: aspB; aspartate aminotransferase	Function	9
	lvl3: Pyruvate to leucine	3	4
K00813	K00813: aspC; aspartate aminotransferase	Function	7
K00817	K00817: hisC; histidinol-phosphate aminotransferase	Function	3
K00819	K00819: rocD, OAT; ornithine--oxo-acid transaminase	Function	1
K00820	K00820: glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)	Function	2
K00821	K00821: argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	Function	4
	lvl3: Pyruvate fermentation to acetate and alanine	3	2
K00822	K00822: E2.6.1.18; beta-alanine--pyruvate transaminase	Function	2
K00824	K00824: dat; D-alanine transaminase	Function	3
K00826	K00826: E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	Function	2
K00830	K00830: AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase	Function	4
K00831	K00831: serC, PSAT1; phosphoserine aminotransferase	Function	1
K00845	K00845: glk; glucokinase	Function	3
K00847	K00847: E2.7.1.4, scrK; fructokinase	Function	1
K00854	K00854: xylB, XYLB; xylulokinase	Function	1
	lvl1: 04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	1	4
	lvl2: Hexose	2	1
K00857	K00857: tdk, TK; thymidine kinase	Function	2
	lvl2: Pentose	2	3
K00873	K00873: PK, pyk; pyruvate kinase	Function	5
	lvl2: EMP  in archea	2	8
K00874	K00874: kdgK; 2-dehydro-3-deoxygluconokinase	Function	1
K00875	K00875: rbtK; D-ribulokinase	Function	1
K00880	K00880: lyxK; L-xylulokinase	Function	1
K00883	K00883: dgoK; 2-dehydro-3-deoxygalactonokinase	Function	1
K00887	K00887: dgkA; undecaprenol kinase	Function	1
K00912	K00912: lpxK; tetraacyldisaccharide 4'-kinase	Function	1
K00925	K00925: ackA; acetate kinase	Function	3
K00926	K00926: arcC; carbamate kinase	Function	2
K00927	K00927: PGK, pgk; phosphoglycerate kinase	Function	5
K00928	K00928: lysC; aspartate kinase	Function	6
K00930	K00930: argB; acetylglutamate kinase	Function	2
K00931	K00931: proB; glutamate 5-kinase	Function	3
K00937	K00937: ppk1; polyphosphate kinase	Function	1
K00939	K00939: adk, AK; adenylate kinase	Function	2
K00940	K00940: ndk, NME; nucleoside-diphosphate kinase	Function	2
K00942	K00942: E2.7.4.8, gmk; guanylate kinase	Function	1
K00943	K00943: tmk, DTYMK; dTMP kinase	Function	1
K00945	K00945: cmk; CMP/dCMP kinase	Function	1
K00948	K00948: PRPS, prsA; ribose-phosphate pyrophosphokinase	Function	1
K00956	K00956: cysN; sulfate adenylyltransferase subunit 1	Function	9
	lvl2: Chemoautotrophic oxidation of sulfur compounds	2	3
	lvl3: Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	3	2
	lvl3: Sulfate reduction (dissimilatory)	3	2
	lvl3: Sulfur disproportionation	3	2
	lvl3: Thiosulfate disproportionation	3	5
	lvl2: Cellular response to oxidative stress	2	6
K00957	K00957: cysD; sulfate adenylyltransferase subunit 2	Function	9
K00962	K00962: pnp, PNPT1; polyribonucleotide nucleotidyltransferase	Function	2
	lvl1: 03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	1	3
	lvl2: nan	2	3
K00971	K00971: manC, cpsB; mannose-1-phosphate guanylyltransferase	Function	2
	lvl2: Mannose	2	23
K00975	K00975: glgC; glucose-1-phosphate adenylyltransferase	Function	2
K00979	K00979: kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	Function	2
K01000	K01000: mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	Function	2
K01006	K01006: ppdK; pyruvate, orthophosphate dikinase	Function	7
	lvl2: Gluconeogenesis	2	3
K01011	K01011: TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	Function	3
K01026	K01026: pct; propionate CoA-transferase	Function	3
	lvl2: Polysaccharide lyase	2	3
K01046	K01046: lip, TGL2; triacylglycerol lipase	Function	1
	lvl2: Cellular response to osmotic stress	2	33
K01048	K01048: pldB; lysophospholipase	Function	2
K01057	K01057: PGLS, pgl, devB; 6-phosphogluconolactonase	Function	1
K01070	K01070: frmB, ESD, fghA; S-formylglutathione hydrolase	Function	1
K01079	K01079: serB, PSPH; phosphoserine phosphatase	Function	1
K01087	K01087: otsB; trehalose 6-phosphate phosphatase	Function	3
K01119	K01119: cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase	Function	2
K01129	K01129: dgt; dGTPase	Function	1
K01139	K01139: spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	Function	1
K01178	K01178: SGA1; glucoamylase	Function	2
K01181	K01181: E3.2.1.8, xynA; endo-1,4-beta-xylanase	Function	1
K01182	K01182: IMA, malL; oligo-1,6-glucosidase	Function	3
K01184	K01184: E3.2.1.15; polygalacturonase	Function	4
	lvl2: Pectin	2	1
K01185	K01185: E3.2.1.17; lysozyme	Function	1
K01186	K01186: NEU1; sialidase-1	Function	1
K01190	K01190: lacZ; beta-galactosidase	Function	3
	lvl3: Lactose	3	4
K01191	K01191: MAN2C1; alpha-mannosidase	Function	1
K01192	K01192: E3.2.1.25, MANBA, manB; beta-mannosidase	Function	1
K01193	K01193: INV, sacA; beta-fructofuranosidase	Function	4
	lvl3: Sucrose	3	3
K01198	K01198: xynB; xylan 1,4-beta-xylosidase	Function	3
K01206	K01206: FUCA; alpha-L-fucosidase	Function	1
K01207	K01207: nagZ; beta-N-acetylhexosaminidase	Function	2
	lvl2: Chitin	2	2
K01209	K01209: abfA; alpha-L-arabinofuranosidase	Function	2
	lvl2: Arabinose	2	1
K01214	K01214: ISA, treX; isoamylase	Function	1
K01217	K01217: IDUA; L-iduronidase	Function	1
K01218	K01218: gmuG; mannan endo-1,4-beta-mannosidase	Function	2
K01236	K01236: treZ, glgZ; maltooligosyltrehalose trehalohydrolase	Function	1
K01239	K01239: iunH; purine nucleosidase	Function	1
K01240	K01240: URH1; uridine nucleosidase	Function	1
K01241	K01241: amn; AMP nucleosidase	Function	1
K01243	K01243: mtnN, mtn, pfs; adenosylhomocysteine nucleosidase	Function	1
K01247	K01247: alkA; DNA-3-methyladenine glycosylase II	Function	1
K01251	K01251: E3.3.1.1, ahcY; adenosylhomocysteinase	Function	2
K01259	K01259: pip; proline iminopeptidase	Function	1
	lvl2: Carbohydrate esterase	2	5
K01286	K01286: E3.4.16.4; D-alanyl-D-alanine carboxypeptidase	Function	2
K01425	K01425: glsA, GLS; glutaminase	Function	4
	lvl2: D-glutamine and D-glutamate metabolism	2	4
K01426	K01426: E3.5.1.4, amiE; amidase	Function	5
K01428	K01428: ureC; urease subunit alpha	Function	2
K01429	K01429: ureB; urease subunit beta	Function	2
K01430	K01430: ureA; urease subunit gamma	Function	2
K01438	K01438: argE; acetylornithine deacetylase	Function	2
K01439	K01439: dapE; succinyl-diaminopimelate desuccinylase	Function	2
K01443	K01443: nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase	Function	1
K01448	K01448: amiABC; N-acetylmuramoyl-L-alanine amidase	Function	1
	lvl3: Oxaloacetate to aspartate and asparagine	3	6
K01449	K01449: cwlJ, sleB; N-acetylmuramoyl-L-alanine amidase	Function	2
	lvl3: Glutamate	3	2
K01451	K01451: hipO; hippurate hydrolase	Function	1
K01457	K01457: atzF; allophanate hydrolase	Function	1
K01458	K01458: hutG; N-formylglutamate deformylase	Function	1
K01464	K01464: DPYS, dht, hydA; dihydropyrimidinase	Function	1
K01465	K01465: URA4, pyrC; dihydroorotase	Function	1
K01466	K01466: allB; allantoinase	Function	2
K01468	K01468: hutI, AMDHD1; imidazolonepropionase	Function	2
K01470	K01470: E3.5.2.10; creatinine amidohydrolase	Function	1
K01473	K01473: hyuA; N-methylhydantoinase A	Function	3
	lvl2: BTEX and related aromatics degradation	2	2
K01474	K01474: hyuB; N-methylhydantoinase B	Function	2
K01476	K01476: E3.5.3.1, rocF, arg; arginase	Function	1
K01478	K01478: arcA; arginine deiminase	Function	1
K01480	K01480: speB; agmatinase	Function	1
K01483	K01483: allA; ureidoglycolate lyase	Function	1
K01485	K01485: codA; cytosine/creatinine deaminase	Function	3
K01486	K01486: ade; adenine deaminase	Function	2
K01487	K01487: E3.5.4.3, guaD; guanine deaminase	Function	2
K01489	K01489: cdd, CDA; cytidine deaminase	Function	1
K01491	K01491: folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	Function	2
K01494	K01494: dcd; dCTP deaminase	Function	1
K01496	K01496: hisI; phosphoribosyl-AMP cyclohydrolase	Function	2
K01501	K01501: E3.5.5.1; nitrilase	Function	2
K01517	K01517: ADPRM; manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	Function	1
K01519	K01519: ITPA; inosine triphosphate pyrophosphatase	Function	2
K01520	K01520: dut, DUT; dUTP pyrophosphatase	Function	1
K01523	K01523: hisE; phosphoribosyl-ATP pyrophosphohydrolase	Function	1
K01524	K01524: ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	Function	1
K01581	K01581: E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase	Function	1
K01584	K01584: adiA; arginine decarboxylase	Function	3
K01586	K01586: lysA; diaminopimelate decarboxylase	Function	2
K01588	K01588: purE; 5-(carboxyamino)imidazole ribonucleotide mutase	Function	1
K01589	K01589: purK; 5-(carboxyamino)imidazole ribonucleotide synthase	Function	1
K01591	K01591: pyrF; orotidine-5'-phosphate decarboxylase	Function	1
K01593	K01593: DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase	Function	3
