	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_048182_NC_048182_27	NC_048182	NC_048182	27	25810	26592	1	E															0
NC_048182_NC_048182_28	NC_048182	NC_048182	28	26642	27679	1	E															0
NC_048182_NC_048182_29	NC_048182	NC_048182	29	27738	29045	-1	E															0
NC_048182_NC_048182_30	NC_048182	NC_048182	30	29038	29916	-1	E															0
NC_048182_NC_048182_31	NC_048182	NC_048182	31	29959	30720	1	E															0
NC_048182_NC_048182_32	NC_048182	NC_048182	32	30755	32374	1	E															0
NC_048182_NC_048182_33	NC_048182	NC_048182	33	32512	32817	1	E															0
NC_048182_NC_048182_34	NC_048182	NC_048182	34	32817	33359	1	E															0
NC_048182_NC_048182_35	NC_048182	NC_048182	35	33428	34195	1	E															0
NC_048182_NC_048182_36	NC_048182	NC_048182	36	34196	35209	1	E															0
NC_048182_NC_048182_37	NC_048182	NC_048182	37	35219	36265	1	E															0
NC_048182_NC_048182_38	NC_048182	NC_048182	38	36314	38059	-1	E															0
NC_048182_NC_048182_39	NC_048182	NC_048182	39	38145	39470	1	E															0
NC_048182_NC_048182_40	NC_048182	NC_048182	40	39481	39906	1	E															0
NC_048182_NC_048182_41	NC_048182	NC_048182	41	39921	41486	1	E															0
NC_048182_NC_048182_42	NC_048182	NC_048182	42	41486	42139	1	E															0
NC_048182_NC_048182_43	NC_048182	NC_048182	43	42187	45123	-1	E															0
NC_048182_NC_048182_44	NC_048182	NC_048182	44	45127	46206	-1	E															0
NC_048182_NC_048182_45	NC_048182	NC_048182	45	46234	47316	1	E															0
NC_048182_NC_048182_46	NC_048182	NC_048182	46	47320	48195	1	E															0
NC_048182_NC_048182_47	NC_048182	NC_048182	47	48185	48724	1	E															0
NC_048182_NC_048182_48	NC_048182	NC_048182	48	48705	49976	1	E															0
NC_048182_NC_048182_49	NC_048182	NC_048182	49	49966	50925	1	E															0
NC_048182_NC_048182_50	NC_048182	NC_048182	50	50962	52239	1	E															0
NC_048182_NC_048182_51	NC_048182	NC_048182	51	52337	53374	1	E															0
NC_048182_NC_048182_52	NC_048182	NC_048182	52	53371	53889	1	E															0
NC_048182_NC_048182_53	NC_048182	NC_048182	53	53886	54497	1	E															0
NC_048182_NC_048182_54	NC_048182	NC_048182	54	54466	55419	1	E															0
NC_048182_NC_048182_55	NC_048182	NC_048182	55	55421	56359	1	E															0
NC_048182_NC_048182_56	NC_048182	NC_048182	56	56451	58052	1	E															0
NC_048182_NC_048182_57	NC_048182	NC_048182	57	58009	59307	1	E															0
NC_048182_NC_048182_58	NC_048182	NC_048182	58	59318	59941	1	E															0
NC_048182_NC_048182_59	NC_048182	NC_048182	59	59941	61293	1	E															0
NC_048182_NC_048182_60	NC_048182	NC_048182	60	61339	62883	-1	D										Divergent DnaB-like ATPase [PF20307.1]					0
NC_048182_NC_048182_61	NC_048182	NC_048182	61	62923	63471	1	E															0
NC_048182_NC_048182_62	NC_048182	NC_048182	62	63597	65756	1	E															0
NC_048182_NC_048182_63	NC_048182	NC_048182	63	65929	67026	1	E															0
NC_048182_NC_048182_64	NC_048182	NC_048182	64	67038	68768	1	E															0
NC_048182_NC_048182_65	NC_048182	NC_048182	65	68796	71204	1	E															0
NC_048182_NC_048182_66	NC_048182	NC_048182	66	71361	71792	1	E															0
NC_048182_NC_048182_67	NC_048182	NC_048182	67	71799	72176	1	E															0
NC_048182_NC_048182_68	NC_048182	NC_048182	68	72164	72499	1	E															0
NC_048182_NC_048182_69	NC_048182	NC_048182	69	72439	72813	1	E															0
NC_048182_NC_048182_70	NC_048182	NC_048182	70	72912	73493	1	E															0
NC_048182_NC_048182_71	NC_048182	NC_048182	71	73559	76483	-1	E															0
NC_048182_NC_048182_72	NC_048182	NC_048182	72	76511	78643	1	E															0
NC_048182_NC_048182_73	NC_048182	NC_048182	73	78624	78944	1	E															0
NC_048182_NC_048182_74	NC_048182	NC_048182	74	78957	79877	1	E															0
NC_048182_NC_048182_75	NC_048182	NC_048182	75	79893	80513	1	E															0
NC_048182_NC_048182_76	NC_048182	NC_048182	76	80519	81094	1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]								Crossover junction endodeoxyribonuclease RuvC [PF02075.20]					0
NC_048182_NC_048182_77	NC_048182	NC_048182	77	81072	81722	1	E															0
NC_048182_NC_048182_78	NC_048182	NC_048182	78	81775	82107	-1	E															0
NC_048182_NC_048182_79	NC_048182	NC_048182	79	82058	82510	-1	E															0
NC_048182_NC_048182_80	NC_048182	NC_048182	80	82507	83742	-1	E															0
NC_048182_NC_048182_81	NC_048182	NC_048182	81	83773	84534	1	E															0
NC_048182_NC_048182_82	NC_048182	NC_048182	82	84589	88287	1	E															0
NC_048182_NC_048182_83	NC_048182	NC_048182	83	88348	92136	1	E															0
NC_048182_NC_048182_84	NC_048182	NC_048182	84	92178	97277	1	D										Mycoplasma protein of unknown function, DUF285 [PF03382.17]					0
NC_048182_NC_048182_85	NC_048182	NC_048182	85	97327	98304	-1	E															0
NC_048182_NC_048182_86	NC_048182	NC_048182	86	98330	100807	1	D										RecF/RecN/SMC N terminal domain [PF02463.22]					0
NC_048182_NC_048182_87	NC_048182	NC_048182	87	100843	101409	1	E															0
NC_048182_NC_048182_88	NC_048182	NC_048182	88	101406	101963	1	E															0
NC_048182_NC_048182_89	NC_048182	NC_048182	89	102182	102976	1	D										Transglycosylase SLT domain [PF01464.23]					0
NC_048182_NC_048182_90	NC_048182	NC_048182	90	103036	103302	1	E															0
NC_048182_NC_048182_91	NC_048182	NC_048182	91	103369	103749	1	E															0
NC_048182_NC_048182_92	NC_048182	NC_048182	92	103759	105726	1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]								NAD-dependent DNA ligase adenylation domain [PF01653.21]; NAD-dependent DNA ligase OB-fold domain [PF03120.19]					0
NC_048182_NC_048182_93	NC_048182	NC_048182	93	105782	106108	1	E															0
NC_048182_NC_048182_94	NC_048182	NC_048182	94	106108	106695	1	E															0
NC_048182_NC_048182_95	NC_048182	NC_048182	95	106704	107189	1	C	K03469	ribonuclease HI [EC:3.1.26.4]								RNase H [PF00075.27]					0
NC_048182_NC_048182_96	NC_048182	NC_048182	96	107200	107808	1	E															0
NC_048182_NC_048182_97	NC_048182	NC_048182	97	107894	110032	1	E															0
NC_048182_NC_048182_98	NC_048182	NC_048182	98	110150	111514	1	E															0
NC_048182_NC_048182_99	NC_048182	NC_048182	99	111641	111916	1	D										Helix-turn-helix domain [PF13744.9]					0
NC_048182_NC_048182_100	NC_048182	NC_048182	100	111924	112580	1	E															0
NC_048182_NC_048182_101	NC_048182	NC_048182	101	112588	113544	1	E															0
NC_048182_NC_048182_102	NC_048182	NC_048182	102	113534	113884	1	E															0
NC_048182_NC_048182_103	NC_048182	NC_048182	103	113850	114455	1	E															0
NC_048182_NC_048182_104	NC_048182	NC_048182	104	114487	115269	1	E															0
NC_048182_NC_048182_105	NC_048182	NC_048182	105	115266	115520	1	E															0
NC_048182_NC_048182_106	NC_048182	NC_048182	106	115474	115713	1	E															0
NC_048182_NC_048182_107	NC_048182	NC_048182	107	115726	117099	1	C	K08900	mitochondrial chaperone BCS1								BCS1 N terminal [PF08740.14]; ATPase family associated with various cellular activities (AAA) [PF00004.32]; AAA domain (dynein-related subfamily) [PF07728.17]					0
NC_048182_NC_048182_108	NC_048182	NC_048182	108	117110	117355	1	E															0
NC_048182_NC_048182_109	NC_048182	NC_048182	109	117355	117669	1	E															0
NC_048182_NC_048182_110	NC_048182	NC_048182	110	117669	118001	1	E															0
NC_048182_NC_048182_111	NC_048182	NC_048182	111	118012	118335	1	E															0
NC_048182_NC_048182_112	NC_048182	NC_048182	112	118335	118799	1	E															0
NC_048182_NC_048182_113	NC_048182	NC_048182	113	118799	119539	1	E															0
NC_048182_NC_048182_114	NC_048182	NC_048182	114	119649	120071	1	E															0
NC_048182_NC_048182_115	NC_048182	NC_048182	115	120142	121644	1	E															0
NC_048182_NC_048182_116	NC_048182	NC_048182	116	121646	122350	1	E															0
NC_048182_NC_048182_117	NC_048182	NC_048182	117	122460	122744	1	E															0
NC_048182_NC_048182_118	NC_048182	NC_048182	118	122773	123831	1	E															0
NC_048182_NC_048182_119	NC_048182	NC_048182	119	123821	124027	1	E															0
NC_048182_NC_048182_120	NC_048182	NC_048182	120	124051	124776	1	E															0
NC_048182_NC_048182_121	NC_048182	NC_048182	121	124843	125220	1	E															0
NC_048182_NC_048182_122	NC_048182	NC_048182	122	125284	125814	1	E															0
NC_048182_NC_048182_123	NC_048182	NC_048182	123	125828	126055	1	E															0
NC_048182_NC_048182_124	NC_048182	NC_048182	124	126104	126730	1	E															0
NC_048182_NC_048182_125	NC_048182	NC_048182	125	126731	127090	1	E															0
NC_048182_NC_048182_126	NC_048182	NC_048182	126	127090	127416	1	E															0
NC_048182_NC_048182_127	NC_048182	NC_048182	127	127383	128270	1	E															0
NC_048182_NC_048182_128	NC_048182	NC_048182	128	128406	128732	1	E															0
NC_048182_NC_048182_129	NC_048182	NC_048182	129	128762	129520	1	E															0
NC_048182_NC_048182_130	NC_048182	NC_048182	130	129526	129906	1	E															0
NC_048182_NC_048182_131	NC_048182	NC_048182	131	129941	130291	1	E															0
NC_048182_NC_048182_132	NC_048182	NC_048182	132	130399	131070	-1	E															0
NC_048182_NC_048182_133	NC_048182	NC_048182	133	131109	140483	-1	C	K20276	large repetitive protein													0
NC_048182_NC_048182_134	NC_048182	NC_048182	134	140500	155859	-1	E															0
NC_048182_NC_048182_135	NC_048182	NC_048182	135	155986	160452	-1	E															0
NC_048182_NC_048182_136	NC_048182	NC_048182	136	160575	161705	-1	C	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]								Ribonucleotide reductase, small chain [PF00268.24]					0
NC_048182_NC_048182_137	NC_048182	NC_048182	137	161967	162347	1	E															0
NC_048182_NC_048182_138	NC_048182	NC_048182	138	162578	162829	1	E															0
NC_048182_NC_048182_139	NC_048182	NC_048182	139	162839	163144	1	E															0
NC_048182_NC_048182_140	NC_048182	NC_048182	140	163160	163636	1	E															0
NC_048182_NC_048182_141	NC_048182	NC_048182	141	163646	164047	1	E															0
NC_048182_NC_048182_142	NC_048182	NC_048182	142	164040	164327	1	E															0
NC_048182_NC_048182_143	NC_048182	NC_048182	143	164329	164691	1	E															0
NC_048182_NC_048182_144	NC_048182	NC_048182	144	164724	165017	1	E															0
NC_048182_NC_048182_145	NC_048182	NC_048182	145	165017	165436	1	E															0
NC_048182_NC_048182_146	NC_048182	NC_048182	146	165436	165786	1	E															0
NC_048182_NC_048182_147	NC_048182	NC_048182	147	165786	165956	1	E															0
NC_048182_NC_048182_148	NC_048182	NC_048182	148	165946	166701	1	E															0
NC_048182_NC_048182_149	NC_048182	NC_048182	149	166711	167154	1	E															0
NC_048182_NC_048182_150	NC_048182	NC_048182	150	167145	167612	1	E															0
NC_048182_NC_048182_151	NC_048182	NC_048182	151	167557	167793	1	E															0
NC_048182_NC_048182_152	NC_048182	NC_048182	152	167854	168465	-1	E															0
NC_048182_NC_048182_153	NC_048182	NC_048182	153	168601	169020	1	E															0
NC_048182_NC_048182_154	NC_048182	NC_048182	154	169022	169396	1	E															0
NC_048182_NC_048182_155	NC_048182	NC_048182	155	169396	169914	1	E															0
NC_048182_NC_048182_156	NC_048182	NC_048182	156	169889	170146	1	E															0
NC_048182_NC_048182_157	NC_048182	NC_048182	157	170143	170487	1	E															0
NC_048182_NC_048182_158	NC_048182	NC_048182	158	170484	171668	1	C	K00560	thymidylate synthase [EC:2.1.1.45]								Thymidylate synthase [PF00303.22]					0
NC_048182_NC_048182_159	NC_048182	NC_048182	159	171685	172053	1	E															0
NC_048182_NC_048182_160	NC_048182	NC_048182	160	172100	172285	1	E															0
NC_048182_NC_048182_161	NC_048182	NC_048182	161	172288	173316	1	E															0
NC_048182_NC_048182_162	NC_048182	NC_048182	162	173443	173715	1	E															0
NC_048182_NC_048182_163	NC_048182	NC_048182	163	173759	174085	1	E															0
NC_048182_NC_048182_164	NC_048182	NC_048182	164	174131	174301	1	E															0
NC_048182_NC_048182_165	NC_048182	NC_048182	165	174372	175013	1	E															0
NC_048182_NC_048182_166	NC_048182	NC_048182	166	175024	175707	1	C	K00287	dihydrofolate reductase [EC:1.5.1.3]								Dihydrofolate reductase [PF00186.22]					0
NC_048182_NC_048182_167	NC_048182	NC_048182	167	175673	175960	1	E															0
NC_048182_NC_048182_168	NC_048182	NC_048182	168	175984	176109	1	E															0
NC_048182_NC_048182_169	NC_048182	NC_048182	169	176227	176616	1	E															0
NC_048182_NC_048182_170	NC_048182	NC_048182	170	176651	176842	1	E															0
NC_048182_NC_048182_171	NC_048182	NC_048182	171	176961	177509	1	E															0
NC_048182_NC_048182_172	NC_048182	NC_048182	172	177539	179119	1	D										TCP-1/cpn60 chaperonin family [PF00118.27]					0
NC_048182_NC_048182_173	NC_048182	NC_048182	173	179272	179547	1	E															0
NC_048182_NC_048182_174	NC_048182	NC_048182	174	179565	180155	1	C	K00857	thymidine kinase [EC:2.7.1.21]								Thymidine kinase [PF00265.21]					0
NC_048182_NC_048182_175	NC_048182	NC_048182	175	180234	180563	1	E															0
NC_048182_NC_048182_176	NC_048182	NC_048182	176	180685	181530	1	E															0
NC_048182_NC_048182_177	NC_048182	NC_048182	177	181639	182115	1	E															0
NC_048182_NC_048182_178	NC_048182	NC_048182	178	182115	182633	1	E															0
NC_048182_NC_048182_179	NC_048182	NC_048182	179	182633	183466	1	E															0
NC_048182_NC_048182_180	NC_048182	NC_048182	180	183506	184087	1	E															0
NC_048182_NC_048182_181	NC_048182	NC_048182	181	184144	184779	-1	E															0
NC_048182_NC_048182_182	NC_048182	NC_048182	182	184776	186113	-1	E															0
NC_048182_NC_048182_183	NC_048182	NC_048182	183	186115	186585	1	E															0
NC_048182_NC_048182_184	NC_048182	NC_048182	184	186640	188061	1	E															0
NC_048182_NC_048182_185	NC_048182	NC_048182	185	188111	189154	-1	E															0
NC_048182_NC_048182_186	NC_048182	NC_048182	186	189164	191308	-1	D										SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]					0
NC_048182_NC_048182_187	NC_048182	NC_048182	187	191325	192458	1	E															0
NC_048182_NC_048182_188	NC_048182	NC_048182	188	192510	193289	-1	E															0
NC_048182_NC_048182_189	NC_048182	NC_048182	189	193353	194828	1	E															0
NC_048182_NC_048182_190	NC_048182	NC_048182	190	194830	195195	1	E															0
NC_048182_NC_048182_191	NC_048182	NC_048182	191	195192	195869	1	E															0
NC_048182_NC_048182_192	NC_048182	NC_048182	192	195869	196324	1	E															0
NC_048182_NC_048182_193	NC_048182	NC_048182	193	196321	197046	1	E															0
NC_048182_NC_048182_194	NC_048182	NC_048182	194	197098	197706	-1	E															0
NC_048182_NC_048182_195	NC_048182	NC_048182	195	197820	198371	1	E															0
NC_048182_NC_048182_196	NC_048182	NC_048182	196	198364	198783	1	E															0
NC_048182_NC_048182_197	NC_048182	NC_048182	197	198845	199960	1	E															0
NC_048182_NC_048182_198	NC_048182	NC_048182	198	200023	202227	-1	E															0
NC_048182_NC_048182_199	NC_048182	NC_048182	199	202268	209569	-1	C	K03791	putative chitinase								Chitinase class I [PF00182.22]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm	0
NC_048182_NC_048182_200	NC_048182	NC_048182	200	209596	211221	1	E															0
NC_048182_NC_048182_201	NC_048182	NC_048182	201	211221	215546	1	E															0
NC_048182_NC_048182_202	NC_048182	NC_048182	202	215546	216415	1	E															0
NC_048182_NC_048182_203	NC_048182	NC_048182	203	216425	216589	1	E															0
NC_048182_NC_048182_204	NC_048182	NC_048182	204	216586	218088	1	E															0
NC_048182_NC_048182_205	NC_048182	NC_048182	205	218088	218825	1	E															0
NC_048182_NC_048182_206	NC_048182	NC_048182	206	218825	219676	1	D			MER0215058	S80	MER0215058 - family S80 unassigned peptidases () [S80.UPW]#S80#{peptidase unit: 1-283}~source AEV89720~	True	448.0	1.913e-141	0.774	Peptidase S80 family [PF20034.2]					0
NC_048182_NC_048182_207	NC_048182	NC_048182	207	219788	220558	1	E															0
NC_048182_NC_048182_208	NC_048182	NC_048182	208	220609	221181	1	E															0
NC_048182_NC_048182_209	NC_048182	NC_048182	209	221312	222292	1	E															0
NC_048182_NC_048182_210	NC_048182	NC_048182	210	222292	222549	1	E															0
NC_048182_NC_048182_211	NC_048182	NC_048182	211	222602	223018	1	E															0
NC_048182_NC_048182_212	NC_048182	NC_048182	212	223178	223513	1	E															0
NC_048182_NC_048182_213	NC_048182	NC_048182	213	223516	223917	1	E															0
NC_048182_NC_048182_214	NC_048182	NC_048182	214	224015	225280	1	E															0
NC_048182_NC_048182_215	NC_048182	NC_048182	215	225343	225801	1	E															0
NC_048182_NC_048182_216	NC_048182	NC_048182	216	225867	226409	1	E															0
NC_048182_NC_048182_217	NC_048182	NC_048182	217	226387	226740	1	E															0
NC_048182_NC_048182_218	NC_048182	NC_048182	218	226737	227306	1	E															0
NC_048182_NC_048182_219	NC_048182	NC_048182	219	227303	227707	1	E															0
NC_048182_NC_048182_220	NC_048182	NC_048182	220	227707	228144	1	E															0
NC_048182_NC_048182_221	NC_048182	NC_048182	221	228137	228532	1	E															0
NC_048182_NC_048182_222	NC_048182	NC_048182	222	228513	229115	1	E															0
NC_048182_NC_048182_223	NC_048182	NC_048182	223	229190	229774	1	E															0
NC_048182_NC_048182_224	NC_048182	NC_048182	224	229875	230513	1	E															0
NC_048182_NC_048182_225	NC_048182	NC_048182	225	230523	231227	1	E															0
NC_048182_NC_048182_226	NC_048182	NC_048182	226	231362	232099	1	D										HD domain [PF01966.25]					0
NC_048182_NC_048182_227	NC_048182	NC_048182	227	232080	232538	1	E															0
NC_048182_NC_048182_228	NC_048182	NC_048182	228	232538	232939	1	E															0
NC_048182_NC_048182_229	NC_048182	NC_048182	229	233010	233915	-1	E															0
NC_048182_NC_048182_230	NC_048182	NC_048182	230	233929	236127	-1	E															0
NC_048182_NC_048182_231	NC_048182	NC_048182	231	236234	237109	1	E															0
NC_048182_NC_048182_232	NC_048182	NC_048182	232	237133	239934	1	E															0
NC_048182_NC_048182_233	NC_048182	NC_048182	233	239927	241663	1	E															0
NC_048182_NC_048182_234	NC_048182	NC_048182	234	241717	244047	-1	E															0
NC_048182_NC_048182_235	NC_048182	NC_048182	235	244199	244813	-1	D										Thymidylate kinase [PF02223.20]; Deoxynucleoside kinase [PF01712.22]					0
NC_048182_NC_048182_236	NC_048182	NC_048182	236	244813	246285	-1	E															0
NC_048182_NC_048182_237	NC_048182	NC_048182	237	246285	247130	-1	E															0
NC_048182_NC_048182_238	NC_048182	NC_048182	238	247894	248166	-1	D										Glutaredoxin [PF00462.27]; Glutaredoxin-like domain (DUF836) [PF05768.17]; Glutathione S-transferase, N-terminal domain [PF13417.9]					0
NC_048182_NC_048182_239	NC_048182	NC_048182	239	248715	248858	-1	E															0
NC_048182_NC_048182_240	NC_048182	NC_048182	240	248855	249364	-1	E															0
NC_048182_NC_048182_241	NC_048182	NC_048182	241	249813	250103	-1	D										Protein of unknown function (DUF2829) [PF11195.11]					0
NC_048182_NC_048182_242	NC_048182	NC_048182	242	250798	251412	1	E															0
NC_048182_NC_048182_243	NC_048182	NC_048182	243	251450	251920	1	E															0
NC_048182_NC_048182_244	NC_048182	NC_048182	244	251988	252782	1	E															0
NC_048182_NC_048182_245	NC_048182	NC_048182	245	252760	253197	1	E															0
NC_048182_NC_048182_246	NC_048182	NC_048182	246	253328	253702	1	E															0
NC_048182_NC_048182_247	NC_048182	NC_048182	247	253702	254052	1	E															0
NC_048182_NC_048182_248	NC_048182	NC_048182	248	254045	254398	1	E															0
NC_048182_NC_048182_249	NC_048182	NC_048182	249	254476	255135	1	E															0
NC_048182_NC_048182_250	NC_048182	NC_048182	250	255454	256005	1	E															0
NC_048182_NC_048182_251	NC_048182	NC_048182	251	256005	256412	1	E															0
NC_048182_NC_048182_252	NC_048182	NC_048182	252	256409	256552	1	E															0
NC_048182_NC_048182_253	NC_048182	NC_048182	253	256562	257263	1	E															0
NC_048182_NC_048182_254	NC_048182	NC_048182	254	257266	257433	1	E															0
NC_048182_NC_048182_255	NC_048182	NC_048182	255	257494	258111	1	E															0
NC_048182_NC_048182_256	NC_048182	NC_048182	256	258111	258452	1	E															0
NC_048182_NC_048182_257	NC_048182	NC_048182	257	258452	258781	1	E															0
NC_048182_NC_048182_258	NC_048182	NC_048182	258	258778	259206	1	E															0
NC_048182_NC_048182_259	NC_048182	NC_048182	259	259206	259655	1	E															0
NC_048182_NC_048182_260	NC_048182	NC_048182	260	259655	259939	1	E															0
NC_048182_NC_048182_261	NC_048182	NC_048182	261	259949	260311	1	E															0
NC_048182_NC_048182_262	NC_048182	NC_048182	262	260311	261006	1	E															0
NC_048182_NC_048182_263	NC_048182	NC_048182	263	261031	261636	1	E															0
NC_048182_NC_048182_264	NC_048182	NC_048182	264	261629	262063	1	E															0
NC_048182_NC_048182_265	NC_048182	NC_048182	265	262183	262992	1	E															0
NC_048182_NC_048182_266	NC_048182	NC_048182	266	263004	263621	1	E															0
NC_048182_NC_048182_267	NC_048182	NC_048182	267	263621	264238	1	E															0
NC_048182_NC_048182_268	NC_048182	NC_048182	268	264240	264560	1	E															0
NC_048182_NC_048182_269	NC_048182	NC_048182	269	264557	265264	1	E															0
NC_048182_NC_048182_270	NC_048182	NC_048182	270	265306	265587	1	E															0
NC_048182_NC_048182_271	NC_048182	NC_048182	271	265687	265932	1	E															0
NC_048182_NC_048182_272	NC_048182	NC_048182	272	265937	266398	1	E															0
NC_048182_NC_048182_273	NC_048182	NC_048182	273	266400	266915	1	E															0
NC_048182_NC_048182_274	NC_048182	NC_048182	274	266915	267244	1	E															0
NC_048182_NC_048182_275	NC_048182	NC_048182	275	267241	269031	1	E															0
NC_048182_NC_048182_276	NC_048182	NC_048182	276	269150	269608	1	E															0
NC_048182_NC_048182_277	NC_048182	NC_048182	277	269583	269960	1	E															0
NC_048182_NC_048182_278	NC_048182	NC_048182	278	269947	270342	1	E															0
NC_048182_NC_048182_279	NC_048182	NC_048182	279	270481	271428	1	E															0
NC_048182_NC_048182_280	NC_048182	NC_048182	280	271464	271760	1	E															0
NC_048182_NC_048182_281	NC_048182	NC_048182	281	271763	272236	1	E															0
NC_048182_NC_048182_282	NC_048182	NC_048182	282	272205	272783	1	E															0
NC_048182_NC_048182_283	NC_048182	NC_048182	283	272792	273199	1	E															0
NC_048182_NC_048182_284	NC_048182	NC_048182	284	273183	273404	1	E															0
NC_048182_NC_048182_285	NC_048182	NC_048182	285	273413	274117	1	E															0
NC_048182_NC_048182_286	NC_048182	NC_048182	286	274107	274526	1	D										SH3 fold domain associated with phage DNA polymerases [PF20287.1]					0
NC_048182_NC_048182_287	NC_048182	NC_048182	287	274621	276699	1	D										Divergent Family B DNA polymerase [PF20286.1]					0
