	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_048136.1_11	NC_048136.1	NC_048136.1	11	7225	7485	1	E			YP_009818263.1	YP_009818263.1 hypothetical protein HOU92_gp11 [Escherichia phage Ro45lw]	False	0.977	179	2.063e-52		VOG03271	sp|P07718|Y16_BPT3 Uncharacterized gene 1.6 protein; Xu	Xu	0	False	
NC_048136.1_12	NC_048136.1	NC_048136.1	12	7478	7786	1	E			YP_009818264.1	YP_009818264.1 hypothetical protein HOU92_gp12 [Escherichia phage Ro45lw]	False	0.996	217	4.096e-65		VOG02039	REFSEQ nucleotide kinase; Xu	Xu	0	False	
NC_048136.1_13	NC_048136.1	NC_048136.1	13	7864	8022	1	D			YP_009818265.1	YP_009818265.1 RNA polymerase inhibitor [Escherichia phage Ro45lw]	False	0.922	103	1.792e-26	RNA polymerase inhibitor [PF16857.8]	VOG01415	sp|P03704|VRPI_BPT7 Bacterial RNA polymerase inhibitor; Xp	Xp	0	False	
NC_048136.1_14	NC_048136.1	NC_048136.1	14	8080	8778	1	C	K25280	Escherichia phage single-stranded DNA-binding protein	YP_009818266.1	YP_009818266.1 Gp2.5-like ssDNA binding protein and ssDNA annealing protein [Escherichia phage Ro45lw]	True	0.959	470	2.869e-150		VOG00262	sp|P20313|SSB_BPT3 Single-stranded DNA-binding protein; Xr	Xr	0	False	V
NC_048136.1_15	NC_048136.1	NC_048136.1	15	8814	9233	1	C	K21525	Escherichia phage endonuclease I [EC:3.1.21.2]	YP_009820050.1	YP_009820050.1 endonuclease [Cronobacter phage GW1]	False	0.996	295	2.337e-91	Phage endonuclease I [PF05367.14]	VOG00381	sp|P00641|ENDO_BPT7 Endonuclease I; Xp	Xp	0	False	
NC_048136.1_16	NC_048136.1	NC_048136.1	16	9230	9460	1	E			YP_009818268.1	YP_009818268.1 hypothetical protein HOU92_gp16 [Escherichia phage Ro45lw]	False	0.959	156	2.203e-44		VOG03324	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048136.1_17	NC_048136.1	NC_048136.1	17	9450	9908	1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	YP_009818269.1	YP_009818269.1 amidase [Escherichia phage Ro45lw]	False	1.0	328	1.3320000000000002e-102	N-acetylmuramoyl-L-alanine amidase [PF01510.28]	VOG04266	sp|P39800|XLYA_BACSU N-acetylmuramoyl-L-alanine amidase XlyA; Xh	Xh	0	False	
NC_048136.1_18	NC_048136.1	NC_048136.1	18	9922	10134	1	E			YP_009818270.1	YP_009818270.1 hypothetical protein HOU92_gp18 [Escherichia phage Ro45lw]	False	0.901	134	5.964e-37		VOG01904	sp|P20317|V43_BPT3 Gene 4.3 protein; Xu	Xu	0	False	
NC_048136.1_19	NC_048136.1	NC_048136.1	19	10203	11903	1	C	K21502	Escherichia phage DNA primase/helicase [EC:2.7.7.- 5.6.2.3]	YP_009818271.1	YP_009818271.1 toprim domain-containing protein [Escherichia phage Ro45lw]	True	0.967	1154	0.0	DnaB-like helicase C terminal domain [PF03796.18]; Toprim-like [PF13155.9]; KaiC [PF06745.16]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	V
NC_048136.1_20	NC_048136.1	NC_048136.1	20	11920	12450	1	E			YP_009818272.1	YP_009818272.1 hypothetical protein HOU92_gp20 [Escherichia phage Ro45lw]	True	0.943	350	6.479e-110		VOG00603	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048136.1_21	NC_048136.1	NC_048136.1	21	12523	14541	1	C	K21238	Escherichia phage DNA-directed DNA polymerase [EC:2.7.7.7]	YP_009818273.1	YP_009818273.1 DNA polymerase I [Escherichia phage Ro45lw]	True	0.998	1418	0.0	DNA polymerase family A [PF00476.23]	VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xh;Xr	0	False	V
NC_048136.1_22	NC_048136.1	NC_048136.1	22	14621	15016	1	D			YP_009818274.1	YP_009818274.1 HNH endonuclease [Escherichia phage Ro45lw]	False	1.0	291	3.7279999999999997e-90	HNH endonuclease [PF13392.9]	VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	
NC_048136.1_23	NC_048136.1	NC_048136.1	23	15119	15292	1	E			YP_009818275.1	YP_009818275.1 DNA polymerase [Escherichia phage Ro45lw]	False	1.0	123	1.6000000000000002e-33					0	False	
NC_048136.1_24	NC_048136.1	NC_048136.1	24	15292	15582	1	D			YP_009818276.1	YP_009818276.1 Gp5.5-like host HNS inhibition [Escherichia phage Ro45lw]	False	0.947	193	5.27e-57	Bacteriophage T7, gene 5.5 [PF11247.11]	VOG00112	sp|P20319|V55_BPT3 Gene 5.5 protein; Xu	Xu	0	False	
NC_048136.1_25	NC_048136.1	NC_048136.1	25	15579	15788	1	E			YP_009818277.1	YP_009818277.1 hypothetical protein HOU92_gp25 [Escherichia phage Ro45lw]	False	0.988	146	3.0909999999999995e-41		VOG08682	sp|P03787|V5557_BPT7 Fusion protein 5.5/5.7; Xr	Xr	0	False	V
NC_048136.1_26	NC_048136.1	NC_048136.1	26	15785	16651	1	C	K21526	Escherichia phage exonuclease [EC:3.1.11.3]	YP_009818278.1	YP_009818278.1 exonuclease [Escherichia phage Ro45lw]	True	0.998	610	1.366e-197	5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.19]	VOG07202	sp|P13319|RNH_BPT4 Ribonuclease H; Xr	Xr	0	False	V
NC_048136.1_27	NC_048136.1	NC_048136.1	27	16860	17132	1	D			YP_009279758.1	YP_009279758.1 hypothetical protein BI008_gp30 [Citrobacter phage SH4]	False	0.945	181	7.0949999999999995e-53	Bacteriophage T7-like gene 6.5 [PF10911.11]	VOG08681	sp|P03800|Y65_BPT7 Protein 6.5; Xu	Xu	0	False	
NC_048136.1_28	NC_048136.1	NC_048136.1	28	17142	17366	1	D			YP_009279759.1	YP_009279759.1 DUF5476 family protein [Citrobacter phage SH4]	False	0.864	135	2.817e-37	Bacteriophage T7-like, protein 6.7 [PF17570.5]	VOG01899	sp|P03801|GP67_BPT7 Protein 6.7; Xs	Xs	0	False	V
NC_048136.1_29	NC_048136.1	NC_048136.1	29	17407	17772	1	E			YP_009818281.1	YP_009818281.1 host range and adsorption protein [Escherichia phage Ro45lw]	False	1.0	263	6.668999999999998e-81		VOG02694	sp|P03750|Y7_BPT7 Protein 7; Xu	Xu	0	False	
NC_048136.1_30	NC_048136.1	NC_048136.1	30	17765	18016	1	D			YP_009005139.1	YP_009005139.1 host range and adsorption protein [Cronobacter phage Dev2]	False	0.861	151	1.9100000000000006e-42	Bacteriophage T7 virion assembly protein [PF11653.11]	VOG04712	sp|P20322|GP73_BPT3 Protein 7.3; Xs	Xs	0	False	V
NC_048136.1_31	NC_048136.1	NC_048136.1	31	18013	18423	1	D			YP_009818283.1	YP_009818283.1 HNH endonuclease [Escherichia phage Ro45lw]	False	1.0	291	3.4649999999999997e-90	HNH endonuclease [PF13392.9]; Zinc-binding loop region of homing endonuclease [PF05551.14]	VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	
NC_048136.1_32	NC_048136.1	NC_048136.1	32	18416	19984	1	D			YP_009818284.1	YP_009818284.1 head-tail adaptor [Escherichia phage Ro45lw]	True	0.936	1026	0.0	Bacteriophage head to tail connecting protein [PF12236.11]	VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xs;Xp;Xr	0	False	V
NC_048136.1_33	NC_048136.1	NC_048136.1	33	20081	20962	1	D			YP_009818285.1	YP_009818285.1 head assembly [Escherichia phage Ro45lw]	True	0.881	539	7.533e-173	Phage T7 capsid assembly protein [PF05396.14]	VOG00327	sp|P20324|SCAF_BPT3 Capsid assembly scaffolding protein; Xs	Xs	0	False	V
NC_048136.1_34	NC_048136.1	NC_048136.1	34	21093	22142	1	D			YP_009279763.1	YP_009279763.1 major head protein [Citrobacter phage SH4]	True	0.929	681	4.0199999999999997e-221	Phage capsid protein [PF19821.2]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	V
NC_048136.1_35	NC_048136.1	NC_048136.1	35	22199	22405	1	E			YP_009820068.1	YP_009820068.1 hypothetical protein HOV18_gp44 [Cronobacter phage GW1]	False	0.971	141	1.313e-39		VOG16702	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048136.1_36	NC_048136.1	NC_048136.1	36	22464	23030	1	D			YP_009818288.1	YP_009818288.1 tail protein [Escherichia phage Ro45lw]	True	0.95	377	5.519999999999999e-119	Tail tubular protein [PF17212.6]				0	False	
NC_048136.1_37	NC_048136.1	NC_048136.1	37	23042	25411	1	E			YP_009818289.1	YP_009818289.1 tail protein [Escherichia phage Ro45lw]	True	0.975	1623	0.0		VOG02059	sp|P03747|TUBE2_BPT7 Tail tubular protein gp12; XpXrXs	Xs;Xp;Xr	0	False	V
NC_048136.1_38	NC_048136.1	NC_048136.1	38	25498	25980	1	D			YP_009818290.1	YP_009818290.1 internal virion protein [Escherichia phage Ro45lw]	False	0.962	326	6.915000000000001e-102	Bacteriophage T7, probable scaffold protein Gp13 [PF11090.11]	VOG01323	sp|P03723|GP13_BPT7 Probable scaffold protein gp13; Xu	Xu	0	False	
NC_048136.1_39	NC_048136.1	NC_048136.1	39	25943	26353	1	D			YP_009818291.1	YP_009818291.1 endonuclease VII [Escherichia phage Ro45lw]	False	0.994	288	4.333e-89	Recombination endonuclease VII [PF02945.18]	VOG00650	sp|O64250|VG59_BPMD2 Gene 59 protein; Xu	Xu	1	False	
NC_048136.1_40	NC_048136.1	NC_048136.1	40	26381	26944	1	E			YP_009818292.1	YP_009818292.1 internal virion protein [Escherichia phage Ro45lw]	False	0.869	340	5.459e-106		VOG00167	sp|P03724|GP14_BPT7 Internal virion protein gp14; XpXrXs	Xs;Xp;Xr	0	False	V
NC_048136.1_41	NC_048136.1	NC_048136.1	41	26956	29238	1	E			YP_009818293.1	YP_009818293.1 internal virion protein [Escherichia phage Ro45lw]	True	0.93	1482	0.0		VOG08684	sp|P03725|GP15_BPT7 Internal virion protein gp15; XpXrXs	Xs;Xp;Xr	0	False	V
NC_048136.1_42	NC_048136.1	NC_048136.1	42	29244	29693	1	D			YP_009818294.1	YP_009818294.1 endonuclease [Escherichia phage Ro45lw]	False	0.968	306	3.998e-95	HNH endonuclease [PF13392.9]; Zinc-binding loop region of homing endonuclease [PF05551.14]	VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	
NC_048136.1_43	NC_048136.1	NC_048136.1	43	29675	33571	1	C	K21508	Escherichia phage peptidoglycan hydrolase [EC:4.2.2.-]	YP_009818295.1	YP_009818295.1 internal virion protein with endolysin domain [Escherichia phage Ro45lw]	True	0.953	2599	0.0		VOG00094	sp|P03726|EXLYS_BPT7 Peptidoglycan transglycosylase gp16; XhXpXrXs	Xs;Xp;Xh;Xr	0	False	V
NC_048136.1_44	NC_048136.1	NC_048136.1	44	33637	35646	1	D			YP_009818296.1	YP_009818296.1 tail fiber protein [Escherichia phage Ro45lw]	True	0.97	1368	0.0	Phage T7 tail fibre protein [PF03906.17]	VOG00661	REFSEQ tail fiber protein; Xu	Xu	0	False	F
NC_048136.1_45	NC_048136.1	NC_048136.1	45	35662	35856	1	D			YP_009818297.1	YP_009818297.1 holin [Escherichia phage Ro45lw]	False	0.96	132	2.9470000000000003e-36	Phage holin T7 family, holin superfamily II [PF10746.12]	VOG01358	sp|P10307|HOLIN_BPT3 Holin; XhXp	Xp;Xh	0	False	F
NC_048136.1_46	NC_048136.1	NC_048136.1	46	35853	36116	1	D			YP_009818298.1	YP_009818298.1 terminase small subunit [Escherichia phage Ro45lw]	False	0.915	169	1.1099999999999999e-48	DNA packaging protein [PF11123.11]	VOG00438	sp|P03693|TERS_BPT7 Terminase, small subunit gp18; Xr	Xr	0	False	VF
NC_048136.1_47	NC_048136.1	NC_048136.1	47	36219	36656	1	D			YP_009818299.1	YP_009818299.1 Rz-like spanin [Escherichia phage Ro45lw]	False	0.934	286	3.241e-88	Bacteriophage Rz lysis protein [PF03245.16]	VOG02030	sp|P10305|SPAN1_BPT3 Spanin, inner membrane subunit; XhXp	Xp;Xh	0	False	F
NC_048136.1_48	NC_048136.1	NC_048136.1	48	36653	38476	1	E			YP_009818300.1	YP_009818300.1 terminase large subunit [Escherichia phage Ro45lw]	True	0.977	1213	0.0		VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
NC_048136.1_49	NC_048136.1	NC_048136.1	49	38486	39028	1	D			YP_009818301.1	YP_009818301.1 HNH endonuclease [Escherichia phage Ro45lw]	True	0.977	373	1.212e-117	HNH endonuclease [PF13392.9]	VOG00011	sp|P03795|Y28_BPT7 Protein 2.8; Xu	Xu	0	False	F
NC_048136.1_50	NC_048136.1	NC_048136.1	50	39208	39366	1	E			YP_009812908.1	YP_009812908.1 hypothetical protein HOU26_gp80 [Escherichia phage IMM-002]	False	0.935	104	5.038e-27		VOG04972	sp|P10306|Y195_BPT3 Uncharacterized gene 19.5 protein; Xu	Xu	0	False	F
