	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
MK002701.1_11	MK002701	MK002701.1	11	8940	9542	1	E			YP_009981818.1	YP_009981818.1 head-tail adaptor [Halobacterium phage phiH]	True	0.946	399	2.076e-126		VOG00699	REFSEQ head-tail adaptor; Xu	Xu	0	False	T
MK002701.1_12	MK002701	MK002701.1	12	9539	9919	1	E			YP_009981819.1	YP_009981819.1 head closure protein, type 1 [Halobacterium phage phiH]	False	0.988	265	2.404e-81		VOG25481	REFSEQ head closure protein, type 1; Xu	Xu	0	False	T
MK002701.1_13	MK002701	MK002701.1	13	9921	10202	1	E			YP_009981820.1	YP_009981820.1 hypothetical protein JR051_gp14 [Halobacterium phage phiH]	False	0.945	187	7.161e-55		VOG11945	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_14	MK002701	MK002701.1	14	10202	10636	1	D			YP_009981821.1	YP_009981821.1 tail completion or Neck1 protein [Halobacterium phage phiH]	False	0.955	291	3.718e-90	Phage virion morphogenesis family [PF05069.16]	VOG00556	sp|P36934|VPS_BPP2 Tail completion protein S; Xu	Xu	0	False	T
MK002701.1_15	MK002701	MK002701.1	15	10643	11239	1	E			YP_009981822.1	YP_009981822.1 tail completion protein, type 1 [Halobacterium phage phiH]	True	0.974	409	9.73e-130		VOG11947	REFSEQ tail completion protein, type 1; Xu	Xu	0	False	T
MK002701.1_16	MK002701	MK002701.1	16	11259	12557	1	D			YP_009981823.1	YP_009981823.1 head protein [Halobacterium phage phiH]	True	0.952	866	1.2909999999999999e-283	Protein of unknown function (DUF3383) [PF11863.11]	VOG11946	REFSEQ head protein; Xu	Xu	0	False	T
MK002701.1_17	MK002701	MK002701.1	17	12607	13002	1	E			YP_009981824.1	YP_009981824.1 head protein [Halobacterium phage phiH]	False	0.933	258	6.573e-79		VOG06285	REFSEQ head protein; Xu	Xu	0	False	T
MK002701.1_18	MK002701	MK002701.1	18	13006	13407	1	E			YP_009981825.1	YP_009981825.1 hypothetical protein JR051_gp19 [Halobacterium phage phiH]	False	0.93	261	5.786e-80		VOG11948	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_19	MK002701	MK002701.1	19	13572	13745	-1	D			YP_009981826.1	YP_009981826.1 DUF4177 domain protein [Halobacterium phage phiH]	False	1.0	123	1.6000000000000002e-33	Domain of unknown function (DUF4177) [PF13783.9]				0	False	T
MK002701.1_20	MK002701	MK002701.1	20	13792	16581	1	D			YP_009981827.1	YP_009981827.1 tape-measure tail protein [Halobacterium phage phiH]	True	0.853	1639	0.0	Phage-related minor tail protein [PF10145.12]				0	False	T
MK002701.1_21	MK002701	MK002701.1	21	16610	17104	1	E			YP_009981828.1	YP_009981828.1 hypothetical protein JR051_gp22 [Halobacterium phage phiH]	False	0.906	312	5.248e-97		VOG11949	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_22	MK002701	MK002701.1	22	17108	17446	1	E			YP_009981829.1	YP_009981829.1 hypothetical protein JR051_gp23 [Halobacterium phage phiH]	False	0.991	237	9.180000000000001e-72		VOG11950	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_23	MK002701	MK002701.1	23	17450	18298	1	E			YP_009981830.1	YP_009981830.1 baseplate hub [Halobacterium phage phiH]	True	0.984	587	4.778e-190		VOG01442	REFSEQ baseplate hub; Xu	Xu	0	False	T
MK002701.1_24	MK002701	MK002701.1	24	18306	18446	1	E			YP_009981831.1	YP_009981831.1 CxxC motif protein [Halobacterium phage phiH]	False	1.0	110	4.339e-29		VOG03902	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_25	MK002701	MK002701.1	25	18443	18988	1	D			YP_009981832.1	YP_009981832.1 hypothetical protein JR051_gp26 [Halobacterium phage phiH]	True	0.957	366	1.9800000000000001e-115	Phage protein Gp138 N-terminal domain [PF18352.4]	VOG04104	REFSEQ uncharacterized protein; Xu	Xu	0	False	T
MK002701.1_26	MK002701	MK002701.1	26	18988	19146	1	E			YP_009981833.1	YP_009981833.1 hypothetical protein JR051_gp27 [Halobacterium phage phiH]	False	0.942	105	2.671e-27					0	False	T
MK002701.1_27	MK002701	MK002701.1	27	19143	19508	1	E			YP_009981834.1	YP_009981834.1 hypothetical protein JR051_gp28 [Halobacterium phage phiH]	False	0.975	251	1.636e-76		VOG14389	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_28	MK002701	MK002701.1	28	19505	19867	1	D			YP_009981835.1	YP_009981835.1 baseplate wedge subunit [Halobacterium phage phiH]	False	0.96	244	2.443e-74	Protein of unknown function (DUF2634) [PF10934.11]	VOG00875	sp|P09425|BP25_BPT4 Baseplate wedge protein gp25; XhXs	Xh;Xs	0	False	VT
MK002701.1_29	MK002701	MK002701.1	29	19874	21148	1	D			YP_009981836.1	YP_009981836.1 baseplate J family protein [Halobacterium phage phiH]	True	0.935	833	2.765e-272	Baseplate J-like protein [PF04865.17]	VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xh;Xs	0	False	VT
MK002701.1_30	MK002701	MK002701.1	30	21135	22277	1	E			YP_009981837.1	YP_009981837.1 hypothetical protein JR051_gp31 [Halobacterium phage phiH]	True	0.9	715	2.9e-232					0	False	T
MK002701.1_31	MK002701	MK002701.1	31	22295	22678	1	E			YP_009981838.1	YP_009981838.1 hypothetical protein JR051_gp32 [Halobacterium phage phiH]	False	0.94	253	4.511e-77					0	False	T
MK002701.1_32	MK002701	MK002701.1	32	22683	23249	1	E			YP_009981839.1	YP_009981839.1 hypothetical protein JR051_gp33 [Halobacterium phage phiH]	True	0.944	375	3.664e-118					0	False	T
MK002701.1_33	MK002701	MK002701.1	33	23252	25504	1	E			YP_009981840.1	YP_009981840.1 repeat-containing capsid protein [Halobacterium phage phiH]	True	0.879	1370	0.0		VOG00170	REFSEQ pectate lyase; Xu	Xu	0	False	T
MK002701.1_34	MK002701	MK002701.1	34	25506	25787	1	E			YP_009981841.1	YP_009981841.1 hypothetical protein JR051_gp35 [Halobacterium phage phiH]	False	0.945	187	7.161e-55		VOG11961	REFSEQ uncharacterized protein; Xu	Xu	0	False	T
MK002701.1_35	MK002701	MK002701.1	35	25825	26499	1	D			YP_009981842.1	YP_009981842.1 site-specific integrase [Halobacterium phage phiH]	True	0.989	470	1.964e-150	Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	VT
MK002701.1_36	MK002701	MK002701.1	36	26490	26792	-1	E			YP_009981843.1	YP_009981843.1 hypothetical protein JR051_gp37 [Halobacterium phage phiH]	False	0.927	196	5.111e-58		VOG11961	REFSEQ uncharacterized protein; Xu	Xu	0	False	T
MK002701.1_37	MK002701	MK002701.1	37	26798	27709	-1	E			YP_010077980.1	YP_010077980.1 repeat-containing tail fiber protein [Halobacterium phage ChaoS9]	False	0.671	207	8.006e-58					0	False	T
MK002701.1_38	MK002701	MK002701.1	38	27803	28150	1	E			YP_009981844.1	YP_009981844.1 endonuclease [Halobacterium phage phiH]	False	0.987	242	1.748e-73		VOG08825	REFSEQ endonuclease; Xu	Xu	0	False	T
MK002701.1_39	MK002701	MK002701.1	39	28153	28386	1	E			YP_009981845.1	YP_009981845.1 hypothetical protein JR051_gp40 [Halobacterium phage phiH]	False	1.0	170	2.612e-49		VOG14453	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_40	MK002701	MK002701.1	40	28379	28675	1	E			YP_009981846.1	YP_009981846.1 hypothetical protein JR051_gp41 [Halobacterium phage phiH]	False	0.928	193	7.975e-57					0	False	T
MK002701.1_41	MK002701	MK002701.1	41	28788	29357	1	E			YP_009981848.1	YP_009981848.1 transmembrane domain protein [Halobacterium phage phiH]	True	0.939	374	5.267e-118		VOG29124	REFSEQ transmembrane domain protein; Xu	Xu	0	False	T
MK002701.1_42	MK002701	MK002701.1	42	29394	29642	-1	E			YP_009981849.1	YP_009981849.1 hypothetical protein JR051_gp44 [Halobacterium phage phiH]	False	0.989	173	1.945e-50					0	False	T
MK002701.1_43	MK002701	MK002701.1	43	29651	29941	-1	E			YP_009981850.1	YP_009981850.1 hypothetical protein JR051_gp45 [Halobacterium phage phiH]	False	0.945	193	7.229e-57		VOG11951	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_44	MK002701	MK002701.1	44	30101	30244	1	E			YP_009981851.1	YP_009981851.1 hypothetical protein JR051_gp46 [Halobacterium phage phiH]	False	0.89	88	2.397e-21					0	False	T
MK002701.1_45	MK002701	MK002701.1	45	30250	30414	1	E			YP_009981852.1	YP_009981852.1 hypothetical protein JR051_gp47 [Halobacterium phage phiH]	False	0.926	107	6.064e-28		VOG25484	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_46	MK002701	MK002701.1	46	30411	30806	1	C	K07064	uncharacterized protein	YP_009981853.1	YP_009981853.1 PIN domain-containing protein [Halobacterium phage phiH]	False	0.943	261	5.254e-80	PIN domain [PF01850.24]; PIN domain [PF10130.12]	VOG25483	REFSEQ PIN domain-containing protein; Xu	Xu	0	False	T
MK002701.1_47	MK002701	MK002701.1	47	30803	31465	-1	D			YP_009981854.1	YP_009981854.1 site-specific integrase [Halobacterium phage phiH]	True	0.969	451	6.095000000000002e-144	Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	VT
MK002701.1_48	MK002701	MK002701.1	48	31680	31934	1	E			YP_009981855.1	YP_009981855.1 hypothetical protein JR051_gp50 [Halobacterium phage phiH]	False	0.92	164	4.2629999999999997e-47					0	False	T
MK002701.1_49	MK002701	MK002701.1	49	31939	32271	1	D			YP_009981856.1	YP_009981856.1 hypothetical protein JR051_gp51 [Halobacterium phage phiH]	False	0.977	229	4.624e-69	Family of unknown function (DUF6788) [PF20586.1]	VOG25500	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_50	MK002701	MK002701.1	50	32420	32857	-1	C	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	YP_009981857.1	YP_009981857.1 HNH endonuclease [Halobacterium phage phiH]	False	0.999	308	4.961e-96		VOG03264	REFSEQ uncharacterized protein; Xu	Xu	1	False	T
MK002701.1_51	MK002701	MK002701.1	51	32854	33255	-1	E			YP_009981858.1	YP_009981858.1 hypothetical protein JR051_gp53 [Halobacterium phage phiH]	False	0.884	247	6.87e-75		VOG03264	REFSEQ uncharacterized protein; Xu	Xu	0	False	T
MK002701.1_52	MK002701	MK002701.1	52	33248	34024	-1	C	K03496	chromosome partitioning protein	YP_009981859.1	YP_009981859.1 ParA-like partition protein [Halobacterium phage phiH]	True	0.95	517	4.9580000000000005e-166	AAA domain [PF13614.9]; ATPase MipZ [PF09140.14]; VirC1 protein [PF07015.14]; NUBPL iron-transfer P-loop NTPase [PF10609.12]; Cellulose biosynthesis protein BcsQ [PF06564.15]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]	VOG01428	sp|P07620|PARA_ECOLX Plasmid partition protein A; Xh	Xh	0	False	T
MK002701.1_53	MK002701	MK002701.1	53	34161	34409	-1	E			YP_009981860.1	YP_009981860.1 transcriptional regulator [Halobacterium phage phiH]	False	0.993	174	1.033e-50		VOG01379	sp|P22562|VREP_BPPHH Putative repressor; Xu	Xu	0	False	T
MK002701.1_54	MK002701	MK002701.1	54	35381	38167	1	E			YP_009981863.1	YP_009981863.1 replication protein [Halobacterium phage phiH]	True	0.972	1902	0.0		VOG00337	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_55	MK002701	MK002701.1	55	38262	38489	-1	E			YP_009981864.1	YP_009981864.1 transcriptional regulator [Halobacterium phage phiH]	False	0.935	149	3.3190000000000004e-42		VOG25486	REFSEQ transcriptional regulator; Xu	Xu	0	False	T
MK002701.1_56	MK002701	MK002701.1	56	38733	39263	1	E			YP_009981865.1	YP_009981865.1 PadR-like family transcriptional regulator [Halobacterium phage phiH]	True	0.979	365	4.019e-115		VOG11953	REFSEQ helix-turn-helix transcriptional regulator; Xu	Xu	0	False	T
MK002701.1_57	MK002701	MK002701.1	57	39382	39978	1	E			YP_009981867.1	YP_009981867.1 hypothetical protein JR051_gp62 [Halobacterium phage phiH]	True	0.96	402	2.0749999999999998e-127		VOG05542	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_58	MK002701	MK002701.1	58	39975	40133	1	E			YP_009981868.1	YP_009981868.1 hypothetical protein JR051_gp63 [Halobacterium phage phiH]	False	0.977	109	8.152999999999998e-29					0	False	T
MK002701.1_59	MK002701	MK002701.1	59	40153	40902	1	C	K04802	proliferating cell nuclear antigen	YP_009981869.1	YP_009981869.1 DNA polymerase sliding clamp [Halobacterium phage phiH]	True	0.932	488	2.343e-156	Proliferating cell nuclear antigen, C-terminal domain [PF02747.18]; Proliferating cell nuclear antigen, N-terminal domain [PF00705.21]	VOG00220	sp|Q7T6Y0|PCNA_MIMIV Probable DNA polymerase sliding clamp; Xr	Xr	0	False	VT
MK002701.1_60	MK002701	MK002701.1	60	40908	41339	1	E			YP_009981870.1	YP_009981870.1 hypothetical protein JR051_gp65 [Halobacterium phage phiH]	False	0.93	281	1.785e-86		VOG05699	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_61	MK002701	MK002701.1	61	41339	41554	1	E			YP_009981871.1	YP_009981871.1 hypothetical protein JR051_gp66 [Halobacterium phage phiH]	False	1.0	159	1.362e-45		VOG25490	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_62	MK002701	MK002701.1	62	41547	42041	1	E			YP_009981872.1	YP_009981872.1 hypothetical protein JR051_gp67 [Halobacterium phage phiH]	False	0.967	336	3.136e-105					0	False	T
MK002701.1_63	MK002701	MK002701.1	63	42098	42490	1	C	K07491	REP-associated tyrosine transposase	YP_010077985.1	YP_010077985.1 transposase [Halobacterium phage ChaoS9]	False	0.971	268	2.333e-82	Transposase IS200 like [PF01797.19]	VOG02296	sp|Q7DF83|DRA2A_DEIRA ISDra2 transposase TnpA; XhXr	Xr;Xh	0	True	VT
MK002701.1_64	MK002701	MK002701.1	64	42492	43748	1	C	K07496	putative transposase	YP_010077984.1	YP_010077984.1 transposase [Halobacterium phage ChaoS9]	True	1.0	892	6.248e-293	Putative transposase DNA-binding domain [PF07282.14]	VOG00072	sp|P54992|YSNA_STRPR Putative RNA-guided DNA endonuclease; Xr	Xr	0	False	VT
MK002701.1_65	MK002701	MK002701.1	65	43760	44014	1	E			YP_009981875.1	YP_009981875.1 hypothetical protein JR051_gp70 [Halobacterium phage phiH]	False	0.961	140	1.033e-38					0	False	T
MK002701.1_66	MK002701	MK002701.1	66	44007	44234	1	E			YP_009981876.1	YP_009981876.1 hypothetical protein JR051_gp71 [Halobacterium phage phiH]	False	0.964	154	5.417e-44		VOG25488	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_67	MK002701	MK002701.1	67	44231	44656	1	E			YP_009981877.1	YP_009981877.1 CxxC motif protein [Halobacterium phage phiH]	False	1.0	301	2.259e-93		VOG25487	REFSEQ CxxC motif protein; Xu	Xu	0	False	T
MK002701.1_68	MK002701	MK002701.1	68	44646	45026	1	E			YP_009981878.1	YP_009981878.1 hypothetical protein JR051_gp73 [Halobacterium phage phiH]	False	0.924	246	9.23e-75		VOG25489	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_69	MK002701	MK002701.1	69	45038	45646	1	D			YP_009981879.1	YP_009981879.1 HNH endonuclease [Halobacterium phage phiH]	True	0.986	422	1.888e-134	HNH endonuclease [PF13392.9]	VOG00233	REFSEQ HNH endonuclease; Xu	Xu	0	False	T
MK002701.1_70	MK002701	MK002701.1	70	45639	45926	1	E			YP_009981880.1	YP_009981880.1 hypothetical protein JR051_gp75 [Halobacterium phage phiH]	False	1.0	203	1.8519999999999998e-60		VOG25491	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_71	MK002701	MK002701.1	71	45919	46350	1	D			YP_009981881.1	YP_009981881.1 hypothetical protein JR051_gp76 [Halobacterium phage phiH]	False	1.0	313	1.398e-97	Domain of unknown function (DUF4326) [PF14216.9]				0	False	T
MK002701.1_72	MK002701	MK002701.1	72	46343	46441	1	E			YP_009981882.1	YP_009981882.1 hypothetical protein JR051_gp77 [Halobacterium phage phiH]	False	0.963	67	1.622e-14					0	False	T
MK002701.1_73	MK002701	MK002701.1	73	46438	46884	1	E			YP_009981883.1	YP_009981883.1 CxxC motif protein [Halobacterium phage phiH]	False	0.999	315	3.671e-98		VOG25492	REFSEQ CxxC motif protein; Xu	Xu	0	False	T
MK002701.1_74	MK002701	MK002701.1	74	46865	47038	1	E			YP_009981884.1	YP_009981884.1 hypothetical protein JR051_gp79 [Halobacterium phage phiH]	False	0.862	104	6.519e-27					0	False	T
MK002701.1_75	MK002701	MK002701.1	75	47031	47447	1	E			YP_009981885.1	YP_009981885.1 hypothetical protein JR051_gp80 [Halobacterium phage phiH]	False	0.981	288	4.773e-89					0	False	T
MK002701.1_76	MK002701	MK002701.1	76	47431	47739	1	E			YP_009981886.1	YP_009981886.1 nucleoside triphosphate pyrophosphohydrolase [Halobacterium phage phiH]	False	0.909	190	6.462e-56		VOG04727	REFSEQ nucleoside triphosphate pyrophosphohydrolase; Xu	Xu	0	False	T
MK002701.1_77	MK002701	MK002701.1	77	47732	49618	1	C	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	YP_009981887.1	YP_009981887.1 DNA methyltransferase [Halobacterium phage phiH]	True	0.99	1315	0.0	C-5 cytosine-specific DNA methylase [PF00145.20]	VOG00639	sp|O34939|YDIO_BACSU Type II methyltransferase M1.BsuMI; XhXp	Xp;Xh	0	False	MT
MK002701.1_78	MK002701	MK002701.1	78	49611	49931	1	E			YP_009981888.1	YP_009981888.1 hypothetical protein JR051_gp83 [Halobacterium phage phiH]	False	0.953	214	3.319e-64		VOG25493	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_79	MK002701	MK002701.1	79	50001	51452	1	C	K00590	site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]	YP_009981890.1	YP_009981890.1 DNA methyltransferase [Halobacterium phage phiH]	True	0.989	948	6.64e-311	DNA methylase [PF01555.21]				0	False	T
MK002701.1_80	MK002701	MK002701.1	80	51449	52024	1	E			YP_009981891.1	YP_009981891.1 hypothetical protein JR051_gp86 [Halobacterium phage phiH]	True	1.0	413	1.5810000000000002e-131		VOG04426	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_81	MK002701	MK002701.1	81	52021	52791	1	E			YP_009981892.1	YP_009981892.1 hypothetical protein JR051_gp87 [Halobacterium phage phiH]	True	0.996	541	2.004e-174		VOG25494	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MK002701.1_82	MK002701	MK002701.1	82	52784	53152	1	E			YP_009981893.1	YP_009981893.1 hypothetical protein JR051_gp88 [Halobacterium phage phiH]	False	1.0	266	7.673e-82		VOG25496	REFSEQ hypothetical protein; Xu	Xu	0	False	TF
MK002701.1_83	MK002701	MK002701.1	83	53145	53504	1	E			YP_009981894.1	YP_009981894.1 hypothetical protein JR051_gp89 [Halobacterium phage phiH]	False	0.981	248	9.882e-76		VOG25498	REFSEQ hypothetical protein; Xu	Xu	0	False	TF
MK002701.1_84	MK002701	MK002701.1	84	53788	54369	1	E			YP_009981895.1	YP_009981895.1 CxxC motif protein [Halobacterium phage phiH]	True	1.0	424	2.537e-135		VOG11956	REFSEQ CxxC motif protein; Xu	Xu	0	False	TF
MK002701.1_85	MK002701	MK002701.1	85	54403	54771	1	E			YP_009981896.1	YP_009981896.1 hypothetical protein JR051_gp91 [Halobacterium phage phiH]	False	0.987	256	2.063e-78		VOG11954	REFSEQ hypothetical protein; Xu	Xu	0	False	TF
MK002701.1_86	MK002701	MK002701.1	86	55144	55401	1	E			YP_009981898.1	YP_009981898.1 transmembrane domain protein [Halobacterium phage phiH]	False	0.873	156	1.829e-44		VOG11955	REFSEQ transmembrane domain protein; Xu	Xu	0	False	TF
MK002701.1_87	MK002701	MK002701.1	87	55394	55729	1	E			YP_009981899.1	YP_009981899.1 holin [Halobacterium phage phiH]	False	0.967	228	6.659e-69		VOG11957	REFSEQ holin; Xu	Xu	0	False	TF
MK002701.1_88	MK002701	MK002701.1	88	55794	57053	1	C	K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	YP_009981900.1	YP_009981900.1 DNA methyltransferase [Halobacterium phage phiH]	True	0.969	857	1.353e-280	DNA methylase [PF01555.21]; ParB/Sulfiredoxin domain [PF02195.21]	VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xp;Xh	0	False	TF
MK002701.1_89	MK002701	MK002701.1	89	57028	57564	1	E			YP_009981901.1	YP_009981901.1 hypothetical protein JR051_gp96 [Halobacterium phage phiH]	False	0.93	337	2.3700000000000002e-105					0	False	TF
MK002701.1_90	MK002701	MK002701.1	90	57621	57830	1	E			YP_009981902.1	YP_009981902.1 CxxC motif protein [Halobacterium phage phiH]	False	1.0	153	1.95e-43		VOG11958	REFSEQ CxxC motif protein; Xu	Xu	0	False	TF
MK002701.1_91	MK002701	MK002701.1	91	57827	58072	1	E			YP_009981807.1	YP_009981807.1 HNH endonuclease [Halobacterium phage phiH]	False	1.0	188	1.114e-55		VOG02117	REFSEQ HNH endonuclease; Xu	Xu	1	False	TF
