KO-ID	Name	PC1	PC2	PC3	PC4	PC5
K00001	 E1.1.1.1, adh; alcohol dehydrogenase	-0.029713884666383545	-0.00011751082448355023	-0.007783568151614663	-0.0032001093970505	0.0002595446964032828
K00326	 E1.6.2.2; cytochrome-b5 reductase	-0.0	-0.0	0.0	-0.0	0.0
K03885	 ndh; NADH:ubiquinone reductase (H+-translocating)	-0.029752057428436045	0.003941194890325972	0.00035532685170722546	-0.0026759887553116056	5.5354363595749e-06
K01965	 PCCA, pccA; propionyl-CoA carboxylase alpha chain	-0.0	-0.0	0.0	-0.0	0.0
K01621	 xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	0.010227719330630401	-0.051984657526124224	0.00483054216332428	-0.0036948027069003005	0.0006023979058696808
K00294	 E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K00318	 PRODH, fadM, putB; proline dehydrogenase	-0.029752057428436045	0.003941194890325972	0.00035532685170722546	-0.0026759887553116056	5.5354363595749e-06
K13821	 putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K02018	 modB; molybdate transport system permease protein	-0.0	-0.0	0.0	-0.0	0.0
K02003	 ABC.CD.A; putative ABC transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00817	 hisC; histidinol-phosphate aminotransferase	-0.0	-0.0	0.0	-0.0	0.0
K00252	 GCDH, gcdH; glutaryl-CoA dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K03843	 ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K07708	 glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	-0.029752057428436035	0.003941194890325971	0.00035532685170722866	-0.002675988755311605	0.0005658013717401316
K07639	 rstB; two-component system, OmpR family, sensor histidine kinase RstB	-0.029752057428436035	0.003941194890325971	0.00035532685170722866	-0.002675988755311605	0.0005658013717401316
K05712	 mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase	-0.0	-0.0	0.0	-0.0	0.0
K08484	 ptsP; phosphotransferase system, enzyme I, PtsP	-0.0	-0.0	0.0	-0.0	0.0
K11201	 frvA; fructose-like PTS system EIIA component	-0.017102707605011137	0.02975874656272538	0.05540183608617196	0.0020397768890798363	0.0009471520369638833
K00698	 CHS1; chitin synthase	-0.0	-0.0	0.0	-0.0	0.0
K12997	 rgpB; rhamnosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K02028	 ABC.PA.A; polar amino acid transport system ATP-binding protein	-0.029752057428436045	0.003941194890325972	0.00035532685170722546	-0.0026759887553116056	5.5354363595749e-06
K07676	 rcsD; two-component system, NarL family, sensor histidine kinase RcsD	-0.0	-0.0	0.0	-0.0	0.0
K07640	 cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	-0.029752057428436045	0.003941194890325972	0.00035532685170722546	-0.0026759887553116056	5.5354363595749e-06
K00240	 sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	0.021401159564287914	0.03850410024045324	-0.004299448012088728	0.005692782532698211	-0.0010886248071956452
K00245	 frdB; fumarate reductase iron-sulfur subunit	0.028017770835871484	0.018930882913180694	-0.002549525193009079	0.004583764813044542	2.369304312953248e-05
K00235	 SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	0.01750906838455988	0.04092325329196633	-0.0297031374248582	0.00504829684735118	0.0001359430812441789
K11633	 yxdK; two-component system, OmpR family, sensor histidine kinase YxdK	-0.0	-0.0	0.0	-0.0	0.0
K02535	 lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	-0.0	-0.0	0.0	-0.0	0.0
K07649	 tctE; two-component system, OmpR family, sensor histidine kinase TctE	-0.0	-0.0	0.0	-0.0	0.0
K10111	 malK, mtlK, thuK; multiple sugar transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00749	 E2.4.1.183; alpha-1,3-glucan synthase	-0.0	-0.0	0.0	-0.0	0.0
K11356	 cikA; two-component system, sensor histidine kinase and response regulator	-0.0	-0.0	0.0	-0.0	0.0
K10125	 dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB	-0.029752057428436035	0.003941194890325971	0.00035532685170722866	-0.002675988755311605	0.0005658013717401316
K00024	 mdh; malate dehydrogenase	0.008420106629925123	0.02722107046442883	-0.07376929635278881	0.002026984382396293	5.182198651663701e-05
K01990	 ABC-2.A; ABC-2 type transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K01992	 ABC-2.P; ABC-2 type transport system permease protein	-0.0	-0.0	0.0	-0.0	0.0
K02800	 mtlA, cmtA; mannitol PTS system EIICBA or EIICB component	-0.010227719330630403	0.05198465752612423	-0.004830542163324279	0.0036948027069003075	0.0002672686206911817
K07698	 kinC; two-component system, sporulation sensor kinase C	-0.0	-0.0	0.0	-0.0	0.0
K10942	 flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	-0.0	-0.0	0.0	-0.0	0.0
K00383	 GSR, gor; glutathione reductase (NADPH)	-0.0	-0.0	0.0	-0.0	0.0
K00031	 IDH1, IDH2, icd; isocitrate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K00666	 K00666; fatty-acyl-CoA synthase	-0.0	-0.0	0.0	-0.0	0.0
K07647	 torS; two-component system, OmpR family, sensor histidine kinase TorS	-0.0	-0.0	0.0	-0.0	0.0
K12984	 waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K04072	 adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K00925	 ackA; acetate kinase	0.010227719330630403	-0.05198465752612423	0.004830542163324279	-0.0036948027069003075	-0.0002672686206911817
K07653	 mprB; two-component system, OmpR family, sensor histidine kinase MprB	-0.029752057428436035	0.003941194890325971	0.00035532685170722866	-0.002675988755311605	0.0005658013717401316
K07654	 mtrB; two-component system, OmpR family, sensor histidine kinase MtrB	-0.029752057428436035	0.003941194890325971	0.00035532685170722866	-0.002675988755311605	0.0005658013717401316
K07641	 creC; two-component system, OmpR family, sensor histidine kinase CreC	-0.029752057428436035	0.003941194890325971	0.00035532685170722866	-0.002675988755311605	0.0005658013717401316
K07711	 glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK	-0.0	-0.0	0.0	-0.0	0.0
K01762	 ACS; 1-aminocyclopropane-1-carboxylate synthase	-0.0	-0.0	0.0	-0.0	0.0
K02536	 lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	-0.023225156946532384	-0.02876788781336522	-0.031514723798517316	-0.0056379711343896265	6.293698701388804e-05
K00696	 E2.4.1.14; sucrose-phosphate synthase	-0.0	-0.0	0.0	-0.0	0.0
K01958	 PC, pyc; pyruvate carboxylase	-0.029752057428436045	0.003941194890325972	0.00035532685170722546	-0.0026759887553116056	5.5354363595749e-06
K10441	 rbsA; ribose transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K03820	 lnt; apolipoprotein N-acyltransferase	0.010227719330630401	-0.051984657526124224	0.00483054216332428	-0.0036948027069003005	0.0006023979058696808
K03431	 glmM; phosphoglucosamine mutase	-0.0	-0.0	0.0	-0.0	0.0
K01044	 CES1; carboxylesterase 1	-0.02554200411347348	0.017551730122540386	-0.036529321324687176	-0.00166249656411346	0.00034920919893821037
K01055	 pcaD; 3-oxoadipate enol-lactonase	-0.0	-0.0	0.0	-0.0	0.0
K01760	 metC; cysteine-S-conjugate beta-lyase	-0.0	-0.0	0.0	-0.0	0.0
K07679	 evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS	-0.029752057428436035	0.003941194890325971	0.00035532685170722866	-0.002675988755311605	0.0005658013717401316
K00278	 nadB; L-aspartate oxidase	-0.0	-0.0	0.0	-0.0	0.0
K00058	 serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	-0.0	-0.0	0.0	-0.0	0.0
K00812	 aspB; aspartate aminotransferase	-0.0	-0.0	0.0	-0.0	0.0
K00703	 glgA; starch synthase	-0.0	-0.0	0.0	-0.0	0.0
K01968	 E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit	-0.0	-0.0	0.0	-0.0	0.0
K07673	 narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX	-0.029752057428436045	0.003941194890325971	0.00035532685170722557	-0.002675988755311605	0.0010842564164206436
K05396	 dcyD; D-cysteine desulfhydrase	-0.014064733835252982	-0.04876668537340325	0.00512066532285504	-0.005879738376213259	-0.0001589126123306011
K08475	 pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	-0.0	-0.0	0.0	-0.0	0.0
K09903	 pyrH; uridylate kinase	-0.0	-0.0	0.0	-0.0	0.0
K00012	 UGDH, ugd; UDPglucose 6-dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K01948	 CPS1; carbamoyl-phosphate synthase (ammonia)	-0.0	-0.0	0.0	-0.0	0.0
K00129	 ALDH3; aldehyde dehydrogenase (NAD(P)+)	-0.0	-0.0	0.0	-0.0	0.0
K14489	 AHK2_3_4; arabidopsis histidine kinase 2/3/4 (cytokinin receptor)	-0.0	-0.0	0.0	-0.0	0.0
K02491	 kinA; two-component system, sporulation sensor kinase A	-0.029752057428436035	0.003941194890325971	0.00035532685170722866	-0.002675988755311605	0.0005658013717401316
K01937	 pyrG, CTPS; CTP synthase	-0.0	-0.0	0.0	-0.0	0.0
K00253	 IVD, ivd; isovaleryl-CoA dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K01576	 mdlC; benzoylformate decarboxylase	-0.0	-0.0	0.0	-0.0	0.0
K07680	 comP; two-component system, NarL family, sensor histidine kinase ComP	-0.029752057428436045	0.003941194890325972	0.00035532685170722546	-0.0026759887553116056	5.5354363595749e-06
K10206	 E2.6.1.83; LL-diaminopimelate aminotransferase	-0.0	-0.0	0.0	-0.0	0.0
K09820	 ABC.MN.A; manganese/iron transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00625	 E2.3.1.8, pta; phosphate acetyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K07655	 prrB; two-component system, OmpR family, sensor histidine kinase PrrB	-0.029752057428436045	0.003941194890325972	0.00035532685170722546	-0.0026759887553116056	5.5354363595749e-06
K02035	 ABC.PE.S; peptide/nickel transport system substrate-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K01754	 E4.3.1.19, ilvA, tdcB; threonine dehydratase	-0.0	-0.0	0.0	-0.0	0.0
K13237	 DECR2, SPS19; 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], peroxisomal	-0.0	-0.0	0.0	-0.0	0.0
K04103	 ipdC; indolepyruvate decarboxylase	0.010227719330630403	-0.05198465752612423	0.004830542163324279	-0.0036948027069003075	-0.0002672686206911817
K03778	 ldhA; D-lactate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K07697	 kinB; two-component system, sporulation sensor kinase B	-0.0	-0.0	0.0	-0.0	0.0
K03388	 hdrA2; heterodisulfide reductase subunit A2	-0.01834483155693354	-0.039612978240431404	0.004064008306085513	0.07788772073467484	0.00041728204701124445
