	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_061433.1_NC_061433.1_13	NC_061433.1	NC_061433.1	13	7178	7459	1	E											0
NC_061433.1_NC_061433.1_14	NC_061433.1	NC_061433.1	14	7461	7769	1	E											0
NC_061433.1_NC_061433.1_15	NC_061433.1	NC_061433.1	15	7772	8053	1	E											0
NC_061433.1_NC_061433.1_16	NC_061433.1	NC_061433.1	16	8055	8261	1	E											0
NC_061433.1_NC_061433.1_17	NC_061433.1	NC_061433.1	17	8264	8533	1	E											0
NC_061433.1_NC_061433.1_18	NC_061433.1	NC_061433.1	18	8609	9280	1	D										Protein of unknown function (DUF2786) [PF10979.11]	0
NC_061433.1_NC_061433.1_19	NC_061433.1	NC_061433.1	19	9293	9589	1	E											0
NC_061433.1_NC_061433.1_20	NC_061433.1	NC_061433.1	20	9586	9993	1	D										Bacteriophage Mu, GemA protein [PF06252.15]	0
NC_061433.1_NC_061433.1_21	NC_061433.1	NC_061433.1	21	9980	10429	1	D										Mor transcription activator family [PF08765.14]	0
NC_061433.1_NC_061433.1_22	NC_061433.1	NC_061433.1	22	10532	10879	1	E											0
NC_061433.1_NC_061433.1_23	NC_061433.1	NC_061433.1	23	10824	11294	1	E											0
NC_061433.1_NC_061433.1_24	NC_061433.1	NC_061433.1	24	11294	11710	1	E											0
NC_061433.1_NC_061433.1_25	NC_061433.1	NC_061433.1	25	11710	11952	1	E											0
NC_061433.1_NC_061433.1_26	NC_061433.1	NC_061433.1	26	11949	12350	1	E											0
NC_061433.1_NC_061433.1_27	NC_061433.1	NC_061433.1	27	12461	12649	1	E											0
NC_061433.1_NC_061433.1_28	NC_061433.1	NC_061433.1	28	12658	13158	1	D										Protein of unknown function (DUF1804) [PF08822.14]	0
NC_061433.1_NC_061433.1_29	NC_061433.1	NC_061433.1	29	13158	13409	1	E											0
NC_061433.1_NC_061433.1_30	NC_061433.1	NC_061433.1	30	13363	13614	-1	E											0
NC_061433.1_NC_061433.1_31	NC_061433.1	NC_061433.1	31	13645	15300	1	D										Terminase RNaseH-like domain [PF17289.5]	0
NC_061433.1_NC_061433.1_32	NC_061433.1	NC_061433.1	32	15312	16898	1	D										Protein of unknown function (DUF935) [PF06074.15]	0
NC_061433.1_NC_061433.1_33	NC_061433.1	NC_061433.1	33	16898	18184	1	D										Phage Mu protein F like protein [PF04233.17]	0
NC_061433.1_NC_061433.1_34	NC_061433.1	NC_061433.1	34	18184	18651	1	D										Phage virion morphogenesis family [PF05069.16]	0
NC_061433.1_NC_061433.1_35	NC_061433.1	NC_061433.1	35	18764	18961	1	E											0
NC_061433.1_NC_061433.1_36	NC_061433.1	NC_061433.1	36	18958	19260	1	E											0
NC_061433.1_NC_061433.1_37	NC_061433.1	NC_061433.1	37	19220	19471	1	E											0
NC_061433.1_NC_061433.1_38	NC_061433.1	NC_061433.1	38	19796	20773	1	D										Mu-like prophage I protein [PF10123.12]	0
NC_061433.1_NC_061433.1_39	NC_061433.1	NC_061433.1	39	20783	21181	1	E											0
NC_061433.1_NC_061433.1_40	NC_061433.1	NC_061433.1	40	21209	22117	1	D										Mu-like prophage major head subunit gpT [PF10124.12]	0
NC_061433.1_NC_061433.1_41	NC_061433.1	NC_061433.1	41	22129	22431	1	D										Mu-like prophage FluMu N-terminal domain [PF17891.4]	0
NC_061433.1_NC_061433.1_42	NC_061433.1	NC_061433.1	42	22494	22670	1	E											0
NC_061433.1_NC_061433.1_43	NC_061433.1	NC_061433.1	43	22667	23083	1	D										Bacteriophage Mu, Gp36 [PF07030.15]	0
NC_061433.1_NC_061433.1_44	NC_061433.1	NC_061433.1	44	23080	23559	1	E											0
NC_061433.1_NC_061433.1_45	NC_061433.1	NC_061433.1	45	23547	23726	1	E											0
NC_061433.1_NC_061433.1_46	NC_061433.1	NC_061433.1	46	23759	24529	1	E											0
NC_061433.1_NC_061433.1_47	NC_061433.1	NC_061433.1	47	24533	25018	1	D										Family of unknown function (DUF6631) [PF20336.1]	0
NC_061433.1_NC_061433.1_48	NC_061433.1	NC_061433.1	48	25018	25146	1	E											0
NC_061433.1_NC_061433.1_49	NC_061433.1	NC_061433.1	49	25149	28709	1	D										Prophage tail length tape measure protein [PF06791.16]; Lambda phage tail tape-measure protein (Tape_meas_lam_C) [PF09718.13]	0
NC_061433.1_NC_061433.1_50	NC_061433.1	NC_061433.1	50	28716	29675	1	E											0
NC_061433.1_NC_061433.1_51	NC_061433.1	NC_061433.1	51	29677	30600	1	E											0
NC_061433.1_NC_061433.1_52	NC_061433.1	NC_061433.1	52	30600	32303	1	E											0
NC_061433.1_NC_061433.1_53	NC_061433.1	NC_061433.1	53	32293	33114	1	D										Phage conserved hypothetical protein BR0599 [PF09356.13]; Uncharacterized conserved protein (DUF2163) [PF09931.12]	0
NC_061433.1_NC_061433.1_54	NC_061433.1	NC_061433.1	54	33123	33362	1	E											0
NC_061433.1_NC_061433.1_55	NC_061433.1	NC_061433.1	55	33359	33577	1	E											0
NC_061433.1_NC_061433.1_56	NC_061433.1	NC_061433.1	56	33567	35774	1	E											0
NC_061433.1_NC_061433.1_57	NC_061433.1	NC_061433.1	57	35771	36922	1	D										Protein of unknown function (DUF2793) [PF10983.11]	0
NC_061433.1_NC_061433.1_58	NC_061433.1	NC_061433.1	58	36925	37212	1	E											0
NC_061433.1_NC_061433.1_59	NC_061433.1	NC_061433.1	59	37291	37515	1	E											0
