	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_048672.1_12	NC_048672.1	NC_048672.1	12	4774	5151	1	E			YP_009834256.1	YP_009834256.1 hypothetical protein HWB27_gp14 [Lentibacter phage vB_LenP_ICBM1]	False	1.0	278	4.969e-86		VOG24273	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048672.1_13	NC_048672.1	NC_048672.1	13	5151	5387	1	E			YP_009834257.1	YP_009834257.1 hypothetical protein HWB27_gp15 [Lentibacter phage vB_LenP_ICBM1]	False	0.972	162	1.539e-46		VOG25739	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_14	NC_048672.1	NC_048672.1	14	5389	5577	1	E			YP_009834258.1	YP_009834258.1 hypothetical protein HWB27_gp16 [Lentibacter phage vB_LenP_ICBM1]	False	0.95	126	2.248e-34		VOG25740	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_15	NC_048672.1	NC_048672.1	15	5692	7260	1	D			YP_009834260.1	YP_009834260.1 DNA primase/helicase [Lentibacter phage vB_LenP_ICBM1]	True	0.969	1067	0.0	DnaB-like helicase C terminal domain [PF03796.18]; Toprim-like [PF13155.9]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
NC_048672.1_16	NC_048672.1	NC_048672.1	16	7266	7613	1	E			YP_009834261.1	YP_009834261.1 hypothetical protein HWB27_gp19 [Lentibacter phage vB_LenP_ICBM1]	False	1.0	251	1.222e-76					0	False	
NC_048672.1_17	NC_048672.1	NC_048672.1	17	7597	9339	1	D			YP_009834262.1	YP_009834262.1 DNA polymerase I [Lentibacter phage vB_LenP_ICBM1]	True	0.983	1204	0.0	DNA polymerase family A [PF00476.23]	VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xr;Xh	0	False	V
NC_048672.1_18	NC_048672.1	NC_048672.1	18	9398	9934	1	E			YP_009834263.1	YP_009834263.1 hypothetical protein HWB27_gp21 [Lentibacter phage vB_LenP_ICBM1]	True	0.947	356	6.272e-112		VOG12906	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_19	NC_048672.1	NC_048672.1	19	9927	10367	1	E			YP_009834264.1	YP_009834264.1 hypothetical protein HWB27_gp22 [Lentibacter phage vB_LenP_ICBM1]	False	0.956	296	1.27e-91		VOG03266	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_20	NC_048672.1	NC_048672.1	20	10369	11232	1	E			YP_009834265.1	YP_009834265.1 Cas4-domain exonuclease [Lentibacter phage vB_LenP_ICBM1]	True	0.974	591	3.544e-191		VOG00332	sp|Q8QL42|Y207_SIRV1 Uncharacterized protein 207; Xu	Xu	0	False	
NC_048672.1_21	NC_048672.1	NC_048672.1	21	11225	11626	1	C	K21525	Escherichia phage endonuclease I [EC:3.1.21.2]	YP_009834266.1	YP_009834266.1 endonuclease [Lentibacter phage vB_LenP_ICBM1]	False	0.974	275	9.167e-85	Phage endonuclease I [PF05367.14]	VOG00381	sp|P00641|ENDO_BPT7 Endonuclease I; Xp	Xp	0	False	
NC_048672.1_22	NC_048672.1	NC_048672.1	22	11619	11804	1	E			YP_009834267.1	YP_009834267.1 hypothetical protein HWB27_gp25 [Lentibacter phage vB_LenP_ICBM1]	False	0.895	116	5.9010000000000005e-31		VOG25742	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_23	NC_048672.1	NC_048672.1	23	11791	12102	1	D			YP_006560914.1	YP_006560914.1 MazG-like pyrophosphatase [Celeribacter phage P12053L]	False	0.927	202	5.160999999999999e-60	MazG nucleotide pyrophosphohydrolase domain [PF03819.20]				0	False	
NC_048672.1_24	NC_048672.1	NC_048672.1	24	12099	12278	1	D			YP_009834269.1	YP_009834269.1 hypothetical protein HWB27_gp27 [Lentibacter phage vB_LenP_ICBM1]	False	1.0	128	3.955e-35	Domain of unknown function (DUF1127) [PF06568.14]	VOG12905	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_25	NC_048672.1	NC_048672.1	25	12275	14293	1	D			YP_009834270.1	YP_009834270.1 ribonucleotide reductase [Lentibacter phage vB_LenP_ICBM1]	True	0.978	1386	0.0	Ribonucleotide reductase alpha domain [PF17975.4]; Ribonucleotide reductase, barrel domain [PF02867.18]	VOG00122	sp|P00452|RIR1_ECOLI Ribonucleoside-diphosphate reductase 1 subunit alpha; Xh	Xh	0	False	MKE
NC_048672.1_26	NC_048672.1	NC_048672.1	26	14356	14592	1	D			YP_009834271.1	YP_009834271.1 glutaredoxin [Lentibacter phage vB_LenP_ICBM1]	False	1.0	168	1.336e-48	Glutaredoxin [PF00462.27]				0	False	
NC_048672.1_27	NC_048672.1	NC_048672.1	27	14576	15025	1	E			YP_009834272.1	YP_009834272.1 hypothetical protein HWB27_gp30 [Lentibacter phage vB_LenP_ICBM1]	False	1.0	318	2.248e-99		VOG12907	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_28	NC_048672.1	NC_048672.1	28	15022	15729	1	C	K06217	phosphate starvation-inducible protein PhoH and related proteins	YP_009834273.1	YP_009834273.1 PhoH-like phosphate starvation-inducible [Lentibacter phage vB_LenP_ICBM1]	True	0.94	466	1.061e-148	PhoH-like protein [PF02562.19]; AAA domain [PF13604.9]; AAA domain [PF13245.9]	VOG02569	sp|P46343|PHOL_BACSU PhoH-like protein; Xh	Xh	0	False	MK
NC_048672.1_29	NC_048672.1	NC_048672.1	29	15730	15918	1	E			YP_009834274.1	YP_009834274.1 hypothetical protein HWB27_gp32 [Lentibacter phage vB_LenP_ICBM1]	False	1.0	134	5.461e-37		VOG25743	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_30	NC_048672.1	NC_048672.1	30	16124	16384	-1	E			YP_009834275.1	YP_009834275.1 hypothetical protein HWB27_gp33 [Lentibacter phage vB_LenP_ICBM1]	False	0.903	164	3.4299999999999996e-47		VOG12908	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_31	NC_048672.1	NC_048672.1	31	16377	16715	-1	E			YP_009834276.1	YP_009834276.1 spanin [Lentibacter phage vB_LenP_ICBM1]	False	0.942	224	3.0999999999999996e-67		VOG04107	sp|Q6XQ97|SPANU_BPT1 U-spanin; XhXp	Xp;Xh	0	False	
NC_048672.1_32	NC_048672.1	NC_048672.1	32	16715	17488	-1	E			YP_009834277.1	YP_009834277.1 hypothetical protein HWB27_gp35 [Lentibacter phage vB_LenP_ICBM1]	True	0.894	481	1.361e-153		VOG35485	REFSEQ gp23; Xu	Xu	0	False	
NC_048672.1_33	NC_048672.1	NC_048672.1	33	17488	18168	-1	E			YP_009834278.1	YP_009834278.1 endolysin, lysozmye-like domain [Lentibacter phage vB_LenP_ICBM1]	True	0.938	429	3.7799999999999996e-136		VOG35487	REFSEQ endolysin, lysozmye-like domain; Xu	Xu	0	False	
NC_048672.1_34	NC_048672.1	NC_048672.1	34	18143	20176	-1	E			YP_009834279.1	YP_009834279.1 hypothetical protein HWB27_gp37 [Lentibacter phage vB_LenP_ICBM1]	True	0.931	1321	0.0		VOG06205	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_35	NC_048672.1	NC_048672.1	35	20180	24643	-1	E			YP_009834280.1	YP_009834280.1 internal virion protein D [Lentibacter phage vB_LenP_ICBM1]	True	0.934	2911	0.0		VOG12909	REFSEQ internal virion protein D; Xu	Xu	0	False	
NC_048672.1_36	NC_048672.1	NC_048672.1	36	24657	25154	-1	E			YP_009834281.1	YP_009834281.1 internal virion protein B [Lentibacter phage vB_LenP_ICBM1]	False	0.793	270	2.542e-82		VOG12911	REFSEQ gp26.1; Xu	Xu	0	False	
NC_048672.1_37	NC_048672.1	NC_048672.1	37	25156	25614	-1	E			YP_009834282.1	YP_009834282.1 acetyltransferase [Lentibacter phage vB_LenP_ICBM1]	False	0.969	312	2.958e-97		VOG00089	sp|A0A0S0MX59|AT_BPPAM 5-NmdU N-acetyltransferase; XhXp	Xp;Xh	0	False	
NC_048672.1_38	NC_048672.1	NC_048672.1	38	25592	27715	-1	E			YP_009834283.1	YP_009834283.1 tail appendage [Lentibacter phage vB_LenP_ICBM1]	True	0.969	1444	0.0		VOG06193	REFSEQ tail appendage; Xu	Xu	0	False	
NC_048672.1_39	NC_048672.1	NC_048672.1	39	27684	28001	-1	E			YP_009834284.1	YP_009834284.1 hypothetical protein HWB27_gp42 [Lentibacter phage vB_LenP_ICBM1]	False	0.918	204	1.6069999999999998e-60		VOG06696	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_40	NC_048672.1	NC_048672.1	40	27988	28737	-1	E			YP_009834285.1	YP_009834285.1 tail protein [Lentibacter phage vB_LenP_ICBM1]	True	0.932	488	2.343e-156		VOG12369	REFSEQ tail protein; Xu	Xu	0	False	
NC_048672.1_41	NC_048672.1	NC_048672.1	41	28739	29311	-1	E			YP_009834286.1	YP_009834286.1 hypothetical protein HWB27_gp44 [Lentibacter phage vB_LenP_ICBM1]	True	0.935	375	4.029e-118		VOG12910	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_42	NC_048672.1	NC_048672.1	42	29426	30367	-1	D			YP_009834287.1	YP_009834287.1 major capsid protein [Lentibacter phage vB_LenP_ICBM1]	True	0.961	634	1.053e-205	P22 coat protein - gene protein 5 [PF11651.11]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	V
NC_048672.1_43	NC_048672.1	NC_048672.1	43	30380	31147	-1	E			YP_009834288.1	YP_009834288.1 virion scaffolding protein [Lentibacter phage vB_LenP_ICBM1]	True	0.89	475	1.9229999999999998e-151		VOG12370	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_44	NC_048672.1	NC_048672.1	44	31150	31392	-1	E			YP_009834289.1	YP_009834289.1 hypothetical protein HWB27_gp47 [Lentibacter phage vB_LenP_ICBM1]	False	0.965	165	1.856e-47		VOG12371	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048672.1_45	NC_048672.1	NC_048672.1	45	31389	33182	-1	E			YP_009834290.1	YP_009834290.1 head-tail adaptor [Lentibacter phage vB_LenP_ICBM1]	True	0.96	1207	0.0		VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xp;Xr;Xs	0	False	V
NC_048672.1_46	NC_048672.1	NC_048672.1	46	33244	34788	-1	D			YP_009834291.1	YP_009834291.1 terminase [Lentibacter phage vB_LenP_ICBM1]	True	0.985	1069	0.0	Terminase RNaseH-like domain [PF17289.5]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	V
NC_048672.1_47	NC_048672.1	NC_048672.1	47	34900	35490	-1	E			YP_009834292.1	YP_009834292.1 hypothetical protein HWB27_gp50 [Lentibacter phage vB_LenP_ICBM1]	True	0.911	375	3.904e-118		VOG06687	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048672.1_48	NC_048672.1	NC_048672.1	48	35490	35696	-1	E			YP_009834293.1	YP_009834293.1 hypothetical protein HWB27_gp51 [Lentibacter phage vB_LenP_ICBM1]	False	0.947	138	3.117e-38					0	False	F
NC_048672.1_49	NC_048672.1	NC_048672.1	49	35693	36091	-1	D			YP_009834294.1	YP_009834294.1 tail fiber assembly protein [Lentibacter phage vB_LenP_ICBM1]	False	1.0	282	4.0710000000000005e-87	Phage tail assembly chaperone protein [PF16778.8]	VOG00499	REFSEQ tail fiber assembly protein; Xu	Xu	0	False	F
NC_048672.1_50	NC_048672.1	NC_048672.1	50	36099	36668	-1	D			YP_009834295.1	YP_009834295.1 tail fiber protein [Lentibacter phage vB_LenP_ICBM1]	True	0.957	382	9.581e-121	Phage Tail Collar Domain [PF07484.15]				0	False	F
NC_048672.1_51	NC_048672.1	NC_048672.1	51	36665	37042	-1	D			YP_009834296.1	YP_009834296.1 tail fiber assembly protein [Lentibacter phage vB_LenP_ICBM1]	False	1.0	270	3.773e-83	Phage tail assembly chaperone protein [PF16778.8]	VOG00745	REFSEQ tail fiber protein; Xu	Xu	0	False	F
NC_048672.1_52	NC_048672.1	NC_048672.1	52	37042	37446	-1	E			YP_009834297.1	YP_009834297.1 hypothetical protein HWB27_gp55 [Lentibacter phage vB_LenP_ICBM1]	False	0.937	265	2.581e-81					0	False	F
NC_048672.1_53	NC_048672.1	NC_048672.1	53	37448	39247	-1	E			YP_009834298.1	YP_009834298.1 tail fiber protein [Lentibacter phage vB_LenP_ICBM1]	True	0.798	980	8.189e-320		VOG35488	REFSEQ tail fiber protein; Xu	Xu	0	False	F
NC_048672.1_54	NC_048672.1	NC_048672.1	54	39249	39740	-1	E			YP_009834299.1	YP_009834299.1 hypothetical protein HWB27_gp57 [Lentibacter phage vB_LenP_ICBM1]	False	0.974	337	1.5900000000000001e-105		VOG12372	REFSEQ hypothetical protein; Xu	Xu	0	False	F
