	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
KP703175.1_29	GCA_003004805.1	KP703175.1	29	20293	20826	-1	E													0	False	
KP703175.1_30	GCA_003004805.1	KP703175.1	30	20823	21485	-1	D			YP_010078095.1	YP_010078095.1 Gp37/Gp68 family protein [Natrialba phage PhiCh1]	False	0.286	97.0	1.372e-21	Protein of unknown function (DUF5131) [PF07505.14]				0	False	
KP703175.1_31	GCA_003004805.1	KP703175.1	31	21482	21850	-1	E			YP_009322048.1	YP_009322048.1 hypothetical protein BOX09_gp46 [Flavobacterium phage Fpv1]	False	0.405	79.0	1.131e-16		VOG01523	REFSEQ hypothetical protein; Xu	Xu	0	False	
KP703175.1_32	GCA_003004805.1	KP703175.1	32	21847	22038	-1	E													0	False	
KP703175.1_33	GCA_003004805.1	KP703175.1	33	22019	22414	-1	E													0	False	
KP703175.1_34	GCA_003004805.1	KP703175.1	34	22414	22656	-1	E													0	False	
KP703175.1_35	GCA_003004805.1	KP703175.1	35	22622	22819	-1	E													0	False	
KP703175.1_36	GCA_003004805.1	KP703175.1	36	22816	23190	-1	E													0	False	
KP703175.1_37	GCA_003004805.1	KP703175.1	37	23174	23845	-1	E													0	False	
KP703175.1_38	GCA_003004805.1	KP703175.1	38	23838	24377	-1	E													0	False	
KP703175.1_39	GCA_003004805.1	KP703175.1	39	24537	24926	-1	E													0	False	
KP703175.1_40	GCA_003004805.1	KP703175.1	40	24923	25084	-1	E													0	False	
KP703175.1_41	GCA_003004805.1	KP703175.1	41	25340	25519	-1	E													0	False	
KP703175.1_42	GCA_003004805.1	KP703175.1	42	25525	25872	-1	D									Anaerobic ribonucleoside-triphosphate reductase [PF13597.9]				0	False	
KP703175.1_43	GCA_003004805.1	KP703175.1	43	25963	26373	-1	D									Agglutinin C-terminal [PF18021.4]				0	False	
KP703175.1_44	GCA_003004805.1	KP703175.1	44	26351	26959	-1	E													0	False	
KP703175.1_45	GCA_003004805.1	KP703175.1	45	27069	28388	1	D			YP_010357748.1	YP_010357748.1 prohead protease [Haloarcula tailed virus 2]	False	0.278	66.0	3.218e-10	Uncharacterized protein conserved in bacteria (DUF2213) [PF09979.12]	VOG02460	sp|P44180|Y1405_HAEIN Uncharacterized protein HI_1405; Xu	Xu	0	False	
KP703175.1_46	GCA_003004805.1	KP703175.1	46	28388	29074	1	E													0	False	
KP703175.1_47	GCA_003004805.1	KP703175.1	47	29071	29964	1	E													0	False	
KP703175.1_48	GCA_003004805.1	KP703175.1	48	29983	30438	1	E													0	False	
KP703175.1_49	GCA_003004805.1	KP703175.1	49	30456	31277	1	E													0	False	
KP703175.1_50	GCA_003004805.1	KP703175.1	50	31313	31417	1	E													0	False	
KP703175.1_51	GCA_003004805.1	KP703175.1	51	31444	31821	1	E													0	False	
KP703175.1_52	GCA_003004805.1	KP703175.1	52	31874	32035	1	E													0	False	
KP703175.1_53	GCA_003004805.1	KP703175.1	53	32075	32167	1	E													0	False	
KP703175.1_54	GCA_003004805.1	KP703175.1	54	32161	32742	1	E													0	False	
KP703175.1_55	GCA_003004805.1	KP703175.1	55	32831	33058	1	E													0	False	
KP703175.1_56	GCA_003004805.1	KP703175.1	56	33062	33388	1	E													0	False	
KP703175.1_57	GCA_003004805.1	KP703175.1	57	33388	34728	1	E			YP_010772365.1	YP_010772365.1 hypothetical protein QIT39_gp27 [Methanoculleus virus L4768]	False	0.203	88.0	5.838e-17					0	False	F
KP703175.1_58	GCA_003004805.1	KP703175.1	58	35045	36103	1	C	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]	YP_009167727.1	YP_009167727.1 Reverse transcriptase [Vibrio phage VP585]	False	0.395	220.0	8.27e-62	Reverse transcriptase (RNA-dependent DNA polymerase) [PF00078.30]	VOG04393	sp|P08548|LIN1_NYCCO LINE-1 reverse transcriptase homolog; XhXr	Xr;Xh	0	False	VF
KP703175.1_59	GCA_003004805.1	KP703175.1	59	36106	36402	1	E													0	False	F
KP703175.1_60	GCA_003004805.1	KP703175.1	60	36457	36714	1	E													0	False	F
KP703175.1_61	GCA_003004805.1	KP703175.1	61	36857	37243	1	E													0	False	F
KP703175.1_62	GCA_003004805.1	KP703175.1	62	37306	37668	1	E													0	False	F
KP703175.1_63	GCA_003004805.1	KP703175.1	63	37670	38170	-1	E													0	False	F
KP703175.1_64	GCA_003004805.1	KP703175.1	64	38218	38463	1	E													0	False	F
