target	query	e-value	score	length	start	end
NZ_ASHR01000014.1_24259_25680_+	COG0215	1.1e-24	80.0	473	18	114
NZ_ASHR01000014.1_299804_300754_-	COG0215	1.4e-18	60.5	316	9	99
NZ_ASHR01000014.1_122476_124113_-	COG0218	6.7e-26	84.8	522	12	516
NZ_ASHR01000014.1_15100_15489_+	COG0222	1.1e-54	180.0	129	2	129
NZ_ASHR01000014.1_178822_179697_+	COG0241	2.6e-10	34.2	291	3	112
NZ_ASHR01000014.1_14548_15066_+	COG0244	7.8e-74	243.9	172	2	171
NZ_ASHR01000014.1_214096_215526_+	COG0245	4.9e-15	47.6	476	3	127
NZ_ASHR01000014.1_1_465_+	COG0250	8e-55	179.5	154	2	154
NZ_ASHR01000014.1_59693_60151_+	COG0251	4.6e-36	119.0	152	16	150
NZ_ASHR01000014.1_148555_151206_-	COG0253	1.5e-11	37.3	588	15	333
NZ_ASHR01000014.1_115944_116975_-	COG0262	1.1e-16	53.7	343	155	304
NZ_ASHR01000014.1_49972_51246_+	COG0263	1.5e-09	26.7	424	157	209
NZ_ASHR01000014.1_250261_251505_+	COG0277	2.1e-48	159.2	414	5	405
NZ_ASHR01000014.1_42573_44693_+	COG0280	1.9e-202	668.4	706	5	697
NZ_ASHR01000014.1_42573_44693_+	COG0281	5e-76	250.3	706	375	695
NZ_ASHR01000014.1_44690_45880_+	COG0282	1.6e-178	588.5	396	1	395
NZ_ASHR01000014.1_280975_282000_+	COG0287	6.8e-09	28.4	341	17	86
NZ_ASHR01000014.1_229716_230771_+	COG0287	1.1e-08	28.0	351	165	237
NZ_ASHR01000014.1_286039_287631_+	COG0287	3.2e-08	25.4	530	140	200
NZ_ASHR01000014.1_140064_140489_+	COG0295	1.5e-61	202.7	141	2	135
NZ_ASHR01000014.1_130801_131988_-	COG0297	1.4e-11	36.8	395	211	341
NZ_ASHR01000014.1_230771_231553_+	COG0304	1.8e-08	26.6	260	51	178
NZ_ASHR01000014.1_115318_115944_-	COG0307	1.2e-79	261.6	179	3	177
NZ_ASHR01000014.1_280432_280947_+	COG0317	4.7e-08	25.6	171	6	98
NZ_ASHR01000014.1_166522_167247_+	COG0340	7.7e-65	213.3	241	11	239
NZ_ASHR01000014.1_90688_91470_-	COG0346	1.1e-09	31.9	260	131	255
NZ_ASHR01000014.1_108351_109289_+	COG0351	2.1e-09	30.5	312	181	272
NZ_ASHR01000014.1_49305_49904_+	COG0353	1.8e-101	333.0	199	2	198
NZ_ASHR01000014.1_223027_224469_-	COG0362	1.6e-223	736.9	480	1	477
NZ_ASHR01000014.1_95174_96073_+	COG0362	5.4e-16	51.7	299	7	206
NZ_ASHR01000014.1_60362_62305_-	COG0365	1.3e-280	927.4	647	10	646
NZ_ASHR01000014.1_274296_275972_+	COG0365	2.3e-124	410.4	558	36	556
NZ_ASHR01000014.1_122476_124113_-	COG0370	9.7e-11	31.7	522	20	259
NZ_ASHR01000014.1_231576_232643_+	COG0373	4.6e-11	35.5	355	173	247
NZ_ASHR01000014.1_210676_212199_+	COG0373	3e-08	26.2	507	289	367
NZ_ASHR01000014.1_84835_85680_+	COG0385	1.5e-26	86.9	281	2	275
NZ_ASHR01000014.1_101503_102426_+	COG0388	3.6e-64	210.9	307	1	297
NZ_ASHR01000014.1_6133_7779_-	COG0396	6.8e-69	115.5	548	4	261
NZ_ASHR01000014.1_6133_7779_-	COG0396	6.8e-69	108.5	548	310	523
NZ_ASHR01000014.1_20246_21781_+	COG0396	7.9e-54	99.0	511	6	226
NZ_ASHR01000014.1_20246_21781_+	COG0396	7.9e-54	77.0	511	277	489
NZ_ASHR01000014.1_135770_137329_+	COG0396	8.7e-46	100.1	519	12	231
NZ_ASHR01000014.1_135770_137329_+	COG0396	8.7e-46	50.0	519	255	484
NZ_ASHR01000014.1_16522_18375_+	COG0396	9.7e-31	100.2	617	387	603
NZ_ASHR01000014.1_153668_155722_+	COG0396	1.2e-29	95.1	684	435	646
NZ_ASHR01000014.1_105718_106644_+	COG0396	1.5e-29	95.2	308	4	230
NZ_ASHR01000014.1_151942_153666_+	COG0396	1.8e-28	92.9	574	332	569
NZ_ASHR01000014.1_103515_105302_-	COG0396	4.3e-24	78.3	589	358	569
NZ_ASHR01000014.1_180634_181851_-	COG0396	2e-21	42.2	388	22	73
NZ_ASHR01000014.1_180634_181851_-	COG0396	2e-21	26.0	388	121	247
NZ_ASHR01000014.1_79224_80669_+	COG0398	5.6e-12	38.8	481	340	471
NZ_ASHR01000014.1_81465_82814_+	COG0398	2.3e-08	27.2	449	310	444
NZ_ASHR01000014.1_25682_26848_+	COG0399	6.2e-12	36.5	388	58	286
NZ_ASHR01000014.1_264410_265633_-	COG0399	4.3e-10	31.9	407	113	210
NZ_ASHR01000014.1_9583_10326_-	COG0400	1.1e-09	31.9	247	2	110
NZ_ASHR01000014.1_29582_30799_+	COG0402	1e-33	109.2	405	3	388
NZ_ASHR01000014.1_297802_298719_+	COG0404	5.5e-09	28.9	305	5	145
NZ_ASHR01000014.1_6133_7779_-	COG0410	2.9e-69	54.8	548	3	102
NZ_ASHR01000014.1_6133_7779_-	COG0410	2.9e-69	62.6	548	147	251
NZ_ASHR01000014.1_6133_7779_-	COG0410	2.9e-69	49.4	548	309	364
NZ_ASHR01000014.1_6133_7779_-	COG0410	2.9e-69	73.2	548	428	527
NZ_ASHR01000014.1_135770_137329_+	COG0410	8.7e-68	142.6	519	9	230
NZ_ASHR01000014.1_135770_137329_+	COG0410	8.7e-68	85.4	519	252	490
NZ_ASHR01000014.1_20246_21781_+	COG0410	1.4e-65	81.7	511	4	119
NZ_ASHR01000014.1_20246_21781_+	COG0410	1.4e-65	44.2	511	148	236
NZ_ASHR01000014.1_20246_21781_+	COG0410	1.4e-65	30.4	511	282	352
NZ_ASHR01000014.1_20246_21781_+	COG0410	1.4e-65	68.4	511	408	499
NZ_ASHR01000014.1_105718_106644_+	COG0410	3.5e-51	169.0	308	1	227
NZ_ASHR01000014.1_151942_153666_+	COG0410	7.5e-38	124.6	574	94	559
NZ_ASHR01000014.1_153668_155722_+	COG0410	2.1e-28	90.5	684	404	646
NZ_ASHR01000014.1_180634_181851_-	COG0410	8.6e-28	61.8	388	24	73
NZ_ASHR01000014.1_180634_181851_-	COG0410	8.6e-28	29.4	388	140	215
NZ_ASHR01000014.1_103515_105302_-	COG0410	3.3e-27	87.7	589	332	570
NZ_ASHR01000014.1_16522_18375_+	COG0410	9.6e-26	82.0	617	393	601
NZ_ASHR01000014.1_135770_137329_+	COG0411	1.3e-80	218.5	519	9	230
NZ_ASHR01000014.1_135770_137329_+	COG0411	1.3e-80	52.7	519	257	483
NZ_ASHR01000014.1_6133_7779_-	COG0411	4.8e-80	42.7	548	4	84
NZ_ASHR01000014.1_6133_7779_-	COG0411	4.8e-80	74.5	548	117	251
NZ_ASHR01000014.1_6133_7779_-	COG0411	4.8e-80	58.1	548	283	364
NZ_ASHR01000014.1_6133_7779_-	COG0411	4.8e-80	97.2	548	407	528
NZ_ASHR01000014.1_20246_21781_+	COG0411	5.9e-75	188.6	511	3	223
NZ_ASHR01000014.1_20246_21781_+	COG0411	5.9e-75	59.0	511	282	492
NZ_ASHR01000014.1_105718_106644_+	COG0411	2.7e-58	191.9	308	1	248
NZ_ASHR01000014.1_180634_181851_-	COG0411	7.6e-36	58.9	388	24	73
NZ_ASHR01000014.1_180634_181851_-	COG0411	7.6e-36	57.1	388	104	215
NZ_ASHR01000014.1_153668_155722_+	COG0411	1.3e-35	116.2	684	439	645
NZ_ASHR01000014.1_103515_105302_-	COG0411	3.4e-33	61.3	589	230	412
NZ_ASHR01000014.1_103515_105302_-	COG0411	3.4e-33	52.9	589	473	566
NZ_ASHR01000014.1_151942_153666_+	COG0411	7.4e-32	104.5	574	244	555
NZ_ASHR01000014.1_16522_18375_+	COG0411	1.6e-25	82.3	617	215	597
NZ_ASHR01000014.1_303555_304385_-	COG0412	4.1e-16	52.8	276	20	263
NZ_ASHR01000014.1_9583_10326_-	COG0412	2.1e-08	27.0	247	3	240
NZ_ASHR01000014.1_6133_7779_-	COG0419	4.2e-14	26.9	548	426	495
NZ_ASHR01000014.1_105718_106644_+	COG0419	3.1e-13	34.3	308	113	256
NZ_ASHR01000014.1_55980_56882_-	COG0420	3.5e-12	39.7	300	35	240
NZ_ASHR01000014.1_156553_157185_-	COG0424	2.5e-66	217.6	210	1	207
NZ_ASHR01000014.1_9583_10326_-	COG0429	4.3e-11	35.4	247	2	215
NZ_ASHR01000014.1_303555_304385_-	COG0429	7.3e-09	28.4	276	7	135
NZ_ASHR01000014.1_32063_33763_+	COG0433	1.1e-113	375.2	566	51	566
NZ_ASHR01000014.1_264410_265633_-	COG0436	9.3e-126	414.3	407	8	407
NZ_ASHR01000014.1_25682_26848_+	COG0436	7.1e-11	35.2	388	50	185
NZ_ASHR01000014.1_148555_151206_-	COG0439	4.8e-112	369.3	588	5	438
NZ_ASHR01000014.1_169088_170209_+	COG0439	9.7e-32	104.1	373	5	371
NZ_ASHR01000014.1_280432_280947_+	COG0440	3.2e-84	277.3	171	1	168
NZ_ASHR01000014.1_6133_7779_-	COG0444	3.5e-244	416.0	548	3	268
NZ_ASHR01000014.1_6133_7779_-	COG0444	3.5e-244	389.3	548	286	541
NZ_ASHR01000014.1_20246_21781_+	COG0444	8.3e-67	125.1	511	4	229
NZ_ASHR01000014.1_20246_21781_+	COG0444	8.3e-67	95.6	511	259	495
NZ_ASHR01000014.1_135770_137329_+	COG0444	1.9e-66	135.2	519	10	230
NZ_ASHR01000014.1_135770_137329_+	COG0444	1.9e-66	87.4	519	255	490
NZ_ASHR01000014.1_105718_106644_+	COG0444	4e-40	131.6	308	2	225
NZ_ASHR01000014.1_151942_153666_+	COG0444	4.1e-39	125.9	574	290	557
NZ_ASHR01000014.1_16522_18375_+	COG0444	1.4e-37	121.9	617	284	601
NZ_ASHR01000014.1_103515_105302_-	COG0444	1.5e-34	111.6	589	333	570
NZ_ASHR01000014.1_153668_155722_+	COG0444	1.9e-33	107.0	684	432	647
NZ_ASHR01000014.1_180634_181851_-	COG0444	2.3e-25	43.3	388	21	73
NZ_ASHR01000014.1_180634_181851_-	COG0444	2.3e-25	39.6	388	132	210
NZ_ASHR01000014.1_214096_215526_+	COG0448	6.6e-12	27.0	476	76	225
NZ_ASHR01000014.1_260076_261329_+	COG0455	1.8e-38	126.0	417	56	399
NZ_ASHR01000014.1_148555_151206_-	COG0458	5.5e-29	94.6	588	65	327
NZ_ASHR01000014.1_169088_170209_+	COG0458	5.7e-19	61.4	373	63	267
NZ_ASHR01000014.1_49972_51246_+	COG0460	1.4e-54	41.6	424	4	57
NZ_ASHR01000014.1_49972_51246_+	COG0460	1.4e-54	133.4	424	68	249
NZ_ASHR01000014.1_215538_216515_+	COG0461	1.6e-09	31.0	325	173	257
NZ_ASHR01000014.1_215538_216515_+	COG0462	1.5e-145	479.3	325	7	323
NZ_ASHR01000014.1_46404_49301_+	COG0464	6.6e-11	26.3	965	224	280
NZ_ASHR01000014.1_69070_70230_+	COG0470	1.6e-64	205.2	386	8	294
NZ_ASHR01000014.1_46404_49301_+	COG0470	9.6e-52	170.1	965	223	579
NZ_ASHR01000014.1_292300_293361_+	COG0473	8.9e-141	463.6	353	1	351
NZ_ASHR01000014.1_110048_111943_-	COG0474	1.5e-68	127.0	631	69	371
NZ_ASHR01000014.1_110048_111943_-	COG0474	1.5e-68	100.0	631	424	615
NZ_ASHR01000014.1_288308_289759_+	COG0477	1.8e-102	337.5	483	2	479
NZ_ASHR01000014.1_100155_101480_+	COG0477	1.9e-92	304.4	441	19	435
NZ_ASHR01000014.1_112059_113414_-	COG0477	5.5e-86	283.1	451	10	446
NZ_ASHR01000014.1_227494_228900_+	COG0477	7.6e-84	275.9	468	10	447
NZ_ASHR01000014.1_26953_28320_-	COG0477	3.4e-81	267.3	455	22	451
NZ_ASHR01000014.1_30820_32016_+	COG0477	1.9e-66	218.6	398	5	392
NZ_ASHR01000014.1_127003_127965_-	COG0479	3e-104	342.5	303	46	299
NZ_ASHR01000014.1_122476_124113_-	COG0486	8.2e-27	87.7	522	8	273
NZ_ASHR01000014.1_124110_126053_-	COG0486	4e-11	35.2	647	57	241
NZ_ASHR01000014.1_6133_7779_-	COG0488	9.8e-58	81.0	548	7	238
NZ_ASHR01000014.1_6133_7779_-	COG0488	9.8e-58	106.6	548	287	516
NZ_ASHR01000014.1_20246_21781_+	COG0488	4.5e-52	95.7	511	6	223
NZ_ASHR01000014.1_20246_21781_+	COG0488	4.5e-52	73.7	511	248	487
NZ_ASHR01000014.1_135770_137329_+	COG0488	2.3e-51	101.5	519	5	223
NZ_ASHR01000014.1_135770_137329_+	COG0488	2.3e-51	65.7	519	244	483
NZ_ASHR01000014.1_105718_106644_+	COG0488	1.5e-36	119.9	308	4	220
NZ_ASHR01000014.1_103515_105302_-	COG0488	3.3e-31	101.9	589	313	558
NZ_ASHR01000014.1_153668_155722_+	COG0488	1e-26	87.0	684	423	650
NZ_ASHR01000014.1_16522_18375_+	COG0488	2.4e-23	75.6	617	374	592
NZ_ASHR01000014.1_151942_153666_+	COG0488	9.7e-23	73.1	574	329	525
NZ_ASHR01000014.1_180634_181851_-	COG0488	1.7e-22	72.4	388	27	209
NZ_ASHR01000014.1_260076_261329_+	COG0489	6.9e-15	48.7	417	37	323
NZ_ASHR01000014.1_96498_97295_+	COG0491	2e-29	96.6	265	36	245
NZ_ASHR01000014.1_297802_298719_+	COG0492	4.7e-68	223.9	305	4	301
NZ_ASHR01000014.1_79224_80669_+	COG0492	3.8e-37	121.7	481	4	351
NZ_ASHR01000014.1_81465_82814_+	COG0492	6.8e-32	104.3	449	1	327
NZ_ASHR01000014.1_147066_148523_+	COG0492	9.1e-32	101.7	485	10	352
NZ_ASHR01000014.1_109289_110044_+	COG0496	6.3e-62	203.2	251	1	243
NZ_ASHR01000014.1_254507_255739_+	COG0498	4e-44	145.0	410	25	336
NZ_ASHR01000014.1_299804_300754_-	COG0498	9.1e-37	120.2	316	15	309
NZ_ASHR01000014.1_24259_25680_+	COG0498	1.8e-32	100.7	473	22	370
NZ_ASHR01000014.1_210676_212199_+	COG0499	5.8e-212	698.2	507	26	506
NZ_ASHR01000014.1_280975_282000_+	COG0499	1.8e-10	33.3	341	14	83
NZ_ASHR01000014.1_218356_219483_+	COG0500	8.3e-12	36.9	375	232	294
NZ_ASHR01000014.1_98538_100010_+	COG0506	6.1e-91	299.6	490	37	471
NZ_ASHR01000014.1_148555_151206_-	COG0508	1.4e-12	41.3	588	523	587
NZ_ASHR01000014.1_11004_11993_+	COG0510	8.3e-27	87.9	329	17	321
NZ_ASHR01000014.1_148555_151206_-	COG0511	1.8e-35	113.7	588	3	587
NZ_ASHR01000014.1_236715_240275_+	COG0513	9.5e-21	65.6	1186	591	935
NZ_ASHR01000014.1_236715_240275_+	COG0514	3.3e-10	32.5	1186	605	1026
NZ_ASHR01000014.1_24259_25680_+	COG0517	1.5e-10	34.3	473	340	469
NZ_ASHR01000014.1_25682_26848_+	COG0520	3.5e-15	49.5	388	86	210
NZ_ASHR01000014.1_264410_265633_-	COG0520	2.1e-12	31.0	407	96	210
NZ_ASHR01000014.1_265669_266532_-	COG0524	2.6e-47	155.5	287	2	286
NZ_ASHR01000014.1_108351_109289_+	COG0524	8.4e-38	124.1	312	16	297
NZ_ASHR01000014.1_78479_79006_+	COG0526	8.5e-27	88.3	175	17	174
NZ_ASHR01000014.1_263710_264189_-	COG0526	5.4e-14	26.4	159	9	41
NZ_ASHR01000014.1_49972_51246_+	COG0527	3.8e-172	568.2	424	1	423
NZ_ASHR01000014.1_49972_51246_+	COG0528	5.5e-17	53.9	424	121	252
NZ_ASHR01000014.1_232640_233224_+	COG0529	8.1e-12	37.6	194	11	106
NZ_ASHR01000014.1_221684_222958_+	COG0531	4.8e-87	286.5	424	2	420
NZ_ASHR01000014.1_292300_293361_+	COG0538	2e-45	141.9	353	8	326
NZ_ASHR01000014.1_140482_141771_+	COG0547	1.1e-12	39.8	429	10	176
NZ_ASHR01000014.1_65719_68421_+	COG0550	4.9e-253	835.2	900	1	896
NZ_ASHR01000014.1_65719_68421_+	COG0551	1.5e-201	665.8	900	1	587
NZ_ASHR01000014.1_236715_240275_+	COG0556	7.5e-22	52.0	1186	99	227
NZ_ASHR01000014.1_6133_7779_-	COG0559	2e-24	38.1	548	125	251
NZ_ASHR01000014.1_6133_7779_-	COG0559	2e-24	40.8	548	403	527
NZ_ASHR01000014.1_135770_137329_+	COG0559	2.9e-21	45.1	519	137	244
NZ_ASHR01000014.1_20246_21781_+	COG0559	4.4e-21	37.6	511	135	244
NZ_ASHR01000014.1_20246_21781_+	COG0559	4.4e-21	30.1	511	367	498
NZ_ASHR01000014.1_105718_106644_+	COG0559	1e-13	44.9	308	115	244
NZ_ASHR01000014.1_21785_23053_+	COG0559	1.6e-12	41.1	422	257	382
NZ_ASHR01000014.1_138729_140057_+	COG0559	5.2e-12	39.4	442	143	420
NZ_ASHR01000014.1_153668_155722_+	COG0559	2.4e-11	37.2	684	324	659
NZ_ASHR01000014.1_110048_111943_-	COG0560	6.1e-09	26.9	631	415	541
NZ_ASHR01000014.1_282195_283691_+	COG0562	1.4e-08	27.4	498	19	58
NZ_ASHR01000014.1_232640_233224_+	COG0563	1.2e-10	33.8	194	9	56
NZ_ASHR01000014.1_120814_122472_+	COG0574	9e-57	187.2	552	149	531
NZ_ASHR01000014.1_282195_283691_+	COG0578	1.5e-09	28.8	498	19	57
NZ_ASHR01000014.1_52866_54344_+	COG0578	5.1e-09	28.4	492	142	241
NZ_ASHR01000014.1_52866_54344_+	COG0579	4.6e-143	471.9	492	1	477
NZ_ASHR01000014.1_282195_283691_+	COG0579	2.9e-17	54.1	498	20	223
NZ_ASHR01000014.1_89059_90438_-	COG0582	5.6e-32	102.3	459	64	444
NZ_ASHR01000014.1_115944_116975_-	COG0590	2.1e-18	60.4	343	11	154
NZ_ASHR01000014.1_219750_221474_+	COG0591	2.6e-80	264.4	574	11	462
NZ_ASHR01000014.1_96498_97295_+	COG0595	2.3e-08	26.0	265	46	120
NZ_ASHR01000014.1_96070_96489_+	COG0599	1.7e-20	68.0	139	17	126
NZ_ASHR01000014.1_3945_4949_+	COG0601	3.1e-141	465.9	334	1	333
NZ_ASHR01000014.1_4946_5884_+	COG0601	2.6e-19	63.6	312	96	240
NZ_ASHR01000014.1_55980_56882_-	COG0622	1.8e-10	33.7	300	39	233
NZ_ASHR01000014.1_230771_231553_+	COG0623	2.1e-34	112.7	260	11	259
NZ_ASHR01000014.1_25682_26848_+	COG0626	2.7e-187	618.3	388	2	387
NZ_ASHR01000014.1_254507_255739_+	COG0626	1.2e-11	36.9	410	36	179
NZ_ASHR01000014.1_253363_254520_+	COG0628	6e-91	300.2	385	25	371
NZ_ASHR01000014.1_290561_291760_-	COG0628	5.6e-10	31.9	399	68	173
NZ_ASHR01000014.1_62015_63592_+	COG0630	9.4e-75	246.3	525	226	510
NZ_ASHR01000014.1_215538_216515_+	COG0634	9.8e-10	31.4	325	219	257
NZ_ASHR01000014.1_37799_38215_-	COG0643	4.2e-32	105.2	138	19	136
NZ_ASHR01000014.1_12077_12829_+	COG0643	1.1e-27	90.4	250	13	152
NZ_ASHR01000014.1_261334_262842_+	COG0643	8.7e-11	31.7	502	196	453
NZ_ASHR01000014.1_160239_161378_-	COG0644	6e-30	98.2	379	2	346
NZ_ASHR01000014.1_282195_283691_+	COG0644	4.2e-17	53.6	498	20	318
NZ_ASHR01000014.1_304493_306496_-	COG0644	1.6e-16	54.0	667	31	369
NZ_ASHR01000014.1_81465_82814_+	COG0644	4.8e-16	34.6	449	1	140
NZ_ASHR01000014.1_297802_298719_+	COG0644	1.7e-14	44.8	305	2	69
NZ_ASHR01000014.1_79224_80669_+	COG0644	5e-12	30.4	481	4	170
NZ_ASHR01000014.1_127965_129752_-	COG0644	4.5e-10	29.1	595	15	254
NZ_ASHR01000014.1_147066_148523_+	COG0644	2e-09	27.0	485	11	61
NZ_ASHR01000014.1_232640_233224_+	COG0645	2e-15	50.3	194	9	172
NZ_ASHR01000014.1_304493_306496_-	COG0654	3.4e-64	210.5	667	30	531
NZ_ASHR01000014.1_160239_161378_-	COG0654	5.8e-63	207.5	379	1	372
NZ_ASHR01000014.1_297802_298719_+	COG0654	5e-08	26.5	305	2	71
NZ_ASHR01000014.1_214096_215526_+	COG0663	5.4e-14	31.3	476	326	433
NZ_ASHR01000014.1_282195_283691_+	COG0665	9.2e-56	183.4	498	3	380
NZ_ASHR01000014.1_52866_54344_+	COG0665	1.9e-15	50.5	492	15	240
NZ_ASHR01000014.1_297802_298719_+	COG0665	4.7e-13	37.4	305	3	52
NZ_ASHR01000014.1_167778_169091_+	COG0677	7.7e-88	288.9	437	1	434
NZ_ASHR01000014.1_95174_96073_+	COG0677	3.6e-12	37.5	299	7	209
NZ_ASHR01000014.1_207207_208205_+	COG0702	1.7e-21	70.3	332	1	324
NZ_ASHR01000014.1_208208_209626_+	COG0702	1.3e-17	58.0	472	182	443
NZ_ASHR01000014.1_230771_231553_+	COG0702	1.7e-09	30.6	260	15	203
NZ_ASHR01000014.1_232640_233224_+	COG0703	3.3e-11	35.1	194	9	40
NZ_ASHR01000014.1_118902_119732_-	COG0708	5e-100	329.2	276	1	276
NZ_ASHR01000014.1_282195_283691_+	COG0723	6.8e-10	30.1	498	259	488
NZ_ASHR01000014.1_26953_28320_-	COG0738	4e-45	147.7	455	23	446
NZ_ASHR01000014.1_30820_32016_+	COG0738	5.8e-37	121.3	398	8	393
NZ_ASHR01000014.1_100155_101480_+	COG0738	1e-15	37.5	441	17	280
NZ_ASHR01000014.1_288308_289759_+	COG0738	4.1e-15	47.6	483	10	171
