	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_053514.1_NC_053514.1_36	NC_053514.1	NC_053514.1	36	29469	29729	1	E											0
NC_053514.1_NC_053514.1_37	NC_053514.1	NC_053514.1	37	29729	30046	1	E											0
NC_053514.1_NC_053514.1_38	NC_053514.1	NC_053514.1	38	30069	31064	1	E											0
NC_053514.1_NC_053514.1_39	NC_053514.1	NC_053514.1	39	31074	32489	1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]								N-acetylmuramoyl-L-alanine amidase [PF01510.28]	0
NC_053514.1_NC_053514.1_40	NC_053514.1	NC_053514.1	40	32486	32677	1	E											0
NC_053514.1_NC_053514.1_41	NC_053514.1	NC_053514.1	41	32674	33000	1	E											0
NC_053514.1_NC_053514.1_42	NC_053514.1	NC_053514.1	42	33069	34046	1	D										Cutinase [PF01083.25]; PE-PPE domain [PF08237.14]	0
NC_053514.1_NC_053514.1_43	NC_053514.1	NC_053514.1	43	34058	34309	1	C	K06191	glutaredoxin-like protein NrdH								Glutaredoxin [PF00462.27]	0
NC_053514.1_NC_053514.1_44	NC_053514.1	NC_053514.1	44	34365	34523	-1	E											0
NC_053514.1_NC_053514.1_45	NC_053514.1	NC_053514.1	45	34520	34657	-1	E											0
NC_053514.1_NC_053514.1_46	NC_053514.1	NC_053514.1	46	34668	35060	-1	E											0
NC_053514.1_NC_053514.1_47	NC_053514.1	NC_053514.1	47	35074	35400	-1	E											0
NC_053514.1_NC_053514.1_48	NC_053514.1	NC_053514.1	48	35397	36062	-1	E											0
NC_053514.1_NC_053514.1_49	NC_053514.1	NC_053514.1	49	36023	36217	-1	E											0
NC_053514.1_NC_053514.1_50	NC_053514.1	NC_053514.1	50	36214	36435	-1	E											0
NC_053514.1_NC_053514.1_51	NC_053514.1	NC_053514.1	51	36432	36746	-1	E											0
NC_053514.1_NC_053514.1_52	NC_053514.1	NC_053514.1	52	36724	37023	-1	E											0
NC_053514.1_NC_053514.1_53	NC_053514.1	NC_053514.1	53	37020	37337	-1	E											0
NC_053514.1_NC_053514.1_54	NC_053514.1	NC_053514.1	54	37334	38134	-1	C	K07074	uncharacterized protein								RNA repair pathway DNA polymerase beta family [PF10127.12]	0
NC_053514.1_NC_053514.1_55	NC_053514.1	NC_053514.1	55	38131	38862	-1	E											0
NC_053514.1_NC_053514.1_56	NC_053514.1	NC_053514.1	56	39425	39802	1	E											0
NC_053514.1_NC_053514.1_57	NC_053514.1	NC_053514.1	57	40083	40409	1	E											0
NC_053514.1_NC_053514.1_58	NC_053514.1	NC_053514.1	58	40406	40678	1	E											0
NC_053514.1_NC_053514.1_59	NC_053514.1	NC_053514.1	59	40753	41493	1	D										ERF superfamily [PF04404.15]	0
NC_053514.1_NC_053514.1_60	NC_053514.1	NC_053514.1	60	41490	41672	1	E											0
NC_053514.1_NC_053514.1_61	NC_053514.1	NC_053514.1	61	41895	42641	1	E											0
NC_053514.1_NC_053514.1_62	NC_053514.1	NC_053514.1	62	42638	42958	1	E											0
NC_053514.1_NC_053514.1_63	NC_053514.1	NC_053514.1	63	42955	43551	1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	MER0360153	S14	MER0360153 - family S14 unassigned peptidases () [S14.UPW]#S14#{peptidase unit: 29-195}~source AER26101~	False	223.0	5.682e-65	0.665	Clp protease [PF00574.26]	0
NC_053514.1_NC_053514.1_64	NC_053514.1	NC_053514.1	64	43548	43934	1	E											0
NC_053514.1_NC_053514.1_65	NC_053514.1	NC_053514.1	65	43934	44077	1	E											0
NC_053514.1_NC_053514.1_66	NC_053514.1	NC_053514.1	66	44074	44403	1	E											0
NC_053514.1_NC_053514.1_67	NC_053514.1	NC_053514.1	67	44387	44719	1	E											0
NC_053514.1_NC_053514.1_68	NC_053514.1	NC_053514.1	68	44703	45173	1	E											0
NC_053514.1_NC_053514.1_69	NC_053514.1	NC_053514.1	69	45194	45388	1	E											0
NC_053514.1_NC_053514.1_70	NC_053514.1	NC_053514.1	70	45385	45612	1	E											0
NC_053514.1_NC_053514.1_71	NC_053514.1	NC_053514.1	71	45613	45933	1	E											0
NC_053514.1_NC_053514.1_72	NC_053514.1	NC_053514.1	72	46028	46465	1	C	K03111	single-strand DNA-binding protein								Single-strand binding protein family [PF00436.28]	0
NC_053514.1_NC_053514.1_73	NC_053514.1	NC_053514.1	73	46571	46786	1	E											0
NC_053514.1_NC_053514.1_74	NC_053514.1	NC_053514.1	74	46774	47331	1	E											0
NC_053514.1_NC_053514.1_75	NC_053514.1	NC_053514.1	75	47397	48527	1	C	K02314	replicative DNA helicase [EC:5.6.2.3]								DnaB-like helicase C terminal domain [PF03796.18]; DnaB-like helicase N terminal domain [PF00772.24]; KaiC [PF06745.16]; AAA domain [PF13481.9]	0
NC_053514.1_NC_053514.1_76	NC_053514.1	NC_053514.1	76	48524	48871	1	D										Transcription factor WhiB [PF02467.19]	0
NC_053514.1_NC_053514.1_77	NC_053514.1	NC_053514.1	77	49542	50096	1	D										Transcription factor WhiB [PF02467.19]	0
NC_053514.1_NC_053514.1_78	NC_053514.1	NC_053514.1	78	50399	50623	1	E											0
NC_053514.1_NC_053514.1_79	NC_053514.1	NC_053514.1	79	50616	51074	1	E											0
NC_053514.1_NC_053514.1_80	NC_053514.1	NC_053514.1	80	51071	51394	1	E											0
NC_053514.1_NC_053514.1_81	NC_053514.1	NC_053514.1	81	51391	51672	1	E											0
NC_053514.1_NC_053514.1_82	NC_053514.1	NC_053514.1	82	51669	51854	1	E											0
NC_053514.1_NC_053514.1_83	NC_053514.1	NC_053514.1	83	51851	52453	1	D										dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]	0
NC_053514.1_NC_053514.1_84	NC_053514.1	NC_053514.1	84	52602	53402	1	D										RNase_H superfamily [PF13482.9]	0
NC_053514.1_NC_053514.1_85	NC_053514.1	NC_053514.1	85	53411	53626	1	E											0
NC_053514.1_NC_053514.1_86	NC_053514.1	NC_053514.1	86	53730	53894	1	E											0
NC_053514.1_NC_053514.1_87	NC_053514.1	NC_053514.1	87	53965	54483	1	E											0
NC_053514.1_NC_053514.1_88	NC_053514.1	NC_053514.1	88	54464	54583	1	E											0
NC_053514.1_NC_053514.1_89	NC_053514.1	NC_053514.1	89	54591	54758	1	E											0
NC_053514.1_NC_053514.1_90	NC_053514.1	NC_053514.1	90	54755	54985	1	E											0
NC_053514.1_NC_053514.1_91	NC_053514.1	NC_053514.1	91	54982	55218	1	E											0
NC_053514.1_NC_053514.1_92	NC_053514.1	NC_053514.1	92	55215	55499	1	E											0
NC_053514.1_NC_053514.1_93	NC_053514.1	NC_053514.1	93	55657	55872	1	E											0
NC_053514.1_NC_053514.1_94	NC_053514.1	NC_053514.1	94	56088	56261	1	E											0
NC_053514.1_NC_053514.1_95	NC_053514.1	NC_053514.1	95	56269	56514	1	E											0
NC_053514.1_NC_053514.1_96	NC_053514.1	NC_053514.1	96	56598	56807	1	E											0
NC_053514.1_NC_053514.1_97	NC_053514.1	NC_053514.1	97	60201	60461	1	E											0
NC_053514.1_NC_053514.1_98	NC_053514.1	NC_053514.1	98	60914	61129	1	E											0
NC_053514.1_NC_053514.1_99	NC_053514.1	NC_053514.1	99	62225	62791	1	E											0
NC_053514.1_NC_053514.1_100	NC_053514.1	NC_053514.1	100	62791	62985	1	E											0
NC_053514.1_NC_053514.1_101	NC_053514.1	NC_053514.1	101	63059	64270	1	C	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]								tRNA-splicing ligase RtcB [PF01139.20]	0
NC_053514.1_NC_053514.1_102	NC_053514.1	NC_053514.1	102	64271	64537	1	E											0
NC_053514.1_NC_053514.1_103	NC_053514.1	NC_053514.1	103	64534	65040	1	D										Dual specificity phosphatase, catalytic domain [PF00782.23]; Cyclin-dependent kinase inhibitor 3 (CDKN3) [PF05706.15]	0
NC_053514.1_NC_053514.1_104	NC_053514.1	NC_053514.1	104	65022	65243	1	E											0
NC_053514.1_NC_053514.1_105	NC_053514.1	NC_053514.1	105	65244	65450	1	E											0
NC_053514.1_NC_053514.1_106	NC_053514.1	NC_053514.1	106	65447	65605	1	E											0
NC_053514.1_NC_053514.1_107	NC_053514.1	NC_053514.1	107	65605	65889	1	E											0
NC_053514.1_NC_053514.1_108	NC_053514.1	NC_053514.1	108	65923	66639	1	E											0
NC_053514.1_NC_053514.1_109	NC_053514.1	NC_053514.1	109	66636	66869	1	E											0
NC_053514.1_NC_053514.1_110	NC_053514.1	NC_053514.1	110	66866	67351	1	D										YspA, cpYpsA-related SLOG family [PF10686.12]	0
NC_053514.1_NC_053514.1_111	NC_053514.1	NC_053514.1	111	67348	67530	1	E											0
NC_053514.1_NC_053514.1_112	NC_053514.1	NC_053514.1	112	67527	68168	1	E											0
NC_053514.1_NC_053514.1_113	NC_053514.1	NC_053514.1	113	68165	68392	1	E											0
NC_053514.1_NC_053514.1_114	NC_053514.1	NC_053514.1	114	68389	68646	1	E											0
NC_053514.1_NC_053514.1_115	NC_053514.1	NC_053514.1	115	68618	69175	1	E											0
NC_053514.1_NC_053514.1_116	NC_053514.1	NC_053514.1	116	69265	70719	-1	C	K06400	site-specific DNA recombinase								Resolvase, N terminal domain [PF00239.24]; Recombinase [PF07508.16]	0
NC_053514.1_NC_053514.1_117	NC_053514.1	NC_053514.1	117	70851	71144	-1	E											0
NC_053514.1_NC_053514.1_118	NC_053514.1	NC_053514.1	118	71141	71395	-1	E											0
NC_053514.1_NC_053514.1_119	NC_053514.1	NC_053514.1	119	71395	71592	-1	E											0
NC_053514.1_NC_053514.1_120	NC_053514.1	NC_053514.1	120	71589	72191	-1	E											0
NC_053514.1_NC_053514.1_121	NC_053514.1	NC_053514.1	121	72151	73089	-1	E											0
NC_053514.1_NC_053514.1_122	NC_053514.1	NC_053514.1	122	73086	73391	-1	E											0
NC_053514.1_NC_053514.1_123	NC_053514.1	NC_053514.1	123	73388	73600	-1	E											0
NC_053514.1_NC_053514.1_124	NC_053514.1	NC_053514.1	124	73715	74218	-1	E											0
NC_053514.1_NC_053514.1_125	NC_053514.1	NC_053514.1	125	74386	74634	-1	E											0
NC_053514.1_NC_053514.1_126	NC_053514.1	NC_053514.1	126	74638	74916	-1	E											0
NC_053514.1_NC_053514.1_127	NC_053514.1	NC_053514.1	127	75376	75561	-1	E											0
NC_053514.1_NC_053514.1_128	NC_053514.1	NC_053514.1	128	75561	75842	-1	E											0
NC_053514.1_NC_053514.1_129	NC_053514.1	NC_053514.1	129	75917	76117	-1	E											0
NC_053514.1_NC_053514.1_130	NC_053514.1	NC_053514.1	130	76194	76688	-1	E											0
NC_053514.1_NC_053514.1_131	NC_053514.1	NC_053514.1	131	76786	77859	-1	D										Domain of unknown function (DUF932) [PF06067.14]	0
NC_053514.1_NC_053514.1_132	NC_053514.1	NC_053514.1	132	77969	78376	-1	E											0
NC_053514.1_NC_053514.1_133	NC_053514.1	NC_053514.1	133	78401	78688	1	E											0
NC_053514.1_NC_053514.1_134	NC_053514.1	NC_053514.1	134	78701	78934	-1	E											0
NC_053514.1_NC_053514.1_135	NC_053514.1	NC_053514.1	135	78927	79028	-1	E											0
NC_053514.1_NC_053514.1_136	NC_053514.1	NC_053514.1	136	79109	79333	-1	E											0
NC_053514.1_NC_053514.1_137	NC_053514.1	NC_053514.1	137	79409	80116	-1	E											0
NC_053514.1_NC_053514.1_138	NC_053514.1	NC_053514.1	138	80762	81019	-1	E											0
NC_053514.1_NC_053514.1_139	NC_053514.1	NC_053514.1	139	81096	81368	-1	E											0
NC_053514.1_NC_053514.1_140	NC_053514.1	NC_053514.1	140	81450	81611	-1	E											0
NC_053514.1_NC_053514.1_141	NC_053514.1	NC_053514.1	141	81621	81845	-1	E											0
