	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001300.1_21	QGNH01001300.1	QGNH01001300.1	21	20071	21519	-1	D			YP_009797325.1	YP_009797325.1 portal protein [Faecalibacterium phage FP_Mushu]	False	0.254	121.0	2.534e-27								Protein of unknown function (DUF935) [PF06074.15]					VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	
QGNH01001300.1_22	QGNH01001300.1	QGNH01001300.1	22	21519	23015	-1	D			YP_009285918.1	YP_009285918.1 terminase large subunit [Rhodovulum phage vB_RhkS_P1]	False	0.312	220.0	1.301e-59								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001300.1_23	QGNH01001300.1	QGNH01001300.1	23	23008	23724	-1	E																								0	False	
QGNH01001300.1_24	QGNH01001300.1	QGNH01001300.1	24	23727	24059	-1	E																								0	False	
QGNH01001300.1_25	QGNH01001300.1	QGNH01001300.1	25	24049	24576	-1	E																								0	False	
QGNH01001300.1_26	QGNH01001300.1	QGNH01001300.1	26	24760	25047	-1	E																								0	False	
QGNH01001300.1_27	QGNH01001300.1	QGNH01001300.1	27	25121	25459	-1	E																								0	False	
QGNH01001300.1_28	QGNH01001300.1	QGNH01001300.1	28	25596	26366	-1	E																								0	False	
QGNH01001300.1_29	QGNH01001300.1	QGNH01001300.1	29	26363	26614	-1	E																								0	False	
QGNH01001300.1_30	QGNH01001300.1	QGNH01001300.1	30	26974	27822	-1	E																								0	False	
QGNH01001300.1_31	QGNH01001300.1	QGNH01001300.1	31	27857	28360	-1	C	K02395	peptidoglycan hydrolase FlgJ	YP_009276958.1	YP_009276958.1 endolysin (endogenous virus) [Clostridium phage phiCT19406B]	False	0.378	96.0	4.473e-22								Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]	GH73	GH73 lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-)	3.2.1.17,3.2.1.96,3.2.1.-	GH73.hmm	VOG12059	sp|Q9I4P4|FLGJ_PSEAE Peptidoglycan hydrolase FlgJ; Xh	Xh	0	False	MK
QGNH01001300.1_32	QGNH01001300.1	QGNH01001300.1	32	28631	29416	-1	C	K06223	DNA adenine methylase [EC:2.1.1.72]	NP_536383.1	NP_536383.1 DNA methyltransferase [Burkholderia phage phiE125]	False	0.365	159.0	4.528e-42								D12 class N6 adenine-specific DNA methyltransferase [PF02086.18]								0	False	
QGNH01001300.1_33	QGNH01001300.1	QGNH01001300.1	33	29496	29660	-1	E																								0	False	
QGNH01001300.1_34	QGNH01001300.1	QGNH01001300.1	34	29657	30598	-1	C	K07726	putative transcriptional regulator	YP_024964.1	YP_024964.1 transcriptional regulator [Burkholderia phage BcepC6B]	False	0.216	62.0	4.257e-09	MER0065590	S24	MER0065590 - family S24 unassigned peptidases (Koribacter versatilis) [S24.UPW]#S24#{peptidase unit: 150-241}~source YP_592466~	False	0.549	99.0	7.328e-21	Peptidase S24-like [PF00717.26]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]; Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.8]; Helix-turn-helix domain [PF13560.9]								0	False	P
QGNH01001300.1_35	QGNH01001300.1	QGNH01001300.1	35	30625	31122	1	E																								0	False	
QGNH01001300.1_36	QGNH01001300.1	QGNH01001300.1	36	31119	33224	1	C	K07497	putative transposase	YP_009276812.1	YP_009276812.1 transposase [Bacillus phage BalMu-1]	False	0.23	109.0	8.927999999999999e-23								Bacteriophage Mu transposase [PF02914.18]					VOG00376	sp|P16942|T629_SHISO Transposase for insertion sequence element IS629; Xr	Xr	0	False	V
QGNH01001300.1_37	QGNH01001300.1	QGNH01001300.1	37	33260	34252	1	D																AAA domain [PF13401.9]; Bacterial TniB protein [PF05621.14]					VOG02271	sp|P03763|TARGB_BPMU ATP-dependent target DNA activator B; XhXr	Xr;Xh	0	False	V
QGNH01001300.1_38	QGNH01001300.1	QGNH01001300.1	38	34249	34455	1	E																								0	False	
QGNH01001300.1_39	QGNH01001300.1	QGNH01001300.1	39	34455	34688	1	E																								0	False	
QGNH01001300.1_40	QGNH01001300.1	QGNH01001300.1	40	34685	34912	1	E																								0	False	
QGNH01001300.1_41	QGNH01001300.1	QGNH01001300.1	41	34912	35175	1	E																								0	False	
QGNH01001300.1_42	QGNH01001300.1	QGNH01001300.1	42	35162	35713	1	E																								0	False	
QGNH01001300.1_43	QGNH01001300.1	QGNH01001300.1	43	35743	36072	1	E																								0	False	
QGNH01001300.1_44	QGNH01001300.1	QGNH01001300.1	44	36069	36305	1	E																								0	False	
QGNH01001300.1_45	QGNH01001300.1	QGNH01001300.1	45	36544	36993	1	E																								0	False	
QGNH01001300.1_46	QGNH01001300.1	QGNH01001300.1	46	36996	37235	1	E																								0	False	
QGNH01001300.1_47	QGNH01001300.1	QGNH01001300.1	47	37249	37656	1	E																								0	False	
QGNH01001300.1_48	QGNH01001300.1	QGNH01001300.1	48	37880	38137	1	E																								0	False	
QGNH01001300.1_49	QGNH01001300.1	QGNH01001300.1	49	38234	38587	1	E			YP_007237978.1	YP_007237978.1 hypothetical protein G185_gp66 [Tetrasphaera phage TJE1]	False	0.465	102.0	1.021e-24													VOG06674	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001300.1_50	QGNH01001300.1	QGNH01001300.1	50	38650	38811	1	E																								0	False	
QGNH01001300.1_51	QGNH01001300.1	QGNH01001300.1	51	38844	39368	1	E																								0	False	
QGNH01001300.1_52	QGNH01001300.1	QGNH01001300.1	52	39688	39951	1	E																								0	False	F
QGNH01001300.1_53	QGNH01001300.1	QGNH01001300.1	53	40103	40456	1	E																								0	False	F
QGNH01001300.1_54	QGNH01001300.1	QGNH01001300.1	54	40518	41507	1	E																								0	False	F
QGNH01001300.1_55	QGNH01001300.1	QGNH01001300.1	55	41595	42032	1	D																Transposase zinc-ribbon domain [PF12760.10]								0	False	F
QGNH01001300.1_56	QGNH01001300.1	QGNH01001300.1	56	42029	42169	1	E																								0	False	F
QGNH01001300.1_57	QGNH01001300.1	QGNH01001300.1	57	42814	43371	-1	C	K03565	regulatory protein														RecX family [PF02631.19]								0	False	F
QGNH01001300.1_58	QGNH01001300.1	QGNH01001300.1	58	43377	43793	-1	C	K07065	uncharacterized protein														PIN domain [PF01850.24]								0	False	F
QGNH01001300.1_59	QGNH01001300.1	QGNH01001300.1	59	43795	44070	-1	E																								0	False	F
QGNH01001300.1_60	QGNH01001300.1	QGNH01001300.1	60	44116	44514	-1	D									MER0283224	S09C	MER0283224 - dipeptidyl-peptidase 5 (Granulicella mallensis) [S09.012]#S09C#{peptidase unit: 458-719}~source YP_005059114~	False	0.732	192.0	1.933e-55	Prolyl oligopeptidase family [PF00326.24]								0	False	PF
