	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
OP880254.1_17	GCA_029887335.1	OP880254.1	17	7870	8253	-1	E			YP_010772774.1	YP_010772774.1 MAG: hypothetical protein QIT52_gp17 [unclassified virus PBV082]	False	0.872	232.0	6.128e-70					0	False	
OP880254.1_18	GCA_029887335.1	OP880254.1	18	8255	11098	-1	D			YP_010772775.1	YP_010772775.1 MAG: hypothetical protein QIT52_gp18 [unclassified virus PBV082]	True	0.497	958.0	1.354e-305	Carboxypeptidase regulatory-like domain [PF13620.9]				0	False	
OP880254.1_19	GCA_029887335.1	OP880254.1	19	11095	11409	-1	E			YP_010772776.1	YP_010772776.1 MAG: hypothetical protein QIT52_gp19 [unclassified virus PBV082]	False	0.858	184.0	1.537e-53					0	False	
OP880254.1_20	GCA_029887335.1	OP880254.1	20	11413	11688	-1	E			YP_010772777.1	YP_010772777.1 MAG: hypothetical protein QIT52_gp20 [unclassified virus PBV082]	False	0.888	171.0	2.779e-49					0	False	
OP880254.1_21	GCA_029887335.1	OP880254.1	21	11675	11944	-1	E			YP_010772778.1	YP_010772778.1 MAG: hypothetical protein QIT52_gp21 [unclassified virus PBV082]	False	0.731	134.0	1.5210000000000003e-36					0	False	
OP880254.1_22	GCA_029887335.1	OP880254.1	22	11951	14344	-1	E			YP_010772779.1	YP_010772779.1 MAG: hypothetical protein QIT52_gp22 [unclassified virus PBV082]	True	0.802	1314.0	0.0					0	False	
OP880254.1_23	GCA_029887335.1	OP880254.1	23	14351	14449	-1	E													0	False	
OP880254.1_24	GCA_029887335.1	OP880254.1	24	14446	15147	-1	E			YP_010772780.1	YP_010772780.1 MAG: hypothetical protein QIT52_gp23 [unclassified virus PBV082]	True	0.795	359.0	1.229e-111		VOG07146	sp|P20202|B251_SSV1 Uncharacterized protein B-251; Xh	Xh	0	False	
OP880254.1_25	GCA_029887335.1	OP880254.1	25	15144	15557	-1	E			YP_010772781.1	YP_010772781.1 MAG: hypothetical protein QIT52_gp24 [unclassified virus PBV082]	False	0.749	211.0	3.446e-62					0	False	
OP880254.1_26	GCA_029887335.1	OP880254.1	26	15554	16228	-1	E			YP_010772782.1	YP_010772782.1 MAG: hypothetical protein QIT52_gp25 [unclassified virus PBV082]	False	0.369	134.0	3.126e-34					0	False	
OP880254.1_27	GCA_029887335.1	OP880254.1	27	16240	17166	-1	E			YP_010772784.1	YP_010772784.1 MAG: hypothetical protein QIT52_gp27 [unclassified virus PBV082]	True	0.767	483.0	2.947e-153					0	False	
OP880254.1_28	GCA_029887335.1	OP880254.1	28	17163	17534	-1	E													0	False	
OP880254.1_29	GCA_029887335.1	OP880254.1	29	17544	18152	-1	E			YP_010772786.1	YP_010772786.1 MAG: hypothetical protein QIT52_gp29 [unclassified virus PBV082]	False	0.797	335.0	3.5340000000000004e-104					0	False	
OP880254.1_30	GCA_029887335.1	OP880254.1	30	18173	18550	-1	E													0	False	
OP880254.1_31	GCA_029887335.1	OP880254.1	31	18540	18776	-1	E			YP_010772787.1	YP_010772787.1 MAG: hypothetical protein QIT52_gp30 [unclassified virus PBV082]	False	0.595	93.0	1.831e-22					0	False	
OP880254.1_32	GCA_029887335.1	OP880254.1	32	18727	20220	-1	E			YP_010772789.1	YP_010772789.1 MAG: hypothetical protein QIT52_gp32 [unclassified virus PBV082]	True	0.788	775.0	9.818e-251					0	False	
OP880254.1_33	GCA_029887335.1	OP880254.1	33	20217	20450	-1	E			YP_010772790.1	YP_010772790.1 MAG: hypothetical protein QIT52_gp33 [unclassified virus PBV082]	False	0.745	119.0	1.4280000000000002e-31					0	False	
OP880254.1_34	GCA_029887335.1	OP880254.1	34	20514	21113	-1	E			YP_010772791.1	YP_010772791.1 MAG: hypothetical protein QIT52_gp34 [unclassified virus PBV082]	False	0.809	285.0	1.04e-86					0	False	F
OP880254.1_35	GCA_029887335.1	OP880254.1	35	21094	21405	-1	E			YP_010772792.1	YP_010772792.1 MAG: hypothetical protein QIT52_gp35 [unclassified virus PBV082]	False	0.731	152.0	1.948e-42					0	False	F
OP880254.1_36	GCA_029887335.1	OP880254.1	36	21492	21719	-1	E													0	False	F
OP880254.1_37	GCA_029887335.1	OP880254.1	37	21694	22038	-1	E													0	False	F
OP880254.1_38	GCA_029887335.1	OP880254.1	38	22025	22294	-1	E			YP_010772798.1	YP_010772798.1 MAG: hypothetical protein QIT52_gp41 [unclassified virus PBV082]	False	0.681	119.0	1.861e-31					0	False	F
OP880254.1_39	GCA_029887335.1	OP880254.1	39	22233	22406	-1	E			YP_010772799.1	YP_010772799.1 MAG: hypothetical protein QIT52_gp42 [unclassified virus PBV082]	False	0.765	76.0	5.557e-17					0	False	F
OP880254.1_40	GCA_029887335.1	OP880254.1	40	22393	22647	-1	E			YP_010772801.1	YP_010772801.1 MAG: hypothetical protein QIT52_gp44 [unclassified virus PBV082]	False	0.58	96.0	2.647e-23					0	False	F
OP880254.1_41	GCA_029887335.1	OP880254.1	41	22654	22881	-1	E													0	False	F
OP880254.1_42	GCA_029887335.1	OP880254.1	42	22829	23173	-1	E			YP_010772803.1	YP_010772803.1 MAG: hypothetical protein QIT52_gp46 [unclassified virus PBV082]	False	0.819	184.0	1.32e-53					0	False	F
OP880254.1_43	GCA_029887335.1	OP880254.1	43	23154	23372	-1	E			YP_010772805.1	YP_010772805.1 MAG: hypothetical protein QIT52_gp48 [unclassified virus PBV082]	False	0.91	124.0	1.813e-33					0	False	F
OP880254.1_44	GCA_029887335.1	OP880254.1	44	23514	23696	-1	E													0	False	F
OP880254.1_45	GCA_029887335.1	OP880254.1	45	23700	24110	-1	E													0	False	F
OP880254.1_46	GCA_029887335.1	OP880254.1	46	24221	24403	1	E													0	False	F
OP880254.1_47	GCA_029887335.1	OP880254.1	47	24772	25311	1	E			YP_009636945.1	YP_009636945.1 hypothetical protein FGG27_gp034 [Mycobacterium phage LittleE]	False	0.275	76.0	1.007e-14		VOG03715	REFSEQ hypothetical protein; Xu	Xu	0	False	F
