	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001130.1_20	QGNH01001130.1	QGNH01001130.1	20	9966	10610	1	E			YP_009605377.1	YP_009605377.1 HNH endonuclease [Erwinia phage vB_EamM_Deimos-Minion]	False	0.44	132.0	1.427e-33													VOG03282	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001130.1_21	QGNH01001130.1	QGNH01001130.1	21	10607	11137	1	E																								0	False	
QGNH01001130.1_22	QGNH01001130.1	QGNH01001130.1	22	11327	12193	-1	D			YP_009809197.1	YP_009809197.1 hypothetical protein HOU00_gp028 [Caulobacter phage CcrPW]	False	0.432	126.0	1.6150000000000002e-30								Family of unknown function (DUF6011) [PF19474.2]								0	False	
QGNH01001130.1_23	QGNH01001130.1	QGNH01001130.1	23	12249	12395	1	E																								0	False	
QGNH01001130.1_24	QGNH01001130.1	QGNH01001130.1	24	12405	12620	1	E																								0	False	
QGNH01001130.1_25	QGNH01001130.1	QGNH01001130.1	25	12617	13123	1	E																								0	False	
QGNH01001130.1_26	QGNH01001130.1	QGNH01001130.1	26	13126	13494	1	E																								0	False	
QGNH01001130.1_27	QGNH01001130.1	QGNH01001130.1	27	13508	13708	1	E																								0	False	
QGNH01001130.1_28	QGNH01001130.1	QGNH01001130.1	28	14083	14547	-1	E																								0	False	
QGNH01001130.1_29	QGNH01001130.1	QGNH01001130.1	29	14843	15136	1	E																								0	False	
QGNH01001130.1_30	QGNH01001130.1	QGNH01001130.1	30	15249	15428	1	E																								0	False	
QGNH01001130.1_31	QGNH01001130.1	QGNH01001130.1	31	15958	16236	1	E																								0	False	
QGNH01001130.1_32	QGNH01001130.1	QGNH01001130.1	32	16233	16367	-1	E																								0	False	
QGNH01001130.1_33	QGNH01001130.1	QGNH01001130.1	33	16587	17459	1	E																					VOG05949	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001130.1_34	QGNH01001130.1	QGNH01001130.1	34	18000	18221	1	E																								0	False	
QGNH01001130.1_35	QGNH01001130.1	QGNH01001130.1	35	18254	18511	1	D			YP_009199507.1	YP_009199507.1 hypothetical protein AVV49_gp68 [Pseudomonas phage PaMx74]	False	0.746	96.0	1.472e-23								Domain of unknown function (DUF4326) [PF14216.9]								0	False	
QGNH01001130.1_36	QGNH01001130.1	QGNH01001130.1	36	18659	18838	1	E																								0	False	
QGNH01001130.1_37	QGNH01001130.1	QGNH01001130.1	37	18887	19240	1	E			YP_009126109.1	YP_009126109.1 hypothetical protein ArV1_076 [Arthrobacter phage vB_ArtM-ArV1]	False	0.427	89.0	2.514e-20													VOG18372	REFSEQ Cas4 family exonuclease; Xu	Xu	0	False	
QGNH01001130.1_38	QGNH01001130.1	QGNH01001130.1	38	19237	19449	1	E																								0	False	
QGNH01001130.1_39	QGNH01001130.1	QGNH01001130.1	39	19449	19745	1	D			YP_009199507.1	YP_009199507.1 hypothetical protein AVV49_gp68 [Pseudomonas phage PaMx74]	False	0.515	95.0	6.949e-23								Domain of unknown function (DUF4326) [PF14216.9]								0	False	
QGNH01001130.1_40	QGNH01001130.1	QGNH01001130.1	40	19738	21453	1	D			YP_010765893.1	YP_010765893.1 hypothetical protein QGM58_gp05 [Pseudomonas phage LKA5]	True	0.522	565.0	6.713e-177								SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]					VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
QGNH01001130.1_41	QGNH01001130.1	QGNH01001130.1	41	21481	21696	1	E																								0	False	
QGNH01001130.1_42	QGNH01001130.1	QGNH01001130.1	42	21883	22536	1	E																								0	False	
QGNH01001130.1_43	QGNH01001130.1	QGNH01001130.1	43	22571	23695	1	D			YP_001950136.1	YP_001950136.1 hypothetical protein RSL1_ORF258 [Ralstonia phage phiRSL1]	False	0.459	297.0	9.109e-88								Glycosyl transferases group 1 [PF13692.9]; Glycosyl transferases group 1 [PF00534.23]								0	False	MK
QGNH01001130.1_44	QGNH01001130.1	QGNH01001130.1	44	23758	24405	1	E																								0	False	
QGNH01001130.1_45	QGNH01001130.1	QGNH01001130.1	45	24438	24593	1	E																								0	False	
QGNH01001130.1_46	QGNH01001130.1	QGNH01001130.1	46	24623	25264	1	E																								0	False	
QGNH01001130.1_47	QGNH01001130.1	QGNH01001130.1	47	25115	25738	-1	D																Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13420.10]; FR47-like protein [PF08445.13]					VOG00123	sp|C7IZ16|GNA2_ORYSJ Probable glucosamine 6-phosphate N-acetyltransferase 2; Xh	Xh	0	False	
QGNH01001130.1_48	QGNH01001130.1	QGNH01001130.1	48	25927	27582	-1	E			YP_009600179.1	YP_009600179.1 DNA transfer protein [Dinoroseobacter phage vB_DshS-R5C]	True	0.458	445.0	6.551e-136													VOG01525	sp|O64245|VG54_BPMD2 Gene 54 protein; Xu	Xu	0	False	
QGNH01001130.1_49	QGNH01001130.1	QGNH01001130.1	49	27767	29308	1	D			YP_007877487.1	YP_007877487.1 hypothetical protein VPAG_00062 [Vibrio phage douglas 12A4]	False	0.426	95.0	5.457e-19								Inorganic Pyrophosphatase [PF18823.4]; Region found in RelA / SpoT proteins [PF04607.20]								0	False	
QGNH01001130.1_50	QGNH01001130.1	QGNH01001130.1	50	29331	29696	1	D																SprT-like family [PF10263.12]								0	False	
QGNH01001130.1_51	QGNH01001130.1	QGNH01001130.1	51	29926	35967	1	D			YP_001950135.1	YP_001950135.1 hypothetical protein RSL1_ORF257 [Ralstonia phage phiRSL1]	False	0.43	80.0	2.42e-13								2'-5' RNA ligase superfamily [PF13563.9]					VOG21425	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001130.1_52	QGNH01001130.1	QGNH01001130.1	52	35982	36170	1	E																								0	False	
QGNH01001130.1_53	QGNH01001130.1	QGNH01001130.1	53	36160	36447	-1	E																								0	False	
QGNH01001130.1_54	QGNH01001130.1	QGNH01001130.1	54	36447	36782	-1	E																								0	False	
QGNH01001130.1_55	QGNH01001130.1	QGNH01001130.1	55	36822	37175	-1	D			YP_004934677.1	YP_004934677.1 hypothetical protein RcapMu34 [Rhodobacter phage RcapMu]	False	0.396	78.0	1.74e-16								Family of unknown function (DUF6527) [PF20137.2]					VOG09989	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001130.1_56	QGNH01001130.1	QGNH01001130.1	56	37178	37645	-1	E																								0	False	
QGNH01001130.1_57	QGNH01001130.1	QGNH01001130.1	57	37676	38188	-1	D			YP_010679028.1	YP_010679028.1 porphyrin biosynthesis [Pseudomonas phage vB_PaeM_PA5oct]	False	0.283	62.0	2.867e-10								C-terminal, D2-small domain, of ClpB protein [PF10431.12]								0	False	
QGNH01001130.1_58	QGNH01001130.1	QGNH01001130.1	58	38274	38729	-1	D			YP_009594775.1	YP_009594775.1 ATP-dependent protease [Pectinobacterium phage vB_PcaM_CBB]	False	0.417	72.0	4.997e-14								AAA domain (Cdc48 subfamily) [PF07724.17]; Torsin [PF06309.14]								0	False	
QGNH01001130.1_59	QGNH01001130.1	QGNH01001130.1	59	38849	39238	1	E																								0	False	
QGNH01001130.1_60	QGNH01001130.1	QGNH01001130.1	60	39182	40555	-1	E																								0	False	
QGNH01001130.1_61	QGNH01001130.1	QGNH01001130.1	61	40556	42214	-1	E																								0	False	
QGNH01001130.1_62	QGNH01001130.1	QGNH01001130.1	62	42216	43826	-1	E																								0	False	
QGNH01001130.1_63	QGNH01001130.1	QGNH01001130.1	63	43914	44270	-1	E																								0	False	
QGNH01001130.1_64	QGNH01001130.1	QGNH01001130.1	64	44292	45332	-1	D			YP_009810679.1	YP_009810679.1 RNA ligase [Caulobacter phage CcrSC]	False	0.503	325.0	9.017e-98								RNA ligase [PF09414.13]								1	False	
QGNH01001130.1_65	QGNH01001130.1	QGNH01001130.1	65	45290	45547	-1	E																								0	False	
QGNH01001130.1_66	QGNH01001130.1	QGNH01001130.1	66	45651	46445	-1	D																ATP dependent DNA ligase domain [PF01068.24]					VOG00242	sp|P00970|DNLI_BPT4 DNA ligase; XhXr	Xr;Xh	0	False	V
QGNH01001130.1_67	QGNH01001130.1	QGNH01001130.1	67	46478	46762	-1	E																								0	False	
QGNH01001130.1_68	QGNH01001130.1	QGNH01001130.1	68	46762	47073	-1	E																								0	False	
QGNH01001130.1_69	QGNH01001130.1	QGNH01001130.1	69	47106	47639	-1	E																								0	False	
QGNH01001130.1_70	QGNH01001130.1	QGNH01001130.1	70	47673	48137	-1	E																								0	False	
QGNH01001130.1_71	QGNH01001130.1	QGNH01001130.1	71	48180	48560	-1	E																								0	False	
QGNH01001130.1_72	QGNH01001130.1	QGNH01001130.1	72	48535	48756	-1	E																								0	False	
QGNH01001130.1_73	QGNH01001130.1	QGNH01001130.1	73	48753	48989	-1	E																								0	False	
QGNH01001130.1_74	QGNH01001130.1	QGNH01001130.1	74	48970	49482	-1	E																								0	False	
QGNH01001130.1_75	QGNH01001130.1	QGNH01001130.1	75	49627	50949	-1	E			YP_009600804.1	YP_009600804.1 RIIB lysis inhibitor [Sphingobium phage Lacusarx]	False	0.43	176.0	1.531e-45													VOG00728	sp|P03691|VR2B_BPT4 Protein rIIB; XhXr	Xr;Xh	0	False	V
QGNH01001130.1_76	QGNH01001130.1	QGNH01001130.1	76	50992	53358	-1	E			YP_010678916.1	YP_010678916.1 RIIA lysis inhibitor [Pseudomonas phage vB_PaeM_PA5oct]	False	0.249	209.0	6.031e-54													VOG00493	sp|P03690|VR2A_BPT4 Protein rIIA; XhXr	Xr;Xh	0	False	V
QGNH01001130.1_77	QGNH01001130.1	QGNH01001130.1	77	53429	54049	1	E			YP_010669246.1	YP_010669246.1 hypothetical protein PQC09_gp201 [Synechococcus phage S-N03]	False	0.566	93.0	2.7150000000000005e-20																0	False	
QGNH01001130.1_78	QGNH01001130.1	QGNH01001130.1	78	54146	54400	-1	E																								0	False	
QGNH01001130.1_79	QGNH01001130.1	QGNH01001130.1	79	54375	55124	-1	D																Family of unknown function (DUF5715) [PF18979.3]								0	False	
QGNH01001130.1_80	QGNH01001130.1	QGNH01001130.1	80	55124	55495	-1	E																								0	False	
QGNH01001130.1_81	QGNH01001130.1	QGNH01001130.1	81	55540	55974	-1	E																								0	False	
QGNH01001130.1_82	QGNH01001130.1	QGNH01001130.1	82	55967	56203	-1	E																								0	False	
QGNH01001130.1_83	QGNH01001130.1	QGNH01001130.1	83	56200	56295	-1	E																								0	False	
QGNH01001130.1_84	QGNH01001130.1	QGNH01001130.1	84	56297	57553	-1	E																								0	False	
QGNH01001130.1_85	QGNH01001130.1	QGNH01001130.1	85	57546	58271	-1	E																								0	False	
QGNH01001130.1_86	QGNH01001130.1	QGNH01001130.1	86	58442	58912	-1	D			YP_009006122.1	YP_009006122.1 hypothetical protein CF80_gp048 [Vibrio phage VH7D]	False	0.334	89.0	1.584e-19								HAD domain in Swiss Army Knife RNA repair proteins [PF18143.4]					VOG01612	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001130.1_87	QGNH01001130.1	QGNH01001130.1	87	58909	59493	-1	E																								0	False	
QGNH01001130.1_88	QGNH01001130.1	QGNH01001130.1	88	59490	59897	-1	E																								0	False	
QGNH01001130.1_89	QGNH01001130.1	QGNH01001130.1	89	59911	60699	-1	D																Galactosyltransferase [PF01762.24]; Fringe-like [PF02434.19]								0	False	MKB
QGNH01001130.1_90	QGNH01001130.1	QGNH01001130.1	90	60833	62800	-1	D																Glycosyltransferase like family 2 [PF10111.12]; Galactosyltransferase [PF01762.24]; Fringe-like [PF02434.19]; Glycosyltransferase like family 2 [PF13641.9]	GT31	GT31 N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.149); Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase (EC 2.4.1.122); fucose-specific beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.-); globotriosylceramide beta-1,3-GalNAc transferase (EC 2.4.1.79); chondroitin synthase (beta-1,3-GlcUA and beta-1,4-GalNAc transferase (EC 2.4.1.175); chondroitin beta-1,3-glucuronyltransferase (EC 2.4.1.226); chondroitin beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-); UDP-Gal: beta-galactosylxylosylprotein beta-1,3-galactosyltransferase (EC 2.4.1.134); UDP-GlcNAc: O-fucosylpeptide beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.222)	2.4.1.122,2.4.1.134,2.4.1.149,2.4.1.175,2.4.1.222,2.4.1.226,2.4.1.79,2.4.1.-	GT31.hmm				0	False	MKB
QGNH01001130.1_91	QGNH01001130.1	QGNH01001130.1	91	62802	63782	-1	D			YP_004322338.1	YP_004322338.1 nucleotide-sugar epimerase [Synechococcus phage S-SM2]	True	0.572	374.0	3.4750000000000008e-115								GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; Male sterility protein [PF07993.15]; Polysaccharide biosynthesis protein [PF02719.18]; KR domain [PF08659.13]; short chain dehydrogenase [PF00106.28]; NmrA-like family [PF05368.16]					VOG00055	sp|Q9SYM5|RHM1_ARATH Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1; Xh	Xh	0	False	MKB
QGNH01001130.1_92	QGNH01001130.1	QGNH01001130.1	92	63779	64375	-1	D																Methyltransferase FkbM domain [PF05050.15]								0	False	
QGNH01001130.1_93	QGNH01001130.1	QGNH01001130.1	93	64372	65160	-1	D			YP_009173265.1	YP_009173265.1 hypothetical protein ceV_010 [Chrysochromulina ericina virus]	False	0.283	114.0	7.970000000000001e-27								Glycosyltransferase family 10 (fucosyltransferase) C-term [PF00852.22]					VOG03726	REFSEQ putative transferase; Xu	Xu	0	False	
QGNH01001130.1_94	QGNH01001130.1	QGNH01001130.1	94	65157	66074	-1	C	K02377	GDP-L-fucose synthase [EC:1.1.1.271]	YP_007674419.1	YP_007674419.1 nucleotide-sugar epimerase [Synechococcus phage S-SKS1]	False	0.427	231.0	2.399e-66								GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; NmrA-like family [PF05368.16]					VOG00055	sp|Q9SYM5|RHM1_ARATH Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1; Xh	Xh	0	False	MK
QGNH01001130.1_95	QGNH01001130.1	QGNH01001130.1	95	66071	67129	-1	D			YP_009810868.1	YP_009810868.1 hypothetical protein HOU04_gp110 [Synechococcus phage S-T4]	False	0.28	130.0	2.8860000000000003e-31								Reversibly glycosylated polypeptide [PF03214.16]	GT75	GT75 UDP-Glc: self-glucosylating beta-glucosyltransferase (EC 2.4.1.-); UDP-L-arabinopyranose mutase (EC 5.4.99.-)	2.4.1.-,5.4.99.30	GT75.hmm				0	False	
QGNH01001130.1_96	QGNH01001130.1	QGNH01001130.1	96	67126	67866	-1	E																								0	False	
QGNH01001130.1_97	QGNH01001130.1	QGNH01001130.1	97	67863	68825	-1	C	K01711	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	YP_214488.1	YP_214488.1 nucleotide-sugar epimerase [Prochlorococcus phage P-SSM2]	True	0.639	415.0	1.213e-129								GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]					VOG00055	sp|Q9SYM5|RHM1_ARATH Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1; Xh	Xh	0	False	MK
QGNH01001130.1_98	QGNH01001130.1	QGNH01001130.1	98	68822	69601	-1	C	K00718	galactoside 2-L-fucosyltransferase 1/2 [EC:2.4.1.69]	YP_004322362.1	YP_004322362.1 glycosyltransferase [Synechococcus phage S-SM2]	False	0.332	139.0	3.342e-35								Glycosyl transferase family 11 [PF01531.19]	GT11	GT11 GDP-L-Fuc: galactoside alpha-1,2-L-fucosyltransferase (EC 2.4.1.69); GDP-L-Fuc: beta-LacNac alpha-1,3-L-fucosyltransferase (EC 2.4.1.-)	2.4.1.69,2.4.1.-	GT11.hmm	VOG01593	sp|Q58YV9|WBNK_ECOLX O-antigen biosynthesis glycosyltransferase WbnK; Xh	Xh	0	False	
QGNH01001130.1_99	QGNH01001130.1	QGNH01001130.1	99	69607	70779	-1	D			YP_009323160.1	YP_009323160.1 aminotransferase [Synechococcus phage S-CAM7]	False	0.282	146.0	3.708e-36								DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.20]					VOG01698	sp|Q5UPL1|YL136_MIMIV Uncharacterized protein L136; Xu	Xu	0	False	
QGNH01001130.1_100	QGNH01001130.1	QGNH01001130.1	100	70776	71450	-1	D																Glycosyltransferase like family 2 [PF13641.9]								0	False	
QGNH01001130.1_101	QGNH01001130.1	QGNH01001130.1	101	71512	72231	-1	C	K01265	methionyl aminopeptidase [EC:3.4.11.18]							MER0004284	M24A	MER0004284 - subfamily M24A unassigned peptidases (Aquifex aeolicus) [M24.UPA]#M24A#{peptidase unit: 1-258}~source AMPM_AQUAE~	False	0.387	158.0	9.713e-42	Metallopeptidase family M24 [PF00557.27]								0	False	M
QGNH01001130.1_102	QGNH01001130.1	QGNH01001130.1	102	72323	72634	-1	E																								0	False	
QGNH01001130.1_103	QGNH01001130.1	QGNH01001130.1	103	72798	73211	-1	E																								0	False	
QGNH01001130.1_104	QGNH01001130.1	QGNH01001130.1	104	73175	73612	-1	E																								0	False	
QGNH01001130.1_105	QGNH01001130.1	QGNH01001130.1	105	73707	74318	1	E																								0	False	
QGNH01001130.1_106	QGNH01001130.1	QGNH01001130.1	106	74775	75113	-1	E																								0	False	
QGNH01001130.1_107	QGNH01001130.1	QGNH01001130.1	107	75943	76491	-1	D			YP_010671395.1	YP_010671395.1 HNH endonuclease [Rhizobium phage RHph_Y65]	False	0.347	105.0	7.821e-25								HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]; HNH endonuclease [PF13395.9]					VOG00284	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01001130.1_108	QGNH01001130.1	QGNH01001130.1	108	77437	77709	-1	D																Protein of unknown function (DUF559) [PF04480.15]; REase_MTES_1575 [PF18741.4]; Protein of unknown function (DUF2726) [PF10881.11]								0	False	
QGNH01001130.1_109	QGNH01001130.1	QGNH01001130.1	109	78305	78943	1	E																								0	False	
QGNH01001130.1_110	QGNH01001130.1	QGNH01001130.1	110	79193	79393	-1	E																								0	False	
QGNH01001130.1_111	QGNH01001130.1	QGNH01001130.1	111	79518	79706	-1	E																								0	False	
QGNH01001130.1_112	QGNH01001130.1	QGNH01001130.1	112	79720	80184	-1	E																								0	False	
QGNH01001130.1_113	QGNH01001130.1	QGNH01001130.1	113	80184	81026	-1	C	K07074	uncharacterized protein	YP_010246338.1	YP_010246338.1 nucleotidyltransferase [Gordonia phage Octobien14]	False	0.339	142.0	5.47e-36								RNA repair pathway DNA polymerase beta family [PF10127.12]					VOG01053	sp|P39242|Y05G_BPT4 Uncharacterized 38.9 kDa protein in nrdC-mobD intergenic region; Xu	Xu	0	False	
QGNH01001130.1_114	QGNH01001130.1	QGNH01001130.1	114	80995	81231	-1	E																								0	False	
QGNH01001130.1_115	QGNH01001130.1	QGNH01001130.1	115	81228	81425	-1	E																								1	False	
QGNH01001130.1_116	QGNH01001130.1	QGNH01001130.1	116	81422	81652	-1	E																								0	False	
QGNH01001130.1_117	QGNH01001130.1	QGNH01001130.1	117	81682	81774	-1	E																								0	False	
QGNH01001130.1_118	QGNH01001130.1	QGNH01001130.1	118	81798	82397	-1	D																RNA ligase [PF09414.13]								0	False	
QGNH01001130.1_119	QGNH01001130.1	QGNH01001130.1	119	82420	82623	-1	E																								0	False	
QGNH01001130.1_120	QGNH01001130.1	QGNH01001130.1	120	82652	82825	-1	E																								0	False	
QGNH01001130.1_121	QGNH01001130.1	QGNH01001130.1	121	83129	83323	-1	E																								0	False	
QGNH01001130.1_122	QGNH01001130.1	QGNH01001130.1	122	83357	83530	-1	E																								0	False	
QGNH01001130.1_123	QGNH01001130.1	QGNH01001130.1	123	83826	84047	-1	E																								0	False	
QGNH01001130.1_124	QGNH01001130.1	QGNH01001130.1	124	84056	84442	-1	E																								0	False	
QGNH01001130.1_125	QGNH01001130.1	QGNH01001130.1	125	84447	85226	-1	E																								0	False	
QGNH01001130.1_126	QGNH01001130.1	QGNH01001130.1	126	85412	85897	-1	E																								0	False	
QGNH01001130.1_127	QGNH01001130.1	QGNH01001130.1	127	85945	86094	-1	E																								0	False	
QGNH01001130.1_128	QGNH01001130.1	QGNH01001130.1	128	86151	86414	-1	E																								0	False	
QGNH01001130.1_129	QGNH01001130.1	QGNH01001130.1	129	86416	86727	-1	E																								0	False	
QGNH01001130.1_130	QGNH01001130.1	QGNH01001130.1	130	86728	87657	-1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	YP_009600758.1	YP_009600758.1 NAD-dependent DNA ligase [Sphingobium phage Lacusarx]	False	0.233	90.0	3.618e-18								BRCA1 C Terminus (BRCT) domain [PF00533.29]; twin BRCT domain [PF12738.10]					VOG11966	sp|Q97FQ5|DNLJ2_CLOAB DNA ligase 2; XhXr	Xr;Xh	1	False	V
QGNH01001130.1_131	QGNH01001130.1	QGNH01001130.1	131	87830	88219	-1	E																								0	False	
QGNH01001130.1_132	QGNH01001130.1	QGNH01001130.1	132	88194	88406	-1	E																								0	False	
QGNH01001130.1_133	QGNH01001130.1	QGNH01001130.1	133	88443	89618	-1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	YP_009600758.1	YP_009600758.1 NAD-dependent DNA ligase [Sphingobium phage Lacusarx]	False	0.329	193.0	7.709e-52								NAD-dependent DNA ligase adenylation domain [PF01653.21]; NAD-dependent DNA ligase OB-fold domain [PF03120.19]								0	False	
QGNH01001130.1_134	QGNH01001130.1	QGNH01001130.1	134	89836	90693	-1	D			YP_009601804.1	YP_009601804.1 hypothetical protein FDH51_gp17 [Pseudomonas phage LKO4]	False	0.306	142.0	4.6900000000000006e-36								alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 1 [PF18723.4]					VOG04973	sp|F8WQ30|HMUDK_BPS10 5-hmdU DNA kinase; XhXp	Xh;Xp	0	False	
QGNH01001130.1_135	QGNH01001130.1	QGNH01001130.1	135	90715	91122	1	E																								0	False	
QGNH01001130.1_136	QGNH01001130.1	QGNH01001130.1	136	91088	92845	-1	E																								0	False	
QGNH01001130.1_137	QGNH01001130.1	QGNH01001130.1	137	92875	94263	-1	D																Domain of unknown function(DUF2779) [PF11074.11]								0	False	
QGNH01001130.1_138	QGNH01001130.1	QGNH01001130.1	138	94306	94914	-1	E			YP_009222565.1	YP_009222565.1 terminase small subunit [Rhodoferax phage P26218]	False	0.268	78.0	2.235e-15																0	False	
QGNH01001130.1_139	QGNH01001130.1	QGNH01001130.1	139	95051	95728	1	E			YP_009590807.1	YP_009590807.1 homing endonuclease [Campylobacter phage vB_CcoM-IBB_35]	False	0.461	63.0	7.345e-10													VOG03255	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01001130.1_140	QGNH01001130.1	QGNH01001130.1	140	95725	96186	-1	D			YP_003344804.1	YP_003344804.1 metal-dependent phosphohydrolase [Aggregatibacter phage S1249]	False	0.37	91.0	1.5780000000000003e-20								HD domain [PF13328.9]					VOG00925	sp|O87331|RELA_CORGL GTP pyrophosphokinase; Xh	Xh	0	False	
QGNH01001130.1_141	QGNH01001130.1	QGNH01001130.1	141	96398	97180	-1	E																								0	False	
QGNH01001130.1_142	QGNH01001130.1	QGNH01001130.1	142	97208	97609	-1	E			YP_009794057.1	YP_009794057.1 hypothetical protein HOS31_gp43 [Bordetella phage FP1]	False	0.569	83.0	7.455e-18													VOG03250	REFSEQ hypothetical protein; Xu	Xu	0	False	
