	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_009603.1_NC_009603.1_56	NC_009603.1	NC_009603.1	56	37038	37367	1	E											0
NC_009603.1_NC_009603.1_57	NC_009603.1	NC_009603.1	57	38526	39257	1	E											0
NC_009603.1_NC_009603.1_58	NC_009603.1	NC_009603.1	58	39265	39450	1	E											0
NC_009603.1_NC_009603.1_59	NC_009603.1	NC_009603.1	59	39564	40130	-1	D										ROS/MUCR transcriptional regulator protein [PF05443.14]	0
NC_009603.1_NC_009603.1_60	NC_009603.1	NC_009603.1	60	40127	40462	-1	D										Domain of unknown function (DUF1870) [PF08965.13]; Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.8]; Helix-turn-helix domain [PF12844.10]	0
NC_009603.1_NC_009603.1_61	NC_009603.1	NC_009603.1	61	40808	40948	-1	E											0
NC_009603.1_NC_009603.1_62	NC_009603.1	NC_009603.1	62	40945	43272	-1	C	K23269	phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]								AIR synthase related protein, N-terminal domain [PF00586.27]; AIR synthase related protein, C-terminal domain [PF02769.25]; Formylglycinamide ribonucleotide amidotransferase linker domain [PF18072.4]	0
NC_009603.1_NC_009603.1_63	NC_009603.1	NC_009603.1	63	43328	43711	-1	E											0
NC_009603.1_NC_009603.1_64	NC_009603.1	NC_009603.1	64	43782	44810	1	D										Fatty acid desaturase [PF00487.27]	0
NC_009603.1_NC_009603.1_65	NC_009603.1	NC_009603.1	65	44885	45145	1	E											0
NC_009603.1_NC_009603.1_66	NC_009603.1	NC_009603.1	66	45313	45786	-1	E											0
NC_009603.1_NC_009603.1_67	NC_009603.1	NC_009603.1	67	45944	46315	1	D										Bacterial PH domain [PF08000.14]	0
