	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001314.1_16	QGNH01001314.1	QGNH01001314.1	16	17123	19711	1	D			YP_007673285.1	YP_007673285.1 tail protein [Tetraselmis viridis virus S20]	False	0.199	175.0	4.791e-43								Putative phage tail protein [PF13550.9]					VOG02462	REFSEQ tail protein; Xu	Xu	0	False	
QGNH01001314.1_17	QGNH01001314.1	QGNH01001314.1	17	19721	20503	1	D			YP_009126391.1	YP_009126391.1 ribonuclease III [Paracoccus phage vB_PmaS-R3]	False	0.428	85.0	6.916e-17								Protein of unknown function (DUF2793) [PF10983.11]					VOG02515	REFSEQ tail fiber protein; Xu	Xu	0	False	
QGNH01001314.1_18	QGNH01001314.1	QGNH01001314.1	18	20534	20713	1	E																								0	False	
QGNH01001314.1_19	QGNH01001314.1	QGNH01001314.1	19	20717	21103	1	E																								0	False	
QGNH01001314.1_20	QGNH01001314.1	QGNH01001314.1	20	21166	21993	1	E																								0	False	
QGNH01001314.1_21	QGNH01001314.1	QGNH01001314.1	21	22094	22864	1	E																								0	False	
QGNH01001314.1_22	QGNH01001314.1	QGNH01001314.1	22	23029	24216	1	E																								0	False	
QGNH01001314.1_23	QGNH01001314.1	QGNH01001314.1	23	24327	24839	1	C	K17733	peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]							MER0386213	M15C	MER0386213 - subfamily M15C unassigned peptidases (Rhizobium leguminosarum) [M15.UPC]#M15C#{peptidase unit: 222-346}~source EJB01761~	False	0.551	130.0	3.251e-33									0	False	P
QGNH01001314.1_24	QGNH01001314.1	QGNH01001314.1	24	24870	25823	1	E			YP_001426625.1	YP_001426625.1 hypothetical protein ATCV1_Z144R [Acanthocystis turfacea chlorella virus 1]	False	0.375	209.0	2.7840000000000007e-58													VOG18582	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001314.1_25	QGNH01001314.1	QGNH01001314.1	25	25880	26059	1	E																								0	False	
QGNH01001314.1_26	QGNH01001314.1	QGNH01001314.1	26	26082	26795	1	E																								0	False	
QGNH01001314.1_27	QGNH01001314.1	QGNH01001314.1	27	26805	27224	1	E																								0	False	
QGNH01001314.1_28	QGNH01001314.1	QGNH01001314.1	28	27241	27528	1	E																								0	False	
QGNH01001314.1_29	QGNH01001314.1	QGNH01001314.1	29	27556	27948	1	D																Domain of unknown function (DUF1937) [PF09152.13]								0	False	
QGNH01001314.1_30	QGNH01001314.1	QGNH01001314.1	30	27945	28502	1	E			YP_009600773.1	YP_009600773.1 hypothetical protein FDH44_gp044 [Sphingobium phage Lacusarx]	False	0.437	116.0	1.357e-28													VOG02121	sp|Q7Y4Y9|DNMK_BPR69 Deoxynucleotide monophosphate kinase; Xh	Xh	0	False	
QGNH01001314.1_31	QGNH01001314.1	QGNH01001314.1	31	28561	28917	1	E																								0	False	
QGNH01001314.1_32	QGNH01001314.1	QGNH01001314.1	32	28875	29780	1	D			YP_009620029.1	YP_009620029.1 ATPase [Stenotrophomonas phage vB_SmaS_DLP_5]	False	0.497	209.0	1.142e-58								ATPase family associated with various cellular activities (AAA) [PF00004.32]; AAA domain (Cdc48 subfamily) [PF07724.17]; AAA domain (dynein-related subfamily) [PF07728.17]					VOG00812	REFSEQ ATPase; Xu	Xu	0	False	
QGNH01001314.1_33	QGNH01001314.1	QGNH01001314.1	33	29833	30564	1	E																								0	False	
QGNH01001314.1_34	QGNH01001314.1	QGNH01001314.1	34	30629	31606	1	E																								0	False	
QGNH01001314.1_35	QGNH01001314.1	QGNH01001314.1	35	31603	32151	1	E			YP_009619947.1	YP_009619947.1 hypothetical protein FDJ07_gp052 [Stenotrophomonas phage vB_SmaS_DLP_5]	False	0.379	108.0	1.196e-25																0	False	
QGNH01001314.1_36	QGNH01001314.1	QGNH01001314.1	36	32161	32592	1	E			YP_009055461.1	YP_009055461.1 HNH endonuclease [Acinetobacter phage YMC-13-01-C62]	False	0.567	120.0	1.115e-30													VOG01554	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01001314.1_37	QGNH01001314.1	QGNH01001314.1	37	32594	33856	1	D			YP_009619948.1	YP_009619948.1 DnaB-like replicative helicase [Stenotrophomonas phage vB_SmaS_DLP_5]	False	0.373	243.0	1.6449999999999996e-68								DnaB-like helicase C terminal domain [PF03796.18]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
QGNH01001314.1_38	QGNH01001314.1	QGNH01001314.1	38	33864	34304	1	E			YP_007236760.1	YP_007236760.1 HNH endonuclease [Burkholderia phage BcepMigl]	False	0.593	137.0	1.634e-36													VOG01554	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01001314.1_39	QGNH01001314.1	QGNH01001314.1	39	34360	34842	1	E																								0	False	
QGNH01001314.1_40	QGNH01001314.1	QGNH01001314.1	40	34846	35517	1	C	K03469	ribonuclease HI [EC:3.1.26.4]	YP_010667250.1	YP_010667250.1 Rnase H [Klebsiella phage Miami]	False	0.462	119.0	5.790999999999998e-29								RNase H [PF00075.27]								0	False	
QGNH01001314.1_41	QGNH01001314.1	QGNH01001314.1	41	35507	35962	1	E			YP_007236760.1	YP_007236760.1 HNH endonuclease [Burkholderia phage BcepMigl]	False	0.542	132.0	1.219e-34													VOG01554	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01001314.1_42	QGNH01001314.1	QGNH01001314.1	42	35959	36954	1	D			YP_004957575.1	YP_004957575.1 hypothetical protein VPEG_00083 [Vibrio phage SIO-2]	False	0.372	203.0	2.615e-56								DNA primase catalytic core, N-terminal domain [PF08275.14]					VOG00694	REFSEQ DNA primase; Xu	Xu	0	False	F
QGNH01001314.1_43	QGNH01001314.1	QGNH01001314.1	43	37021	37836	1	E			YP_009619951.1	YP_009619951.1 hypothetical protein FDJ07_gp056 [Stenotrophomonas phage vB_SmaS_DLP_5]	False	0.417	175.0	2.443e-47													VOG04584	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001314.1_44	QGNH01001314.1	QGNH01001314.1	44	38325	39695	1	D			YP_009619953.1	YP_009619953.1 superfamily II DNA or RNA helicase [Stenotrophomonas phage vB_SmaS_DLP_5]	False	0.388	300.0	2.037e-87								Type III restriction enzyme, res subunit [PF04851.18]; DEAD/DEAH box helicase [PF00270.32]					VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	F
QGNH01001314.1_45	QGNH01001314.1	QGNH01001314.1	45	40119	40436	1	E																					VOG00673	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001314.1_46	QGNH01001314.1	QGNH01001314.1	46	40470	40787	1	D			YP_009619956.1	YP_009619956.1 UvsX-like recombinase [Stenotrophomonas phage vB_SmaS_DLP_5]	False	0.499	69.0	1.529e-13								recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]; KaiC [PF06745.16]								0	False	F
